active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_cache_evictions,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
11,0,True,0,0,0,0,0,near_collinear_min__n16__negative,near_collinear_min,14,0,21,16,118,1.0,,,base,0,0.02656899999999851,16,,2,7,False,,False,,,,,,,,,0,0,,21,2,,,95,range_area7,[],10696.66860033792,0,143.66742641183976,0.0,14,,,174.8958575,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,252,1.0,12,,1,,,16,stress,5,public_upper_bound_16,89,2798.33372,,,True,0.026611250010319054
11,0,True,0,0,0,0,0,near_collinear_min__n16__negative,near_collinear_min,14,0,21,16,118,1.0,,,base,0,0.028289000000000897,16,,2,7,False,,False,,first,0,0,8,112,0,0,0,0,,21,2,,,95,history_first8_area7,[],10696.66860033792,0,143.66742641183976,0.0,14,,,174.8958575,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,252,1.0,12,,1,,,16,stress,5,public_upper_bound_16,89,2798.33372,,,True,0.028293583018239588
11,0,True,0,0,0,0,0,near_collinear_min__n16__negative,near_collinear_min,14,0,21,16,118,1.0,,,base,0,0.028754000000001056,16,,2,7,False,,False,,ends,0,0,8,178,0,0,0,0,,21,2,,,95,history_ends8_area7,[],10696.66860033792,0,143.66742641183976,0.0,14,,,174.8958575,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,252,1.0,12,,1,,,16,stress,5,public_upper_bound_16,89,2798.33372,,,True,0.02875554101774469
11,0,True,0,0,0,0,0,near_collinear_min__n16__negative,near_collinear_min,14,0,21,16,118,1.0,,,base,0,0.029009999999999536,16,,2,7,False,,False,,ends,0,0,16,178,0,0,0,0,,21,2,,,95,history_ends16_area7,[],10696.66860033792,0,143.66742641183976,0.0,14,,,174.8958575,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,252,1.0,12,,1,,,16,stress,5,public_upper_bound_16,89,2798.33372,,,True,0.029010290978476405
10,0,True,0,0,0,0,0,near_collinear_min__n16__spatial,near_collinear_min,11,0,20,16,118,1.0,,,base,0,0.027218000000001297,16,,5,9,False,,False,,,,,,,,,0,0,,21,2,,,96,range_area7,[],10721.405448544612,0,117.06617527853851,0.0,11,,,175.2675681875,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,253,1.0,10,,0,,,16,stress,5,public_upper_bound_16,88,2804.281091,,,True,0.027222000004258007
10,0,True,0,0,0,0,0,near_collinear_min__n16__spatial,near_collinear_min,11,0,20,16,118,1.0,,,base,0,0.02957199999999993,16,,5,9,False,,False,,first,0,0,8,109,0,0,0,0,,21,2,,,96,history_first8_area7,[],10721.405448544612,0,117.06617527853851,0.0,11,,,175.2675681875,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,253,1.0,10,,0,,,16,stress,5,public_upper_bound_16,88,2804.281091,,,True,0.029621166002471
10,0,True,0,0,0,0,0,near_collinear_min__n16__spatial,near_collinear_min,11,0,20,16,118,1.0,,,base,0,0.029612000000000194,16,,5,9,False,,False,,ends,0,0,8,172,0,0,0,0,,21,2,,,96,history_ends8_area7,[],10721.405448544612,0,117.06617527853851,0.0,11,,,175.2675681875,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,253,1.0,10,,0,,,16,stress,5,public_upper_bound_16,88,2804.281091,,,True,0.029643000045325607
10,0,True,0,0,0,0,0,near_collinear_min__n16__spatial,near_collinear_min,11,0,20,16,118,1.0,,,base,0,0.029119999999998925,16,,5,9,False,,False,,ends,0,0,16,172,0,0,0,0,,21,2,,,96,history_ends16_area7,[],10721.405448544612,0,117.06617527853851,0.0,11,,,175.2675681875,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,253,1.0,10,,0,,,16,stress,5,public_upper_bound_16,88,2804.281091,,,True,0.029150041984394193
4,0,True,0,0,0,0,0,unknown_count_late__n10__positive,unknown_count_late,8,0,12,10,110,1.0,,,base,0,0.01485100000000017,10,,2,4,False,,False,,,,,,,,,0,0,,17,0,,,96,range_area7,[],10390.23806299752,0,57.8140597818647,0.0,8,,,270.4047613,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,254,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,90,2704.047613,,,True,0.014851166983135045
4,0,True,0,0,0,0,0,unknown_count_late__n10__positive,unknown_count_late,8,0,12,10,110,1.0,,,base,0,0.015587999999999269,10,,2,4,False,,False,,first,0,0,8,18,0,0,0,0,,17,0,,,96,history_first8_area7,[],10390.23806299752,0,57.8140597818647,0.0,8,,,270.4047613,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,254,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,90,2704.047613,,,True,0.015592082985676825
4,0,True,0,0,0,0,0,unknown_count_late__n10__positive,unknown_count_late,8,0,12,10,110,1.0,,,base,0,0.01578899999999983,10,,2,4,False,,False,,ends,0,0,8,30,0,0,0,0,,17,0,,,96,history_ends8_area7,[],10390.23806299752,0,57.8140597818647,0.0,8,,,270.4047613,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,254,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,90,2704.047613,,,True,0.015789416036568582
4,0,True,0,0,0,0,0,unknown_count_late__n10__positive,unknown_count_late,8,0,12,10,110,1.0,,,base,0,0.01594900000000088,10,,2,4,False,,False,,ends,0,0,16,30,0,0,0,0,,17,0,,,96,history_ends16_area7,[],10390.23806299752,0,57.8140597818647,0.0,8,,,270.4047613,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,254,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,90,2704.047613,,,True,0.015955790993757546
4,0,True,0,0,0,0,0,unknown_count_late__n10__negative,unknown_count_late,8,0,11,10,109,1.0,,,base,0,0.01547099999999979,10,,2,3,False,,False,,,,,,,,,0,0,,17,0,,,96,range_area7,[],10381.240417466588,0,60.247637476692056,0.0,8,,,269.9248083,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,255,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,90,2699.248083,,,True,0.015493208018597215
4,0,True,0,0,0,0,0,unknown_count_late__n10__negative,unknown_count_late,8,0,11,10,109,1.0,,,base,0,0.016107999999999123,10,,2,3,False,,False,,first,0,0,8,12,0,0,0,0,,17,0,,,96,history_first8_area7,[],10381.240417466588,0,60.247637476692056,0.0,8,,,269.9248083,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,255,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,90,2699.248083,,,True,0.016169582959264517
4,0,True,0,0,0,0,0,unknown_count_late__n10__negative,unknown_count_late,8,0,11,10,109,1.0,,,base,0,0.016140000000000043,10,,2,3,False,,False,,ends,0,0,8,18,0,0,0,0,,17,0,,,96,history_ends8_area7,[],10381.240417466588,0,60.247637476692056,0.0,8,,,269.9248083,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,255,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,90,2699.248083,,,True,0.016139833023771644
4,0,True,0,0,0,0,0,unknown_count_late__n10__negative,unknown_count_late,8,0,11,10,109,1.0,,,base,0,0.016257999999998773,10,,2,3,False,,False,,ends,0,0,16,18,0,0,0,0,,17,0,,,96,history_ends16_area7,[],10381.240417466588,0,60.247637476692056,0.0,8,,,269.9248083,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,255,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,90,2699.248083,,,True,0.01628483401145786
5,0,True,0,0,0,0,0,unknown_count_late__n10__spatial,unknown_count_late,9,0,12,10,111,1.0,,,base,0,0.01595700000000022,10,,1,3,False,,False,,,,,,,,,0,0,,17,0,,,97,range_area7,[],10460.933310005672,0,80.09491032635631,0.0,9,,,272.4186661,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,256,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,91,2724.186661,,,True,0.015964000020176172
5,0,True,0,0,0,0,0,unknown_count_late__n10__spatial,unknown_count_late,9,0,12,10,111,1.0,,,base,0,0.01639199999999974,10,,1,3,False,,False,,first,0,0,8,12,0,0,0,0,,17,0,,,97,history_first8_area7,[],10460.933310005672,0,80.09491032635631,0.0,9,,,272.4186661,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,256,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,91,2724.186661,,,True,0.016398833016864955
5,0,True,0,0,0,0,0,unknown_count_late__n10__spatial,unknown_count_late,9,0,12,10,111,1.0,,,base,0,0.01652699999999996,10,,1,3,False,,False,,ends,0,0,8,18,0,0,0,0,,17,0,,,97,history_ends8_area7,[],10460.933310005672,0,80.09491032635631,0.0,9,,,272.4186661,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,256,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,91,2724.186661,,,True,0.016527833009604365
5,0,True,0,0,0,0,0,unknown_count_late__n10__spatial,unknown_count_late,9,0,12,10,111,1.0,,,base,0,0.016836000000001405,10,,1,3,False,,False,,ends,0,0,16,18,0,0,0,0,,17,0,,,97,history_ends16_area7,[],10460.933310005672,0,80.09491032635631,0.0,9,,,272.4186661,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,256,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,91,2724.186661,,,True,0.016843083023559302
4,0,True,0,0,0,0,0,unknown_count_late__n16__positive,unknown_count_late,13,0,18,16,86,1.0,,,base,0,0.023595000000000255,16,,3,5,False,,False,,,,,,,,,0,0,,22,1,,,66,range_area7,[],9621.735770069714,0,131.52675032611273,0.0,13,,,149.959197125,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,257,1.0,17,,0,,,16,stress,6,public_upper_bound_16,59,2399.347154,,,True,0.023629083996638656
4,0,True,0,0,0,0,0,unknown_count_late__n16__positive,unknown_count_late,13,0,18,16,86,1.0,,,base,0,0.023931000000001035,16,,3,5,False,,False,,first,0,0,8,30,0,0,0,0,,22,1,,,66,history_first8_area7,[],9621.735770069714,0,131.52675032611273,0.0,13,,,149.959197125,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,257,1.0,17,,0,,,16,stress,6,public_upper_bound_16,59,2399.347154,,,True,0.02393691602628678
4,0,True,0,0,0,0,0,unknown_count_late__n16__positive,unknown_count_late,13,0,18,16,86,1.0,,,base,0,0.023908999999999736,16,,3,5,False,,False,,ends,0,0,8,50,0,0,0,0,,22,1,,,66,history_ends8_area7,[],9621.735770069714,0,131.52675032611273,0.0,13,,,149.959197125,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,257,1.0,17,,0,,,16,stress,6,public_upper_bound_16,59,2399.347154,,,True,0.0239173750160262
4,0,True,0,0,0,0,0,unknown_count_late__n16__positive,unknown_count_late,13,0,18,16,86,1.0,,,base,0,0.024089000000000027,16,,3,5,False,,False,,ends,0,0,16,50,0,0,0,0,,22,1,,,66,history_ends16_area7,[],9621.735770069714,0,131.52675032611273,0.0,13,,,149.959197125,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,257,1.0,17,,0,,,16,stress,6,public_upper_bound_16,59,2399.347154,,,True,0.024099000031128526
4,0,True,0,0,0,0,0,unknown_count_late__n16__negative,unknown_count_late,13,0,18,16,104,1.0,,,base,0,0.024462000000001538,16,,3,5,False,,False,,,,,,,,,0,0,,23,0,,,84,range_area7,[],10700.048470799113,0,121.02504997952575,0.0,13,,,170.1256059375,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,258,1.0,15,,0,,,16,stress,7,public_upper_bound_16,76,2722.009695,,,True,0.024483875022269785
4,0,True,0,0,0,0,0,unknown_count_late__n16__negative,unknown_count_late,13,0,18,16,104,1.0,,,base,0,0.025016000000000815,16,,3,5,False,,False,,first,0,0,8,30,0,0,0,0,,23,0,,,84,history_first8_area7,[],10700.048470799113,0,121.02504997952575,0.0,13,,,170.1256059375,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,258,1.0,15,,0,,,16,stress,7,public_upper_bound_16,76,2722.009695,,,True,0.025026415998581797
4,0,True,0,0,0,0,0,unknown_count_late__n16__negative,unknown_count_late,13,0,18,16,104,1.0,,,base,0,0.025792000000000925,16,,3,5,False,,False,,ends,0,0,8,45,0,0,0,0,,23,0,,,84,history_ends8_area7,[],10700.048470799113,0,121.02504997952575,0.0,13,,,170.1256059375,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,258,1.0,15,,0,,,16,stress,7,public_upper_bound_16,76,2722.009695,,,True,0.02592275000642985
4,0,True,0,0,0,0,0,unknown_count_late__n16__negative,unknown_count_late,13,0,18,16,104,1.0,,,base,0,0.025428999999999036,16,,3,5,False,,False,,ends,0,0,16,45,0,0,0,0,,23,0,,,84,history_ends16_area7,[],10700.048470799113,0,121.02504997952575,0.0,13,,,170.1256059375,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,258,1.0,15,,0,,,16,stress,7,public_upper_bound_16,76,2722.009695,,,True,0.025448417000006884
6,0,True,0,0,0,0,0,unknown_count_late__n16__spatial,unknown_count_late,12,0,19,16,78,1.0,,,base,0,0.024183999999999983,16,,4,7,False,,False,,,,,,,,,0,0,,20,3,,,57,range_area7,[],7239.930163838877,0,125.63780758998033,0.0,12,,,116.9366270625,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,259,1.0,16,,0,,,16,stress,4,public_upper_bound_16,49,1870.986033,,,True,0.02418404200579971
6,0,True,0,0,0,0,0,unknown_count_late__n16__spatial,unknown_count_late,12,0,19,16,78,1.0,,,base,0,0.0244560000000007,16,,4,7,False,,False,,first,0,0,8,12,0,0,0,0,,20,3,,,57,history_first8_area7,[],7239.930163838877,0,125.63780758998033,0.0,12,,,116.9366270625,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,259,1.0,16,,0,,,16,stress,4,public_upper_bound_16,49,1870.986033,,,True,0.024469957977999002
6,0,True,0,0,0,0,0,unknown_count_late__n16__spatial,unknown_count_late,12,0,19,16,78,1.0,,,base,0,0.024298999999999182,16,,4,7,False,,False,,ends,0,0,8,21,0,0,0,0,,20,3,,,57,history_ends8_area7,[],7239.930163838877,0,125.63780758998033,0.0,12,,,116.9366270625,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,259,1.0,16,,0,,,16,stress,4,public_upper_bound_16,49,1870.986033,,,True,0.024321291013620794
6,0,True,0,0,0,0,0,unknown_count_late__n16__spatial,unknown_count_late,12,0,19,16,78,1.0,,,base,0,0.02427999999999919,16,,4,7,False,,False,,ends,0,0,16,21,0,0,0,0,,20,3,,,57,history_ends16_area7,[],7239.930163838877,0,125.63780758998033,0.0,12,,,116.9366270625,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,259,1.0,16,,0,,,16,stress,4,public_upper_bound_16,49,1870.986033,,,True,0.02428050001617521
6,0,True,0,6,1,1,0,uniform__iid__67,uniform__iid,9,44,10,10,317,,bounded_transverse_width,,base,0,0.030977999999999284,10,,0,0,,,False,0,,,,,,,,0,44,2,38,0,2,2,305,range_width015,[],20972.215750037813,0,,0.0,,False,0,605.2443147,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,1,2,2,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,283,6052.443147,40.0,constant,,0.031059790984727442
6,0,True,0,6,1,1,0,uniform__iid__67,uniform__iid,9,44,10,10,317,,bounded_transverse_width,,base,0,0.03951800000000105,10,,0,0,,,False,0,recent,0,0,8,430,4,1,0,44,2,38,0,2,2,305,history_recent8_width015,[],21175.263578656693,0,,0.0,,False,0,609.3052714,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,1,2,2,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,283,6093.052714,40.0,constant,,0.03954341699136421
6,0,True,0,6,1,1,0,uniform__iid__67,uniform__iid,9,44,10,10,317,,bounded_transverse_width,,base,0,0.03670300000000104,10,,0,0,,,False,0,first,0,0,8,430,4,1,0,44,2,38,0,2,2,305,history_first8_width015,[],21175.263578656693,0,,0.0,,False,0,609.3052714,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,1,2,2,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,283,6093.052714,40.0,constant,,0.0367336249910295
6,0,True,0,6,1,1,0,uniform__iid__67,uniform__iid,9,44,10,10,317,,bounded_transverse_width,,base,0,0.03681300000000043,10,,0,0,,,False,0,ends,0,0,4,341,3,1,0,44,2,38,0,2,2,305,history_ends4_width015,[],21175.263578656693,0,,0.0,,False,0,609.3052714,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,1,2,2,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,283,6093.052714,40.0,constant,,0.03682875004597008
6,0,True,0,6,1,1,0,uniform__iid__67,uniform__iid,9,44,10,10,317,,bounded_transverse_width,,base,0,0.04119299999999981,10,,0,0,,,False,0,ends,0,0,8,747,4,1,0,44,2,38,0,2,2,305,history_ends8_width015,[],21175.263578656693,0,,0.0,,False,0,609.3052714,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,1,2,2,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,283,6093.052714,40.0,constant,,0.04124950000550598
6,0,True,0,6,1,1,0,uniform__iid__67,uniform__iid,9,44,10,10,317,,bounded_transverse_width,,base,0,0.047591000000000605,10,,0,0,,,False,0,ends,0,0,16,1346,5,2,0,44,2,38,0,2,2,305,history_ends16_width015,[],21223.523341763364,0,,0.0,,False,0,610.2704667,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,1,2,2,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,283,6102.704667,40.0,constant,,0.04760600003646687
10,1,True,0,10,3,3,0,uniform__iid__67,uniform__iid,7,28,10,10,299,,bounded_transverse_width,,arc,41,0.03552999999999962,10,cached_distance_prefix_sum,0,0,,,False,0,,,,,,,,0,28,4,0,0,3,2,287,fast_arc05_width015,[],20365.908164953118,0,,0.0,,False,0,582.2181628999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,8,4,0,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,264,5822.181629,40.0,constant,,0.03558270900975913
10,1,True,0,10,3,3,0,uniform__iid__67,uniform__iid,7,28,10,10,299,,bounded_transverse_width,,arc,41,0.04236299999999993,10,cached_distance_prefix_sum,0,0,,,False,0,ends,0,0,8,420,0,0,0,28,4,0,0,3,2,287,history_arc8_width015,[],20365.908164953118,0,,0.0,,False,0,582.2181628999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,8,4,0,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,264,5822.181629,40.0,constant,,0.04241412499686703
7,1,True,0,7,1,1,0,uniform__iid__67,uniform__iid,9,33,10,10,320,,bounded_transverse_width,,locked,38,0.027504000000000417,10,cached_distance_prefix_sum,0,0,,,True,0,,,,,,,,0,33,4,0,0,3,2,308,fast_locked_width015,[],22011.904280567767,0,,0.0,,False,0,627.8380856,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,4,3,4,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,286,6278.380856,40.0,constant,,0.027551917009986937
7,1,True,0,7,1,1,0,uniform__iid__67,uniform__iid,9,33,10,10,320,,bounded_transverse_width,,locked,38,0.03788699999999956,10,cached_distance_prefix_sum,0,0,,,True,0,ends,0,0,8,877,0,0,0,33,4,0,0,3,2,308,history_locked8_width015,[],22011.904280567767,0,,0.0,,False,0,627.8380856,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,4,3,4,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,286,6278.380856,40.0,constant,,0.03789550001965836
15,3,True,0,15,3,3,1,uniform__iid__68,uniform__iid,12,38,15,15,289,,bounded_transverse_width,,base,0,0.04623300000000086,15,,0,0,,,False,0,,,,,,,,0,38,1,50,0,4,3,272,range_width015,[],23284.201602154062,0,,0.0,,False,0,422.5893545333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,20,17,11,1,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,247,6338.840318,40.0,constant,,0.04624487500404939
18,3,True,0,18,3,3,0,uniform__iid__68,uniform__iid,12,25,15,15,264,,bounded_transverse_width,,base,0,0.06143199999999993,15,,0,0,,,False,0,recent,0,0,8,1134,5,4,0,25,3,52,0,4,3,247,history_recent8_width015,[],24869.606192908475,0,,0.0,,False,0,433.86141573333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,21,20,9,3,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6507.921236,40.0,constant,,0.06148191704414785
18,3,True,0,18,3,3,0,uniform__iid__68,uniform__iid,12,25,15,15,264,,bounded_transverse_width,,base,0,0.056879000000000346,15,,0,0,,,False,0,first,0,0,8,1134,5,4,0,25,3,52,0,4,3,247,history_first8_width015,[],24869.606192908475,0,,0.0,,False,0,433.86141573333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,21,20,9,3,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6507.921236,40.0,constant,,0.05689816700760275
18,3,True,0,18,3,3,0,uniform__iid__68,uniform__iid,12,25,15,15,264,,bounded_transverse_width,,base,0,0.05463600000000035,15,,0,0,,,False,0,ends,0,0,4,532,4,4,0,25,3,52,0,4,3,247,history_ends4_width015,[],24870.494447387144,0,,0.0,,False,0,433.87325906666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,21,20,9,3,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6508.098886,40.0,constant,,0.0546605420531705
18,3,True,0,18,3,3,0,uniform__iid__68,uniform__iid,12,25,15,15,264,,bounded_transverse_width,,base,0,0.06534900000000121,15,,0,0,,,False,0,ends,0,0,8,1753,5,4,0,25,3,52,0,4,3,247,history_ends8_width015,[],24869.606192908475,0,,0.0,,False,0,433.86141573333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,21,20,9,3,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6507.921236,40.0,constant,,0.06540474999928847
18,3,True,0,18,3,3,0,uniform__iid__68,uniform__iid,12,25,15,15,264,,bounded_transverse_width,,base,0,0.07995399999999897,15,,0,0,,,False,0,ends,0,0,16,3347,5,4,0,25,3,52,0,4,3,247,history_ends16_width015,[],24869.606192908475,0,,0.0,,False,0,433.86141573333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,21,20,9,3,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6507.921236,40.0,constant,,0.08006791700609028
20,3,True,0,20,3,3,1,uniform__iid__68,uniform__iid,12,22,15,15,273,,bounded_transverse_width,,arc,55,0.04992999999999981,15,cached_distance_prefix_sum,0,0,,,False,0,,,,,,,,0,22,5,0,0,3,3,256,fast_arc05_width015,[],23108.235111800113,0,,0.0,,False,0,413.9098014666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,21,6,20,5,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,232,6208.647022,40.0,constant,,0.05002691701520234
19,2,True,0,19,3,3,0,uniform__iid__68,uniform__iid,12,22,15,15,272,,bounded_transverse_width,,arc,54,0.06693699999999936,15,cached_distance_prefix_sum,0,0,,,False,0,ends,0,0,8,1603,2,2,0,22,5,0,0,3,3,255,history_arc8_width015,[],22777.57780455468,0,,0.0,,False,0,409.167704,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,21,2,20,5,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,232,6137.51556,40.0,constant,,0.06698504195082933
8,2,True,0,8,5,5,1,uniform__iid__68,uniform__iid,10,24,15,15,240,,bounded_transverse_width,,locked,44,0.038441000000000614,15,cached_distance_prefix_sum,0,0,,,True,0,,,,,,,,0,24,4,0,0,3,2,223,fast_locked_width015,[],22047.43075760243,0,,0.0,,False,0,386.5657432,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,28,4,3,4,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,199,5798.486148,40.0,constant,,0.038482667005155236
7,1,True,0,7,5,5,0,uniform__iid__68,uniform__iid,10,24,15,15,239,,bounded_transverse_width,,locked,43,0.04932200000000009,15,cached_distance_prefix_sum,0,0,,,True,0,ends,0,0,8,989,4,2,0,24,4,0,0,2,1,222,history_locked8_width015,[],21716.799985001067,0,,0.0,,False,0,381.82399960000004,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,28,1,3,4,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,199,5727.359994,40.0,constant,,0.04934824997326359
