active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,modeled_known_scan_pairs,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,service_order_mode,service_route_plans,service_scan_cost_weight,service_scan_order_cost_s,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
11,1,True,0,11,3,3,0,uniform__iid__70,uniform__iid,7,21,10,10,328,,bounded_transverse_width,,arc,0,0.03559399999999968,10,0,0,,,False,0,0,21,4,0,0,3,3,316,service_locked1_convex22,[],501,21246.015282373417,0,,0.0,,False,0,617.4203054,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,locked,42,1.0,0.0,4,1,12,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,6174.203054,40.0,constant,,0.03561837499728426
11,1,True,0,11,3,3,0,uniform__iid__70,uniform__iid,7,21,10,10,328,,bounded_transverse_width,,arc,0,0.037524000000000335,10,0,0,,,False,0,0,21,4,0,0,3,3,316,vector_service_locked1_convex22,[],501,21246.015282373417,0,,0.0,,False,0,617.4203054,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,locked,42,1.0,0.0,4,1,12,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,6174.203054,40.0,constant,,0.03753120801411569
14,1,True,0,14,2,2,0,uniform__iid__71,uniform__iid,10,37,12,12,294,,bounded_transverse_width,,arc,0,0.05938100000000013,12,0,0,,,False,0,0,37,6,0,0,3,3,280,service_free2_grid21_29,[],1087,21684.070962246395,0,,0.0,,False,0,504.56784949999997,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,free,46,2.0,0.0,9,1,8,6,25,12,ordinary,21,full_coverage_and_all_discovered_cleared,258,6054.814194,40.0,constant,,0.0594089170335792
14,1,True,0,14,2,2,0,uniform__iid__71,uniform__iid,10,37,12,12,294,,bounded_transverse_width,,arc,0,0.06775600000000015,12,0,0,,,False,0,0,37,6,0,0,3,3,280,vector_service_free2_grid21_29,[],1087,21684.070962246395,0,,0.0,,False,0,504.56784949999997,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,free,46,2.0,0.0,9,1,8,6,25,12,ordinary,21,full_coverage_and_all_discovered_cleared,258,6054.814194,40.0,constant,,0.06778095901245251
16,1,True,0,16,2,2,0,uniform__iid__71,uniform__iid,10,29,12,12,293,,bounded_transverse_width,,arc,0,0.04720100000000027,12,0,0,,,False,0,0,29,4,0,0,3,3,279,service_locked0_grid21_29,[],0,22839.291588191812,0,,0.0,,False,0,522.7381931666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,locked,48,0.0,0.0,14,2,14,5,27,12,ordinary,21,full_coverage_and_all_discovered_cleared,250,6272.858318,40.0,constant,,0.047230124997440726
16,1,True,0,16,2,2,0,uniform__iid__71,uniform__iid,10,29,12,12,293,,bounded_transverse_width,,arc,0,0.05260599999999993,12,0,0,,,False,0,0,29,4,0,0,3,3,279,vector_service_locked0_grid21_29,[],0,22839.291588191812,0,,0.0,,False,0,522.7381931666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,locked,48,0.0,0.0,14,2,14,5,27,12,ordinary,21,full_coverage_and_all_discovered_cleared,250,6272.858318,40.0,constant,,0.052633625047747046
14,1,True,0,14,1,1,0,uniform__iid__71,uniform__iid,11,35,12,12,300,,bounded_transverse_width,,arc,0,0.0578599999999998,12,0,0,,,False,0,0,35,3,0,0,4,3,286,service_free1_convex22,[],1175,23508.150128155256,0,,0.0,,False,0,537.5525021666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,free,47,1.0,0.0,9,0,3,3,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,259,6450.630026,40.0,constant,,0.05788216699147597
14,1,True,0,14,1,1,0,uniform__iid__71,uniform__iid,11,35,12,12,300,,bounded_transverse_width,,arc,0,0.06335800000000003,12,0,0,,,False,0,0,35,3,0,0,4,3,286,vector_service_free1_convex22,[],1175,23508.150128155256,0,,0.0,,False,0,537.5525021666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,free,47,1.0,0.0,9,0,3,3,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,259,6450.630026,40.0,constant,,0.06339725002180785
19,4,True,0,19,1,1,1,uniform__iid__71,uniform__iid,11,18,12,12,298,,bounded_transverse_width,,arc,0,0.04751100000000008,12,0,0,,,False,0,0,18,4,0,0,4,3,284,service_locked1_convex22,[],830,23413.72093706712,0,,0.0,,False,0,535.1453486666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,locked,50,1.0,0.0,13,8,10,4,28,12,ordinary,22,full_coverage_and_all_discovered_cleared,259,6421.744184,40.0,constant,,0.04752858402207494
19,4,True,0,19,1,1,1,uniform__iid__71,uniform__iid,11,18,12,12,298,,bounded_transverse_width,,arc,0,0.05132099999999973,12,0,0,,,False,0,0,18,4,0,0,4,3,284,vector_service_locked1_convex22,[],830,23413.72093706712,0,,0.0,,False,0,535.1453486666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,locked,50,1.0,0.0,13,8,10,4,28,12,ordinary,22,full_coverage_and_all_discovered_cleared,259,6421.744184,40.0,constant,,0.05133362498600036
10,1,True,0,10,2,2,0,uniform__smooth__67,uniform__smooth,8,13,10,10,295,,bounded_transverse_width,,arc,0,0.037244000000001165,10,0,0,,,False,0,0,13,3,0,0,2,2,283,service_free2_grid21_29,[],617,22164.285886080153,0,,0.0,,False,0,616.2857175,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,free,40,2.0,0.0,9,3,1,3,19,10,ordinary,21,full_coverage_and_all_discovered_cleared,265,6162.857175,40.0,constant,,0.03726908302633092
10,1,True,0,10,2,2,0,uniform__smooth__67,uniform__smooth,8,13,10,10,295,,bounded_transverse_width,,arc,0,0.040286999999999296,10,0,0,,,False,0,0,13,3,0,0,2,2,283,vector_service_free2_grid21_29,[],617,22164.285886080153,0,,0.0,,False,0,616.2857175,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,free,40,2.0,0.0,9,3,1,3,19,10,ordinary,21,full_coverage_and_all_discovered_cleared,265,6162.857175,40.0,constant,,0.040313250035978854
8,1,True,0,8,1,1,0,uniform__smooth__67,uniform__smooth,9,24,10,10,285,,bounded_transverse_width,,arc,0,0.036426999999999765,10,0,0,,,False,0,0,24,3,0,0,3,2,273,service_locked0_grid21_29,[],0,21006.757239512186,0,,0.0,,False,0,586.8351445999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,locked,38,0.0,0.0,11,7,6,3,17,10,ordinary,21,full_coverage_and_all_discovered_cleared,252,5868.351446,40.0,constant,,0.03645716700702906
8,1,True,0,8,1,1,0,uniform__smooth__67,uniform__smooth,9,24,10,10,285,,bounded_transverse_width,,arc,0,0.03910600000000031,10,0,0,,,False,0,0,24,3,0,0,3,2,273,vector_service_locked0_grid21_29,[],0,21006.757239512186,0,,0.0,,False,0,586.8351445999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,locked,38,0.0,0.0,11,7,6,3,17,10,ordinary,21,full_coverage_and_all_discovered_cleared,252,5868.351446,40.0,constant,,0.03912837500683963
8,0,True,0,8,2,2,0,uniform__smooth__67,uniform__smooth,8,11,10,10,312,,bounded_transverse_width,,arc,0,0.044814000000000576,10,0,0,,,False,0,0,11,3,0,0,2,2,300,service_free1_convex22,[],583,21211.244501035624,0,,0.0,,False,0,607.0248895,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,free,40,1.0,0.0,13,2,0,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,278,6070.248895,40.0,constant,,0.04487862501991913
8,0,True,0,8,2,2,0,uniform__smooth__67,uniform__smooth,8,11,10,10,312,,bounded_transverse_width,,arc,0,0.04984199999999994,10,0,0,,,False,0,0,11,3,0,0,2,2,300,vector_service_free1_convex22,[],583,21211.244501035624,0,,0.0,,False,0,607.0248895,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,free,40,1.0,0.0,13,2,0,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,278,6070.248895,40.0,constant,,0.0498619579593651
10,2,True,0,10,1,1,0,uniform__smooth__67,uniform__smooth,9,17,10,10,311,,bounded_transverse_width,,arc,0,0.03436899999999987,10,0,0,,,False,0,0,17,5,0,0,3,2,299,service_locked1_convex22,[],458,20816.39788275819,0,,0.0,,False,0,598.8279573,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,locked,40,1.0,0.0,10,4,20,5,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,280,5988.279573,40.0,constant,,0.034378290991298854
10,2,True,0,10,1,1,0,uniform__smooth__67,uniform__smooth,9,17,10,10,311,,bounded_transverse_width,,arc,0,0.03621799999999986,10,0,0,,,False,0,0,17,5,0,0,3,2,299,vector_service_locked1_convex22,[],458,20816.39788275819,0,,0.0,,False,0,598.8279573,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,locked,40,1.0,0.0,10,4,20,5,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,280,5988.279573,40.0,constant,,0.036229874996934086
17,2,True,0,17,5,5,0,uniform__smooth__68,uniform__smooth,10,13,15,15,246,,bounded_transverse_width,,arc,0,0.06724700000000006,15,0,0,,,False,0,0,13,4,0,0,4,3,229,service_free2_grid21_29,[],1425,24058.414860808334,0,,0.0,,False,0,415.71219786666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,free,51,2.0,0.0,23,2,2,4,30,15,ordinary,21,full_coverage_and_all_discovered_cleared,204,6235.682968,40.0,constant,,0.06728687498252839
17,2,True,0,17,5,5,0,uniform__smooth__68,uniform__smooth,10,13,15,15,246,,bounded_transverse_width,,arc,0,0.07650299999999888,15,0,0,,,False,0,0,13,4,0,0,4,3,229,vector_service_free2_grid21_29,[],1425,24058.414860808334,0,,0.0,,False,0,415.71219786666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,free,51,2.0,0.0,23,2,2,4,30,15,ordinary,21,full_coverage_and_all_discovered_cleared,204,6235.682968,40.0,constant,,0.0765330420108512
10,0,True,0,10,3,4,0,uniform__smooth__68,uniform__smooth,12,35,16,15,264,,bounded_transverse_width,,arc,0,0.05351799999999862,15,0,0,,,False,0,0,35,3,0,0,3,3,246,service_locked0_grid21_29,[],0,21652.838627518642,0,,0.0,,False,0,390.97118140000003,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,locked,46,0.0,0.0,28,8,0,3,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,226,5864.567721,40.0,constant,,0.05354100000113249
10,0,True,0,10,3,4,0,uniform__smooth__68,uniform__smooth,12,35,16,15,264,,bounded_transverse_width,,arc,0,0.058430000000001314,15,0,0,,,False,0,0,35,3,0,0,3,3,246,vector_service_locked0_grid21_29,[],0,21652.838627518642,0,,0.0,,False,0,390.97118140000003,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,locked,46,0.0,0.0,28,8,0,3,25,15,ordinary,21,full_coverage_and_all_discovered_cleared,226,5864.567721,40.0,constant,,0.05849712499184534
23,2,True,0,23,3,3,0,uniform__smooth__68,uniform__smooth,12,39,15,15,257,,bounded_transverse_width,,arc,0,0.07626699999999964,15,0,0,,,False,0,0,39,2,0,0,4,3,240,service_free1_convex22,[],1978,24615.513091202396,0,,0.0,,False,0,427.8068411333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,free,58,1.0,0.0,20,13,5,2,36,15,ordinary,22,full_coverage_and_all_discovered_cleared,219,6417.102617,40.0,constant,,0.07631566596683115
23,2,True,0,23,3,3,0,uniform__smooth__68,uniform__smooth,12,39,15,15,257,,bounded_transverse_width,,arc,0,0.09074999999999989,15,0,0,,,False,0,0,39,2,0,0,4,3,240,vector_service_free1_convex22,[],1978,24615.513091202396,0,,0.0,,False,0,427.8068411333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,free,58,1.0,0.0,20,13,5,2,36,15,ordinary,22,full_coverage_and_all_discovered_cleared,219,6417.102617,40.0,constant,,0.09233166603371501
12,2,True,0,12,4,5,1,uniform__smooth__68,uniform__smooth,11,24,16,15,247,,bounded_transverse_width,,arc,0,0.05895399999999995,15,0,0,,,False,0,0,24,4,0,0,3,3,229,service_locked1_convex22,[],1418,22403.70663302399,0,,0.0,,False,0,394.24942173333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,locked,48,1.0,0.0,28,11,8,4,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,210,5913.741326,40.0,constant,,0.05906345898984
12,2,True,0,12,4,5,1,uniform__smooth__68,uniform__smooth,11,24,16,15,247,,bounded_transverse_width,,arc,0,0.06572599999999973,15,0,0,,,False,0,0,24,4,0,0,3,3,229,vector_service_locked1_convex22,[],1418,22403.70663302399,0,,0.0,,False,0,394.24942173333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,locked,48,1.0,0.0,28,11,8,4,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,210,5913.741326,40.0,constant,,0.06581416603876278
17,2,True,0,17,4,6,0,uniform__smooth__69,uniform__smooth,11,8,17,15,226,,bounded_transverse_width,,arc,0,0.06723599999999941,15,0,0,,,False,0,0,8,6,0,0,3,3,207,service_free2_grid21_29,[],936,22950.64615886985,0,,0.0,,False,0,392.6086156,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,free,51,2.0,0.0,21,4,3,6,30,15,ordinary,21,full_coverage_and_all_discovered_cleared,183,5889.129234,40.0,constant,,0.06734895799309015
17,2,True,0,17,4,6,0,uniform__smooth__69,uniform__smooth,11,8,17,15,226,,bounded_transverse_width,,arc,0,0.07390000000000008,15,0,0,,,False,0,0,8,6,0,0,3,3,207,vector_service_free2_grid21_29,[],936,22950.64615886985,0,,0.0,,False,0,392.6086156,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,free,51,2.0,0.0,21,4,3,6,30,15,ordinary,21,full_coverage_and_all_discovered_cleared,183,5889.129234,40.0,constant,,0.0739531249855645
14,2,True,0,14,3,4,0,uniform__smooth__69,uniform__smooth,12,20,16,15,244,,bounded_transverse_width,,arc,0,0.057954000000000505,15,0,0,,,False,0,0,20,5,0,0,4,3,226,service_locked0_grid21_29,[],0,23236.82497646547,0,,0.0,,False,0,403.7576663333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,locked,48,0.0,0.0,28,8,12,5,27,15,ordinary,21,full_coverage_and_all_discovered_cleared,201,6056.364995,40.0,constant,,0.05800299998372793
14,2,True,0,14,3,4,0,uniform__smooth__69,uniform__smooth,12,20,16,15,244,,bounded_transverse_width,,arc,0,0.06236700000000006,15,0,0,,,False,0,0,20,5,0,0,4,3,226,vector_service_locked0_grid21_29,[],0,23236.82497646547,0,,0.0,,False,0,403.7576663333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,locked,48,0.0,0.0,28,8,12,5,27,15,ordinary,21,full_coverage_and_all_discovered_cleared,201,6056.364995,40.0,constant,,0.0624140000436455
12,1,True,0,12,4,5,0,uniform__smooth__69,uniform__smooth,11,16,16,15,228,,bounded_transverse_width,,arc,0,0.07272200000000062,15,0,0,,,False,0,0,16,6,0,0,2,2,210,service_free1_convex22,[],1059,22999.764060692414,0,,0.0,,False,0,394.26352046666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,free,48,1.0,0.0,27,0,15,6,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,186,5913.952807,40.0,constant,,0.07276937505230308
12,1,True,0,12,4,5,0,uniform__smooth__69,uniform__smooth,11,16,16,15,228,,bounded_transverse_width,,arc,0,0.08051099999999956,15,0,0,,,False,0,0,16,6,0,0,2,2,210,vector_service_free1_convex22,[],1059,22999.764060692414,0,,0.0,,False,0,394.26352046666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,free,48,1.0,0.0,27,0,15,6,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,186,5913.952807,40.0,constant,,0.08065783395431936
18,2,True,0,18,2,5,0,uniform__smooth__69,uniform__smooth,13,32,18,15,254,,bounded_transverse_width,,arc,0,0.07109399999999866,15,0,0,,,False,0,0,32,3,0,0,4,3,234,service_locked1_convex22,[],1431,22852.258379579438,0,,0.0,,False,0,402.3634446666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,locked,53,1.0,0.0,33,7,11,3,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,211,6035.45167,40.0,constant,,0.07137658400461078
18,2,True,0,18,2,5,0,uniform__smooth__69,uniform__smooth,13,32,18,15,254,,bounded_transverse_width,,arc,0,0.07517299999999949,15,0,0,,,False,0,0,32,3,0,0,4,3,234,vector_service_locked1_convex22,[],1431,22852.258379579438,0,,0.0,,False,0,402.3634446666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,locked,53,1.0,0.0,33,7,11,3,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,211,6035.45167,40.0,constant,,0.07522624998819083
8,0,True,0,8,2,2,0,uniform__smooth__70,uniform__smooth,8,8,10,10,313,,bounded_transverse_width,,arc,0,0.042324999999999946,10,0,0,,,False,0,0,8,3,0,0,3,3,301,service_free2_grid21_29,[],519,21341.585383623406,0,,0.0,,False,0,610.3317076000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,free,39,2.0,0.0,12,1,2,3,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,280,6103.317076,40.0,constant,,0.04237270896555856
8,0,True,0,8,2,2,0,uniform__smooth__70,uniform__smooth,8,8,10,10,313,,bounded_transverse_width,,arc,0,0.04846099999999964,10,0,0,,,False,0,0,8,3,0,0,3,3,301,vector_service_free2_grid21_29,[],519,21341.585383623406,0,,0.0,,False,0,610.3317076000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,free,39,2.0,0.0,12,1,2,3,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,280,6103.317076,40.0,constant,,0.04855204198975116
11,1,True,0,11,1,3,0,uniform__smooth__70,uniform__smooth,9,18,12,10,310,,bounded_transverse_width,,arc,0,0.03897899999999943,10,0,0,,,False,0,0,18,6,0,0,3,2,296,service_locked0_grid21_29,[],0,20600.251663833697,0,,0.0,,False,0,593.2050332,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,locked,41,0.0,0.0,8,0,31,6,20,10,ordinary,21,full_coverage_and_all_discovered_cleared,276,5932.050332,40.0,constant,,0.039030332991387695
11,1,True,0,11,1,3,0,uniform__smooth__70,uniform__smooth,9,18,12,10,310,,bounded_transverse_width,,arc,0,0.044178999999999746,10,0,0,,,False,0,0,18,6,0,0,3,2,296,vector_service_locked0_grid21_29,[],0,20600.251663833697,0,,0.0,,False,0,593.2050332,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,locked,41,0.0,0.0,8,0,31,6,20,10,ordinary,21,full_coverage_and_all_discovered_cleared,276,5932.050332,40.0,constant,,0.044485374994110316
13,1,True,0,13,3,3,0,uniform__smooth__70,uniform__smooth,7,23,10,10,322,,bounded_transverse_width,,arc,0,0.04888300000000001,10,0,0,,,False,0,0,23,5,0,0,4,3,310,service_free1_convex22,[],605,22774.971341487195,0,,0.0,,False,0,643.8994264,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,free,44,1.0,0.0,9,1,0,5,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,284,6438.994264,40.0,constant,,0.04901945899473503
13,1,True,0,13,3,3,0,uniform__smooth__70,uniform__smooth,7,23,10,10,322,,bounded_transverse_width,,arc,0,0.05437900000000084,10,0,0,,,False,0,0,23,5,0,0,4,3,310,vector_service_free1_convex22,[],605,22774.971341487195,0,,0.0,,False,0,643.8994264,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,free,44,1.0,0.0,9,1,0,5,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,284,6438.994264,40.0,constant,,0.05447933299001306
9,0,True,0,9,1,2,0,uniform__smooth__70,uniform__smooth,9,21,11,10,328,,bounded_transverse_width,,arc,0,0.035476999999998426,10,0,0,,,False,0,0,21,5,0,0,2,2,315,service_locked1_convex22,[],492,21139.0955361549,0,,0.0,,False,0,614.9819104999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,locked,41,1.0,0.0,5,1,13,5,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6149.819105,40.0,constant,,0.0354912499897182
9,0,True,0,9,1,2,0,uniform__smooth__70,uniform__smooth,9,21,11,10,328,,bounded_transverse_width,,arc,0,0.038390999999998954,10,0,0,,,False,0,0,21,5,0,0,2,2,315,vector_service_locked1_convex22,[],492,21139.0955361549,0,,0.0,,False,0,614.9819104999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,locked,41,1.0,0.0,5,1,13,5,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6149.819105,40.0,constant,,0.03854470798978582
12,1,True,0,12,5,6,0,uniform__smooth__71,uniform__smooth,7,16,13,12,299,,bounded_transverse_width,,arc,0,0.061643000000000114,12,0,0,,,False,0,0,16,6,0,0,3,3,284,service_free2_grid21_29,[],993,24343.52396706883,0,,0.0,,False,0,551.1420658333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,free,44,2.0,0.0,17,1,11,6,23,12,ordinary,21,full_coverage_and_all_discovered_cleared,262,6613.70479,40.0,constant,,0.0699380409787409
12,1,True,0,12,5,6,0,uniform__smooth__71,uniform__smooth,7,16,13,12,299,,bounded_transverse_width,,arc,0,0.06761800000000129,12,0,0,,,False,0,0,16,6,0,0,3,3,284,vector_service_free2_grid21_29,[],993,24343.52396706883,0,,0.0,,False,0,551.1420658333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,free,44,2.0,0.0,17,1,11,6,23,12,ordinary,21,full_coverage_and_all_discovered_cleared,262,6613.70479,40.0,constant,,0.06775612500496209
13,0,True,0,13,4,4,0,uniform__smooth__71,uniform__smooth,8,29,12,12,293,,bounded_transverse_width,,arc,0,0.05192399999999964,12,0,0,,,False,0,0,29,5,0,0,3,3,279,service_locked0_grid21_29,[],0,22669.427493243507,0,,0.0,,False,0,520.1571245833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,locked,46,0.0,0.0,16,2,14,6,25,12,ordinary,21,full_coverage_and_all_discovered_cleared,253,6241.885495,40.0,constant,,0.05300041695591062
13,0,True,0,13,4,4,0,uniform__smooth__71,uniform__smooth,8,29,12,12,293,,bounded_transverse_width,,arc,0,0.05354499999999973,12,0,0,,,False,0,0,29,5,0,0,3,3,279,vector_service_locked0_grid21_29,[],0,22669.427493243507,0,,0.0,,False,0,520.1571245833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,locked,46,0.0,0.0,16,2,14,6,25,12,ordinary,21,full_coverage_and_all_discovered_cleared,253,6241.885495,40.0,constant,,0.053714999987278134
11,3,True,0,11,5,6,1,uniform__smooth__71,uniform__smooth,7,36,13,12,300,,bounded_transverse_width,,arc,0,0.05827599999999933,12,0,0,,,False,0,0,36,4,0,0,3,2,285,service_free1_convex22,[],1290,24189.461631838196,0,,0.0,,False,0,548.9076936666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,free,43,1.0,0.0,16,1,5,4,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,261,6586.892324,40.0,constant,,0.058484749984927475
11,3,True,0,11,5,6,1,uniform__smooth__71,uniform__smooth,7,36,13,12,300,,bounded_transverse_width,,arc,0,0.06501599999999996,12,0,0,,,False,0,0,36,4,0,0,3,2,285,vector_service_free1_convex22,[],1290,24189.461631838196,0,,0.0,,False,0,548.9076936666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,free,43,1.0,0.0,16,1,5,4,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,261,6586.892324,40.0,constant,,0.06522145797498524
17,5,True,0,17,4,4,1,uniform__smooth__71,uniform__smooth,8,27,12,12,298,,bounded_transverse_width,,arc,0,0.045548000000000144,12,0,0,,,False,0,0,27,6,0,0,5,3,284,service_locked1_convex22,[],807,23123.605856000904,0,,0.0,,False,0,530.2267640833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,locked,47,1.0,0.0,15,14,6,6,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,258,6362.721169,40.0,constant,,0.045774250000249594
17,5,True,0,17,4,4,1,uniform__smooth__71,uniform__smooth,8,27,12,12,298,,bounded_transverse_width,,arc,0,0.04888400000000104,12,0,0,,,False,0,0,27,6,0,0,5,3,284,vector_service_locked1_convex22,[],807,23123.605856000904,0,,0.0,,False,0,530.2267640833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,locked,47,1.0,0.0,15,14,6,6,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,258,6362.721169,40.0,constant,,0.04900541703682393
