active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,negative_history_limit,negative_hull_inconsistent_cuts,negative_hull_updates,negative_shadow_cuts,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,success_history_limit,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
13,1,True,0,13,4,5,0,edge__iid__68,edge__iid,11,4,16,15,298,,bounded_transverse_width,,arc,49,0.06248799999999832,15,0,0,,,False,0,0,4,5,0,0,2,2,280,negative_arc05_width015,[],22368.31293454236,12,0,0,0,0,,0.0,,False,0,413.9775057333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,1,3,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,258,6209.662586,40.0,constant,,0.06256029196083546
14,2,True,0,14,3,3,0,edge__iid__68,edge__iid,12,41,15,15,281,,bounded_transverse_width,,locked,49,0.10432700000000139,15,0,0,,,True,0,0,41,5,0,0,5,4,264,range_locked_width015,[],21580.00463729434,,,,,0,,0.0,,False,0,396.7333952,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,11,6,23,6,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,,240,5951.000928,40.0,constant,,0.10437904199352488
14,2,True,0,14,3,3,0,edge__iid__68,edge__iid,12,41,15,15,281,,bounded_transverse_width,,locked,49,0.10568400000000011,15,0,0,,,True,0,0,41,5,0,0,5,4,264,negative_locked_width015,[],21580.00463729434,12,0,0,0,0,,0.0,,False,0,396.7333952,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,11,6,23,6,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,240,5951.000928,40.0,constant,,0.10579525004141033
19,2,True,0,19,1,1,0,edge__iid__68,edge__iid,14,3,15,15,298,,bounded_transverse_width,,base,0,0.04572799999999688,15,0,0,,,False,0,0,3,6,54,0,3,2,281,negative_h4_width015,[],24721.394031211723,4,0,0,0,0,,0.0,,False,0,445.55192040000003,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,13,3,0,6,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,259,6683.278806,40.0,constant,,0.04573637503199279
19,2,True,0,19,1,1,0,edge__iid__68,edge__iid,14,3,15,15,298,,bounded_transverse_width,,base,0,0.04955700000000007,15,0,0,,,False,0,0,3,6,54,0,3,2,281,negative_h32_width015,[],24721.394031211723,32,0,0,0,0,,0.0,,False,0,445.55192040000003,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,13,3,0,6,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,259,6683.278806,40.0,constant,,0.04966075002448633
13,1,True,0,13,4,4,0,edge__iid__69,edge__iid,11,21,15,15,294,,bounded_transverse_width,,base,0,0.042708999999998554,15,0,0,,,False,0,0,21,4,49,0,3,3,277,range_width015,[],23610.332054407605,,,,,0,,0.0,,False,0,428.87109373333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,15,3,5,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,,251,6433.066406,40.0,constant,,0.04273312503937632
13,1,True,0,13,4,4,0,edge__iid__69,edge__iid,11,21,15,15,294,,bounded_transverse_width,,base,0,0.0491880000000009,15,0,0,,,False,0,0,21,4,49,0,3,3,277,negative_width015,[],23610.332054407605,12,0,0,0,0,,0.0,,False,0,428.87109373333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,15,3,5,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,251,6433.066406,40.0,constant,,0.0492237500147894
25,3,True,0,25,4,5,1,edge__iid__69,edge__iid,11,3,16,15,305,,bounded_transverse_width,,arc,60,0.08756699999999995,15,0,0,,,False,0,0,3,9,0,0,4,3,287,range_arc05_width015,[],24052.61479777609,,,,,0,,0.0,,False,0,438.96819746666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,11,2,13,9,38,15,ordinary,22,full_coverage_and_all_discovered_cleared,,261,6584.522962,40.0,constant,,0.08763650001492351
25,3,True,0,25,4,5,1,edge__iid__69,edge__iid,11,3,16,15,305,,bounded_transverse_width,,arc,60,0.09540000000000148,15,0,0,,,False,0,0,3,9,0,0,4,3,287,negative_arc05_width015,[],24052.61479777609,12,0,0,0,0,,0.0,,False,0,438.96819746666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,11,2,13,9,38,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,261,6584.522962,40.0,constant,,0.09545191703364253
10,2,True,0,10,2,2,0,edge__iid__69,edge__iid,13,57,15,15,254,,bounded_transverse_width,,locked,45,0.0862639999999999,15,0,0,,,True,0,0,57,3,0,0,3,2,237,range_locked_width015,[],20519.863382280826,,,,,0,,0.0,,False,0,371.79817833333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,16,7,39,3,23,15,ordinary,22,full_coverage_and_all_discovered_cleared,,213,5576.972675,40.0,constant,,0.08637054200517014
10,2,True,0,10,2,2,0,edge__iid__69,edge__iid,13,57,15,15,254,,bounded_transverse_width,,locked,45,0.09071699999999794,15,0,0,,,True,0,0,57,3,0,0,3,2,237,negative_locked_width015,[],20519.863382280826,12,0,0,0,0,,0.0,,False,0,371.79817833333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,16,7,39,3,23,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,213,5576.972675,40.0,constant,,0.09083245805231854
13,1,True,0,13,4,4,0,edge__iid__69,edge__iid,11,21,15,15,294,,bounded_transverse_width,,base,0,0.04616799999999799,15,0,0,,,False,0,0,21,4,49,0,3,3,277,negative_h4_width015,[],23610.332054407605,4,0,0,0,0,,0.0,,False,0,428.87109373333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,15,3,5,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,251,6433.066406,40.0,constant,,0.046172166999895126
13,1,True,0,13,4,4,0,edge__iid__69,edge__iid,11,21,15,15,294,,bounded_transverse_width,,base,0,0.04911700000000252,15,0,0,,,False,0,0,21,4,49,0,3,3,277,negative_h32_width015,[],23610.332054407605,32,0,0,0,0,,0.0,,False,0,428.87109373333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,15,3,5,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,251,6433.066406,40.0,constant,,0.049134458997286856
7,0,True,0,7,4,4,0,edge__iid__70,edge__iid,6,1,10,10,334,,bounded_transverse_width,,base,0,0.027032000000001943,10,0,0,,,False,0,0,1,3,39,0,3,3,322,range_width015,[],20763.284229763005,,,,,0,,0.0,,False,0,611.0656845000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,3,0,4,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,,298,6110.656845,40.0,constant,,0.02710358297917992
7,0,True,0,7,4,4,0,edge__iid__70,edge__iid,6,1,10,10,334,,bounded_transverse_width,,base,0,0.032205999999998625,10,0,0,,,False,0,0,1,3,39,0,3,3,322,negative_width015,[],20763.284229763005,12,0,0,0,0,,0.0,,False,0,611.0656845000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,3,0,4,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,298,6110.656845,40.0,constant,,0.03228954196674749
14,0,True,0,14,3,4,0,edge__iid__70,edge__iid,7,0,11,10,331,,bounded_transverse_width,,arc,46,0.04452699999999865,10,0,0,,,False,0,0,0,7,0,0,3,3,318,range_arc05_width015,[],19432.995269671275,,,,,0,,0.0,,False,0,582.4599052,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,3,0,0,7,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,,295,5824.599052,40.0,constant,,0.04455833398969844
14,0,True,0,14,3,4,0,edge__iid__70,edge__iid,7,0,11,10,331,,bounded_transverse_width,,arc,46,0.05007800000000273,10,0,0,,,False,0,0,0,7,0,0,3,3,318,negative_arc05_width015,[],19432.995269671275,12,0,0,0,0,,0.0,,False,0,582.4599052,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,3,0,0,7,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,295,5824.599052,40.0,constant,,0.050115291960537434
7,0,True,0,7,1,1,0,edge__iid__70,edge__iid,9,52,10,10,341,,bounded_transverse_width,,locked,39,0.053094999999999004,10,0,0,,,True,0,0,52,2,0,0,3,3,329,range_locked_width015,[],19010.83662954438,,,,,0,,0.0,,False,0,580.4167325999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,9,2,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,,307,5804.167326,40.0,constant,,0.05316304101143032
7,0,True,0,7,1,1,0,edge__iid__70,edge__iid,9,52,10,10,341,,bounded_transverse_width,,locked,39,0.05857200000000162,10,0,0,,,True,0,0,52,2,0,0,3,3,329,negative_locked_width015,[],19010.83662954438,12,0,0,0,0,,0.0,,False,0,580.4167325999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,9,2,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,307,5804.167326,40.0,constant,,0.05860258301254362
7,0,True,0,7,4,4,0,edge__iid__70,edge__iid,6,1,10,10,334,,bounded_transverse_width,,base,0,0.02918799999999777,10,0,0,,,False,0,0,1,3,39,0,3,3,322,negative_h4_width015,[],20763.284229763005,4,0,0,0,0,,0.0,,False,0,611.0656845000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,3,0,4,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,298,6110.656845,40.0,constant,,0.029201624973211437
7,0,True,0,7,4,4,0,edge__iid__70,edge__iid,6,1,10,10,334,,bounded_transverse_width,,base,0,0.03208399999999756,10,0,0,,,False,0,0,1,3,39,0,3,3,322,negative_h32_width015,[],20763.284229763005,32,0,0,0,0,,0.0,,False,0,611.0656845000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,3,0,4,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,298,6110.656845,40.0,constant,,0.032189416990149766
14,1,True,0,14,0,0,0,edge__iid__71,edge__iid,12,17,12,12,336,,bounded_transverse_width,,base,0,0.035847000000000406,12,0,0,,,False,0,0,17,0,47,0,3,3,322,range_width015,[],21806.07781048399,,,,,0,,0.0,,False,0,527.4346300833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,10,2,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,,298,6329.215561,40.0,constant,,0.03787212498718873
14,1,True,0,14,0,0,0,edge__iid__71,edge__iid,12,17,12,12,336,,bounded_transverse_width,,base,0,0.039201999999999515,12,0,0,,,False,0,0,17,0,47,0,3,3,322,negative_width015,[],21806.07781048399,12,0,0,0,0,,0.0,,False,0,527.4346300833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,10,2,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,298,6329.215561,40.0,constant,,0.03926420898642391
14,1,True,0,14,0,0,0,edge__iid__71,edge__iid,12,17,12,12,336,,bounded_transverse_width,,arc,47,0.04577799999999854,12,0,0,,,False,0,0,17,0,0,0,3,3,322,range_arc05_width015,[],21806.07781048399,,,,,0,,0.0,,False,0,527.4346300833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,10,2,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,,298,6329.215561,40.0,constant,,0.04579583299346268
14,1,True,0,14,0,0,0,edge__iid__71,edge__iid,12,17,12,12,336,,bounded_transverse_width,,arc,47,0.05215199999999953,12,0,0,,,False,0,0,17,0,0,0,3,3,322,negative_arc05_width015,[],21806.07781048399,12,0,0,0,0,,0.0,,False,0,527.4346300833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,10,2,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,298,6329.215561,40.0,constant,,0.052237875002902
17,4,True,0,17,0,0,1,edge__iid__71,edge__iid,12,40,12,12,309,,bounded_transverse_width,,locked,48,0.06263799999999975,12,0,0,,,True,0,0,40,4,0,0,4,3,295,range_locked_width015,[],20957.278290003873,,,,,0,,0.0,,False,0,499.78797149999997,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,5,11,12,4,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,,271,5997.455658,40.0,constant,,0.06273125001462176
17,4,True,0,17,0,0,1,edge__iid__71,edge__iid,12,40,12,12,309,,bounded_transverse_width,,locked,48,0.06771699999999825,12,0,0,,,True,0,0,40,4,0,0,4,3,295,negative_locked_width015,[],20957.278290003873,12,0,0,0,0,,0.0,,False,0,499.78797149999997,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,5,11,12,4,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,271,5997.455658,40.0,constant,,0.06778341700555757
14,1,True,0,14,0,0,0,edge__iid__71,edge__iid,12,17,12,12,336,,bounded_transverse_width,,base,0,0.0356720000000017,12,0,0,,,False,0,0,17,0,47,0,3,3,322,negative_h4_width015,[],21806.07781048399,4,0,0,0,0,,0.0,,False,0,527.4346300833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,10,2,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,298,6329.215561,40.0,constant,,0.0356846249778755
14,1,True,0,14,0,0,0,edge__iid__71,edge__iid,12,17,12,12,336,,bounded_transverse_width,,base,0,0.0390560000000022,12,0,0,,,False,0,0,17,0,47,0,3,3,322,negative_h32_width015,[],21806.07781048399,32,0,0,0,0,,0.0,,False,0,527.4346300833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,10,2,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,298,6329.215561,40.0,constant,,0.03907308302586898
8,1,True,0,8,2,2,0,edge__smooth__67,edge__smooth,8,5,10,10,358,,bounded_transverse_width,,base,0,0.03044699999999878,10,0,0,,,False,0,0,5,3,39,0,4,3,346,range_width015,[],21532.34585750192,,,,,0,,0.0,,False,0,641.0469168,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,7,0,15,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,,324,6410.469168,40.0,constant,,0.030456416017841548
8,1,True,0,8,2,2,0,edge__smooth__67,edge__smooth,8,5,10,10,358,,bounded_transverse_width,,base,0,0.0373190000000001,10,0,0,,,False,0,0,5,3,39,0,4,3,346,negative_width015,[],21532.34585750192,12,0,0,0,0,,0.0,,False,0,641.0469168,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,7,0,15,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,324,6410.469168,40.0,constant,,0.03735158301424235
15,1,True,0,15,3,3,0,edge__smooth__67,edge__smooth,7,1,10,10,356,,bounded_transverse_width,,arc,46,0.04675200000000146,10,0,0,,,False,0,0,1,4,0,0,4,3,344,range_arc05_width015,[],20777.691122495296,,,,,0,,0.0,,False,0,624.6538223,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,3,0,15,4,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,,321,6246.538223,40.0,constant,,0.046757042000535876
15,1,True,0,15,3,3,0,edge__smooth__67,edge__smooth,7,1,10,10,356,,bounded_transverse_width,,arc,46,0.05194200000000038,10,0,0,,,False,0,0,1,4,0,0,4,3,344,negative_arc05_width015,[],20777.691122495296,12,0,0,0,0,,0.0,,False,0,624.6538223,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,3,0,15,4,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,321,6246.538223,40.0,constant,,0.05198662501061335
11,1,True,0,11,2,3,0,edge__smooth__67,edge__smooth,8,39,11,10,331,,bounded_transverse_width,,locked,42,0.05263700000000071,10,0,0,,,True,0,0,39,4,0,0,4,3,318,range_locked_width015,[],20455.142709660395,,,,,0,,0.0,,False,0,602.902854,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,3,29,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,,295,6029.02854,40.0,constant,,0.05270358402049169
11,1,True,0,11,2,3,0,edge__smooth__67,edge__smooth,8,39,11,10,331,,bounded_transverse_width,,locked,42,0.05676000000000059,10,0,0,,,True,0,0,39,4,0,0,4,3,318,negative_locked_width015,[],20455.142709660395,12,0,0,0,0,,0.0,,False,0,602.902854,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,3,29,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,295,6029.02854,40.0,constant,,0.05679312499705702
8,1,True,0,8,2,2,0,edge__smooth__67,edge__smooth,8,5,10,10,358,,bounded_transverse_width,,base,0,0.03383599999999731,10,0,0,,,False,0,0,5,3,39,0,4,3,346,negative_h4_width015,[],21532.34585750192,4,0,0,0,0,,0.0,,False,0,641.0469168,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,7,0,15,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,324,6410.469168,40.0,constant,,0.033838917035609484
8,1,True,0,8,2,2,0,edge__smooth__67,edge__smooth,8,5,10,10,358,,bounded_transverse_width,,base,0,0.037704000000001514,10,0,0,,,False,0,0,5,3,39,0,4,3,346,negative_h32_width015,[],21532.34585750192,32,0,0,0,0,,0.0,,False,0,641.0469168,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,7,0,15,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,324,6410.469168,40.0,constant,,0.03777037496911362
15,1,True,0,15,2,2,0,edge__smooth__68,edge__smooth,13,16,15,15,302,,bounded_transverse_width,,base,0,0.043112000000000705,15,0,0,,,False,0,0,16,5,51,0,3,3,285,range_width015,[],24139.012543219244,,,,,0,,0.0,,False,0,439.2535004666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,15,2,4,5,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,,261,6588.802507,40.0,constant,,0.04312041698722169
15,1,True,0,15,2,2,0,edge__smooth__68,edge__smooth,13,16,15,15,302,,bounded_transverse_width,,base,0,0.04994899999999802,15,0,0,,,False,0,0,16,5,51,0,3,3,285,negative_width015,[],24139.012543219244,12,0,0,0,0,,0.0,,False,0,439.2535004666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,15,2,4,5,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,261,6588.802507,40.0,constant,,0.0499905840260908
18,2,True,0,18,2,2,0,edge__smooth__68,edge__smooth,13,11,15,15,301,,bounded_transverse_width,,arc,53,0.0638840000000016,15,0,0,,,False,0,0,11,7,0,0,3,2,284,range_arc05_width015,[],23087.36197850639,,,,,0,,0.0,,False,0,424.9648262666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,4,7,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,,262,6374.472394,40.0,constant,,0.06395095802145079
18,2,True,0,18,2,2,0,edge__smooth__68,edge__smooth,13,11,15,15,301,,bounded_transverse_width,,arc,53,0.07079299999999833,15,0,0,,,False,0,0,11,7,0,0,3,2,284,negative_arc05_width015,[],23087.36197850639,12,0,0,0,0,,0.0,,False,0,424.9648262666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,4,7,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,262,6374.472394,40.0,constant,,0.07083691697334871
13,2,True,0,13,4,5,0,edge__smooth__68,edge__smooth,11,33,16,15,281,,bounded_transverse_width,,locked,48,0.10050999999999988,15,0,0,,,True,0,0,33,5,0,0,4,3,263,range_locked_width015,[],22324.85500496666,,,,,0,,0.0,,False,0,406.2647335333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,13,8,34,5,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,,236,6093.971003,40.0,constant,,0.10058645799290389
13,2,True,0,13,4,5,0,edge__smooth__68,edge__smooth,11,33,16,15,281,,bounded_transverse_width,,locked,48,0.10654800000000009,15,0,0,,,True,0,0,33,5,0,0,4,3,263,negative_locked_width015,[],22324.85500496666,12,0,0,0,0,,0.0,,False,0,406.2647335333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,13,8,34,5,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,236,6093.971003,40.0,constant,,0.10669149999739602
15,1,True,0,15,2,2,0,edge__smooth__68,edge__smooth,13,16,15,15,302,,bounded_transverse_width,,base,0,0.047149000000000996,15,0,0,,,False,0,0,16,5,51,0,3,3,285,negative_h4_width015,[],24139.012543219244,4,0,0,0,0,,0.0,,False,0,439.2535004666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,15,2,4,5,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,261,6588.802507,40.0,constant,,0.04716608300805092
15,1,True,0,15,2,2,0,edge__smooth__68,edge__smooth,13,16,15,15,302,,bounded_transverse_width,,base,0,0.05082100000000267,15,0,0,,,False,0,0,16,5,51,0,3,3,285,negative_h32_width015,[],24139.012543219244,32,0,0,0,0,,0.0,,False,0,439.2535004666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,15,2,4,5,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,261,6588.802507,40.0,constant,,0.05085800000233576
14,3,True,0,14,3,4,0,edge__smooth__69,edge__smooth,12,29,16,15,300,,bounded_transverse_width,,base,0,0.04092299999999938,15,0,0,,,False,0,0,29,1,48,0,4,3,282,range_width015,[],22405.233409284985,,,,,0,,0.0,,False,0,415.0697786,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,17,4,4,1,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,,257,6226.046679,40.0,constant,,0.04098129196790978
14,3,True,0,14,3,4,0,edge__smooth__69,edge__smooth,12,29,16,15,300,,bounded_transverse_width,,base,0,0.04871400000000037,15,0,0,,,False,0,0,29,1,48,0,4,3,282,negative_width015,[],22405.233409284985,12,0,0,0,0,,0.0,,False,0,415.0697786,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,17,4,4,1,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,257,6226.046679,40.0,constant,,0.048752375005278736
19,2,True,0,19,4,4,0,edge__smooth__69,edge__smooth,11,26,15,15,285,,bounded_transverse_width,,arc,54,0.06980600000000337,15,0,0,,,False,0,0,26,6,0,0,3,3,268,range_arc05_width015,[],22284.78846312378,,,,,0,,0.0,,False,0,407.8638459333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,12,2,5,7,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,,246,6117.957689,40.0,constant,,0.0698795830248855
19,2,True,0,19,4,4,0,edge__smooth__69,edge__smooth,11,26,15,15,285,,bounded_transverse_width,,arc,54,0.0755580000000009,15,0,0,,,False,0,0,26,6,0,0,3,3,268,negative_arc05_width015,[],22284.78846312378,12,0,0,0,0,,0.0,,False,0,407.8638459333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,12,2,5,7,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,246,6117.957689,40.0,constant,,0.07560966699384153
6,0,True,0,6,2,2,0,edge__smooth__69,edge__smooth,13,65,15,15,251,,bounded_transverse_width,,locked,43,0.08302100000000223,15,0,0,,,True,0,0,65,3,0,0,2,2,234,range_locked_width015,[],20489.31792670537,,,,,0,,0.0,,False,0,370.39090546666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,16,9,31,3,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,,213,5555.863582,40.0,constant,,0.08304441598011181
6,0,True,0,6,2,2,0,edge__smooth__69,edge__smooth,13,65,15,15,251,,bounded_transverse_width,,locked,43,0.08766100000000066,15,0,0,,,True,0,0,65,3,0,0,2,2,234,negative_locked_width015,[],20489.31792670537,12,0,0,0,0,,0.0,,False,0,370.39090546666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,16,9,31,3,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,213,5555.863582,40.0,constant,,0.08771420799894258
14,3,True,0,14,3,4,0,edge__smooth__69,edge__smooth,12,29,16,15,300,,bounded_transverse_width,,base,0,0.044267999999998864,15,0,0,,,False,0,0,29,1,48,0,4,3,282,negative_h4_width015,[],22405.233409284985,4,0,0,0,0,,0.0,,False,0,415.0697786,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,17,4,4,1,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,257,6226.046679,40.0,constant,,0.04427612497238442
