active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,minimum_unknown_actions_per_station,missed_channels,modeled_known_scan_pairs,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,public_empty_scan_skips,public_empty_scans,seed,service_entry_weight,service_order_mode,service_route_plans,service_scan_cost_weight,service_scan_order_cost_s,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
15,0,True,0,0,0,0,0,clustered__adversarial-negative__71,clustered__adversarial-negative,12,2,,22,12,159,1.0,,,arc,0,0.02926099999999998,,12,,0,10,False,,,,,False,,0,0,,0,0,,,,135,service_locked1_area7,,,[],138,10939.412481530444,0,84.49527546184052,0.0,12,,,,256.490208,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,,3,,,71,0.5,locked,19,1.0,0.0,24,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,125,3077.882496,,,True,0.029305959003977478
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,0,,14,10,131,1.0,,,base,0,0.019151000000000806,,10,,3,7,False,,,,,False,,0,0,,17,0,,,,115,range_area7,,,[],,10145.192096603949,0,77.14444904173412,0.0,7,,,,277.4038421,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,,3,,,67,1.0,,,,,13,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,108,2774.038421,,,True,0.01917216699803248
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,0,,14,10,131,1.0,,,arc,0,0.01985300000000123,,10,,3,7,False,,,,,False,,0,0,,0,0,,,,115,service_free0_area7,,,[],0,10145.192096603949,0,77.14444904173412,0.0,7,,,,277.4038421,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,,3,,,67,0.5,free,17,0.0,0.0,13,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,108,2774.038421,,,True,0.019853665959089994
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,0,,14,10,131,1.0,,,arc,0,0.02061000000000135,,10,,3,7,False,,,,,False,,0,0,,0,0,,,,115,service_free1_area7,,,[],134,10145.192096603949,0,77.14444904173412,0.0,7,,,,277.4038421,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,,3,,,67,0.5,free,17,1.0,0.0,13,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,108,2774.038421,,,True,0.020612542051821947
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,8,1,,13,10,123,1.0,,,arc,0,0.02134000000000036,,10,,2,5,False,,,,,False,,0,0,,0,0,,,,108,service_locked1_area7,,,[],170,10889.093923568791,0,82.78407360293714,0.0,8,,,,287.8818786,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,,3,,,67,0.5,locked,17,1.0,0.0,11,,2,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,102,2878.818786,,,True,0.021394958021119237
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,2,,20,15,122,1.0,,,base,0,0.027494000000000796,,15,,0,5,False,,,,,False,,0,0,,22,0,,,,100,range_area7,,,[],,9372.146113884337,0,136.80571197886508,0.0,15,,,,170.628615,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,,3,,,68,1.0,,,,,20,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,95,2559.429225,,,True,0.02753029199084267
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,2,,20,15,122,1.0,,,arc,0,0.028330999999999662,,15,,0,5,False,,,,,False,,0,0,,0,0,,,,100,service_free0_area7,,,[],0,9372.146113884337,0,136.80571197886508,0.0,15,,,,170.628615,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,,3,,,68,0.5,free,22,0.0,0.0,20,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,95,2559.429225,,,True,0.028343499987386167
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,14,6,,18,15,144,1.0,,,arc,0,0.02924199999999999,,15,,1,4,False,,,,,False,,0,0,,0,0,,,,124,service_free1_area7,,,[],119,9483.93713043331,0,80.33897573768773,0.0,14,,,,181.25249506666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,,3,,,68,0.5,free,22,1.0,0.0,21,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,118,2718.787426,,,True,0.029260249983053654
9,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,2,,21,15,159,1.0,,,arc,0,0.032532999999999035,,15,,0,6,False,,,,,False,,0,0,,0,0,,,,136,service_locked1_area7,,,[],132,9689.01972081519,0,162.0726596680061,0.0,15,,,,189.52026313333332,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,,3,,,68,0.5,locked,22,1.0,0.0,17,,5,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,132,2842.803947,,,True,0.03254600003128871
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,0,,22,15,157,1.0,,,base,0,0.029673999999999978,,15,,3,10,False,,,,,False,,0,0,,22,0,,,,133,range_area7,,,[],,8586.925244501368,0,129.00845904561743,0.0,12,,,,173.7590034,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,,3,,,69,1.0,,,,,10,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,128,2606.385051,,,True,0.029745166946668178
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,0,,22,15,157,1.0,,,arc,0,0.029932999999999765,,15,,3,10,False,,,,,False,,0,0,,0,0,,,,133,service_free0_area7,,,[],0,8586.925244501368,0,129.00845904561743,0.0,12,,,,173.7590034,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,,3,,,69,0.5,free,22,0.0,0.0,10,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,128,2606.385051,,,True,0.029993957956321537
4,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,13,10,,18,15,105,1.0,,,arc,0,0.028850000000000264,,15,,2,5,False,,,,,False,,0,0,,0,0,,,,85,service_free1_area7,,,[],230,9335.11620748432,0,177.28337787594026,0.0,13,,,,163.73488286666668,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,,3,,,69,0.5,free,22,1.0,0.0,20,,8,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,80,2456.023243,,,True,0.028874708979856223
9,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,0,,24,15,147,1.0,,,arc,0,0.03581799999999902,,15,,3,12,False,,,,,False,,0,0,,0,0,,,,121,service_locked1_area7,,,[],379,8478.471733759001,0,113.75615099822349,0.0,12,,,,167.84628986666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,,3,,,69,0.5,locked,22,1.0,0.0,12,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,115,2517.694348,,,True,0.03583024995168671
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,0,,12,10,128,1.0,,,base,0,0.021715999999999624,,10,,1,3,False,,,,,False,,0,0,,17,0,,,,114,range_area7,,,[],,9294.173272393748,0,98.50546171369675,0.0,9,,,,259.3834655,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,,3,,,70,1.0,,,,,15,,3,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,109,2593.834655,,,True,0.021734332956839353
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,0,,12,10,128,1.0,,,arc,0,0.022669999999999746,,10,,1,3,False,,,,,False,,0,0,,0,0,,,,114,service_free0_area7,,,[],0,9294.173272393748,0,98.50546171369675,0.0,9,,,,259.3834655,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,,3,,,70,0.5,free,17,0.0,0.0,15,,3,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,109,2593.834655,,,True,0.022676500026136637
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,0,,12,10,128,1.0,,,arc,0,0.024535000000000196,,10,,1,3,False,,,,,False,,0,0,,0,0,,,,114,service_free1_area7,,,[],156,9294.173272393748,0,98.50546171369675,0.0,9,,,,259.3834655,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,,3,,,70,0.5,free,17,1.0,0.0,15,,3,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,109,2593.834655,,,True,0.024763958994299173
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,0,,15,10,155,1.0,,,arc,0,0.024266000000000787,,10,,1,6,False,,,,,False,,0,0,,0,0,,,,138,service_locked1_area7,,,[],215,8569.74200982067,0,90.69839904581934,0.0,9,,,,259.8948404,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,,3,,,70,0.5,locked,17,1.0,0.0,10,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,130,2598.948404,,,True,0.02429174998542294
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,12,0,,15,12,128,1.0,,,base,0,0.02270599999999945,,12,,0,3,False,,,,,False,,0,0,,19,0,,,,111,range_area7,,,[],,8995.036825122406,0,146.1121111514177,0.0,12,,,,210.25061374999999,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,,3,,,71,1.0,,,,,21,,3,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,100,2523.007365,,,True,0.02271233400097117
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,12,0,,15,12,128,1.0,,,arc,0,0.02264000000000088,,12,,0,3,False,,,,,False,,0,0,,0,0,,,,111,service_free0_area7,,,[],0,8995.036825122406,0,146.1121111514177,0.0,12,,,,210.25061374999999,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,,3,,,71,0.5,free,19,0.0,0.0,21,,3,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,100,2523.007365,,,True,0.022640249982941896
13,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,10,2,,19,12,152,1.0,,,arc,0,0.028969999999999274,,12,,2,9,False,,,,,False,,0,0,,0,0,,,,131,service_free1_area7,,,[],134,11163.991067155108,0,78.67911814731139,0.0,10,,,,257.6498511666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,,3,,,71,0.5,free,19,1.0,0.0,22,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,123,3091.798214,,,True,0.02898733300389722
13,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,10,2,,19,12,152,1.0,,,arc,0,0.02905399999999858,,12,,2,9,False,,,,,False,,0,0,,0,0,,,,131,service_locked1_area7,,,[],136,11163.296566983423,0,71.3048865631477,0.0,10,,,,257.7216095,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,,3,,,71,0.5,locked,19,1.0,0.0,22,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,124,3092.659314,,,True,0.029083666973747313
22,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,0,,20,10,168,1.0,,,base,0,0.026657000000000153,,10,,0,10,False,,,,,False,,0,0,,17,0,,,,146,range_area7,,,[],,17223.522301845136,0,91.05337512648231,0.0,10,,,,438.5704463,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,242,1.0,,,,,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4385.704463,,,True,0.026686750003136694
22,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,0,,20,10,168,1.0,,,arc,0,0.02719299999999869,,10,,0,10,False,,,,,False,,0,0,,0,0,,,,146,service_free0_area7,,,[],0,17223.522301845136,0,91.05337512648231,0.0,10,,,,438.5704463,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,242,0.5,free,17,0.0,0.0,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4385.704463,,,True,0.027217458991799504
22,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,0,,20,10,168,1.0,,,arc,0,0.027752999999998806,,10,,0,10,False,,,,,False,,0,0,,0,0,,,,146,service_free1_area7,,,[],14,17223.522301845136,0,91.05337512648231,0.0,10,,,,438.5704463,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,242,0.5,free,17,1.0,0.0,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4385.704463,,,True,0.027763749996665865
18,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,0,,20,10,159,1.0,,,arc,0,0.02413499999999935,,10,,0,10,False,,,,,False,,0,0,,0,0,,,,137,service_locked1_area7,,,[],15,16270.338650856074,0,64.84469337092868,0.0,10,,,,414.7067727,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,242,0.5,locked,17,1.0,0.0,6,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,128,4147.067727,,,True,0.024134833016432822
18,0,True,0,0,0,0,0,boundary_min__n10__negative,boundary_min,10,0,,18,10,163,1.0,,,base,0,0.023144000000000275,,10,,0,8,False,,,,,False,,0,0,,17,0,,,,143,range_area7,,,[],,17183.640130266478,0,69.04815703738737,0.0,10,,,,435.67280280000006,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,243,1.0,,,,,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4356.728028,,,True,0.0231475830078125
18,0,True,0,0,0,0,0,boundary_min__n10__negative,boundary_min,10,0,,18,10,163,1.0,,,arc,0,0.02427799999999891,,10,,0,8,False,,,,,False,,0,0,,0,0,,,,143,service_free0_area7,,,[],0,17183.640130266478,0,69.04815703738737,0.0,10,,,,435.67280280000006,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,243,0.5,free,17,0.0,0.0,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4356.728028,,,True,0.024340458039660007
18,0,True,0,0,0,0,0,boundary_min__n10__negative,boundary_min,10,0,,18,10,163,1.0,,,arc,0,0.024490999999999374,,10,,0,8,False,,,,,False,,0,0,,0,0,,,,143,service_free1_area7,,,[],14,17183.640130266478,0,69.04815703738737,0.0,10,,,,435.67280280000006,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,243,0.5,free,17,1.0,0.0,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4356.728028,,,True,0.02451716596260667
20,0,True,0,0,0,0,0,boundary_min__n10__negative,boundary_min,10,0,,18,10,161,1.0,,,arc,0,0.027205000000000368,,10,,0,8,False,,,,,False,,0,0,,0,0,,,,141,service_locked1_area7,,,[],15,16345.637747793595,0,88.20833074063503,0.0,10,,,,417.6127553,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,243,0.5,locked,17,1.0,0.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,128,4176.127553,,,True,0.027213332999963313
18,0,True,0,0,0,0,0,boundary_min__n10__spatial,boundary_min,10,0,,17,10,160,1.0,,,base,0,0.024347999999999814,,10,,0,7,False,,,,,False,,0,0,,17,0,,,,141,range_area7,,,[],,17209.82737122045,0,107.25357370587147,0.0,10,,,,434.5965476,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,244,1.0,,,,,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,128,4345.965476,,,True,0.02435204095672816
18,0,True,0,0,0,0,0,boundary_min__n10__spatial,boundary_min,10,0,,17,10,160,1.0,,,arc,0,0.024835000000001273,,10,,0,7,False,,,,,False,,0,0,,0,0,,,,141,service_free0_area7,,,[],0,17209.82737122045,0,107.25357370587147,0.0,10,,,,434.5965476,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,244,0.5,free,17,0.0,0.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,128,4345.965476,,,True,0.024852417001966387
18,0,True,0,0,0,0,0,boundary_min__n10__spatial,boundary_min,10,0,,17,10,160,1.0,,,arc,0,0.02491600000000105,,10,,0,7,False,,,,,False,,0,0,,0,0,,,,141,service_free1_area7,,,[],13,17209.82737122045,0,107.25357370587147,0.0,10,,,,434.5965476,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,244,0.5,free,17,1.0,0.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,128,4345.965476,,,True,0.024952333013061434
21,0,True,0,0,0,0,0,boundary_min__n10__spatial,boundary_min,10,0,,18,10,164,1.0,,,arc,0,0.028264000000000067,,10,,0,8,False,,,,,False,,0,0,,0,0,,,,144,service_locked1_area7,,,[],14,16375.926316972276,0,136.2308129062458,0.0,10,,,,420.0185263,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,,3,,,244,0.5,locked,17,1.0,0.0,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4200.185263,,,True,0.028338083997368813
16,0,True,0,0,0,0,0,boundary_min__n16__positive,boundary_min,11,0,,26,16,163,1.0,,,base,0,0.028598000000000567,,16,,5,15,False,,,,,False,,0,0,,23,0,,,,135,range_area7,,,[],,18842.882165616586,0,78.13788411083866,0.0,11,,,,292.411026875,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,,3,,,245,1.0,,,,,22,,0,,,16,stress,7,public_upper_bound_16,125,4678.57643,,,True,0.028618875017855316
16,0,True,0,0,0,0,0,boundary_min__n16__positive,boundary_min,11,0,,26,16,163,1.0,,,arc,0,0.029586999999999364,,16,,5,15,False,,,,,False,,0,0,,0,0,,,,135,service_free0_area7,,,[],0,18842.882165616586,0,78.13788411083866,0.0,11,,,,292.411026875,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,,3,,,245,0.5,free,23,0.0,0.0,22,,0,,,16,stress,7,public_upper_bound_16,125,4678.57643,,,True,0.029618125001434237
16,0,True,0,0,0,0,0,boundary_min__n16__positive,boundary_min,11,0,,26,16,163,1.0,,,arc,0,0.029093000000001368,,16,,5,15,False,,,,,False,,0,0,,0,0,,,,135,service_free1_area7,,,[],31,18842.882165616586,0,78.13788411083866,0.0,11,,,,292.411026875,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,,3,,,245,0.5,free,23,1.0,0.0,22,,0,,,16,stress,7,public_upper_bound_16,125,4678.57643,,,True,0.02911641600076109
16,0,True,0,0,0,0,0,boundary_min__n16__positive,boundary_min,11,0,,26,16,163,1.0,,,arc,0,0.02985900000000008,,16,,5,15,False,,,,,False,,0,0,,0,0,,,,135,service_locked1_area7,,,[],31,18842.882165616586,0,78.13788411083866,0.0,11,,,,292.411026875,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,,3,,,245,0.5,locked,23,1.0,0.0,22,,0,,,16,stress,7,public_upper_bound_16,125,4678.57643,,,True,0.029874541040044278
17,0,True,0,0,0,0,0,boundary_min__n16__negative,boundary_min,12,0,,24,16,163,1.0,,,base,0,0.03157299999999985,,16,,4,12,False,,,,,False,,0,0,,23,0,,,,137,range_area7,,,[],,18950.724990265524,0,96.03611370364278,0.0,12,,,,294.0090623125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,,3,,,246,1.0,,,,,23,,0,,,16,stress,7,public_upper_bound_16,125,4704.144997,,,True,0.03163887502159923
17,0,True,0,0,0,0,0,boundary_min__n16__negative,boundary_min,12,0,,24,16,163,1.0,,,arc,0,0.03203500000000048,,16,,4,12,False,,,,,False,,0,0,,0,0,,,,137,service_free0_area7,,,[],0,18950.724990265524,0,96.03611370364278,0.0,12,,,,294.0090623125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,,3,,,246,0.5,free,23,0.0,0.0,23,,0,,,16,stress,7,public_upper_bound_16,125,4704.144997,,,True,0.03205216699279845
17,0,True,0,0,0,0,0,boundary_min__n16__negative,boundary_min,12,0,,24,16,163,1.0,,,arc,0,0.03308400000000056,,16,,4,12,False,,,,,False,,0,0,,0,0,,,,137,service_free1_area7,,,[],28,18950.724990265524,0,96.03611370364278,0.0,12,,,,294.0090623125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,,3,,,246,0.5,free,23,1.0,0.0,23,,0,,,16,stress,7,public_upper_bound_16,125,4704.144997,,,True,0.03309370798524469
17,0,True,0,0,0,0,0,boundary_min__n16__negative,boundary_min,12,0,,24,16,163,1.0,,,arc,0,0.03359700000000032,,16,,4,12,False,,,,,False,,0,0,,0,0,,,,137,service_locked1_area7,,,[],28,18950.724990265524,0,96.03611370364278,0.0,12,,,,294.0090623125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,,3,,,246,0.5,locked,23,1.0,0.0,23,,0,,,16,stress,7,public_upper_bound_16,125,4704.144997,,,True,0.03360883303685114
16,0,True,0,0,0,0,0,boundary_min__n16__spatial,boundary_min,14,0,,24,16,160,1.0,,,base,0,0.02933899999999845,,16,,2,10,False,,,,,False,,0,0,,23,0,,,,134,range_area7,,,[],,18890.778740534148,0,171.08333705979226,0.0,14,,,,292.3222343125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,,3,,,247,1.0,,,,,21,,0,,,16,stress,7,public_upper_bound_16,125,4677.155749,,,True,0.02937841700622812
16,0,True,0,0,0,0,0,boundary_min__n16__spatial,boundary_min,14,0,,24,16,160,1.0,,,arc,0,0.02967699999999951,,16,,2,10,False,,,,,False,,0,0,,0,0,,,,134,service_free0_area7,,,[],0,18890.778740534148,0,171.08333705979226,0.0,14,,,,292.3222343125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,,3,,,247,0.5,free,23,0.0,0.0,21,,0,,,16,stress,7,public_upper_bound_16,125,4677.155749,,,True,0.029688083042856306
16,0,True,0,0,0,0,0,boundary_min__n16__spatial,boundary_min,14,0,,24,16,160,1.0,,,arc,0,0.030465000000001297,,16,,2,10,False,,,,,False,,0,0,,0,0,,,,134,service_free1_area7,,,[],28,18890.778740534148,0,171.08333705979226,0.0,14,,,,292.3222343125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,,3,,,247,0.5,free,23,1.0,0.0,21,,0,,,16,stress,7,public_upper_bound_16,125,4677.155749,,,True,0.030496416962705553
16,0,True,0,0,0,0,0,boundary_min__n16__spatial,boundary_min,14,0,,24,16,160,1.0,,,arc,0,0.03087899999999877,,16,,2,10,False,,,,,False,,0,0,,0,0,,,,134,service_locked1_area7,,,[],28,18890.778740534148,0,171.08333705979226,0.0,14,,,,292.3222343125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,,3,,,247,0.5,locked,23,1.0,0.0,21,,0,,,16,stress,7,public_upper_bound_16,125,4677.155749,,,True,0.030892375041730702
8,0,True,0,0,0,0,0,near_collinear_min__n10__positive,near_collinear_min,7,0,,14,10,135,1.0,,,base,0,0.019130000000000535,,10,,3,7,False,,,,,False,,0,0,,17,0,,,,119,range_area7,,,[],,13301.486813087642,0,89.88031749056242,0.0,7,,,,343.0297364,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,,3,,,248,1.0,,,,,2,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,113,3430.297364,,,True,0.0191402499913238
8,0,True,0,0,0,0,0,near_collinear_min__n10__positive,near_collinear_min,7,0,,14,10,135,1.0,,,arc,0,0.0200699999999987,,10,,3,7,False,,,,,False,,0,0,,0,0,,,,119,service_free0_area7,,,[],0,13301.486813087642,0,89.88031749056242,0.0,7,,,,343.0297364,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,,3,,,248,0.5,free,17,0.0,0.0,2,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,113,3430.297364,,,True,0.02007012499962002
7,0,True,0,0,0,0,0,near_collinear_min__n10__positive,near_collinear_min,7,0,,13,10,119,1.0,,,arc,0,0.019128000000000256,,10,,3,6,False,,,,,False,,0,0,,0,0,,,,104,service_free1_area7,,,[],122,12232.097561934454,0,59.09329622106153,0.0,7,,,,312.3419512,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,,3,,,248,0.5,free,17,1.0,0.0,6,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,98,3123.419512,,,True,0.01917195797432214
7,0,True,0,0,0,0,0,near_collinear_min__n10__positive,near_collinear_min,7,0,,13,10,129,1.0,,,arc,0,0.020827000000000595,,10,,3,6,False,,,,,False,,0,0,,0,0,,,,114,service_locked1_area7,,,[],185,11685.527748244602,0,88.2140242888537,0.0,7,,,,307.310555,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,,3,,,248,0.5,locked,17,1.0,0.0,4,,1,,,10,stress,7,full_coverage_and_all_discovered_cleared,107,3073.10555,,,True,0.02082704199710861
9,0,True,0,0,0,0,0,near_collinear_min__n10__negative,near_collinear_min,8,0,,15,10,133,1.0,,,base,0,0.018682000000000087,,10,,2,7,False,,,,,False,,0,0,,17,0,,,,116,range_area7,,,[],,11594.878696216028,0,77.351587588916,0.0,8,,,,307.39757410000004,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,,3,,,249,1.0,,,,,4,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,110,3073.975741,,,True,0.018689415999688208
