active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,minimum_unknown_actions_per_station,missed_channels,modeled_known_scan_pairs,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,public_empty_scan_skips,public_empty_scans,seed,service_entry_weight,service_order_mode,service_route_plans,service_scan_cost_weight,service_scan_order_cost_s,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
12,1,True,0,12,5,5,0,edge__iid__68,edge__iid,10,0,,15,15,307,,bounded_transverse_width,,base,0,0.03412000000000148,,15,,0,0,,,,,,False,0,0,0,3,47,0,,2,2,290,range_grid21_29,,,[],,23204.935094405613,0,,0.0,,False,0,,428.86580126666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,,,,,14,4,1,3,26,15,ordinary,21,full_coverage_and_all_discovered_cleared,267,6432.987019,40.0,constant,,0.034127291990444064
19,2,True,0,19,1,1,0,edge__iid__68,edge__iid,14,3,,15,15,298,,bounded_transverse_width,,base,0,0.042368999999997214,,15,,0,0,,,,,,False,0,0,3,6,54,0,,3,2,281,range_convex22,,,[],,24721.394031211723,0,,0.0,,False,0,,445.55192040000003,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,1.0,,,,,13,3,0,6,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,259,6683.278806,40.0,constant,,0.04241425002692267
14,3,True,0,14,3,4,0,edge__iid__68,edge__iid,12,59,60,16,15,278,,bounded_transverse_width,,locked,47,0.046994000000001535,5,15,cached_distance_prefix_sum,0,0,,,60,0,55,True,0,0,60,4,0,0,8,3,2,260,count_locked_grid21_29,5,5,[],,22918.632703342566,0,,0.0,,False,0,485,413.64843613333335,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,0,0,68,1.0,,,,,6,1,32,4,26,15,ordinary,21,full_coverage_and_all_discovered_cleared,243,6204.726542,40.0,constant,,0.047039750032126904
17,2,True,0,17,2,3,0,edge__iid__68,edge__iid,13,32,,16,15,301,,bounded_transverse_width,,arc,0,0.04750399999999999,,15,,0,0,,,,,,False,0,0,32,2,0,0,,3,2,283,service_free0_grid21_29,,,[],0,24218.69621120155,0,,0.0,,False,0,,439.84928293333337,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,free,51,0.0,0.0,14,4,1,2,30,15,ordinary,21,full_coverage_and_all_discovered_cleared,261,6597.739244,40.0,constant,,0.04751083301380277
17,1,True,0,17,3,3,0,edge__iid__68,edge__iid,12,14,,15,15,303,,bounded_transverse_width,,arc,0,0.053893999999999664,,15,,0,0,,,,,,False,0,0,14,9,0,0,,2,2,286,service_free1_grid21_29,,,[],591,24864.96141427988,0,,0.0,,False,0,,449.33281873333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,free,52,1.0,0.0,15,3,1,9,31,15,ordinary,21,full_coverage_and_all_discovered_cleared,262,6739.992281,40.0,constant,,0.05395795899676159
17,1,True,0,17,5,5,0,edge__iid__68,edge__iid,10,12,,15,15,287,,bounded_transverse_width,,arc,0,0.056958999999999094,,15,,0,0,,,,,,False,0,0,12,8,0,0,,3,3,270,service_free2_grid21_29,,,[],650,25116.701361576204,0,,0.0,,False,0,,446.4226847333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,free,52,2.0,0.0,15,1,1,9,31,15,ordinary,21,full_coverage_and_all_discovered_cleared,248,6696.340271,40.0,constant,,0.05702916701557115
19,4,True,0,19,1,2,0,edge__iid__68,edge__iid,14,53,,16,15,281,,bounded_transverse_width,,arc,0,0.053802000000001016,,15,,0,0,,,,,,False,0,0,53,7,0,0,,3,2,263,service_locked0_grid21_29,,,[],0,23240.95796368682,0,,0.0,,False,0,,418.8794396,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,locked,51,0.0,0.0,9,14,32,7,30,15,ordinary,21,full_coverage_and_all_discovered_cleared,242,6283.191594,40.0,constant,,0.053810790996067226
22,4,True,0,22,2,3,0,edge__iid__68,edge__iid,13,53,,16,15,284,,bounded_transverse_width,,arc,0,0.05659400000000048,,15,,0,0,,,,,,False,0,0,53,8,0,0,,3,2,266,service_locked1_grid21_29,,,[],984,23656.88631511085,0,,0.0,,False,0,,425.6918176,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,locked,54,1.0,0.0,11,16,10,8,33,15,ordinary,21,full_coverage_and_all_discovered_cleared,246,6385.377264,40.0,constant,,0.05666399997426197
29,4,True,0,29,4,5,0,edge__iid__68,edge__iid,11,9,,16,15,274,,bounded_transverse_width,,arc,0,0.06245499999999993,,15,,0,0,,,,,,False,0,0,9,8,0,0,,4,3,256,service_soft20_grid21_29,,,[],708,26761.47405932166,0,,0.0,,False,0,,462.9529874666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,free,61,1.0,20.0,12,8,0,9,40,15,ordinary,21,full_coverage_and_all_discovered_cleared,234,6944.294812,40.0,constant,,0.06250537501182407
17,2,True,0,17,3,3,0,edge__iid__68,edge__iid,12,7,,15,15,298,,bounded_transverse_width,,arc,0,0.05198599999999942,,15,,0,0,,,,,,False,0,0,7,5,0,0,,2,2,281,service_free1_convex22,,,[],402,22676.030668828334,0,,0.0,,False,0,,418.1470756,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,free,52,1.0,0.0,15,1,3,5,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,257,6272.206134,40.0,constant,,0.052072708029299974
19,4,True,0,19,3,3,1,edge__iid__68,edge__iid,12,51,,15,15,282,,bounded_transverse_width,,arc,0,0.05593999999999966,,15,,0,0,,,,,,False,0,0,51,7,0,0,,5,4,265,service_locked1_convex22,,,[],1381,21896.326495852925,0,,0.0,,False,0,,401.28435326666664,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,30.0,4,,,68,0.5,locked,53,1.0,0.0,9,22,2,8,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,240,6019.265299,40.0,constant,,0.05600333301117644
15,1,True,0,15,4,4,0,edge__iid__69,edge__iid,11,15,,15,15,301,,bounded_transverse_width,,base,0,0.03906999999999883,,15,,0,0,,,,,,False,0,0,15,7,50,0,,3,2,284,range_grid21_29,,,[],,22356.171830697833,0,,0.0,,False,0,,415.2156242666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,,,,,9,1,2,7,29,15,ordinary,21,full_coverage_and_all_discovered_cleared,262,6228.234364,40.0,constant,,0.03908604203024879
13,1,True,0,13,4,4,0,edge__iid__69,edge__iid,11,21,,15,15,294,,bounded_transverse_width,,base,0,0.04325199999999896,,15,,0,0,,,,,,False,0,0,21,4,49,0,,3,3,277,range_convex22,,,[],,23610.332054407605,0,,0.0,,False,0,,428.87109373333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,1.0,,,,,15,3,5,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6433.066406,40.0,constant,,0.043455249979160726
12,1,True,0,12,2,2,0,edge__iid__69,edge__iid,13,52,53,15,15,257,,bounded_transverse_width,,locked,47,0.054186999999998875,0,15,cached_distance_prefix_sum,0,0,,,53,0,53,True,0,0,53,7,0,0,8,3,2,240,count_locked_grid21_29,5,5,[],,22091.59365081189,0,,0.0,,False,0,535,394.2212485333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,0,0,69,1.0,,,,,11,7,32,7,26,15,ordinary,21,full_coverage_and_all_discovered_cleared,220,5913.318728,40.0,constant,,0.05427304096519947
17,1,True,0,17,4,4,0,edge__iid__69,edge__iid,11,18,,15,15,272,,bounded_transverse_width,,arc,0,0.04920200000000108,,15,,0,0,,,,,,False,0,0,18,9,0,0,,3,2,255,service_free0_grid21_29,,,[],0,22245.148140231406,0,,0.0,,False,0,,402.2686418,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,free,52,0.0,0.0,11,6,18,10,31,15,ordinary,21,full_coverage_and_all_discovered_cleared,235,6034.029627,40.0,constant,,0.049235791026148945
20,1,True,0,20,5,5,0,edge__iid__69,edge__iid,10,15,,15,15,306,,bounded_transverse_width,,arc,0,0.052738000000001506,,15,,0,0,,,,,,False,0,0,15,8,0,0,,3,3,289,service_free1_grid21_29,,,[],527,22234.312569529327,0,,0.0,,False,0,,415.45750066666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,free,55,1.0,0.0,11,1,2,8,34,15,ordinary,21,full_coverage_and_all_discovered_cleared,265,6231.86251,40.0,constant,,0.05279016599524766
15,0,True,0,15,4,4,0,edge__iid__69,edge__iid,11,27,,15,15,272,,bounded_transverse_width,,arc,0,0.06138599999999883,,15,,0,0,,,,,,False,0,0,27,4,0,0,,3,3,255,service_free2_grid21_29,,,[],741,20586.702357465194,0,,0.0,,False,0,,380.2226980666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,free,51,2.0,0.0,10,2,3,4,30,15,ordinary,21,full_coverage_and_all_discovered_cleared,236,5703.340471,40.0,constant,,0.061405375017784536
12,1,True,0,12,5,5,0,edge__iid__69,edge__iid,10,42,,15,15,253,,bounded_transverse_width,,arc,0,0.0479350000000025,,15,,0,0,,,,,,False,0,0,42,8,0,0,,3,2,236,service_locked0_grid21_29,,,[],0,21856.80537527425,0,,0.0,,False,0,,389.3574049333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,locked,47,0.0,0.0,14,8,32,8,26,15,ordinary,21,full_coverage_and_all_discovered_cleared,214,5840.361074,40.0,constant,,0.0479525420232676
12,1,True,0,12,5,5,0,edge__iid__69,edge__iid,10,42,,15,15,253,,bounded_transverse_width,,arc,0,0.048770999999998565,,15,,0,0,,,,,,False,0,0,42,8,0,0,,3,2,236,service_locked1_grid21_29,,,[],872,21856.80537527425,0,,0.0,,False,0,,389.3574049333334,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,locked,47,1.0,0.0,14,8,32,8,26,15,ordinary,21,full_coverage_and_all_discovered_cleared,214,5840.361074,40.0,constant,,0.04886437498498708
23,3,True,0,23,7,7,0,edge__iid__69,edge__iid,8,14,,15,15,271,,bounded_transverse_width,,arc,0,0.06147100000000094,,15,,0,0,,,,,,False,0,0,14,8,0,0,,4,3,254,service_soft20_grid21_29,,,[],754,25121.010910421573,0,,0.0,,False,0,,439.88014533333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,free,56,1.0,20.0,14,4,0,10,35,15,ordinary,21,full_coverage_and_all_discovered_cleared,229,6598.20218,40.0,constant,,0.06151450000470504
23,2,True,0,23,2,3,0,edge__iid__69,edge__iid,13,8,,16,15,307,,bounded_transverse_width,,arc,0,0.058426000000000755,,15,,0,0,,,,,,False,0,0,8,9,0,0,,3,3,289,service_free1_convex22,,,[],804,22965.546147547015,0,,0.0,,False,0,,425.47394859999997,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,free,58,1.0,0.0,13,4,16,10,36,15,ordinary,22,full_coverage_and_all_discovered_cleared,266,6382.109229,40.0,constant,,0.058490625000558794
11,2,True,0,11,3,3,0,edge__iid__69,edge__iid,12,58,,15,15,251,,bounded_transverse_width,,arc,0,0.050191999999999126,,15,,0,0,,,,,,False,0,0,58,5,0,0,,3,2,234,service_locked1_convex22,,,[],1010,21409.207354123624,0,,0.0,,False,0,,382.65609800000004,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",,30.0,4,,,69,0.5,locked,46,1.0,0.0,15,10,27,5,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,213,5739.84147,40.0,constant,,0.05020358297042549
7,0,True,0,7,3,4,0,edge__iid__70,edge__iid,7,26,,11,10,308,,bounded_transverse_width,,base,0,0.029907999999998935,,10,,0,0,,,,,,False,0,0,26,2,38,0,,2,2,295,range_grid21_29,,,[],,21789.093852797036,0,,0.0,,False,0,,616.0818772,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,1.0,,,,,7,5,20,2,17,10,ordinary,21,full_coverage_and_all_discovered_cleared,275,6160.818772,40.0,constant,,0.029929000011179596
7,0,True,0,7,4,4,0,edge__iid__70,edge__iid,6,1,,10,10,334,,bounded_transverse_width,,base,0,0.026794999999999902,,10,,0,0,,,,,,False,0,0,1,3,39,0,,3,3,322,range_convex22,,,[],,20763.284229763005,0,,0.0,,False,0,,611.0656845000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,1.0,,,,,3,0,4,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,6110.656845,40.0,constant,,0.026807792019098997
6,0,True,0,6,1,1,0,edge__iid__70,edge__iid,9,51,52,10,10,312,,bounded_transverse_width,,locked,37,0.03629899999999964,5,10,cached_distance_prefix_sum,0,0,,,52,0,47,True,0,0,52,3,0,0,8,2,2,300,count_locked_grid21_29,10,10,[],,18616.97589055702,0,,0.0,,False,0,532,555.6395180000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",1,30.0,4,0,0,70,1.0,,,,,1,2,3,3,16,10,ordinary,21,full_coverage_and_all_discovered_cleared,283,5556.39518,40.0,constant,,0.03640687500592321
13,1,True,0,13,1,1,0,edge__iid__70,edge__iid,9,25,,10,10,324,,bounded_transverse_width,,arc,0,0.039545000000000385,,10,,0,0,,,,,,False,0,0,25,4,0,0,,4,3,312,service_free0_grid21_29,,,[],0,21770.400297415265,0,,0.0,,False,0,,625.3080061,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,free,43,0.0,0.0,12,5,13,4,22,10,ordinary,21,full_coverage_and_all_discovered_cleared,289,6253.080061,40.0,constant,,0.03956150001613423
13,2,True,0,13,4,4,0,edge__iid__70,edge__iid,6,38,,10,10,320,,bounded_transverse_width,,arc,0,0.047349999999998005,,10,,0,0,,,,,,False,0,0,38,5,0,0,,4,3,308,service_free1_grid21_29,,,[],533,22771.472497981275,0,,0.0,,False,0,,643.1294501,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,free,42,1.0,0.0,12,2,18,5,21,10,ordinary,21,full_coverage_and_all_discovered_cleared,287,6431.294501,40.0,constant,,0.047381041978951544
17,4,True,0,17,0,1,1,edge__iid__70,edge__iid,10,14,,11,10,315,,bounded_transverse_width,,arc,0,0.044284999999998576,,10,,0,0,,,,,,False,0,0,14,5,0,0,,3,3,302,service_free2_grid21_29,,,[],367,22422.433660874114,0,,0.0,,False,0,,632.3486732,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,free,45,2.0,0.0,9,4,15,5,24,10,ordinary,21,full_coverage_and_all_discovered_cleared,276,6323.486732,40.0,constant,,0.04430537502048537
8,0,True,0,8,1,1,0,edge__iid__70,edge__iid,9,55,,10,10,314,,bounded_transverse_width,,arc,0,0.03922800000000137,,10,,0,0,,,,,,False,0,0,55,7,0,0,,2,2,302,service_locked0_grid21_29,,,[],0,19081.729197463912,0,,0.0,,False,0,,565.7345839,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,locked,39,0.0,0.0,6,7,5,7,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,281,5657.345839,40.0,constant,,0.03925104200607166
8,0,True,0,8,1,1,0,edge__iid__70,edge__iid,9,55,,10,10,314,,bounded_transverse_width,,arc,0,0.04024199999999922,,10,,0,0,,,,,,False,0,0,55,7,0,0,,2,2,302,service_locked1_grid21_29,,,[],604,19081.729197463912,0,,0.0,,False,0,,565.7345839,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,locked,39,1.0,0.0,6,7,5,7,18,10,ordinary,21,full_coverage_and_all_discovered_cleared,281,5657.345839,40.0,constant,,0.040360874962061644
16,2,True,0,16,5,5,0,edge__iid__70,edge__iid,5,0,,10,10,305,,bounded_transverse_width,,arc,0,0.03779600000000016,,10,,0,0,,,,,,False,0,0,0,2,0,0,,4,4,293,service_soft20_grid21_29,,,[],261,24103.65244939512,0,,0.0,,False,0,,660.4730489,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,free,45,1.0,20.0,12,1,0,2,24,10,ordinary,21,full_coverage_and_all_discovered_cleared,269,6604.730489,40.0,constant,,0.03780129202641547
14,0,True,0,14,3,4,0,edge__iid__70,edge__iid,7,0,,11,10,331,,bounded_transverse_width,,arc,0,0.03718000000000288,,10,,0,0,,,,,,False,0,0,0,7,0,0,,3,3,318,service_free1_convex22,,,[],314,19511.235623615128,0,,0.0,,False,0,,584.0247123,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,free,46,1.0,0.0,3,0,0,7,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,295,5840.247123,40.0,constant,,0.03726695803925395
10,0,True,0,10,1,1,0,edge__iid__70,edge__iid,9,52,,10,10,343,,bounded_transverse_width,,arc,0,0.04058300000000159,,10,,0,0,,,,,,False,0,0,52,4,0,0,,3,3,331,service_locked1_convex22,,,[],676,19046.913731063272,0,,0.0,,False,0,,582.2382743999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",,30.0,4,,,70,0.5,locked,42,1.0,0.0,5,15,2,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,308,5822.382744,40.0,constant,,0.04060637502698228
14,3,True,0,14,4,5,1,edge__iid__71,edge__iid,8,2,,13,12,338,,bounded_transverse_width,,base,0,0.032196000000002556,,12,,0,0,,,,,,False,0,0,2,3,45,0,,4,3,323,range_grid21_29,,,[],,21919.265000636165,0,,0.0,,False,0,,530.23775025,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,,,,,13,1,1,3,24,12,ordinary,21,full_coverage_and_all_discovered_cleared,301,6362.853003,40.0,constant,,0.03220358298858628
14,1,True,0,14,0,0,0,edge__iid__71,edge__iid,12,17,,12,12,336,,bounded_transverse_width,,base,0,0.03307699999999869,,12,,0,0,,,,,,False,0,0,17,0,47,0,,3,3,322,range_convex22,,,[],,21806.07781048399,0,,0.0,,False,0,,527.4346300833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,1.0,,,,,10,2,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,298,6329.215561,40.0,constant,,0.0330857919761911
11,0,True,0,11,3,3,0,edge__iid__71,edge__iid,9,38,38,12,12,310,,bounded_transverse_width,,locked,44,0.04194800000000143,5,12,cached_distance_prefix_sum,0,0,,,38,0,33,True,0,0,38,6,0,0,8,2,2,296,count_locked_grid21_29,8,8,[],,20781.888577733283,0,,0.0,,False,0,502,497.86480975,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,30.0,4,0,0,71,1.0,,,,,6,4,30,6,23,12,ordinary,21,full_coverage_and_all_discovered_cleared,278,5974.377717,40.0,constant,,0.0420222079847008
10,0,True,0,10,3,3,0,edge__iid__71,edge__iid,9,17,,12,12,325,,bounded_transverse_width,,arc,0,0.03988300000000322,,12,,0,0,,,,,,False,0,0,17,7,0,0,,2,2,311,service_free0_grid21_29,,,[],0,22870.89993137121,0,,0.0,,False,0,,539.7649989166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,free,43,0.0,0.0,9,2,1,7,22,12,ordinary,21,full_coverage_and_all_discovered_cleared,288,6477.179987,40.0,constant,,0.03990604204591364
13,0,True,0,13,2,2,0,edge__iid__71,edge__iid,10,19,,12,12,293,,bounded_transverse_width,,arc,0,0.04814400000000063,,12,,0,0,,,,,,False,0,0,19,7,0,0,,2,2,279,service_free1_grid21_29,,,[],507,22006.111998346692,0,,0.0,,False,0,,509.35186658333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,free,46,1.0,0.0,9,2,20,7,25,12,ordinary,21,full_coverage_and_all_discovered_cleared,256,6112.222399,40.0,constant,,0.04817000002367422
14,1,True,0,14,1,2,0,edge__iid__71,edge__iid,11,27,,13,12,294,,bounded_transverse_width,,arc,0,0.05034900000000064,,12,,0,0,,,,,,False,0,0,27,4,0,0,,3,2,279,service_free2_grid21_29,,,[],636,21546.730527114578,0,,0.0,,False,0,,501.94550875,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,free,46,2.0,0.0,8,2,0,4,25,12,ordinary,21,full_coverage_and_all_discovered_cleared,256,6023.346105,40.0,constant,,0.05044324998743832
12,0,True,0,12,1,1,0,edge__iid__71,edge__iid,11,34,,12,12,304,,bounded_transverse_width,,arc,0,0.04765400000000142,,12,,0,0,,,,,,False,0,0,34,7,0,0,,2,2,290,service_locked0_grid21_29,,,[],0,20980.131940104166,0,,0.0,,False,0,,497.7521990833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,locked,45,0.0,0.0,5,3,40,7,24,12,ordinary,21,full_coverage_and_all_discovered_cleared,267,5973.026389,40.0,constant,,0.048171125003136694
14,1,True,0,14,1,1,0,edge__iid__71,edge__iid,11,34,,12,12,308,,bounded_transverse_width,,arc,0,0.04502199999999945,,12,,0,0,,,,,,False,0,0,34,6,0,0,,3,2,294,service_locked1_grid21_29,,,[],578,21353.48911088347,0,,0.0,,False,0,,505.808152,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,locked,46,1.0,0.0,7,5,31,6,25,12,ordinary,21,full_coverage_and_all_discovered_cleared,269,6069.697824,40.0,constant,,0.04507004201877862
24,3,True,0,24,1,2,1,edge__iid__71,edge__iid,11,14,,13,12,310,,bounded_transverse_width,,arc,0,0.04701999999999984,,12,,0,0,,,,,,False,0,0,14,3,0,0,,4,4,295,service_soft20_grid21_29,,,[],402,24328.572028030365,0,,0.0,,False,0,,556.1428671666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,free,55,1.0,20.0,7,1,1,4,34,12,ordinary,21,full_coverage_and_all_discovered_cleared,270,6673.714406,40.0,constant,,0.04709608299890533
17,1,True,0,17,1,1,0,edge__iid__71,edge__iid,11,11,,12,12,322,,bounded_transverse_width,,arc,0,0.04754600000000053,,12,,0,0,,,,,,False,0,0,11,1,0,0,,3,3,308,service_free1_convex22,,,[],364,21753.276904388895,0,,0.0,,False,0,,519.5546150833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,free,50,1.0,0.0,5,0,0,1,28,12,ordinary,22,full_coverage_and_all_discovered_cleared,284,6234.655381,40.0,constant,,0.04757100000279024
18,4,True,0,18,0,0,1,edge__iid__71,edge__iid,12,40,,12,12,310,,bounded_transverse_width,,arc,0,0.0441590000000005,,12,,0,0,,,,,,False,0,0,40,5,0,0,,4,3,296,service_locked1_convex22,,,[],704,21032.191152460946,0,,0.0,,False,0,,501.53651916666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",,30.0,4,,,71,0.5,locked,49,1.0,0.0,5,11,12,5,27,12,ordinary,22,full_coverage_and_all_discovered_cleared,272,6018.43823,40.0,constant,,0.04416416597086936
15,2,True,0,15,2,4,0,edge__smooth__67,edge__smooth,8,12,,12,10,349,,bounded_transverse_width,,base,0,0.031106000000001188,,10,,0,0,,,,,,False,0,0,12,3,44,0,,3,3,335,range_grid21_29,,,[],,21001.342446417962,0,,0.0,,False,0,,624.1268491,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,,,,,10,4,0,3,23,10,ordinary,21,full_coverage_and_all_discovered_cleared,310,6241.268491,40.0,constant,,0.031105083995498717
8,1,True,0,8,2,2,0,edge__smooth__67,edge__smooth,8,5,,10,10,358,,bounded_transverse_width,,base,0,0.030912000000000717,,10,,0,0,,,,,,False,0,0,5,3,39,0,,4,3,346,range_convex22,,,[],,21532.34585750192,0,,0.0,,False,0,,641.0469168,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,1.0,,,,,7,0,15,3,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,324,6410.469168,40.0,constant,,0.030986165977083147
3,0,True,0,3,4,4,0,edge__smooth__67,edge__smooth,6,54,55,10,10,299,,bounded_transverse_width,,locked,34,0.03288700000000233,3,10,cached_distance_prefix_sum,0,0,,,55,0,52,True,0,0,55,2,0,0,8,1,1,287,count_locked_grid21_29,10,10,[],,19091.929311846812,0,,0.0,,False,0,475,557.4385862,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",1,30.0,4,0,0,67,1.0,,,,,6,4,1,2,13,10,ordinary,21,full_coverage_and_all_discovered_cleared,271,5574.385862,40.0,constant,,0.0329391669947654
17,2,True,0,17,3,3,0,edge__smooth__67,edge__smooth,7,1,,10,10,324,,bounded_transverse_width,,arc,0,0.03712099999999907,,10,,0,0,,,,,,False,0,0,1,6,0,0,,3,3,312,service_free0_grid21_29,,,[],0,21821.98231588214,0,,0.0,,False,0,,625.8396465,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",,30.0,4,,,67,0.5,free,46,0.0,0.0,10,2,0,6,25,10,ordinary,21,full_coverage_and_all_discovered_cleared,284,6258.396465,40.0,constant,,0.03714924998348579
