all_cleared,errors,max_total_s,max_wall_s,mean_commands,mean_optical_fallbacks,mean_pair_cuts,mean_per_source_s,mean_total_s,mean_wall_s,method,p95_total_s,problem,runs,slower_cases,split
75,0,3683.975599,0.03929399995831773,142.78666666666666,0.0,0.0,258.13584147555554,3115.5257700933334,0.023578499384069196,fast7,3618.4792429,3,75,0,ordinary
75,0,3683.975599,0.038752624997869134,142.78666666666666,0.0,0.0,258.13584147555554,3115.5257700933334,0.02467632103944197,full_reception7,3618.4792429,3,75,0,ordinary
75,0,3683.975599,0.038800208014436066,142.78666666666666,0.0,0.0,258.13584147555554,3115.5257700933334,0.026647712176976104,expanded7,3618.4792429,3,75,0,ordinary
75,0,3683.56677,0.038748125021811575,143.04,0.0,0.0,258.3947075835556,3118.2537258666666,0.02675281445728615,expanded_weight03_7,3631.1966008,3,75,17,ordinary
75,0,3677.061069,0.16744241601554677,142.93333333333334,0.0,0.0,257.97200385755553,3113.5987139599997,0.09093704438457886,minimax7,3616.9880625,3,75,5,ordinary
75,0,3673.662061,0.16642874997342005,142.86666666666667,0.0,0.0,257.9601379522222,3113.3120232,0.090592485043065,minimax_weight03_7,3616.9880625,3,75,4,ordinary
75,0,3683.975599,0.038276249950286,144.28,0.0,0.0,259.78581028933337,3133.8890036000003,0.024174806640172998,rotate_fast7,3620.6687199999997,3,75,29,ordinary
75,0,3683.975599,0.03859645803458989,144.28,0.0,0.0,259.78581028933337,3133.8890036000003,0.02512762451156353,rotate_full7,3620.6687199999997,3,75,29,ordinary
75,0,3683.975599,0.038142708013765514,144.28,0.0,0.0,259.78581028933337,3133.8890036000003,0.026999688318464905,rotate_expanded7,3620.6687199999997,3,75,29,ordinary
75,0,3959.022871,0.042764583020471036,162.0,0.0,0.0,284.9421833642222,3422.1300797199997,0.025572135013062505,rotate_fast9,3913.1532337,3,75,63,ordinary
18,0,4743.579252,0.030616250005550683,130.33333333333334,0.0,0.0,277.29042843750005,3386.6095131666666,0.022713780108865142,fast7,4736.9270755,3,18,0,stress
18,0,4743.579252,0.032600542006548494,130.33333333333334,0.0,0.0,277.29042843750005,3386.6095131666666,0.023955113454980567,full_reception7,4736.9270755,3,18,0,stress
18,0,4743.579252,0.036309000046458095,130.33333333333334,0.0,0.0,277.29042843750005,3386.6095131666666,0.02629353466262627,expanded7,4736.9270755,3,18,0,stress
18,0,4743.670199,0.036895499972160906,130.38888888888889,0.0,0.0,274.87131902361114,3362.3282864444445,0.02621610416746181,expanded_weight03_7,4736.76577565,3,18,2,stress
18,0,4735.558845,0.19257570803165436,130.33333333333334,0.0,0.0,276.9246152395834,3382.20471,0.1000314491102472,minimax7,4729.3702364,3,18,0,stress
