active_measurements,active_no_signal,all_cleared,case_id,category,certified_clears,clear_calls,clear_fraction,cleared,commands,cpu_s,discovered_channels,failure,inconsistent_updates,measurements,missed_channels,mixed,move_m,noise,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,rounding,sources,stations_visited,stop_reason,strategy,switches,total_virtual_s,wall_s
0,0,True,q3_random_00,random,14,14,1.0,14,565,0.040928000000000075,14,,0,549,[],False,40889.339112433605,hash,0,0.0,824.3477017857142,"[3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",nearest,14,49,full_coverage_and_all_discovered_cleared,square_greedy,548,11540.867825,0.041097624984104186
0,0,True,q3_random_00,random,14,14,1.0,14,496,0.03172600000000003,14,,0,480,[],False,40689.50424014267,hash,0,0.0,788.9214893571428,"[3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",nearest,14,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,437,11044.900851,0.03179891698528081
0,0,True,q3_random_00,random,0,156,1.0,14,538,0.026164999999999994,14,,0,380,[],False,60576.439643657926,hash,142,19.189137263345785,1062.3062812142857,"[3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",nearest,14,19,full_coverage_and_all_discovered_cleared,triangle_2opt,361,14872.287937,0.02620408299844712
0,0,True,q3_random_00,random,0,156,1.0,14,538,0.02647900000000003,14,,0,380,[],False,60576.439643657926,hash,142,19.189137263345785,1062.3062812142857,"[3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",nearest,14,19,full_coverage_and_all_discovered_cleared,triangle_genetic,361,14872.287937,0.026516583049669862
24,0,True,q3_random_00,random,14,14,1.0,14,228,0.18372499999999992,14,,0,212,[],False,43568.33211586308,hash,0,0.0,716.61903,"[3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",nearest,14,19,full_coverage_and_all_discovered_cleared,active_2opt,189,10032.66642,0.1842481250059791
24,0,True,q3_random_00,random,14,14,1.0,14,228,0.187087,14,,0,212,[],False,43568.33211586308,hash,0,0.0,716.61903,"[3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",nearest,14,19,full_coverage_and_all_discovered_cleared,active_genetic,189,10032.66642,0.18799683300312608
0,0,True,q3_random_01,random,11,11,1.0,11,675,0.03700300000000012,11,,0,662,[],False,42704.700911356034,hash,0,0.0,1142.4491074545456,"[6, 7, 8, 11, 12, 14, 15, 16, 17, 19, 20]",nearest,11,49,full_coverage_and_all_discovered_cleared,square_greedy,661,12566.940182,0.03715054102940485
0,0,True,q3_random_01,random,11,11,1.0,11,631,0.030550999999999995,11,,0,618,[],False,40667.749632457446,hash,0,0.0,1077.595448,"[6, 7, 8, 11, 12, 14, 15, 16, 17, 19, 20]",nearest,11,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,575,11853.549928,0.030621499987319112
0,0,True,q3_random_01,random,0,148,1.0,11,530,0.021347000000000005,11,,0,380,[],False,59743.51757733667,hash,137,19.191471029010412,1334.154867090909,"[6, 7, 8, 11, 12, 14, 15, 16, 17, 19, 20]",nearest,11,19,full_coverage_and_all_discovered_cleared,triangle_2opt,361,14675.703538,0.02153337502386421
0,0,True,q3_random_01,random,0,148,1.0,11,530,0.021167999999999854,11,,0,380,[],False,59743.51757733667,hash,137,19.191471029010412,1334.154867090909,"[6, 7, 8, 11, 12, 14, 15, 16, 17, 19, 20]",nearest,11,19,full_coverage_and_all_discovered_cleared,triangle_genetic,361,14675.703538,0.021269667020533234
20,0,True,q3_random_01,random,11,11,1.0,11,268,0.15417800000000015,11,,0,255,[],False,44400.00435097132,hash,0,0.0,949.2728065454546,"[6, 7, 8, 11, 12, 14, 15, 16, 17, 19, 20]",nearest,11,19,full_coverage_and_all_discovered_cleared,active_2opt,232,10442.000872,0.1546414170297794
20,0,True,q3_random_01,random,11,11,1.0,11,268,0.15530500000000003,11,,0,255,[],False,44400.00435097132,hash,0,0.0,949.2728065454546,"[6, 7, 8, 11, 12, 14, 15, 16, 17, 19, 20]",nearest,11,19,full_coverage_and_all_discovered_cleared,active_genetic,232,10442.000872,0.15617758297594264
0,0,True,q3_random_02,random,16,16,1.0,16,496,0.05090400000000006,16,,0,478,[],False,38575.05866497055,hash,0,0.0,666.3757334375,"[1, 2, 3, 4, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 19, 20]",nearest,16,42,public_upper_bound_16,square_greedy,477,10662.011735,0.052168708003591746
0,0,True,q3_random_02,random,16,16,1.0,16,496,0.04458300000000004,16,,0,478,[],False,37140.305236197775,hash,0,0.0,646.191315375,"[1, 2, 3, 4, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 19, 20]",nearest,16,39,public_upper_bound_16,square_cropped_2opt,441,10339.061046,0.044797834008932114
0,0,True,q3_random_02,random,1,173,1.0,16,544,0.03042100000000003,16,,0,369,[],False,69294.75136032219,hash,157,19.19136513173935,1037.809393,"[1, 2, 3, 4, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 19, 20]",nearest,16,19,full_coverage_and_all_discovered_cleared,triangle_2opt,350,16604.950288,0.030533417011611164
0,0,True,q3_random_02,random,1,173,1.0,16,544,0.030611000000000166,16,,0,369,[],False,69294.75136032219,hash,157,19.19136513173935,1037.809393,"[1, 2, 3, 4, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 19, 20]",nearest,16,19,full_coverage_and_all_discovered_cleared,triangle_genetic,350,16604.950288,0.030817958002444357
26,0,True,q3_random_02,random,16,16,1.0,16,172,0.2150319999999999,16,,0,154,[],False,37477.09041923483,hash,0,0.0,530.02613025,"[1, 2, 3, 4, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 19, 20]",nearest,16,13,public_upper_bound_16,active_2opt,135,8480.418084,0.21729170804610476
26,0,True,q3_random_02,random,16,16,1.0,16,172,0.2056469999999999,16,,0,154,[],False,37477.09041923483,hash,0,0.0,530.02613025,"[1, 2, 3, 4, 6, 7, 8, 10, 12, 13, 15, 16, 17, 18, 19, 20]",nearest,16,13,public_upper_bound_16,active_genetic,135,8480.418084,0.20661749999271706
0,0,True,q3_random_03,random,15,15,1.0,15,524,0.04284599999999994,15,,0,507,[],False,44074.65832849953,hash,0,0.0,795.3954445333333,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 14, 16, 17, 18, 20]",nearest,15,49,full_coverage_and_all_discovered_cleared,square_greedy,506,11930.931668,0.043006875028368086
0,0,True,q3_random_03,random,15,15,1.0,15,610,0.04239700000000024,15,,0,593,[],False,39241.51581863019,hash,0,0.0,762.4868776666666,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 14, 16, 17, 18, 20]",nearest,15,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,549,11437.303165,0.04246883298037574
0,0,True,q3_random_03,random,0,85,1.0,15,467,0.02699499999999988,15,,0,380,[],False,53322.64084911486,hash,70,19.191468556486555,880.7018789333334,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 14, 16, 17, 18, 20]",nearest,15,19,full_coverage_and_all_discovered_cleared,triangle_2opt,361,13210.528184,0.02717400004621595
0,0,True,q3_random_03,random,0,85,1.0,15,467,0.027095999999999787,15,,0,380,[],False,53322.64084911486,hash,70,19.191468556486555,880.7018789333334,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 14, 16, 17, 18, 20]",nearest,15,19,full_coverage_and_all_discovered_cleared,triangle_genetic,361,13210.528184,0.027243875025305897
21,0,True,q3_random_03,random,15,15,1.0,15,206,0.15999100000000022,15,,0,189,[],False,43252.914322989316,hash,0,0.0,655.8388577333334,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 14, 16, 17, 18, 20]",nearest,15,19,full_coverage_and_all_discovered_cleared,active_2opt,167,9837.582866,0.16068799997447059
21,0,True,q3_random_03,random,15,15,1.0,15,206,0.15754800000000024,15,,0,189,[],False,43252.914322989316,hash,0,0.0,655.8388577333334,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 14, 16, 17, 18, 20]",nearest,15,19,full_coverage_and_all_discovered_cleared,active_genetic,167,9837.582866,0.15779704099986702
0,0,True,q3_random_04,random,14,14,1.0,14,506,0.03423100000000012,14,,0,490,[],False,42982.36392341799,hash,0,0.0,828.962341642857,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 18, 20]",nearest,14,49,full_coverage_and_all_discovered_cleared,square_greedy,489,11605.472783,0.03425662498921156
0,0,True,q3_random_04,random,14,14,1.0,14,524,0.03593299999999999,14,,0,508,[],False,42772.246915378,hash,0,0.0,830.5320989285714,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 18, 20]",nearest,14,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,463,11627.449385,0.035954833030700684
0,0,True,q3_random_04,random,2,159,1.0,14,527,0.027720999999999663,14,,0,366,[],False,61430.72092873287,hash,145,19.184334861077716,1069.153153142857,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 18, 20]",nearest,14,19,full_coverage_and_all_discovered_cleared,triangle_2opt,347,14968.144144,0.027771208027843386
0,0,True,q3_random_04,random,2,159,1.0,14,527,0.027497000000000327,14,,0,366,[],False,61430.72092873287,hash,145,19.184334861077716,1069.153153142857,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 18, 20]",nearest,14,19,full_coverage_and_all_discovered_cleared,triangle_genetic,347,14968.144144,0.027554125001188368
23,0,True,q3_random_04,random,14,14,1.0,14,218,0.18628200000000028,14,,0,202,[],False,44815.42424260257,hash,0,0.0,730.148918,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 18, 20]",nearest,14,19,full_coverage_and_all_discovered_cleared,active_2opt,179,10222.084852,0.18657037505181506
23,0,True,q3_random_04,random,14,14,1.0,14,218,0.18861300000000014,14,,0,202,[],False,44815.42424260257,hash,0,0.0,730.148918,"[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 18, 20]",nearest,14,19,full_coverage_and_all_discovered_cleared,active_genetic,179,10222.084852,0.1889215839910321
0,0,True,q3_random_05,random,11,11,1.0,11,654,0.03137299999999987,11,,0,641,[],False,42994.29273867424,hash,0,0.0,1136.2598681818183,"[1, 2, 5, 6, 7, 9, 10, 11, 13, 15, 18]",nearest,11,49,full_coverage_and_all_discovered_cleared,square_greedy,640,12498.85855,0.03142441698582843
0,0,True,q3_random_05,random,11,11,1.0,11,662,0.03627199999999986,11,,0,649,[],False,37575.19729449246,hash,0,0.0,1038.0944961818182,"[1, 2, 5, 6, 7, 9, 10, 11, 13, 15, 18]",nearest,11,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,604,11419.039458,0.036371750000398606
0,0,True,q3_random_05,random,0,230,1.0,11,612,0.026428000000000118,11,,0,380,[],False,56974.34484915656,hash,219,19.19148309436952,1306.1699024545453,"[1, 2, 5, 6, 7, 9, 10, 11, 13, 15, 18]",nearest,11,19,full_coverage_and_all_discovered_cleared,triangle_2opt,361,14367.868927,0.026469667034689337
0,0,True,q3_random_05,random,0,230,1.0,11,612,0.025868000000000002,11,,0,380,[],False,56974.34484915656,hash,219,19.19148309436952,1306.1699024545453,"[1, 2, 5, 6, 7, 9, 10, 11, 13, 15, 18]",nearest,11,19,full_coverage_and_all_discovered_cleared,triangle_genetic,361,14367.868927,0.02590983296977356
17,0,True,q3_random_05,random,11,11,1.0,11,242,0.1273550000000001,11,,0,229,[],False,43649.46992918818,hash,0,0.0,921.626725909091,"[1, 2, 5, 6, 7, 9, 10, 11, 13, 15, 18]",nearest,11,19,full_coverage_and_all_discovered_cleared,active_2opt,208,10137.893985,0.12754858296830207
17,0,True,q3_random_05,random,11,11,1.0,11,242,0.12768699999999988,11,,0,229,[],False,43649.46992918818,hash,0,0.0,921.626725909091,"[1, 2, 5, 6, 7, 9, 10, 11, 13, 15, 18]",nearest,11,19,full_coverage_and_all_discovered_cleared,active_genetic,208,10137.893985,0.1278198339859955
0,0,True,q3_random_06,random,13,13,1.0,13,619,0.042389999999999706,13,,0,604,[],False,43771.09402245158,hash,0,0.0,957.0937542307693,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 15, 18, 19, 20]",nearest,13,49,full_coverage_and_all_discovered_cleared,square_greedy,603,12442.218805,0.04247450002003461
0,0,True,q3_random_06,random,13,13,1.0,13,598,0.03881300000000021,13,,0,583,[],False,39955.53765952818,hash,0,0.0,885.4698102307692,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 15, 18, 19, 20]",nearest,13,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,540,11511.107533,0.0388435420463793
0,0,True,q3_random_06,random,1,169,1.0,13,540,0.026596000000000064,13,,0,369,[],False,63467.35739485194,hash,156,19.18287020361537,1186.2670375384614,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 15, 18, 19, 20]",nearest,13,19,full_coverage_and_all_discovered_cleared,triangle_2opt,350,15421.471488,0.026640125026460737
0,0,True,q3_random_06,random,1,169,1.0,13,540,0.02713399999999977,13,,0,369,[],False,63467.35739485194,hash,156,19.18287020361537,1186.2670375384614,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 15, 18, 19, 20]",nearest,13,19,full_coverage_and_all_discovered_cleared,triangle_genetic,350,15421.471488,0.027202166966162622
24,0,True,q3_random_06,random,13,13,1.0,13,226,0.18214099999999966,13,,0,211,[],False,45633.56483339416,hash,0,0.0,802.5163822307693,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 15, 18, 19, 20]",nearest,13,19,full_coverage_and_all_discovered_cleared,active_2opt,186,10432.712969,0.182356208038982
24,0,True,q3_random_06,random,13,13,1.0,13,226,0.1794589999999996,13,,0,211,[],False,45633.56483339416,hash,0,0.0,802.5163822307693,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 15, 18, 19, 20]",nearest,13,19,full_coverage_and_all_discovered_cleared,active_genetic,186,10432.712969,0.17965579201700166
0,0,True,q3_random_07,random,16,16,1.0,16,418,0.04443799999999953,16,,0,400,[],False,36805.7531054732,hash,0,0.0,615.00941375,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20]",nearest,16,34,public_upper_bound_16,square_greedy,399,9840.15062,0.04446270799962804
0,0,True,q3_random_07,random,16,16,1.0,16,489,0.042772999999999506,16,,0,471,[],False,36113.22571437848,hash,0,0.0,630.7278215,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20]",nearest,16,38,public_upper_bound_16,square_cropped_2opt,434,10091.645144,0.042830207967199385
0,0,True,q3_random_07,random,0,184,1.0,16,566,0.03369799999999934,16,,0,380,[],False,65579.7114067413,hash,168,19.191463074865112,997.558893375,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20]",nearest,16,19,full_coverage_and_all_discovered_cleared,triangle_2opt,361,15960.942294,0.033728959038853645
0,0,True,q3_random_07,random,0,184,1.0,16,566,0.03374200000000016,16,,0,380,[],False,65579.7114067413,hash,168,19.191463074865112,997.558893375,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20]",nearest,16,19,full_coverage_and_all_discovered_cleared,triangle_genetic,361,15960.942294,0.03375312499701977
27,0,True,q3_random_07,random,16,16,1.0,16,139,0.201168,16,,0,121,[],False,37154.64884334454,hash,0,0.0,513.4956103125,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20]",nearest,16,13,public_upper_bound_16,active_2opt,100,8215.929765,0.20137820794479921
27,0,True,q3_random_07,random,16,16,1.0,16,139,0.20064700000000002,16,,0,121,[],False,37154.64884334454,hash,0,0.0,513.4956103125,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20]",nearest,16,13,public_upper_bound_16,active_genetic,100,8215.929765,0.2008262500166893
0,0,True,q3_random_08,random,10,10,1.0,10,632,0.026631999999999323,10,,0,620,[],False,41863.947774672284,hash,0,0.0,1214.1789554000002,"[1, 2, 5, 7, 9, 13, 14, 15, 18, 19]",nearest,10,49,full_coverage_and_all_discovered_cleared,square_greedy,619,12141.789554,0.026654208020772785
0,0,True,q3_random_08,random,10,10,1.0,10,618,0.026937999999999462,10,,0,606,[],False,36502.19513131041,hash,0,0.0,1094.1439027000001,"[1, 2, 5, 7, 9, 13, 14, 15, 18, 19]",nearest,10,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,561,10941.439027,0.026959375012665987
0,0,True,q3_random_08,random,0,242,1.0,10,624,0.02261600000000019,10,,0,380,[],False,58624.55865600944,hash,232,19.19145069041274,1473.1911804,"[1, 2, 5, 7, 9, 13, 14, 15, 18, 19]",nearest,10,19,full_coverage_and_all_discovered_cleared,triangle_2opt,361,14731.911804,0.022698584012687206
0,0,True,q3_random_08,random,0,242,1.0,10,624,0.022202000000000055,10,,0,380,[],False,58624.55865600944,hash,232,19.19145069041274,1473.1911804,"[1, 2, 5, 7, 9, 13, 14, 15, 18, 19]",nearest,10,19,full_coverage_and_all_discovered_cleared,triangle_genetic,361,14731.911804,0.02223483403213322
17,0,True,q3_random_08,random,10,10,1.0,10,236,0.12890699999999988,10,,0,224,[],False,39830.83346857066,hash,0,0.0,933.7166695,"[1, 2, 5, 7, 9, 13, 14, 15, 18, 19]",nearest,10,19,full_coverage_and_all_discovered_cleared,active_2opt,201,9337.166695,0.12902883300557733
17,0,True,q3_random_08,random,10,10,1.0,10,236,0.1564570000000005,10,,0,224,[],False,39830.83346857066,hash,0,0.0,933.7166695,"[1, 2, 5, 7, 9, 13, 14, 15, 18, 19]",nearest,10,19,full_coverage_and_all_discovered_cleared,active_genetic,201,9337.166695,0.17051237495616078
0,0,True,q3_random_09,random,12,12,1.0,12,537,0.07428399999999957,12,,0,523,[],False,41294.87470483483,hash,0,0.0,954.6645785833333,"[1, 2, 3, 5, 6, 7, 8, 10, 14, 16, 17, 20]",nearest,12,49,full_coverage_and_all_discovered_cleared,square_greedy,522,11455.974943,0.09463937499094754
0,0,True,q3_random_09,random,12,12,1.0,12,491,0.04396700000000031,12,,0,477,[],False,39826.18008840263,hash,0,0.0,903.5196681666666,"[1, 2, 3, 5, 6, 7, 8, 10, 14, 16, 17, 20]",nearest,12,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,432,10842.236018,0.047864917025435716
0,0,True,q3_random_09,random,0,105,1.0,12,487,0.023083999999999882,12,,0,380,[],False,52801.91802158021,hash,93,19.191486809140763,1096.69863525,"[1, 2, 3, 5, 6, 7, 8, 10, 14, 16, 17, 20]",nearest,12,19,full_coverage_and_all_discovered_cleared,triangle_2opt,361,13160.383623,0.023146208026446402
0,0,True,q3_random_09,random,0,105,1.0,12,487,0.023022000000000098,12,,0,380,[],False,52801.91802158021,hash,93,19.191486809140763,1096.69863525,"[1, 2, 3, 5, 6, 7, 8, 10, 14, 16, 17, 20]",nearest,12,19,full_coverage_and_all_discovered_cleared,triangle_genetic,361,13160.383623,0.02304679196095094
18,0,True,q3_random_09,random,12,12,1.0,12,233,0.13325600000000026,12,,0,219,[],False,42904.2261584522,hash,0,0.0,827.8204359166666,"[1, 2, 3, 5, 6, 7, 8, 10, 14, 16, 17, 20]",nearest,12,19,full_coverage_and_all_discovered_cleared,active_2opt,198,9933.845231,0.13343945797532797
18,0,True,q3_random_09,random,12,12,1.0,12,233,0.1327790000000002,12,,0,219,[],False,42904.2261584522,hash,0,0.0,827.8204359166666,"[1, 2, 3, 5, 6, 7, 8, 10, 14, 16, 17, 20]",nearest,12,19,full_coverage_and_all_discovered_cleared,active_genetic,198,9933.845231,0.13292916596401483
0,0,True,q3_random_10,random,13,13,1.0,13,553,0.03523999999999994,13,,0,538,[],False,42324.783441615604,hash,0,0.0,904.3812837692308,"[1, 2, 5, 7, 8, 10, 12, 14, 16, 17, 18, 19, 20]",nearest,13,49,full_coverage_and_all_discovered_cleared,square_greedy,537,11756.956689,0.03529508301289752
0,0,True,q3_random_10,random,13,13,1.0,13,480,0.029975000000000307,13,,0,465,[],False,42050.119919512406,hash,0,0.0,863.3864603846154,"[1, 2, 5, 7, 8, 10, 12, 14, 16, 17, 18, 19, 20]",nearest,13,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,424,11224.023985,0.029993084026500583
0,0,True,q3_random_10,random,0,92,1.0,13,474,0.026107999999999798,13,,0,380,[],False,56524.301143435834,hash,79,19.184283915986736,1066.7584794615384,"[1, 2, 5, 7, 8, 10, 12, 14, 16, 17, 18, 19, 20]",nearest,13,19,full_coverage_and_all_discovered_cleared,triangle_2opt,361,13867.860233,0.02614483400247991
0,0,True,q3_random_10,random,0,92,1.0,13,474,0.026366000000000334,13,,0,380,[],False,56524.301143435834,hash,79,19.184283915986736,1066.7584794615384,"[1, 2, 5, 7, 8, 10, 12, 14, 16, 17, 18, 19, 20]",nearest,13,19,full_coverage_and_all_discovered_cleared,triangle_genetic,361,13867.860233,0.02638599998317659
19,0,True,q3_random_10,random,13,13,1.0,13,204,0.13927399999999945,13,,0,189,[],False,43125.89445478186,hash,0,0.0,754.0906839230769,"[1, 2, 5, 7, 8, 10, 12, 14, 16, 17, 18, 19, 20]",nearest,13,19,full_coverage_and_all_discovered_cleared,active_2opt,168,9803.178891,0.1394030830124393
19,0,True,q3_random_10,random,13,13,1.0,13,204,0.13891600000000004,13,,0,189,[],False,43125.89445478186,hash,0,0.0,754.0906839230769,"[1, 2, 5, 7, 8, 10, 12, 14, 16, 17, 18, 19, 20]",nearest,13,19,full_coverage_and_all_discovered_cleared,active_genetic,168,9803.178891,0.13901083398377523
0,0,True,q3_random_11,random,13,13,1.0,13,627,0.0392020000000004,13,,0,612,[],False,44577.801706176186,hash,0,0.0,973.1969493076923,"[1, 4, 5, 7, 8, 11, 12, 14, 16, 17, 18, 19, 20]",nearest,13,49,full_coverage_and_all_discovered_cleared,square_greedy,611,12651.560341,0.03927008301252499
0,0,True,q3_random_11,random,13,13,1.0,13,571,0.035528000000000226,13,,0,556,[],False,44340.110722378646,hash,0,0.0,940.5401647692307,"[1, 4, 5, 7, 8, 11, 12, 14, 16, 17, 18, 19, 20]",nearest,13,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,514,12227.022142,0.035553666995838284
0,0,True,q3_random_11,random,0,163,1.0,13,545,0.023595000000000255,13,,0,380,[],False,61931.23961411047,hash,150,19.191486809140798,1166.3267624615385,"[1, 4, 5, 7, 8, 11, 12, 14, 16, 17, 18, 19, 20]",nearest,13,19,full_coverage_and_all_discovered_cleared,triangle_2opt,361,15162.247912,0.023607624985743314
0,0,True,q3_random_11,random,0,163,1.0,13,545,0.0235000000000003,13,,0,380,[],False,61931.23961411047,hash,150,19.191486809140798,1166.3267624615385,"[1, 4, 5, 7, 8, 11, 12, 14, 16, 17, 18, 19, 20]",nearest,13,19,full_coverage_and_all_discovered_cleared,triangle_genetic,361,15162.247912,0.02351295796688646
23,0,True,q3_random_11,random,13,13,1.0,13,268,0.1771799999999999,13,,0,253,[],False,43747.9944251738,hash,0,0.0,792.969145076923,"[1, 4, 5, 7, 8, 11, 12, 14, 16, 17, 18, 19, 20]",nearest,13,19,full_coverage_and_all_discovered_cleared,active_2opt,229,10308.598886,0.1773831250029616
23,0,True,q3_random_11,random,13,13,1.0,13,268,0.1760299999999999,13,,0,253,[],False,43747.9944251738,hash,0,0.0,792.969145076923,"[1, 4, 5, 7, 8, 11, 12, 14, 16, 17, 18, 19, 20]",nearest,13,19,full_coverage_and_all_discovered_cleared,active_genetic,229,10308.598886,0.1761979169677943
0,0,True,q3_random_12,random,11,11,1.0,11,677,0.036420999999999815,11,,0,664,[],False,41530.40802051105,hash,0,0.0,1122.1892367272728,"[2, 5, 6, 8, 9, 10, 12, 13, 16, 18, 19]",nearest,11,49,full_coverage_and_all_discovered_cleared,square_greedy,663,12344.081604,0.036445582984015346
0,0,True,q3_random_12,random,11,11,1.0,11,610,0.03107900000000008,11,,0,597,[],False,38606.77384800101,hash,0,0.0,1028.5777063636363,"[2, 5, 6, 8, 9, 10, 12, 13, 16, 18, 19]",nearest,11,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,553,11314.35477,0.031088540970813483
0,0,True,q3_random_12,random,1,90,1.0,11,461,0.020920999999999523,11,,0,369,[],False,52848.7921614824,hash,79,19.185656088325175,1186.9780382727274,"[2, 5, 6, 8, 9, 10, 12, 13, 16, 18, 19]",nearest,11,19,full_coverage_and_all_discovered_cleared,triangle_2opt,350,13056.758421,0.020943209005054086
0,0,True,q3_random_12,random,1,90,1.0,11,461,0.02088200000000029,11,,0,369,[],False,52848.7921614824,hash,79,19.185656088325175,1186.9780382727274,"[2, 5, 6, 8, 9, 10, 12, 13, 16, 18, 19]",nearest,11,19,full_coverage_and_all_discovered_cleared,triangle_genetic,350,13056.758421,0.020901666954159737
21,0,True,q3_random_12,random,11,11,1.0,11,252,0.16829599999999978,11,,0,239,[],False,42227.619358378,hash,0,0.0,900.8658066363637,"[2, 5, 6, 8, 9, 10, 12, 13, 16, 18, 19]",nearest,11,19,full_coverage_and_all_discovered_cleared,active_2opt,214,9909.523873,0.1685057090362534
21,0,True,q3_random_12,random,11,11,1.0,11,252,0.16827900000000007,11,,0,239,[],False,42227.619358378,hash,0,0.0,900.8658066363637,"[2, 5, 6, 8, 9, 10, 12, 13, 16, 18, 19]",nearest,11,19,full_coverage_and_all_discovered_cleared,active_genetic,214,9909.523873,0.16840741701889783
0,0,True,q3_random_13,random,10,10,1.0,10,684,0.0321410000000002,10,,0,672,[],False,42955.24579335018,hash,0,0.0,1267.2049157,"[3, 6, 9, 12, 13, 14, 15, 16, 19, 20]",nearest,10,49,full_coverage_and_all_discovered_cleared,square_greedy,671,12672.049157,0.03216299996711314
0,0,True,q3_random_13,random,10,10,1.0,10,637,0.027143999999999835,10,,0,625,[],False,44374.48386388705,hash,0,0.0,1263.0896773,"[3, 6, 9, 12, 13, 14, 15, 16, 19, 20]",nearest,10,45,full_coverage_and_all_discovered_cleared,square_cropped_2opt,581,12630.896773,0.027146125037688762
0,0,True,q3_random_13,random,0,135,1.0,10,517,0.021463999999999928,10,,0,380,[],False,56203.37966360679,hash,125,19.18209871695299,1392.6675912,"[3, 6, 9, 12, 13, 14, 15, 16, 19, 20]",nearest,10,19,full_coverage_and_all_discovered_cleared,triangle_2opt,361,13926.675912,0.02147224999498576
0,0,True,q3_random_13,random,0,135,1.0,10,517,0.021612999999999438,10,,0,380,[],False,56203.37966360679,hash,125,19.18209871695299,1392.6675912,"[3, 6, 9, 12, 13, 14, 15, 16, 19, 20]",nearest,10,19,full_coverage_and_all_discovered_cleared,triangle_genetic,361,13926.675912,0.021639666985720396
19,0,True,q3_random_13,random,10,10,1.0,10,274,0.14780999999999977,10,,0,262,[],False,40357.638008862334,hash,0,0.0,966.8527604000001,"[3, 6, 9, 12, 13, 14, 15, 16, 19, 20]",nearest,10,19,full_coverage_and_all_discovered_cleared,active_2opt,237,9668.527604,0.1481002090149559
19,0,True,q3_random_13,random,10,10,1.0,10,274,0.15316500000000044,10,,0,262,[],False,40357.638008862334,hash,0,0.0,966.8527604000001,"[3, 6, 9, 12, 13, 14, 15, 16, 19, 20]",nearest,10,19,full_coverage_and_all_discovered_cleared,active_genetic,237,9668.527604,0.1539602080010809
