active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,coverage_full_survey_points,cpu_s,discovered_channels,discovery_cover_radius,dynamic_cover_checks,early_optical_success,early_optical_trials,extra_discovery_measurements,extra_discovery_sites,failure,inconsistent_updates,initialization_s,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,problem,pruned_stations,replaced_stations,replacement_measurements,replacement_proposals,replacement_surveys,seed,shared_known_measurements,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
25,0,True,,,,,,uniform__iid__77,uniform__iid,16,16,16,136,,0.195502,16,,,,,,,,0,2.804200630635023e-05,,,118,peer_layout9_proxy,[],17938.72467384485,0,0.0,272.796558375,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,,,16,ordinary,8,public_upper_bound_16,107,4364.744934,0.19570595800178126
13,0,True,,,,,,uniform__iid__77,uniform__iid,9,18,16,135,,0.02679300000000001,16,,0,7,9,0,0,,0,9.708298603072762e-05,,,115,shared9,[],16257.95460963712,0,0.0,251.2869324375,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,0,,,,,77,9,0,16,ordinary,8,public_upper_bound_16,108,4020.590919,0.02681025001220405
8,0,True,0,0,0,0,0,uniform__iid__77,uniform__iid,10,20,16,151,,0.02785700000000002,16,,,6,10,,,,0,5.874998169019818e-05,23,,129,joint7,[],12650.663840129846,0,0.0,211.5707980625,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,21,13,16,ordinary,7,public_upper_bound_16,118,3385.132769,0.027903083013370633
9,0,True,0,0,0,0,0,uniform__iid__77,uniform__iid,11,17,16,144,,0.02648600000000001,16,,,5,6,,,,0,7.162499241530895e-05,25,,125,joint9,[],13384.212343420912,0,0.0,218.740154375,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,16,1,16,ordinary,9,public_upper_bound_16,115,3499.84247,0.026504584006033838
26,0,True,,,,,,uniform__iid__78,uniform__iid,16,16,16,94,,0.20104800000000006,16,,,,,,,,0,6.474996916949749e-05,,,76,peer_layout9_proxy,[],18848.572503144103,0,0.0,268.357156375,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,,,16,ordinary,5,public_upper_bound_16,64,4293.714502,0.20121466601267457
14,0,True,,,,,,uniform__iid__78,uniform__iid,10,18,16,98,,0.02516699999999994,16,,0,6,8,0,0,,0,7.470801938325167e-05,,,78,shared9,[],14056.68548668196,0,0.0,210.0835684375,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,0,,,,,78,6,0,16,ordinary,6,public_upper_bound_16,74,3361.337095,0.02516558300703764
5,0,True,0,0,0,0,0,uniform__iid__78,uniform__iid,6,17,16,136,,0.029875000000000096,16,,,10,11,,,,0,5.3540978115051985e-05,22,,117,joint7,[],12600.530312294757,0,0.0,205.881629,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,28,4,16,ordinary,6,public_upper_bound_16,106,3294.106064,0.02990666701225564
6,0,True,0,0,0,0,0,uniform__iid__78,uniform__iid,12,17,16,121,,0.02767200000000003,16,,,4,5,,,,0,5.945900920778513e-05,22,,102,joint9,[],11527.571110850682,0,0.0,186.844638875,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,23,7,16,ordinary,6,public_upper_bound_16,91,2989.514222,0.027724084036890417
18,0,True,,,,,,uniform__iid__79,uniform__iid,11,11,11,146,,0.157435,11,,,,,,,,0,6.0125021263957024e-05,,,133,peer_layout9_proxy,[],18475.277214519443,0,0.0,412.36867627272727,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,,,,,,79,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,121,4536.055439,0.15755620901472867
12,0,True,,,,,,uniform__iid__79,uniform__iid,6,14,11,153,,0.022361999999999993,11,778.6166859055267,1,5,8,0,0,,0,7.020804332569242e-05,,,137,shared9,[],15156.118981279673,0,0.0,355.1112540909091,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,0,,,,,79,6,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,126,3906.223795,0.022361166949849576
6,0,True,0,0,0,0,0,uniform__iid__79,uniform__iid,4,12,11,131,,0.01830799999999999,11,,,7,8,,,,0,5.3708034101873636e-05,18,,117,joint7,[],13788.086662325128,0,0.0,319.0561211818182,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,,,,,,79,11,3,11,ordinary,7,full_coverage_and_all_discovered_cleared,109,3509.617333,0.018350625003222376
7,0,True,0,0,0,0,0,uniform__iid__79,uniform__iid,4,13,11,157,,0.021168000000000076,11,,,7,9,,,,0,5.658401641994715e-05,20,,142,joint9,[],12942.009918110718,0,0.0,317.309271,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,,,,,,79,13,0,11,ordinary,9,full_coverage_and_all_discovered_cleared,131,3490.401981,0.021214374981354922
22,0,True,,,,,,uniform__iid__80,uniform__iid,12,12,12,144,,0.1773530000000001,12,,,,,,,,0,6.700004450976849e-05,,,130,peer_layout9_proxy,[],20369.614488931784,0,0.0,408.3269085,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,,,,,,80,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,116,4899.922902,0.1775848749675788
15,0,True,,,,,,uniform__iid__80,uniform__iid,9,15,12,146,,0.02465099999999998,12,778.6166859055267,1,3,6,0,0,,0,7.887498941272497e-05,,,129,shared9,[],17843.20435923194,0,0.0,366.6367395,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,0,,,,,80,6,0,12,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,117,4399.640874,0.024673124949913472
7,0,True,0,0,0,0,0,uniform__iid__80,uniform__iid,8,13,12,140,,0.022570999999999897,12,,,4,5,,,,0,5.295802839100361e-05,19,,125,joint7,[],12563.73628321658,0,0.0,276.64560458333335,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,,,,,,80,12,8,12,ordinary,7,full_coverage_and_all_discovered_cleared,119,3319.747255,0.02259070798754692
7,0,True,0,0,0,0,0,uniform__iid__80,uniform__iid,7,15,12,159,,0.025204000000000004,12,,,5,8,,,,0,5.5500015150755644e-05,21,,142,joint9,[],13094.346735229154,0,0.0,294.0724456666667,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,,,,,,80,22,5,12,ordinary,9,full_coverage_and_all_discovered_cleared,131,3528.869348,0.02521325001725927
24,0,True,,,,,,uniform__iid__81,uniform__iid,14,14,14,136,,0.19132599999999989,14,,,,,,,,0,6.0624966863542795e-05,,,120,peer_layout9_proxy,[],23567.007975072505,0,0.0,392.17154250000004,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,107,5490.401595,0.19156670902157202
12,0,True,,,,,,uniform__iid__81,uniform__iid,5,15,14,134,,0.022420000000000107,14,778.6166859055267,1,9,10,0,0,,0,8.475000504404306e-05,,,117,shared9,[],16512.194183769207,0,0.0,290.95991678571426,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,0,,,,,81,4,0,14,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,113,4073.438835,0.022435457969550043
7,0,True,0,0,0,0,0,uniform__iid__81,uniform__iid,5,16,14,147,,0.024964999999999904,14,,,9,11,,,,0,5.22919581271708e-05,21,,129,joint7,[],12662.981773203508,0,0.0,240.7568824285714,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,23,0,14,ordinary,7,full_coverage_and_all_discovered_cleared,117,3370.596354,0.024980083049740642
7,0,True,0,0,0,0,0,uniform__iid__81,uniform__iid,9,15,14,167,,0.033625999999999934,14,,,5,6,,,,0,6.18330086581409e-05,23,,150,joint9,[],12703.469535876946,0,0.0,250.1209935,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,25,1,14,ordinary,9,full_coverage_and_all_discovered_cleared,138,3501.693909,0.041723999951500446
20,0,True,,,,,,uniform__iid__82,uniform__iid,11,11,11,146,,0.16270499999999988,11,,,,,,,,0,8.479203097522259e-05,,,133,peer_layout9_proxy,[],18366.29339577853,0,0.0,410.2962435454545,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,120,4513.258679,0.1629203329794109
9,0,True,,,,,,uniform__iid__82,uniform__iid,5,13,11,146,,0.020065999999999917,11,778.6166859055267,1,6,8,0,0,,0,8.062500273808837e-05,,,131,shared9,[],14168.146164351994,0,0.0,333.69356654545453,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,0,,,,,82,7,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,121,3670.629232,0.020066125027369708
7,0,True,0,0,0,0,0,uniform__iid__82,uniform__iid,4,12,11,150,,0.02059499999999992,11,,,7,8,,,,0,6.804196164011955e-05,18,,136,joint7,[],10447.14632921994,0,0.0,268.7662972727273,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,21,1,11,ordinary,7,full_coverage_and_all_discovered_cleared,129,2956.42927,0.020645542012061924
6,0,True,0,0,0,0,0,uniform__iid__82,uniform__iid,6,13,11,166,,0.02059499999999992,11,,,5,7,,,,0,6.287498399615288e-05,20,,151,joint9,[],12225.854311038867,0,0.0,309.4700782727273,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,18,1,11,ordinary,9,full_coverage_and_all_discovered_cleared,143,3404.170861,0.020619917020667344
21,0,True,,,,,,uniform__iid__83,uniform__iid,13,13,13,134,,0.1578869999999999,13,,,,,,,,0,6.487499922513962e-05,,,119,peer_layout9_proxy,[],20328.884851969622,0,0.0,371.7520746923077,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,107,4832.776971,0.1580907079624012
13,0,True,,,,,,uniform__iid__83,uniform__iid,7,14,13,132,,0.023706999999999923,13,778.6166859055267,1,6,7,0,0,,0,7.741700392216444e-05,,,116,shared9,[],20125.44427821072,0,0.0,367.69914284615385,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,0,,,,,83,5,0,13,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,107,4780.088857,0.023717875010333955
6,0,True,0,0,0,0,0,uniform__iid__83,uniform__iid,7,15,13,130,,0.02185999999999999,13,,,6,8,,,,0,5.108298500999808e-05,20,,113,joint7,[],11750.201349658322,0,0.0,238.1569439230769,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,13,3,13,ordinary,7,full_coverage_and_all_discovered_cleared,110,3096.040271,0.02190175000578165
6,0,True,0,0,0,0,0,uniform__iid__83,uniform__iid,9,14,13,146,,0.022423000000000082,13,,,4,5,,,,0,7.145799463614821e-05,22,,130,joint9,[],13426.510267927633,0,0.0,271.33092723076925,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,14,2,13,ordinary,9,full_coverage_and_all_discovered_cleared,124,3527.302054,0.022449250041972846
23,0,True,,,,,,uniform__iid__84,uniform__iid,15,15,15,131,,0.17984899999999993,15,,,,,,,,0,0.00016370799858123064,,,114,peer_layout9_proxy,[],21726.03925189433,0,0.0,339.54718993333336,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,103,5093.207849,0.1800314579741098
17,0,True,,,,,,uniform__iid__84,uniform__iid,10,19,15,143,,0.027315999999999896,15,778.6166859055267,1,5,9,0,0,,0,6.89580338075757e-05,,,122,shared9,[],16446.29349284449,0,0.0,273.55057980000004,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,0,,,,,84,5,0,15,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,117,4103.258697,0.027378625003620982
5,0,True,0,0,0,0,0,uniform__iid__84,uniform__iid,7,17,15,143,,0.02607999999999988,15,,,8,10,,,,0,5.883298581466079e-05,22,,124,joint7,[],13085.667284974517,0,0.0,229.00889713333333,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,22,0,15,ordinary,7,full_coverage_and_all_discovered_cleared,117,3435.133457,0.0260954579571262
8,0,True,0,0,0,0,0,uniform__iid__84,uniform__iid,9,15,15,159,,0.02758599999999989,15,,,6,6,,,,0,6.291596218943596e-05,24,,142,joint9,[],13392.02282875139,0,0.0,239.62697119999999,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",3,,,,,,84,23,16,15,ordinary,9,full_coverage_and_all_discovered_cleared,131,3594.404568,0.027623041009064764
19,0,True,,,,,,uniform__iid__85,uniform__iid,11,11,11,147,,0.15866399999999992,11,,,,,,,,0,7.087498670443892e-05,,,134,peer_layout9_proxy,[],17855.02150655331,0,0.0,401.54584545454543,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,121,4417.0043,0.15874987503048033
8,0,True,,,,,,uniform__iid__85,uniform__iid,6,12,11,149,,0.01888500000000004,11,778.6166859055267,1,5,6,0,0,,0,7.591600297018886e-05,,,135,shared9,[],15213.485807056088,0,0.0,354.7906511818182,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,0,,,,,85,6,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,127,3902.697163,0.018898250011261553
4,0,True,0,0,0,0,0,uniform__iid__85,uniform__iid,2,11,11,143,,0.017538000000000054,11,,,9,9,,,,0,4.9708993174135685e-05,18,,130,joint7,[],12006.3432841838,0,0.0,293.29715054545454,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,12,1,11,ordinary,7,full_coverage_and_all_discovered_cleared,120,3226.268656,0.017569375049788505
5,0,True,0,0,0,0,0,uniform__iid__85,uniform__iid,7,12,11,165,,0.021593000000000195,11,,,4,5,,,,0,0.00015429203631356359,20,,151,joint9,[],13103.197580239725,0,0.0,325.05813790909093,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",3,,,,,,85,17,7,11,ordinary,9,full_coverage_and_all_discovered_cleared,142,3575.639517,0.02159358299104497
27,0,True,,,,,,uniform__iid__86,uniform__iid,16,16,16,133,,0.20537699999999992,16,,,,,,,,0,7.016700692474842e-05,,,115,peer_layout9_proxy,[],22658.6385480963,0,0.0,330.4829818125,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,,,16,ordinary,8,public_upper_bound_16,101,5287.727709,0.20555924996733665
12,0,True,,,,,,uniform__iid__86,uniform__iid,8,16,16,129,,0.02481399999999967,16,,0,8,8,0,0,,0,8.099997648969293e-05,,,111,shared9,[],17166.464305587808,0,0.0,260.893303625,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,0,,,,,86,7,0,16,ordinary,8,public_upper_bound_16,106,4174.292858,0.0248155829613097
5,0,True,0,0,0,0,0,uniform__iid__86,uniform__iid,6,16,16,145,,0.025228999999999946,16,,,10,10,,,,0,4.737504059448838e-05,23,,127,joint7,[],12676.686937922997,0,0.0,210.5835866875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,19,4,16,ordinary,7,public_upper_bound_16,119,3369.337387,0.0252502920338884
8,0,True,0,0,0,0,0,uniform__iid__86,uniform__iid,10,17,16,163,,0.03116600000000025,16,,,6,7,,,,0,6.074999691918492e-05,25,,144,joint9,[],13721.858696332343,0,0.0,230.14823375,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",3,,,,,,86,25,1,16,ordinary,9,public_upper_bound_16,135,3682.37174,0.031195165996905416
25,0,True,,,,,,uniform__smooth__77,uniform__smooth,16,16,16,136,,0.20106999999999964,16,,,,,,,,0,6.333296187222004e-05,,,118,peer_layout9_proxy,[],18281.229562656987,0,0.0,277.0778695625,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,,,16,ordinary,8,public_upper_bound_16,107,4433.245913,0.20131258299807087
11,0,True,,,,,,uniform__smooth__77,uniform__smooth,7,17,16,132,,0.02477100000000032,16,,0,9,10,0,0,,0,9.745795978233218e-05,,,113,shared9,[],16694.43486139701,0,0.0,255.930435875,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,0,,,,,77,9,0,16,ordinary,8,public_upper_bound_16,108,4094.886974,0.024770167015958577
5,0,True,0,0,0,0,0,uniform__smooth__77,uniform__smooth,9,16,16,150,,0.028256999999999977,16,,,7,7,,,,0,6.29170099273324e-05,23,,132,joint7,[],12836.776779050757,0,0.0,214.45970975,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,36,4,16,ordinary,7,public_upper_bound_16,124,3431.355356,0.028284500003792346
10,0,True,0,0,0,0,0,uniform__smooth__77,uniform__smooth,14,18,16,146,,0.027425000000000033,16,,,2,4,,,,0,7.091701263561845e-05,25,,126,joint9,[],13533.609073762547,0,0.0,221.2326135,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20]",3,,,,,,77,16,1,16,ordinary,9,public_upper_bound_16,117,3539.721816,0.027466165949590504
26,0,True,,,,,,uniform__smooth__78,uniform__smooth,16,16,16,94,,0.19748799999999989,16,,,,,,,,0,7.220898987725377e-05,,,76,peer_layout9_proxy,[],19050.655712479438,0,0.0,270.8206961875,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,,,16,ordinary,5,public_upper_bound_16,63,4333.131139,0.1976229589781724
15,0,True,,,,,,uniform__smooth__78,uniform__smooth,10,19,16,101,,0.02671000000000001,16,,0,6,9,0,0,,0,7.524999091401696e-05,,,80,shared9,[],14346.20827251516,0,0.0,214.452603125,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,0,,,,,78,7,0,16,ordinary,6,public_upper_bound_16,73,3431.24165,0.02670891600428149
5,0,True,0,0,0,0,0,uniform__smooth__78,uniform__smooth,7,17,16,135,,0.029647999999999897,16,,,9,10,,,,0,4.908395931124687e-05,22,,116,joint7,[],12612.619689360306,0,0.0,205.6577459375,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,28,5,16,ordinary,6,public_upper_bound_16,105,3290.523935,0.029658083978574723
8,0,True,0,0,0,0,0,uniform__smooth__78,uniform__smooth,12,18,16,130,,0.032524,16,,,4,6,,,,0,6.987497908994555e-05,22,,110,joint9,[],11705.523871389103,0,0.0,192.3190485,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20]",3,,,,,,78,27,5,16,ordinary,6,public_upper_bound_16,100,3077.104776,0.032572583004366606
18,0,True,,,,,,uniform__smooth__79,uniform__smooth,11,11,11,146,,0.1498980000000003,11,,,,,,,,0,6.045796908438206e-05,,,133,peer_layout9_proxy,[],18910.053746919817,0,0.0,420.2737048181818,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,,,,,,79,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,121,4623.010753,0.15000441600568593
9,0,True,,,,,,uniform__smooth__79,uniform__smooth,5,13,11,149,,0.019452999999999943,11,778.6166859055267,1,6,8,0,0,,0,7.666600868105888e-05,,,134,shared9,[],15424.56496975449,0,0.0,358.3557267272727,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,0,,,,,79,6,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,126,3941.912994,0.019456625042948872
11,0,True,0,0,0,0,0,uniform__smooth__79,uniform__smooth,8,16,11,143,,0.02296200000000015,11,,,3,8,,,,0,5.8166973758488894e-05,18,,125,joint7,[],13895.034230657446,0,0.0,326.2733498181818,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,,,,,,79,13,2,11,ordinary,7,full_coverage_and_all_discovered_cleared,115,3589.006848,0.022979790985118598
9,0,True,0,0,0,0,0,uniform__smooth__79,uniform__smooth,5,14,11,161,,0.023231,11,,,6,9,,,,0,7.050001295283437e-05,20,,145,joint9,[],13568.657888649945,0,0.0,330.43014345454543,"[2, 3, 6, 8, 12, 15, 16, 17, 18, 19, 20]",3,,,,,,79,13,0,11,ordinary,9,full_coverage_and_all_discovered_cleared,132,3634.731578,0.023273541999515146
22,0,True,,,,,,uniform__smooth__80,uniform__smooth,12,12,12,144,,0.17655600000000016,12,,,,,,,,0,6.22920342721045e-05,,,130,peer_layout9_proxy,[],20978.535516035445,0,0.0,418.47559208333337,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,,,,,,80,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,116,5021.707105,0.17671762499958277
16,0,True,,,,,,uniform__smooth__80,uniform__smooth,8,15,12,145,,0.025275999999999854,12,778.6166859055267,1,4,7,0,0,,0,8.120795246213675e-05,,,128,shared9,[],18057.17244448568,0,0.0,369.7862076666667,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,0,,,,,80,4,0,12,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,117,4437.434492,0.025295040977653116
7,0,True,0,0,0,0,0,uniform__smooth__80,uniform__smooth,6,14,12,157,,0.022800000000000153,12,,,6,8,,,,0,5.3958967328071594e-05,19,,141,joint7,[],12091.70646068104,0,0.0,276.61177433333336,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,,,,,,80,24,0,12,ordinary,7,full_coverage_and_all_discovered_cleared,130,3319.341292,0.02281175000825897
9,0,True,0,0,0,0,0,uniform__smooth__80,uniform__smooth,8,13,12,150,,0.025106000000000073,12,,,4,5,,,,0,7.341697346419096e-05,21,,135,joint9,[],14224.4327514986,0,0.0,308.99054616666666,"[1, 4, 6, 7, 9, 12, 13, 14, 15, 17, 18, 19]",3,,,,,,80,15,6,12,ordinary,9,full_coverage_and_all_discovered_cleared,125,3707.886554,0.025258000008761883
24,0,True,,,,,,uniform__smooth__81,uniform__smooth,14,14,14,136,,0.19263400000000042,14,,,,,,,,0,6.945902714505792e-05,,,120,peer_layout9_proxy,[],22668.315265110894,0,0.0,379.3330751428571,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,107,5310.663052,0.19276612502289936
13,0,True,,,,,,uniform__smooth__81,uniform__smooth,6,15,14,137,,0.022681999999999647,14,778.6166859055267,1,8,9,0,0,,0,7.633300265297294e-05,,,120,shared9,[],17273.810618521464,0,0.0,303.12586607142856,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,0,,,,,81,2,0,14,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,116,4243.762125,0.022682208043988794
6,0,True,0,0,0,0,0,uniform__smooth__81,uniform__smooth,7,16,14,147,,0.02597800000000028,14,,,7,9,,,,0,6.0334044974297285e-05,21,,129,joint7,[],13130.17549037532,0,0.0,247.64536421428573,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,14,0,14,ordinary,7,full_coverage_and_all_discovered_cleared,120,3467.035099,0.025983833998907357
10,0,True,0,0,0,0,0,uniform__smooth__81,uniform__smooth,6,17,14,173,,0.027174999999999727,14,,,8,11,,,,0,7.658300455659628e-05,23,,154,joint9,[],14423.116403031996,0,0.0,276.7588057142857,"[1, 3, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",3,,,,,,81,22,1,14,ordinary,9,full_coverage_and_all_discovered_cleared,141,3874.62328,0.02720841602422297
20,0,True,,,,,,uniform__smooth__82,uniform__smooth,11,11,11,146,,0.15711599999999937,11,,,,,,,,0,7.60830007493496e-05,,,133,peer_layout9_proxy,[],18442.268370725145,0,0.0,411.67760672727275,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,120,4528.453674,0.1572280420223251
6,0,True,,,,,,uniform__smooth__82,uniform__smooth,2,11,11,140,,0.01703499999999991,11,778.6166859055267,1,9,9,0,0,,0,7.412501145154238e-05,,,127,shared9,[],14052.768599182002,0,0.0,329.2321567272727,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,0,,,,,82,6,0,11,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,121,3621.553724,0.017048709036316723
5,0,True,0,0,0,0,0,uniform__smooth__82,uniform__smooth,2,11,11,148,,0.020502999999999716,11,,,9,9,,,,0,5.299999611452222e-05,18,,135,joint7,[],10490.817870425955,0,0.0,268.83305209090906,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,21,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,129,2957.163573,0.020516290969680995
3,0,True,0,0,0,0,0,uniform__smooth__82,uniform__smooth,3,11,11,159,,0.018607000000000262,11,,,8,8,,,,0,6.979197496548295e-05,20,,146,joint9,[],12214.629587341102,0,0.0,306.0841745454546,"[1, 3, 5, 6, 7, 8, 10, 11, 16, 17, 19]",3,,,,,,82,15,0,11,ordinary,9,full_coverage_and_all_discovered_cleared,139,3366.92592,0.01860679197125137
22,0,True,,,,,,uniform__smooth__83,uniform__smooth,13,13,13,135,,0.1718649999999995,13,,,,,,,,0,7.012503920122981e-05,,,120,peer_layout9_proxy,[],20656.606176806647,0,0.0,377.1785566923077,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,,,,,,83,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,107,4903.321237,0.17202237498713657
16,0,True,,,,,,uniform__smooth__83,uniform__smooth,8,15,13,134,,0.025603000000000264,13,778.6166859055267,1,5,7,0,0,,0,9.50830290094018e-05,,,117,shared9,[],20966.882814635897,0,0.0,381.25973576923076,"[1, 2, 3, 4, 5, 11, 13, 15, 16, 17, 18, 19, 20]",3,0,,,,,83,3,0,13,ordinary,9,continuous_dynamic_coverage_and_all_discovered_cleared,107,4956.376565,0.0256061659893021
