active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,coverage_full_survey_points,cpu_s,discovered_channels,discovery_cover_radius,dynamic_cover_checks,early_optical_success,early_optical_trials,extra_discovery_measurements,extra_discovery_sites,failure,inconsistent_updates,initialization_s,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,problem,pruned_stations,replaced_stations,replacement_measurements,replacement_proposals,replacement_surveys,seed,shared_known_measurements,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
24,7,True,0,24,1,4,3,clustered__adversarial-spatial__84,clustered__adversarial-spatial,14,18,15,277,,0.03880800000000306,15,,,0,0,,,,0,9.724998380988836e-05,40,,257,joint25,[],23017.17618307055,0,0.0,413.09568240000004,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",4,,,,,,84,20,17,15,ordinary,25,full_coverage_and_all_discovered_cleared,224,6196.435236,0.03889495797920972
24,8,True,0,24,1,7,3,clustered__adversarial-spatial__84,clustered__adversarial-spatial,14,21,15,351,,0.04224999999999568,15,,,0,0,,,,0,0.00010191602632403374,37,,328,joint22,[],21106.074459765652,0,0.0,416.4809926,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",4,,,,,,84,19,10,15,ordinary,22,full_coverage_and_all_discovered_cleared,293,6247.214889,0.04226937500061467
24,8,True,0,24,1,7,3,clustered__adversarial-spatial__84,clustered__adversarial-spatial,14,21,15,351,22,0.09618400000000804,15,,,0,0,,,,0,0.005383208044804633,37,0,328,replacement22,[],21106.074459765652,0,0.0,416.4809926,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]",4,,0,0,15,0,84,19,10,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,293,6247.214889,0.0963461670326069
0,0,True,,,,,,clustered__adversarial-spatial__85,clustered__adversarial-spatial,11,11,11,533,,0.02961899999999673,11,,,,,,,,0,0.00021141697652637959,,,520,square45_conservative,[],38984.958616020136,0,0.0,993.5447021818181,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",4,,,,,,85,,,11,ordinary,45,full_coverage_and_all_discovered_cleared,477,10928.991724,0.029642708017490804
0,0,True,,,,,,clustered__adversarial-spatial__85,clustered__adversarial-spatial,9,12,11,416,,0.02961299999999767,11,,,,,,,,0,0.00013408297672867775,,,402,polar25_conservative,[],28545.09879819584,1,13.421104003537899,741.3654326363636,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",4,,,,,,85,,,11,ordinary,25,full_coverage_and_all_discovered_cleared,378,8155.019759,0.02963391598314047
45,10,True,0,45,3,9,5,clustered__adversarial-spatial__85,clustered__adversarial-spatial,8,17,11,346,,0.03088300000000288,11,,,,,,,,0,0.00011429103324189782,,,327,bracket25,[],29972.0301687385,0,0.0,725.0369127272727,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",4,,,,,,85,,,11,ordinary,25,full_coverage_and_all_discovered_cleared,273,7975.40604,0.030980166979134083
8,0,True,0,8,2,4,0,clustered__adversarial-spatial__85,clustered__adversarial-spatial,9,13,11,333,,0.03041400000000749,11,,,0,0,,,,0,0.00010587502038106322,36,,318,joint25,[],21793.703794321533,0,0.0,573.1582509090908,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",4,,,,,,85,8,17,11,ordinary,25,full_coverage_and_all_discovered_cleared,295,6304.74076,0.030495542043354362
17,11,True,0,17,2,3,5,clustered__adversarial-spatial__85,clustered__adversarial-spatial,9,12,11,380,,0.03296600000000183,11,,,0,0,,,,0,0.0001269589993171394,33,,366,joint22,[],21191.356848252446,0,0.0,588.0246697272728,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",4,,,,,,85,22,14,11,ordinary,22,full_coverage_and_all_discovered_cleared,342,6468.271367,0.032970083004329354
17,11,True,0,17,2,3,5,clustered__adversarial-spatial__85,clustered__adversarial-spatial,9,12,11,380,22,0.0732410000000101,11,,,0,0,,,,0,0.005198083003051579,33,0,366,replacement22,[],21191.356848252446,0,0.0,588.0246697272728,"[4, 6, 7, 8, 10, 11, 13, 14, 16, 19, 20]",4,,0,0,11,0,85,22,14,11,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,342,6468.271367,0.07336208299966529
0,0,True,,,,,,clustered__adversarial-spatial__86,clustered__adversarial-spatial,15,17,16,495,,0.04344899999999541,16,,,,,,,,0,0.00036275002639740705,,,476,square45_conservative,[],44797.52726030173,1,16.646767853868937,740.9690906875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",4,,,,,,86,,,16,ordinary,45,full_coverage_and_all_discovered_cleared,433,11855.505451,0.043508708011358976
0,0,True,,,,,,clustered__adversarial-spatial__86,clustered__adversarial-spatial,14,22,16,316,,0.035837000000000785,16,,,,,,,,0,0.0001384170027449727,,,292,polar25_conservative,[],33625.757826669425,6,17.088739867940102,534.4469729375,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",4,,,,,,86,,,16,ordinary,25,full_coverage_and_all_discovered_cleared,268,8551.151567,0.03584683401277289
86,34,True,0,86,3,11,17,clustered__adversarial-spatial__86,clustered__adversarial-spatial,13,24,16,272,,0.04026700000000005,16,,,,,,,,0,9.070802479982376e-05,,,246,bracket25,[],36734.57655657352,0,0.0,552.432207,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",4,,,,,,86,,,16,ordinary,23,public_upper_bound_16,158,8838.915312,0.04027945798588917
17,7,True,0,17,2,8,3,clustered__adversarial-spatial__86,clustered__adversarial-spatial,14,22,16,444,,0.05571000000000481,16,,,0,0,,,,0,8.61250446178019e-05,39,,420,joint25,[],21547.08956660292,0,0.0,431.21361975,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",4,,,,,,86,45,18,16,ordinary,23,public_upper_bound_16,392,6899.417916,0.05579474999103695
30,12,True,0,30,2,8,6,clustered__adversarial-spatial__86,clustered__adversarial-spatial,14,22,16,287,,0.04443599999999037,16,,,0,0,,,,0,0.00017408299027010798,32,,263,joint22,[],22123.78651933337,0,0.0,379.797331375,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",4,,,,,,86,48,4,16,ordinary,16,public_upper_bound_16,239,6076.757302,0.04447124997386709
35,13,True,0,35,2,10,6,clustered__adversarial-spatial__86,clustered__adversarial-spatial,14,24,16,279,14,0.08061499999999455,16,,,0,0,,,,0,0.005288125015795231,30,8,253,replacement22,[],20935.179704584763,0,0.0,361.50224625,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 18, 19, 20]",4,,0,0,11,0,86,48,1,16,ordinary,14,public_upper_bound_16,228,5784.03594,0.08075187500799075
0,0,True,,,,,,boundary_outward__n10__positive,boundary_outward,10,10,10,728,,0.03176499999999294,10,,,,,,,,0,0.0004243750008754432,,,716,square45_conservative,[],36274.03084317417,0,0.0,1155.7806169,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1542,,,10,stress,45,full_coverage_and_all_discovered_cleared,673,11557.806169,0.03182570799253881
0,0,True,,,,,,boundary_outward__n10__positive,boundary_outward,1,25,10,519,,0.021712000000007947,10,,,,,,,,0,0.00034429196966812015,,,492,polar25_conservative,[],46679.69308716717,15,19.13077626227906,1235.7938618,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1542,,,10,stress,25,full_coverage_and_all_discovered_cleared,467,12357.938618,0.021712624991778284
66,57,True,0,66,4,8,28,boundary_outward__n10__positive,boundary_outward,6,14,10,491,,0.023123999999995704,10,,,,,,,,0,0.00014120800187811255,,,475,bracket25,[],27411.671102149438,0,0.0,832.3334216,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1542,,,10,stress,25,full_coverage_and_all_discovered_cleared,404,8323.334216,0.02316716604400426
67,58,True,0,67,6,10,28,boundary_outward__n10__positive,boundary_outward,4,14,10,481,,0.028255000000001473,10,,,0,0,,,,0,0.0001414999715052545,35,,465,joint25,[],26677.498397279443,0,0.0,811.3499678999999,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1542,3,0,10,stress,25,full_coverage_and_all_discovered_cleared,391,8113.499679,0.028281332983169705
80,68,True,0,80,3,10,32,boundary_outward__n10__positive,boundary_outward,7,17,10,466,,0.027795999999995047,10,,,0,0,,,,0,0.00016908399993553758,32,,447,joint22,[],28160.775685394656,0,0.0,830.2155132,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1542,0,0,10,stress,22,full_coverage_and_all_discovered_cleared,364,8302.155132,0.027883625007234514
80,68,True,0,80,3,10,32,boundary_outward__n10__positive,boundary_outward,7,17,10,466,22,0.06311700000000542,10,,,0,0,,,,0,0.00513879198115319,32,0,447,replacement22,[],28160.775685394656,0,0.0,830.2155132,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,0,0,9,0,1542,0,0,10,stress,22,continuous_replacement_coverage_and_all_discovered_cleared,364,8302.155132,0.06333204096881673
0,0,True,,,,,,boundary_outward__n10__negative,boundary_outward,10,10,10,699,,0.029139999999998167,10,,,,,,,,0,0.00040379195706918836,,,687,square45_conservative,[],37814.03728998925,0,0.0,1168.9807461,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1543,,,10,stress,45,full_coverage_and_all_discovered_cleared,642,11689.807461,0.02917441597674042
0,0,True,,,,,,boundary_outward__n10__negative,boundary_outward,1,49,10,544,,0.023085000000008904,10,,,,,,,,0,0.00016883399803191423,,,493,polar25_conservative,[],47113.72050846696,39,19.153871498379946,1252.2744089,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1543,,,10,stress,25,full_coverage_and_all_discovered_cleared,468,12522.744089,0.023155457980465144
75,64,True,0,75,5,10,31,boundary_outward__n10__negative,boundary_outward,5,15,10,501,,0.025225000000006048,10,,,,,,,,0,0.0001449589617550373,,,484,bracket25,[],27770.49859949502,0,0.0,844.3099716,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1543,,,10,stress,25,full_coverage_and_all_discovered_cleared,404,8443.099716,0.025244583026506007
61,50,True,0,61,5,8,25,boundary_outward__n10__negative,boundary_outward,5,13,10,473,,0.02797099999999375,10,,,0,0,,,,0,0.00014045799616724253,35,,458,joint25,[],26163.39089387789,0,0.0,797.0678178999999,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1543,2,0,10,stress,25,full_coverage_and_all_discovered_cleared,389,7970.678179,0.02797029196517542
76,66,True,0,76,2,5,32,boundary_outward__n10__negative,boundary_outward,8,13,10,458,,0.025491999999999848,10,,,0,0,,,,0,0.00015616696327924728,32,,443,joint22,[],28020.857382592618,0,0.0,824.2171478,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1543,0,0,10,stress,22,full_coverage_and_all_discovered_cleared,364,8242.171478,0.02549166599055752
76,66,True,0,76,2,5,32,boundary_outward__n10__negative,boundary_outward,8,13,10,458,22,0.058168999999992366,10,,,0,0,,,,0,0.005338000017218292,32,0,443,replacement22,[],28020.857382592618,0,0.0,824.2171478,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,0,0,9,0,1543,0,0,10,stress,22,continuous_replacement_coverage_and_all_discovered_cleared,364,8242.171478,0.05824374995427206
0,0,True,,,,,,boundary_outward__n10__spatial,boundary_outward,10,10,10,730,,0.03220699999999965,10,,,,,,,,0,0.000235249986872077,,,718,square45_conservative,[],37401.4145182728,0,0.0,1179.5282905,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1544,,,10,stress,45,full_coverage_and_all_discovered_cleared,675,11795.282905,0.032287584035657346
0,0,True,,,,,,boundary_outward__n10__spatial,boundary_outward,1,43,10,537,,0.02224999999999966,10,,,,,,,,0,0.00020679098088294268,,,492,polar25_conservative,[],47133.97522553967,33,19.13077626227906,1250.279504,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1544,,,10,stress,25,full_coverage_and_all_discovered_cleared,467,12502.79504,0.022278624994214624
69,61,True,0,69,5,9,30,boundary_outward__n10__spatial,boundary_outward,5,14,10,494,,0.02302299999999491,10,,,,,,,,0,0.00014083401765674353,,,478,bracket25,[],27583.27014684836,0,0.0,837.2654026,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1544,,,10,stress,25,full_coverage_and_all_discovered_cleared,404,8372.654026,0.023031124961562455
67,58,True,0,67,6,9,28,boundary_outward__n10__spatial,boundary_outward,4,13,10,480,,0.027900999999999954,10,,,0,0,,,,0,0.00013820797903463244,35,,465,joint25,[],26607.99855268369,0,0.0,809.6599711,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1544,3,0,10,stress,25,full_coverage_and_all_discovered_cleared,391,8096.599711,0.027920583030208945
74,64,True,0,74,3,7,31,boundary_outward__n10__spatial,boundary_outward,7,14,10,457,,0.025745999999998048,10,,,0,0,,,,0,0.00017066695727407932,32,,441,joint22,[],28093.886313351395,0,0.0,824.9777262,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,,,,,1544,0,0,10,stress,22,full_coverage_and_all_discovered_cleared,364,8249.777262,0.025811999978031963
74,64,True,0,74,3,7,31,boundary_outward__n10__spatial,boundary_outward,7,14,10,457,22,0.057985000000002174,10,,,0,0,,,,0,0.005175291968043894,32,0,441,replacement22,[],28093.886313351395,0,0.0,824.9777262,"[1, 2, 3, 4, 7, 8, 14, 15, 18, 20]",4,,0,0,9,0,1544,0,0,10,stress,22,continuous_replacement_coverage_and_all_discovered_cleared,364,8249.777262,0.05804195802193135
0,0,True,,,,,,boundary_outward__n13__positive,boundary_outward,13,13,13,656,,0.033883000000002994,13,,,,,,,,0,0.0004587909788824618,,,641,square45_conservative,[],38547.751605729376,0,0.0,890.5038708461539,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1545,,,13,stress,45,full_coverage_and_all_discovered_cleared,597,11576.550321,0.0338992920005694
0,0,True,,,,,,boundary_outward__n13__positive,boundary_outward,1,47,13,543,,0.024008999999992398,13,,,,,,,,0,0.00017245899653062224,,,494,polar25_conservative,[],52768.60373175323,34,19.145768740430462,1050.7477489999999,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1545,,,13,stress,25,full_coverage_and_all_discovered_cleared,469,13659.720737,0.024009166983887553
88,77,True,0,88,5,10,37,boundary_outward__n13__positive,boundary_outward,8,18,13,499,,0.026920000000004052,13,,,,,,,,0,0.00014100002590566874,,,479,bracket25,[],30748.575411471596,0,0.0,693.5165446923077,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1545,,,13,stress,25,full_coverage_and_all_discovered_cleared,391,9015.715081,0.026963750016875565
94,83,True,0,94,5,11,40,boundary_outward__n13__positive,boundary_outward,8,19,13,570,,0.03899499999999989,13,,,0,0,,,,0,0.00013558397768065333,38,,549,joint25,[],33163.6369173004,0,0.0,764.3636448461538,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1545,57,0,13,stress,25,full_coverage_and_all_discovered_cleared,476,9936.727383,0.039027541992254555
108,95,True,0,108,4,11,45,boundary_outward__n13__positive,boundary_outward,9,20,13,478,,0.03115700000000743,13,,,0,0,,,,0,0.00019979197531938553,35,,456,joint22,[],31090.205256180714,0,0.0,687.3108504615385,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1545,0,0,13,stress,22,full_coverage_and_all_discovered_cleared,351,8935.041056,0.031174374977126718
108,95,True,0,108,4,11,45,boundary_outward__n13__positive,boundary_outward,9,20,13,478,22,0.07730300000000057,13,,,0,0,,,,0,0.005216749967075884,35,0,456,replacement22,[],31090.205256180714,0,0.0,687.3108504615385,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,0,0,13,0,1545,0,0,13,stress,22,continuous_replacement_coverage_and_all_discovered_cleared,351,8935.041056,0.07742737501394004
0,0,True,,,,,,boundary_outward__n13__negative,boundary_outward,13,13,13,662,,0.036838000000003035,13,,,,,,,,0,0.0004437920288182795,,,647,square45_conservative,[],40323.254556647924,0,0.0,920.6654547692307,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1546,,,13,stress,45,full_coverage_and_all_discovered_cleared,604,11968.650912,0.036855375044979155
0,0,True,,,,,,boundary_outward__n13__negative,boundary_outward,1,40,13,537,,0.02503800000000922,13,,,,,,,,0,0.0001502090017311275,,,495,polar25_conservative,[],52622.38450423413,27,19.17235689967789,1047.3443771538462,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1546,,,13,stress,25,full_coverage_and_all_discovered_cleared,470,13615.476903,0.025045667018275708
91,78,True,0,91,4,9,38,boundary_outward__n13__negative,boundary_outward,9,18,13,502,,0.027238999999994462,13,,,,,,,,0,0.00012645905371755362,,,482,bracket25,[],30923.045533878896,0,0.0,697.3545469230769,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1546,,,13,stress,25,full_coverage_and_all_discovered_cleared,391,9065.60911,0.027256499975919724
90,77,True,0,90,3,8,38,boundary_outward__n13__negative,boundary_outward,10,18,13,559,,0.03882199999999614,13,,,0,0,,,,0,0.0001997079816646874,38,,539,joint25,[],32762.06790764268,0,0.0,753.5702757692308,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1546,52,0,13,stress,25,full_coverage_and_all_discovered_cleared,469,9796.413585,0.03888762497808784
99,86,True,0,99,4,11,41,boundary_outward__n13__negative,boundary_outward,9,20,13,469,,0.03034900000000107,13,,,0,0,,,,0,0.0001944159739650786,35,,447,joint22,[],30580.596398865207,0,0.0,676.0091753846154,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1546,0,0,13,stress,22,full_coverage_and_all_discovered_cleared,351,8788.11928,0.030383499979507178
99,86,True,0,99,4,11,41,boundary_outward__n13__negative,boundary_outward,9,20,13,469,22,0.07656800000000885,13,,,0,0,,,,0,0.005292334011755884,35,0,447,replacement22,[],30580.596398865207,0,0.0,676.0091753846154,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,0,0,13,0,1546,0,0,13,stress,22,continuous_replacement_coverage_and_all_discovered_cleared,351,8788.11928,0.07664108398603275
0,0,True,,,,,,boundary_outward__n13__spatial,boundary_outward,13,13,13,661,,0.04083199999999465,13,,,,,,,,0,0.0002471249899826944,,,646,square45_conservative,[],39816.02859764276,0,0.0,912.3235169230769,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1547,,,13,stress,45,full_coverage_and_all_discovered_cleared,602,11860.20572,0.04091737495036796
0,0,True,,,,,,boundary_outward__n13__spatial,boundary_outward,1,35,13,532,,0.025122999999993567,13,,,,,,,,0,0.0001929590362124145,,,495,polar25_conservative,[],52200.930708411586,22,19.17235689967789,1039.7066262307692,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1547,,,13,stress,25,full_coverage_and_all_discovered_cleared,470,13516.186141,0.025128417008090764
81,71,True,0,81,2,6,34,boundary_outward__n13__spatial,boundary_outward,11,17,13,491,,0.0247359999999901,13,,,,,,,,0,0.00012520799646154046,,,472,bracket25,[],30474.925204195824,0,0.0,686.3834643076923,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1547,,,13,stress,25,full_coverage_and_all_discovered_cleared,391,8922.985036,0.024752290977630764
86,76,True,0,86,2,7,37,boundary_outward__n13__spatial,boundary_outward,11,18,13,564,,0.03689499999998702,13,,,0,0,,,,0,0.00012079201405867934,38,,544,joint25,[],32805.2570768655,0,0.0,757.080877846154,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1547,60,0,13,stress,25,full_coverage_and_all_discovered_cleared,481,9842.051412,0.036915708042215556
100,89,True,0,100,4,9,42,boundary_outward__n13__spatial,boundary_outward,9,18,13,468,,0.029599000000004594,13,,,0,0,,,,0,0.00017991696950048208,35,,448,joint22,[],30834.757617198306,0,0.0,679.8424250769232,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,,,,,1547,0,0,13,stress,22,full_coverage_and_all_discovered_cleared,351,8837.951526,0.029636958963237703
100,89,True,0,100,4,9,42,boundary_outward__n13__spatial,boundary_outward,9,18,13,468,22,0.0764779999999945,13,,,0,0,,,,0,0.005379874957725406,35,0,448,replacement22,[],30834.757617198306,0,0.0,679.8424250769232,"[1, 2, 4, 7, 9, 10, 11, 12, 15, 16, 17, 19, 20]",4,,0,0,13,0,1547,0,0,13,stress,22,continuous_replacement_coverage_and_all_discovered_cleared,351,8837.951526,0.07662224996602163
0,0,True,,,,,,boundary_outward__n16__positive,boundary_outward,16,16,16,594,,0.035102999999992335,16,,,,,,,,0,0.0003284999984316528,,,576,square45_conservative,[],40381.519320705855,0,0.0,723.0189915,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,,,,,1548,,,16,stress,44,public_upper_bound_16,532,11568.303864,0.03512558405054733
0,0,True,,,,,,boundary_outward__n16__positive,boundary_outward,1,101,16,589,,0.02686399999998912,16,,,,,,,,0,0.00015133299166336656,,,486,polar25_conservative,[],58773.11300893274,85,15.215563193030489,936.2889135,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,,,,,1548,,,16,stress,25,full_coverage_and_all_discovered_cleared,461,14980.622616,0.0268792089773342
78,43,True,0,78,0,16,15,boundary_outward__n16__positive,boundary_outward,16,32,16,482,,0.03741700000000492,16,,,,,,,,0,0.00016370799858123064,,,448,bracket25,[],25150.489665553774,0,0.0,485.8811199375,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,,,,,1548,,,16,stress,25,full_coverage_and_all_discovered_cleared,376,7774.097919,0.0374565829988569
78,43,True,0,78,0,16,15,boundary_outward__n16__positive,boundary_outward,16,32,16,351,,0.03913199999999506,16,,,0,0,,,,0,0.00013720797142013907,34,,317,joint25,[],18802.13767726785,0,0.0,357.839220125,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,,,,,1548,0,0,16,stress,18,public_upper_bound_16,252,5725.427522,0.03914766700472683
122,111,True,0,122,4,13,53,boundary_outward__n16__positive,boundary_outward,12,25,16,466,,0.03827900000000284,16,,,0,0,,,,0,0.0001218329998664558,38,,439,joint22,[],36658.213662549104,0,0.0,622.7276710625,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,,,,,1548,22,0,16,stress,22,public_upper_bound_16,330,9963.642737,0.03828729200176895
122,111,True,0,122,4,13,53,boundary_outward__n16__positive,boundary_outward,12,25,16,466,22,0.08566999999999325,16,,,0,0,,,,0,0.005374541040509939,38,0,439,replacement22,[],36658.213662549104,0,0.0,622.7276710625,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,0,0,14,0,1548,22,0,16,stress,22,public_upper_bound_16,330,9963.642737,0.08576420898316428
0,0,True,,,,,,boundary_outward__n16__negative,boundary_outward,16,16,16,622,,0.039130999999997584,16,,,,,,,,0,0.00042637495789676905,,,604,square45_conservative,[],41120.65149204392,0,0.0,742.695643875,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,,,,,1549,,,16,stress,45,full_coverage_and_all_discovered_cleared,559,11883.130302,0.039138332998845726
0,0,True,,,,,,boundary_outward__n16__negative,boundary_outward,1,160,16,649,,0.028950999999992177,16,,,,,,,,0,0.00014716602163389325,,,487,polar25_conservative,[],61437.76803860298,144,18.405799848153226,981.034599375,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,,,,,1549,,,16,stress,25,full_coverage_and_all_discovered_cleared,462,15696.55359,0.02900037495419383
95,90,True,0,95,15,16,45,boundary_outward__n16__negative,boundary_outward,1,17,16,484,,0.026137000000005628,16,,,,,,,,0,0.00017258297884836793,,,465,bracket25,[],28078.708204589937,0,0.0,524.983852625,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,,,,,1549,,,16,stress,25,full_coverage_and_all_discovered_cleared,376,8399.741642,0.026196333987172693
95,90,True,0,95,15,16,45,boundary_outward__n16__negative,boundary_outward,1,17,16,353,,0.027769999999989636,16,,,0,0,,,,0,0.000128457963000983,34,,334,joint25,[],21734.859696276977,0,0.0,396.99824625,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,,,,,1549,0,0,16,stress,18,public_upper_bound_16,252,6351.97194,0.0277739999582991
122,115,True,0,122,6,12,56,boundary_outward__n16__negative,boundary_outward,10,22,16,473,,0.03736200000000167,16,,,0,0,,,,0,0.00012108299415558577,38,,449,joint22,[],37506.13612132369,0,0.0,636.6392015,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,,,,,1549,25,0,16,stress,22,public_upper_bound_16,342,10186.227224,0.03738408297067508
122,115,True,0,122,6,12,56,boundary_outward__n16__negative,boundary_outward,10,22,16,473,22,0.08549799999998697,16,,,0,0,,,,0,0.005097666988149285,38,0,449,replacement22,[],37506.13612132369,0,0.0,636.6392015,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,0,0,14,0,1549,25,0,16,stress,22,public_upper_bound_16,342,10186.227224,0.08572670898865908
0,0,True,,,,,,boundary_outward__n16__spatial,boundary_outward,16,16,16,603,,0.034433999999990306,16,,,,,,,,0,0.000386208004783839,,,585,square45_conservative,[],41068.998255585284,0,0.0,734.924978375,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,,,,,1550,,,16,stress,45,full_coverage_and_all_discovered_cleared,540,11758.799654,0.03447266697185114
0,0,True,,,,,,boundary_outward__n16__spatial,boundary_outward,1,118,16,606,,0.027214999999998213,16,,,,,,,,0,0.00014995795208960772,,,486,polar25_conservative,[],60016.017501155155,102,18.405799848153226,955.0127188125,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 20]",4,,,,,,1550,,,16,stress,25,full_coverage_and_all_discovered_cleared,461,15280.203501,0.027232499967794865
