phase,problem,setting,block,order,case_code,official_row_id,practice_run_no,parameters,sources,omni_sources,directional_sources,completed,cleared,misses,virtual_time_us,total_s,seconds_per_source,distance_m,movement_s,measurements,switches,measurement_s,switch_s,failed_clear_s,successful_clear_s,retries,duplicate_responses,max_action_ledger_error_s,wall_s,round_counters_recorded,sources_at_round_budget,maximum_rounds,end_reason,evidence,shared_known_measurements,shared_negative_cooldown_skips,source_interruptions,optical_fallback_calls,bracket_pair_cuts,active_measurements,certified_clears,omni_negative_cuts,packet_fallbacks,forced_continuations
screen,4,share_cooldown=0,1,44,XZ5F-V7PH-7C8H-TM3P,223,2550801232726775782,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",12,4,8,1,12,0,6123410736,6123.410736,510.284228,22272.0536722429,4454.41073444858,272,249,1360,249,0,60,0,0,4.992287472305179e-07,40.385143125022296,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-043953-0dcfcfd4,14,0,3,0,0,11,9,,0,0
screen,4,trial_radius=20,1,45,TBAB-CQP5-8SVZ-Q2PS,224,1956397633768760964,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 20}",14,10,4,1,14,0,6072747514,6072.747514,433.7676795714286,22878.73756985414,4575.747513970828,241,222,1205,222,0,70,0,0,4.871938728001624e-07,38.61987229200895,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044033-8ede377b,14,0,4,0,0,10,14,,0,0
screen,4,transverse_m=20,1,46,P3TT-MJDW-VPED-M48G,225,3022142614946238339,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 20, ""trial_radius"": 35.0}",12,7,5,1,12,0,6007763748,6007.763748,500.64697900000004,21648.8187531787,4329.7637506357405,273,253,1365,253,0,60,0,0,4.902562977804337e-07,39.05608245800249,True,0,4,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044112-70bbc3e5,21,7,2,0,0,12,6,,0,0
screen,3,remainder_weight=2,1,47,NTAF-TPCR-JYM8-NSSH,226,1436731733392545785,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 2, ""share_limit"": 6, ""trial_radius"": 50.0}",14,14,0,1,14,0,3034964348,3034.964348,216.78316771428572,11179.821744996649,2235.9643489993296,123,114,615,114,0,70,0,0,4.989927333554078e-07,34.161373167007696,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044151-bb62dead,25,,,0,0,3,8,0,,
screen,4,share_limit=12,1,48,MAC7-X65N-PHXS-3CN8,227,6198930211003735003,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 12, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,12,3,1,15,0,6070848752,6070.848752,404.72325013333335,21744.24376416736,4348.848752833472,278,257,1390,257,0,75,0,0,4.838970681930732e-07,40.291376999986824,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044226-3aba6884,17,3,3,0,0,5,13,,0,0
screen,3,trial_radius=65,1,49,HHCG-TKFE-X26M-PMP6,228,3602925447104254657,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 65}",10,10,0,1,10,0,2714244561,2714.244561,271.4244561,9486.222804853884,1897.2445609707768,129,122,645,122,0,50,0,0,4.742414034808462e-07,32.967539207980735,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044306-85e17235,13,,,0,0,3,6,2,,
screen,3,share_limit=20,1,50,B4RV-DBR9-2F4R-3A2P,229,4547513360537032697,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 20, ""trial_radius"": 50.0}",13,13,0,1,13,0,3292431976,3292.431976,253.26399815384613,12597.159879588162,2519.4319759176324,119,113,595,113,0,65,0,0,4.6269553877209546e-07,33.72325887499028,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044339-22c20fef,8,,,0,0,6,6,0,,
screen,3,localization_weight=0.32,1,51,9Q32-MY99-4X5C-XDWX,230,3781401227385603945,"{""localization_weight"": 0.32, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",14,14,0,1,14,0,3181693039,3181.693039,227.2637885,12648.465196985251,2529.69303939705,98,92,490,92,0,70,0,0,4.801749895477769e-07,32.92043324999395,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044413-236c4b03,16,,,0,0,5,11,0,,
screen,4,trial_radius=50,1,52,A8AQ-MHUP-B3UR-BQ7S,231,6115013462081840398,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 50}",11,0,11,1,11,0,6680675828,6680.675828,607.3341661818182,23343.379132920207,4668.675826584042,330,307,1650,307,0,55,0,0,4.975174192622944e-07,41.53686191601446,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044446-e3b6ad53,13,1,3,0,0,15,4,,0,0
screen,4,fraction=0.1,2,53,T8KK-YPZ3-3B69-YVB7,232,3739181013007738487,"{""fraction"": 0.1, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,4,9,1,13,0,6252255128,6252.255128,480.94270215384614,22331.275642091376,4466.2551284182755,291,266,1455,266,0,65,0,0,4.87296055950992e-07,40.65042379099759,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044528-4adacd7c,13,8,2,0,0,9,8,,0,0
screen,3,max_active=4,2,54,F9A3-VQ7W-TDF3-YVBX,233,5922142820488997920,"{""localization_weight"": 0.08, ""max_active"": 4, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",15,15,0,1,15,0,3164793936,3164.793936,210.98626240000002,12068.969686185354,2413.7939372370706,114,106,570,106,0,75,0,0,4.913214297630475e-07,32.915747291990556,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044609-a2ed2842,22,,,0,0,5,7,0,,
screen,4,steps=1,2,55,UVER-HBM6-TQEJ-C3NT,234,1507911441258870313,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 1, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,12,4,1,16,13,4624979150,4624.97915,289.061196875,18054.89574416423,3610.979148832846,151,140,755,140,39,80,0,0,4.873548675732309e-07,34.416414459003136,True,5,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044642-cde30b79,18,0,0,13,0,5,7,,5,0
screen,3,remainder_weight=1,2,56,WZJ7-NA57-Y922-S5A6,235,4623499522069395623,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1, ""share_limit"": 6, ""trial_radius"": 50.0}",10,10,0,1,10,0,3012444027,3012.444027,301.2444027,11017.220122255798,2203.4440244511597,128,119,640,119,0,50,0,0,4.914568307867739e-07,32.329246832989156,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044716-77bc2c29,14,,,0,0,4,3,3,,
screen,4,pause_limit=0,2,57,QVU8-GMEA-JVXD-GDFF,236,7740438222301163099,"{""fraction"": 0.15, ""pause_limit"": 0, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",11,8,3,1,11,0,5984949934,5984.949934,544.0863576363637,22359.749676279345,4471.949935255869,247,223,1235,223,0,55,0,0,4.817921990252216e-07,36.76264808300766,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044749-d34310f1,17,0,0,0,0,5,6,,0,5
screen,3,localization_weight=0.32,2,58,CDTF-N6HW-ASUQ-GHSS,237,8892296444237043644,"{""localization_weight"": 0.32, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",10,10,0,1,10,0,3038498349,3038.498349,303.8498349,11267.49174273379,2253.498348546758,124,115,620,115,0,50,0,0,4.960639472528783e-07,33.04048608298763,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044826-0ee417de,13,,,0,0,5,6,1,,
screen,3,share_limit=12,2,59,X3S5-A53X-UKTM-BT96,238,496706903259106528,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 12, ""trial_radius"": 50.0}",14,14,0,1,14,0,3415951512,3415.951512,243.99653657142858,13309.757559668577,2661.951511933715,115,109,575,109,0,70,0,0,4.986281609831167e-07,31.920313375012483,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044859-9fca749b,18,,,0,0,7,8,0,,
screen,3,trial_radius=35,2,60,HS8W-UU98-MXD7-M3FF,239,1871869399151345695,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 35}",11,11,0,1,11,0,2970975334,2970.975334,270.08866672727277,11254.876678950784,2250.975335790157,112,105,560,105,0,55,0,0,4.93988379979271e-07,33.157580291997874,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-044931-201733a7,11,,,0,0,7,5,0,,
screen,3,remainder_weight=0.5,2,61,EED4-V3UM-9M6B-5NXB,240,1573086775336011784,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 0.5, ""share_limit"": 6, ""trial_radius"": 50.0}",16,16,0,1,16,0,3459787103,3459.787103,216.2366939375,13138.93551797411,2627.787103594822,127,117,635,117,0,80,0,0,4.753486848585453e-07,34.05834470799891,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045005-076bc4b1,21,,,0,0,6,9,1,,
screen,3,remainder_weight=0,2,62,YC44-D9VB-HAPR-KU2C,241,5165118656390309126,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 0, ""share_limit"": 6, ""trial_radius"": 50.0}",12,12,0,1,12,0,3132593667,3132.593667,261.04947225,11767.968337608201,2353.5936675216403,121,114,605,114,0,60,0,0,4.929523527152924e-07,32.82974524999736,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045039-3f00c2f7,12,,,0,0,4,5,0,,
screen,3,trial_radius=65,2,63,D6K4-NVP4-BCEP-BPUE,242,4976617223290011528,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 65}",11,11,0,1,11,0,2691354915,2691.354915,244.66862863636362,9656.774566287908,1931.3549132575815,119,110,595,110,0,55,0,0,4.922516438909952e-07,32.80801037501078,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045112-e860085a,10,,,0,0,3,5,0,,
screen,3,trial_radius=20,2,64,569H-RAU8-UFNJ-RTUU,243,5762561947506032460,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 20}",10,10,0,1,10,0,3207191037,3207.191037,320.7191037,12135.95519544087,2427.191039088174,123,115,615,115,0,50,0,0,4.361920105111494e-07,32.34029787502368,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045145-ad45ecd0,12,,,0,0,9,10,0,,
screen,4,trial_radius=65,2,65,K8CF-NBHT-3FXR-NAQP,244,4356390021167529061,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 65}",10,1,9,1,10,0,6262169675,6262.169675,626.2169675,21945.848393514596,4389.16967870292,308,283,1540,283,0,50,0,0,4.5370947532319406e-07,40.93153920900659,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045217-ba5cb8a1,13,2,1,0,0,13,6,,0,0
screen,4,share_limit=0,2,66,8FWF-RWQD-6TKF-8P47,245,25902419490797241,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 0, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,2,11,1,13,0,6560636468,6560.636468,504.6643436923077,25093.18233058884,5018.636466117768,250,227,1250,227,0,65,0,0,4.894019767220925e-07,38.00237441601348,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045258-2b2d8933,0,4,1,0,0,16,5,,0,0
screen,4,pause_limit=4,2,67,34EF-9M54-QN7P-2NMV,246,2102001445763336091,"{""fraction"": 0.15, ""pause_limit"": 4, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,9,4,1,13,0,5760233509,5760.233509,443.09488530769227,21266.167558799236,4253.233511759847,244,222,1220,222,0,65,0,0,4.85664514826567e-07,36.91184174999944,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045337-98e731b8,13,6,4,0,0,7,9,,0,0
screen,4,pause_limit=8,2,68,AJXM-JS7A-AFTV-7JY2,247,1067216634935539132,"{""fraction"": 0.15, ""pause_limit"": 8, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,2,11,1,13,0,6281199824,6281.199824,483.1692172307693,23625.999128137722,4725.199825627545,252,231,1260,231,0,65,0,0,4.870733647521774e-07,37.9298983339977,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045414-fe17a812,13,3,3,0,0,10,9,,0,0
screen,3,share_limit=20,2,69,D75T-D67Z-3RBR-J4JY,248,7300564229600101812,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 20, ""trial_radius"": 50.0}",11,11,0,1,11,0,2952330208,2952.330208,268.39365527272724,11341.651047633506,2268.3302095267013,106,99,530,99,0,55,0,0,4.982905004169425e-07,32.280365499987965,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045452-159616ea,18,,,0,0,5,6,0,,
screen,4,fraction=0.3,2,70,BNCN-RXTU-KRMU-9N3W,249,6428269619887536565,"{""fraction"": 0.3, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,11,5,1,16,0,4130807149,4130.807149,258.1754468125,16019.035749180015,3203.807149836003,143,132,715,132,0,80,0,0,4.957918235959369e-07,34.09990595799172,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045524-b1d8d160,30,5,2,0,0,10,9,,0,0
screen,4,trial_radius=20,2,71,XGW4-WBEC-2BC2-BJP8,250,653539224087020904,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 20}",12,3,9,1,12,0,6578693366,6578.693366,548.2244471666667,23613.466827398202,4722.69336547964,303,281,1515,281,0,60,0,0,4.961042261442117e-07,40.852679875009926,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045559-d759dc67,10,6,1,0,0,13,12,,0,0
screen,4,share_limit=12,2,72,D6B3-77F8-CRRP-YPJD,251,586454756830377909,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 12, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,11,2,1,13,0,5700599499,5700.599499,438.5076537692308,21062.99749415798,4212.599498831596,241,218,1205,218,0,65,0,0,4.812431768641545e-07,37.29712241599918,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045640-2b212d6d,17,2,4,0,0,7,10,,0,0
screen,4,pause_limit=24,2,73,JPA3-ADGX-WWXE-XKS8,252,8139445335227216006,"{""fraction"": 0.15, ""pause_limit"": 24, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",14,8,6,1,14,0,5691675751,5691.675751,406.5482679285714,21508.378752270033,4301.675750454006,224,200,1120,200,0,70,0,0,4.7276530779072345e-07,37.10498029200244,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045717-075c7bb2,16,8,4,0,0,8,12,,0,0
screen,4,steps=2,2,74,ZN78-RWW2-FR3E-BJVT,253,8217415487188087349,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 2, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",12,11,1,1,12,0,5808615356,5808.615356,484.0512796666667,21018.076778913073,4203.615355782615,261,240,1305,240,0,60,0,0,4.471519794435608e-07,39.090425583010074,True,1,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045754-b50490fc,10,10,3,0,0,4,9,,1,0
screen,3,remainder_weight=2,2,75,SD3J-G6ZP-FBMH-WN4C,254,2840989450011421224,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 2, ""share_limit"": 6, ""trial_radius"": 50.0}",15,15,0,1,15,0,3271854668,3271.854668,218.12364453333333,12584.273320514769,2516.854664102954,115,105,575,105,0,75,0,0,4.928115515667741e-07,33.547660250012996,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045834-6f4697d1,26,,,0,0,5,7,1,,
screen,3,trial_radius=80,2,76,5FCE-MABU-3BAK-2F2W,255,5727295855522767301,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 80}",12,12,0,1,12,0,3112356708,3112.356708,259.36305899999996,11871.78353074129,2374.356706148258,114,108,570,108,0,60,0,0,4.836105489403053e-07,33.557108959008474,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045907-00159885,13,,,0,0,5,7,0,,
screen,4,share_cooldown=50,2,77,Y963-V7VX-WB8W-74HS,256,4179258717773340398,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 50, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",14,0,14,1,14,0,6792107469,6792.107469,485.1505335,25370.53736187553,5074.107472375106,279,253,1395,253,0,70,0,0,4.981483030519485e-07,41.65671054102131,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-045941-631e4dcd,30,0,1,0,0,20,9,,0,0
screen,4,trial_radius=80,2,78,RXFG-92VQ-MF5T-ZH83,257,6777463149816965084,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 80}",16,5,11,1,16,2,6096389196,6096.389196,381.02432475,21801.945972310958,4360.389194462192,279,255,1395,255,6,80,0,0,4.964726372236328e-07,40.13331291699433,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-050023-66c945d2,21,1,5,0,0,17,11,,0,0
screen,3,share_limit=0,2,79,9NE2-BGMP-3RGD-ZT6Z,258,7184327510357562480,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 0, ""trial_radius"": 50.0}",16,16,0,1,16,1,3024748267,3024.748267,189.0467666875,11908.741321193651,2381.7482642387304,94,90,470,90,3,80,0,0,4.999139662231755e-07,32.845667832996696,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-050103-0cfb6f9f,0,,,0,0,14,7,1,,
screen,3,baseline,2,80,XEZX-US9N-CEW4-Q8GM,259,1755329725367265134,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",10,10,0,1,10,2,2634116240,2634.11624,263.41162399999996,9520.581207087447,1904.1162414174894,114,104,570,104,6,50,0,0,4.927216110672816e-07,32.3545236250211,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-050136-d8ce11d5,11,,,0,0,4,6,1,,
screen,3,max_active=5,2,81,HF3R-TCEK-WEMK-XATU,260,7005794500521785887,"{""localization_weight"": 0.08, ""max_active"": 5, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",14,14,0,1,14,0,3057215996,3057.215996,218.37257114285714,11046.079969113962,2209.2159938227924,131,123,655,123,0,70,0,0,4.6037730783154984e-07,33.588841999997385,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-050209-cfd1320f,30,,,0,0,2,7,0,,
screen,3,share_limit=2,2,82,G37S-8KKR-8NMQ-DU7G,261,4052609818708350276,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 2, ""trial_radius"": 50.0}",12,12,0,1,12,0,2994068161,2994.068161,249.50568008333335,10725.340812055709,2145.0681624111417,133,124,665,124,0,60,0,0,4.963360709098197e-07,33.0966201669944,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-050242-4dce0614,20,,,0,0,4,6,3,,
screen,4,share_cooldown=0,2,83,5XPU-YX9D-BH22-CG9Y,262,2722511516949810528,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,12,1,1,13,0,5578868361,5578.868361,429.14372007692305,20169.341804514956,4033.8683609029913,250,230,1250,230,0,65,0,0,4.673012128364462e-07,38.36378512499505,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-050316-6a1cc29e,24,0,3,0,0,8,10,,0,0
