active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
9,2,True,0,9,3,3,0,uniform__smooth__70,uniform__smooth,7,,10,10,328,,bounded_transverse_width,,,,0.02880500000000019,10,,0,0,,,,,,,0,0,,2,39,0,4,3,316,width40_f015_22,[],21960.394844633425,0,,0.0,,False,0,631.5078964,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,,6,2,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6315.078964,40.0,constant,,0.028863541956525296
9,2,True,0,9,3,3,0,uniform__smooth__70,uniform__smooth,7,6,10,10,322,,bounded_transverse_width,,base,0,0.028878999999999877,10,,0,0,,,,,,False,0,0,6,2,39,0,4,3,310,range_width015,[],21960.394844633425,0,,0.0,,False,0,628.0078964,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,2,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,288,6280.078964,40.0,constant,,0.028901625017169863
9,2,True,0,9,3,3,0,uniform__smooth__70,uniform__smooth,7,3,10,10,325,,bounded_transverse_width,,base,0,0.029074000000001377,10,,0,0,,,3,3,3,False,0,0,3,2,39,0,4,3,313,faithful_width015,[],21960.394844633425,0,,0.0,,False,0,630.0078964,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,2,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6300.078964,40.0,constant,,0.029079667001497
11,1,True,0,11,2,2,0,uniform__smooth__70,uniform__smooth,8,0,10,10,373,,bounded_transverse_width,,arc,42,0.042100999999998834,10,cached_distance_prefix_sum,0,0,,,,,,False,0,0,0,7,0,0,4,3,361,arc05_noskip_width015,[],20573.784281344335,0,,0.0,,False,0,630.8756854000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,5,2,2,7,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,339,6308.756854,40.0,constant,,0.04215108300559223
11,1,True,0,11,2,2,0,uniform__smooth__70,uniform__smooth,8,47,10,10,326,,bounded_transverse_width,,arc,42,0.04303200000000018,10,cached_distance_prefix_sum,0,0,,,,,,False,0,0,47,7,0,0,4,3,314,fast_arc05_width015,[],20573.784281344335,0,,0.0,,False,0,602.8756854000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,5,2,2,7,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6028.756854,40.0,constant,,0.04315129097085446
11,1,True,0,11,2,2,0,uniform__smooth__70,uniform__smooth,8,43,10,10,330,,bounded_transverse_width,,arc,42,0.04156399999999927,10,cached_distance_prefix_sum,0,0,,,43,4,43,False,0,0,43,7,0,0,4,3,318,faithful_arc05_width015,[],20573.784281344335,0,,0.0,,False,0,605.2756854,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,5,2,2,7,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,6052.756854,40.0,constant,,0.04158320900751278
9,0,True,0,9,1,2,0,uniform__smooth__70,uniform__smooth,9,0,11,10,349,,bounded_transverse_width,,locked,41,0.02968800000000016,10,cached_distance_prefix_sum,0,0,,,,,,True,0,0,0,5,0,0,2,2,336,locked_noskip_width015,[],21139.0955361549,0,,0.0,,False,0,627.4819104999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,5,1,13,5,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,314,6274.819105,40.0,constant,,0.029687999980524182
9,0,True,0,9,1,2,0,uniform__smooth__70,uniform__smooth,9,21,11,10,328,,bounded_transverse_width,,locked,41,0.029272999999999882,10,cached_distance_prefix_sum,0,0,,,,,,True,0,0,21,5,0,0,2,2,315,fast_locked_width015,[],21139.0955361549,0,,0.0,,False,0,614.9819104999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,5,1,13,5,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6149.819105,40.0,constant,,0.02932187501573935
9,0,True,0,9,1,2,0,uniform__smooth__70,uniform__smooth,9,16,11,10,333,,bounded_transverse_width,,locked,41,0.029747000000000412,10,cached_distance_prefix_sum,0,0,,,16,5,16,True,0,0,16,5,0,0,2,2,320,faithful_locked_width015,[],21139.0955361549,0,,0.0,,False,0,618.2819105,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,5,1,13,5,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,302,6182.819105,40.0,constant,,0.029814583947882056
14,2,True,0,14,1,3,0,uniform__smooth__71,uniform__smooth,11,,14,12,326,,bounded_transverse_width,,,,0.03646999999999956,12,,0,0,,,,,,,0,0,,4,46,0,4,3,310,width40_f015_22,[],25085.11232509266,0,,0.0,,False,0,576.4185385833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,,14,4,10,4,24,12,ordinary,22,full_coverage_and_all_discovered_cleared,284,6917.022463,40.0,constant,,0.036475874949246645
14,2,True,0,14,1,3,0,uniform__smooth__71,uniform__smooth,11,26,14,12,300,,bounded_transverse_width,,base,0,0.03613799999999934,12,,0,0,,,,,,False,0,0,26,4,46,0,4,3,284,range_width015,[],25085.11232509266,0,,0.0,,False,0,563.4185385833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,14,4,10,4,24,12,ordinary,22,full_coverage_and_all_discovered_cleared,258,6761.022463,40.0,constant,,0.036143874982371926
14,2,True,0,14,1,3,0,uniform__smooth__71,uniform__smooth,11,23,14,12,303,,bounded_transverse_width,,base,0,0.036438000000000415,12,,0,0,,,23,3,23,False,0,0,23,4,46,0,4,3,287,faithful_width015,[],25085.11232509266,0,,0.0,,False,0,565.0852052500001,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,14,4,10,4,24,12,ordinary,22,full_coverage_and_all_discovered_cleared,263,6781.022463,40.0,constant,,0.03651604102924466
14,3,True,0,14,4,5,1,uniform__smooth__71,uniform__smooth,8,0,13,12,337,,bounded_transverse_width,,arc,46,0.044297999999999504,12,cached_distance_prefix_sum,0,0,,,,,,False,0,0,0,2,0,0,3,3,322,arc05_noskip_width015,[],22725.984254969575,0,,0.0,,False,0,542.9330705,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,14,0,1,2,24,12,ordinary,22,full_coverage_and_all_discovered_cleared,297,6515.196846,40.0,constant,,0.04435591597575694
14,3,True,0,14,4,5,1,uniform__smooth__71,uniform__smooth,8,30,13,12,307,,bounded_transverse_width,,arc,46,0.04360499999999945,12,cached_distance_prefix_sum,0,0,,,,,,False,0,0,30,2,0,0,3,3,292,fast_arc05_width015,[],22725.984254969575,0,,0.0,,False,0,528.0164038333334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,14,0,1,2,24,12,ordinary,22,full_coverage_and_all_discovered_cleared,268,6336.196846,40.0,constant,,0.04362291604047641
14,3,True,0,14,4,5,1,uniform__smooth__71,uniform__smooth,8,25,13,12,312,,bounded_transverse_width,,arc,46,0.043208999999999165,12,cached_distance_prefix_sum,0,0,,,25,5,25,False,0,0,25,2,0,0,3,3,297,faithful_arc05_width015,[],22725.984254969575,0,,0.0,,False,0,530.8497371666666,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,14,0,1,2,24,12,ordinary,22,full_coverage_and_all_discovered_cleared,277,6370.196846,40.0,constant,,0.04321991599863395
13,4,True,0,13,2,2,1,uniform__smooth__71,uniform__smooth,10,0,12,12,342,,bounded_transverse_width,,locked,44,0.03671300000000066,12,cached_distance_prefix_sum,0,0,,,,,,True,0,0,0,3,0,0,5,3,328,locked_noskip_width015,[],23609.85687208212,0,,0.0,,False,0,560.2476144166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,14,16,1,3,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,301,6722.971373,40.0,constant,,0.03675570897758007
13,4,True,0,13,2,2,1,uniform__smooth__71,uniform__smooth,10,30,12,12,312,,bounded_transverse_width,,locked,44,0.03672500000000056,12,cached_distance_prefix_sum,0,0,,,,,,True,0,0,30,3,0,0,5,3,298,fast_locked_width015,[],23609.85687208212,0,,0.0,,False,0,545.2476144166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,14,16,1,3,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,271,6542.971373,40.0,constant,,0.03680129203712568
13,4,True,0,13,2,2,1,uniform__smooth__71,uniform__smooth,10,28,12,12,314,,bounded_transverse_width,,locked,44,0.03666199999999975,12,cached_distance_prefix_sum,0,0,,,28,2,28,True,0,0,28,3,0,0,5,3,300,faithful_locked_width015,[],23609.85687208212,0,,0.0,,False,0,546.4976144166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,14,16,1,3,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,276,6557.971373,40.0,constant,,0.0366806669626385
9,1,True,0,9,1,2,0,uniform__adversarial-positive__67,uniform__adversarial-positive,9,,11,10,341,,bounded_transverse_width,,,,0.03293899999999894,10,,0,0,,,,,,,0,0,,3,40,0,3,2,328,width40_f015_22,[],20665.981202830313,0,,0.0,,False,0,613.0196235000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,,17,2,3,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,304,6130.196235,40.0,constant,,0.032953582995105535
9,1,True,0,9,1,2,0,uniform__adversarial-positive__67,uniform__adversarial-positive,9,29,11,10,312,,bounded_transverse_width,,base,0,0.03260599999999947,10,,0,0,,,,,,False,0,0,29,3,40,0,3,2,299,range_width015,[],20665.981202830313,0,,0.0,,False,0,595.6196235,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,17,2,3,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,275,5956.196235,40.0,constant,,0.03265800001099706
9,1,True,0,9,1,2,0,uniform__adversarial-positive__67,uniform__adversarial-positive,9,29,11,10,312,,bounded_transverse_width,,base,0,0.033986000000000516,10,,0,0,,,29,0,29,False,0,0,29,3,40,0,3,2,299,faithful_width015,[],20665.981202830313,0,,0.0,,False,0,595.6196235,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,17,2,3,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,275,5956.196235,40.0,constant,,0.03424091695342213
13,1,True,0,13,2,3,0,uniform__adversarial-positive__67,uniform__adversarial-positive,8,0,11,10,327,,bounded_transverse_width,,arc,44,0.041253000000001094,10,cached_distance_prefix_sum,0,0,,,,,,False,0,0,0,3,0,0,3,3,314,arc05_noskip_width015,[],20077.898116412154,0,,0.0,,False,0,592.857962,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,10,4,0,3,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,5928.57962,40.0,constant,,0.04137537500355393
13,1,True,0,13,2,3,0,uniform__adversarial-positive__67,uniform__adversarial-positive,8,22,11,10,305,,bounded_transverse_width,,arc,44,0.04017699999999991,10,cached_distance_prefix_sum,0,0,,,,,,False,0,0,22,3,0,0,3,3,292,fast_arc05_width015,[],20077.898116412154,0,,0.0,,False,0,579.657962,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,10,4,0,3,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,268,5796.57962,40.0,constant,,0.04026079102186486
13,1,True,0,13,2,3,0,uniform__adversarial-positive__67,uniform__adversarial-positive,8,22,11,10,305,,bounded_transverse_width,,arc,44,0.03948399999999985,10,cached_distance_prefix_sum,0,0,,,22,0,22,False,0,0,22,3,0,0,3,3,292,faithful_arc05_width015,[],20077.898116412154,0,,0.0,,False,0,579.657962,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,10,4,0,3,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,268,5796.57962,40.0,constant,,0.03953683300642297
9,1,True,0,9,2,3,0,uniform__adversarial-positive__67,uniform__adversarial-positive,8,0,11,10,355,,bounded_transverse_width,,locked,40,0.029448999999999614,10,cached_distance_prefix_sum,0,0,,,,,,True,0,0,0,4,0,0,4,3,342,locked_noskip_width015,[],21980.640637490556,0,,0.0,,False,0,647.7128124,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,8,2,0,4,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,318,6477.128124,40.0,constant,,0.029465416038874537
9,1,True,0,9,2,3,0,uniform__adversarial-positive__67,uniform__adversarial-positive,8,33,11,10,322,,bounded_transverse_width,,locked,40,0.029194000000000386,10,cached_distance_prefix_sum,0,0,,,,,,True,0,0,33,4,0,0,4,3,309,fast_locked_width015,[],21980.640637490556,0,,0.0,,False,0,628.0128124,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,8,2,0,4,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,286,6280.128124,40.0,constant,,0.02921779197640717
9,1,True,0,9,2,3,0,uniform__adversarial-positive__67,uniform__adversarial-positive,8,29,11,10,326,,bounded_transverse_width,,locked,40,0.028883999999999688,10,cached_distance_prefix_sum,0,0,,,29,4,29,True,0,0,29,4,0,0,4,3,313,faithful_locked_width015,[],21980.640637490556,0,,0.0,,False,0,630.7128124,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,8,2,0,4,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6307.128124,40.0,constant,,0.02888483298011124
21,3,True,0,21,2,3,0,uniform__adversarial-positive__68,uniform__adversarial-positive,13,,16,15,294,,bounded_transverse_width,,,,0.05025400000000069,15,,0,0,,,,,,,0,0,,4,55,0,4,3,276,width40_f015_22,[],25805.126944567583,0,,0.0,,False,0,458.0016924,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,,23,23,10,4,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6870.025386,40.0,constant,,0.05029658298008144
21,3,True,0,21,2,3,0,uniform__adversarial-positive__68,uniform__adversarial-positive,13,27,16,15,267,,bounded_transverse_width,,base,0,0.05077700000000007,15,,0,0,,,,,,False,0,0,27,4,55,0,4,3,249,range_width015,[],25805.126944567583,0,,0.0,,False,0,447.2016924,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,23,23,10,4,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6708.025386,40.0,constant,,0.05088491702917963
21,3,True,0,21,2,3,0,uniform__adversarial-positive__68,uniform__adversarial-positive,13,26,16,15,268,,bounded_transverse_width,,base,0,0.051097999999999644,15,,0,0,,,26,1,26,False,0,0,26,4,55,0,4,3,250,faithful_width015,[],25805.126944567583,0,,0.0,,False,0,447.7350257333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,23,23,10,4,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,227,6716.025386,40.0,constant,,0.05112241703318432
17,3,True,0,17,6,6,1,uniform__adversarial-positive__68,uniform__adversarial-positive,9,0,15,15,295,,bounded_transverse_width,,arc,52,0.04895500000000119,15,cached_distance_prefix_sum,0,0,,,,,,False,0,0,0,6,0,0,3,3,278,arc05_noskip_width015,[],22993.589007710576,0,,0.0,,False,0,420.98118646666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,24,5,20,6,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6314.717797,40.0,constant,,0.049006042012479156
17,3,True,0,17,6,6,1,uniform__adversarial-positive__68,uniform__adversarial-positive,9,26,15,15,269,,bounded_transverse_width,,arc,52,0.05353999999999992,15,cached_distance_prefix_sum,0,0,,,,,,False,0,0,26,6,0,0,3,3,252,fast_arc05_width015,[],22993.589007710576,0,,0.0,,False,0,410.78118646666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,24,5,20,6,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,228,6161.717797,40.0,constant,,0.05354720796458423
17,3,True,0,17,6,6,1,uniform__adversarial-positive__68,uniform__adversarial-positive,9,22,15,15,273,,bounded_transverse_width,,arc,52,0.0488679999999988,15,cached_distance_prefix_sum,0,0,,,22,4,22,False,0,0,22,6,0,0,3,3,256,faithful_arc05_width015,[],22993.589007710576,0,,0.0,,False,0,412.3145198,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,24,5,20,6,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,231,6184.717797,40.0,constant,,0.048912417027167976
15,4,True,0,15,4,8,1,uniform__adversarial-positive__68,uniform__adversarial-positive,11,0,19,15,286,,bounded_transverse_width,,locked,49,0.0496970000000001,15,cached_distance_prefix_sum,0,0,,,,,,True,0,0,0,3,0,0,4,3,265,locked_noskip_width015,[],22675.005593118352,0,,0.0,,False,0,412.466741,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,38,13,8,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,240,6187.001115,40.0,constant,,0.04978524998296052
15,4,True,0,15,4,8,1,uniform__adversarial-positive__68,uniform__adversarial-positive,11,23,19,15,263,,bounded_transverse_width,,locked,49,0.04920300000000033,15,cached_distance_prefix_sum,0,0,,,,,,True,0,0,23,3,0,0,4,3,242,fast_locked_width015,[],22675.005593118352,0,,0.0,,False,0,403.3334076666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,38,13,8,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,218,6050.001115,40.0,constant,,0.04922054201597348
15,4,True,0,15,4,8,1,uniform__adversarial-positive__68,uniform__adversarial-positive,11,21,19,15,265,,bounded_transverse_width,,locked,49,0.04960499999999968,15,cached_distance_prefix_sum,0,0,,,21,2,21,True,0,0,21,3,0,0,4,3,244,faithful_locked_width015,[],22675.005593118352,0,,0.0,,False,0,404.20007433333336,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,38,13,8,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,221,6063.001115,40.0,constant,,0.049609582987613976
12,2,True,0,12,5,8,0,uniform__adversarial-positive__69,uniform__adversarial-positive,10,,18,15,308,,bounded_transverse_width,,,,0.048816999999999666,15,,0,0,,,,,,,0,0,,2,47,0,3,2,288,width40_f015_22,[],21891.848318524124,0,,0.0,,False,0,411.2913108,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,,26,3,20,2,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,267,6169.369662,40.0,constant,,0.048881332972086966
12,2,True,0,12,5,8,0,uniform__adversarial-positive__69,uniform__adversarial-positive,10,30,18,15,278,,bounded_transverse_width,,base,0,0.048056000000000765,15,,0,0,,,,,,False,0,0,30,2,47,0,3,2,258,range_width015,[],21891.848318524124,0,,0.0,,False,0,399.2913108,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,26,3,20,2,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,237,5989.369662,40.0,constant,,0.04806429200107232
12,2,True,0,12,5,8,0,uniform__adversarial-positive__69,uniform__adversarial-positive,10,30,18,15,278,,bounded_transverse_width,,base,0,0.049313000000001495,15,,0,0,,,30,0,30,False,0,0,30,2,47,0,3,2,258,faithful_width015,[],21891.848318524124,0,,0.0,,False,0,399.2913108,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,26,3,20,2,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,237,5989.369662,40.0,constant,,0.0493985420325771
17,2,True,0,17,3,6,0,uniform__adversarial-positive__69,uniform__adversarial-positive,12,0,18,15,305,,bounded_transverse_width,,arc,52,0.05600800000000028,15,cached_distance_prefix_sum,0,0,,,,,,False,0,0,0,4,0,0,3,2,285,arc05_noskip_width015,[],22460.039296271912,0,,0.0,,False,0,417.6671904666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,24,1,27,4,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6265.007857,40.0,constant,,0.0560335410409607
17,2,True,0,17,3,6,0,uniform__adversarial-positive__69,uniform__adversarial-positive,12,28,18,15,277,,bounded_transverse_width,,arc,52,0.05489000000000033,15,cached_distance_prefix_sum,0,0,,,,,,False,0,0,28,4,0,0,3,2,257,fast_arc05_width015,[],22460.039296271912,0,,0.0,,False,0,406.46719046666664,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,24,1,27,4,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,236,6097.007857,40.0,constant,,0.0549018339952454
17,2,True,0,17,3,6,0,uniform__adversarial-positive__69,uniform__adversarial-positive,12,28,18,15,277,,bounded_transverse_width,,arc,52,0.05583199999999877,15,cached_distance_prefix_sum,0,0,,,28,0,28,False,0,0,28,4,0,0,3,2,257,faithful_arc05_width015,[],22460.039296271912,0,,0.0,,False,0,406.46719046666664,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,24,1,27,4,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,236,6097.007857,40.0,constant,,0.0558844159822911
9,2,True,0,9,4,6,0,uniform__adversarial-positive__69,uniform__adversarial-positive,11,0,17,15,275,,bounded_transverse_width,,locked,44,0.04875200000000035,15,cached_distance_prefix_sum,0,0,,,,,,True,0,0,0,1,0,0,3,2,256,locked_noskip_width015,[],22546.30662354293,0,,0.0,,False,0,406.6174215333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,28,6,5,1,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,229,6099.261323,40.0,constant,,0.04877325001871213
9,2,True,0,9,4,6,0,uniform__adversarial-positive__69,uniform__adversarial-positive,11,33,17,15,242,,bounded_transverse_width,,locked,44,0.049237999999999005,15,cached_distance_prefix_sum,0,0,,,,,,True,0,0,33,1,0,0,3,2,223,fast_locked_width015,[],22546.30662354293,0,,0.0,,False,0,393.4174215333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,28,6,5,1,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,196,5901.261323,40.0,constant,,0.04925587499747053
9,2,True,0,9,4,6,0,uniform__adversarial-positive__69,uniform__adversarial-positive,11,33,17,15,242,,bounded_transverse_width,,locked,44,0.04832900000000073,15,cached_distance_prefix_sum,0,0,,,33,0,33,True,0,0,33,1,0,0,3,2,223,faithful_locked_width015,[],22546.30662354293,0,,0.0,,False,0,393.4174215333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,28,6,5,1,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,196,5901.261323,40.0,constant,,0.04839308297960088
8,0,True,0,8,4,5,0,uniform__adversarial-positive__70,uniform__adversarial-positive,6,,11,10,329,,bounded_transverse_width,,,,0.032288000000001205,10,,0,0,,,,,,,0,0,,1,40,0,3,3,316,width40_f015_22,[],22264.85494718749,0,,0.0,,False,0,637.6970987,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,,10,1,0,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6376.970987,40.0,constant,,0.032354166032746434
8,0,True,0,8,4,5,0,uniform__adversarial-positive__70,uniform__adversarial-positive,6,6,11,10,323,,bounded_transverse_width,,base,0,0.03232900000000072,10,,0,0,,,,,,False,0,0,6,1,40,0,3,3,310,range_width015,[],22264.85494718749,0,,0.0,,False,0,634.1970987,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,10,1,0,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,286,6341.970987,40.0,constant,,0.03234212496317923
8,0,True,0,8,4,5,0,uniform__adversarial-positive__70,uniform__adversarial-positive,6,3,11,10,326,,bounded_transverse_width,,base,0,0.03250300000000017,10,,0,0,,,3,3,3,False,0,0,3,1,40,0,3,3,313,faithful_width015,[],22264.85494718749,0,,0.0,,False,0,636.1970987,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,10,1,0,1,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,291,6361.970987,40.0,constant,,0.032520624983590096
11,2,True,0,11,3,4,0,uniform__adversarial-positive__70,uniform__adversarial-positive,7,0,11,10,351,,bounded_transverse_width,,arc,41,0.03879599999999961,10,cached_distance_prefix_sum,0,0,,,,,,False,0,0,0,6,0,0,4,2,338,arc05_noskip_width015,[],20875.6350381744,0,,0.0,,False,0,623.0127001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,7,0,7,6,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,312,6230.127001,40.0,constant,,0.038859334017615765
11,2,True,0,11,3,4,0,uniform__adversarial-positive__70,uniform__adversarial-positive,7,22,11,10,329,,bounded_transverse_width,,arc,41,0.03793600000000019,10,cached_distance_prefix_sum,0,0,,,,,,False,0,0,22,6,0,0,4,2,316,fast_arc05_width015,[],20875.6350381744,0,,0.0,,False,0,609.8127001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,7,0,7,6,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,290,6098.127001,40.0,constant,,0.03799170901766047
