active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,negative_history_limit,negative_hull_inconsistent_cuts,negative_hull_updates,negative_shadow_cuts,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,success_history_limit,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
8,0,True,0,8,1,3,0,edge__adversarial-negative__67,edge__adversarial-negative,9,30,12,10,324,,bounded_transverse_width,,arc,40,0.05719799999999964,10,,0,0,,,False,0,0,30,2,0,0,2,2,310,range_arc05_width015,[],21223.36023938643,,,,,0,,0.0,,False,0,614.1672048,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,6,3,2,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,,291,6141.672048,40.0,constant,,0.05728725000517443
8,0,True,0,8,1,3,0,edge__adversarial-negative__67,edge__adversarial-negative,9,30,12,10,324,,bounded_transverse_width,,arc,40,0.0380199999999995,10,cached_distance_prefix_sum,0,0,,,False,0,0,30,2,0,0,2,2,310,fast_arc05_width015,[],21223.36023938643,,,,,0,,0.0,,False,0,614.1672048,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,6,3,2,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,,291,6141.672048,40.0,constant,,0.038035625009797513
12,1,True,0,12,0,2,0,edge__adversarial-negative__67,edge__adversarial-negative,10,47,12,10,335,,bounded_transverse_width,,locked,43,0.05605600000000166,10,,0,0,,,True,0,0,47,4,0,0,4,3,321,range_locked_width015,[],20472.269634611894,,,,,0,,0.0,,False,0,605.3453923,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,5,19,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,,298,6053.453923,40.0,constant,,0.05613266595173627
12,1,True,0,12,0,2,0,edge__adversarial-negative__67,edge__adversarial-negative,10,47,12,10,335,,bounded_transverse_width,,locked,43,0.034241999999998995,10,cached_distance_prefix_sum,0,0,,,True,0,0,47,4,0,0,4,3,321,fast_locked_width015,[],20472.269634611894,,,,,0,,0.0,,False,0,605.3453923,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,5,19,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,,298,6053.453923,40.0,constant,,0.034262375032994896
8,0,True,0,8,1,3,0,edge__adversarial-negative__67,edge__adversarial-negative,9,30,12,10,324,,bounded_transverse_width,,arc,40,0.06169799999999981,10,,0,0,,,False,0,0,30,2,0,0,2,2,310,negative_arc05_width015,[],21223.36023938643,12,0,0,0,0,,0.0,,False,0,614.1672048,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,6,3,2,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,291,6141.672048,40.0,constant,,0.061722417012788355
8,0,True,0,8,1,3,0,edge__adversarial-negative__67,edge__adversarial-negative,9,30,12,10,324,,bounded_transverse_width,,arc,40,0.04245900000000091,10,cached_distance_prefix_sum,0,0,,,False,0,0,30,2,0,0,2,2,310,fast_negative_arc05_width015,[],21223.36023938643,12,0,0,0,0,,0.0,,False,0,614.1672048,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,6,3,2,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,291,6141.672048,40.0,constant,,0.04249591700499877
17,1,True,0,17,3,5,0,edge__adversarial-negative__68,edge__adversarial-negative,12,4,17,15,305,,bounded_transverse_width,,arc,53,0.06244099999999975,15,,0,0,,,False,0,0,4,7,0,0,3,2,286,range_arc05_width015,[],22365.434472438075,,,,,0,,0.0,,False,0,416.4724598666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,2,1,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,,263,6247.086898,40.0,constant,,0.06245837500318885
17,1,True,0,17,3,5,0,edge__adversarial-negative__68,edge__adversarial-negative,12,4,17,15,305,,bounded_transverse_width,,arc,53,0.04624000000000095,15,cached_distance_prefix_sum,0,0,,,False,0,0,4,7,0,0,3,2,286,fast_arc05_width015,[],22365.434472438075,,,,,0,,0.0,,False,0,416.4724598666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,2,1,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,,263,6247.086898,40.0,constant,,0.04624925000825897
18,3,True,0,18,1,2,0,edge__adversarial-negative__68,edge__adversarial-negative,14,41,16,15,285,,bounded_transverse_width,,locked,52,0.1120560000000026,15,,0,0,,,True,0,0,41,6,0,0,5,4,267,range_locked_width015,[],21940.732505837037,,,,,0,,0.0,,False,0,402.8764332,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,13,7,27,7,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,,242,6043.146498,40.0,constant,,0.1121827500173822
18,3,True,0,18,1,2,0,edge__adversarial-negative__68,edge__adversarial-negative,14,41,16,15,285,,bounded_transverse_width,,locked,52,0.05067599999999928,15,cached_distance_prefix_sum,0,0,,,True,0,0,41,6,0,0,5,4,267,fast_locked_width015,[],21940.732505837037,,,,,0,,0.0,,False,0,402.8764332,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,13,7,27,7,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,,242,6043.146498,40.0,constant,,0.05075558298267424
17,1,True,0,17,3,5,0,edge__adversarial-negative__68,edge__adversarial-negative,12,4,17,15,305,,bounded_transverse_width,,arc,53,0.06940299999999766,15,,0,0,,,False,0,0,4,7,0,0,3,2,286,negative_arc05_width015,[],22365.434472438075,12,0,0,0,0,,0.0,,False,0,416.4724598666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,2,1,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,263,6247.086898,40.0,constant,,0.06943183403927833
17,1,True,0,17,3,5,0,edge__adversarial-negative__68,edge__adversarial-negative,12,4,17,15,305,,bounded_transverse_width,,arc,53,0.05257299999999887,15,cached_distance_prefix_sum,0,0,,,False,0,0,4,7,0,0,3,2,286,fast_negative_arc05_width015,[],22365.434472438075,12,0,0,0,0,,0.0,,False,0,416.4724598666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,2,1,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,263,6247.086898,40.0,constant,,0.05260524997720495
21,2,True,0,21,6,6,0,edge__adversarial-negative__69,edge__adversarial-negative,9,6,15,15,295,,bounded_transverse_width,,arc,56,0.07994199999999907,15,,0,0,,,False,0,0,6,9,0,0,5,3,278,range_arc05_width015,[],23166.869810432196,,,,,0,,0.0,,False,0,423.2915972,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,10,2,22,9,34,15,ordinary,22,full_coverage_and_all_discovered_cleared,,251,6349.373958,40.0,constant,,0.07996483298484236
21,2,True,0,21,6,6,0,edge__adversarial-negative__69,edge__adversarial-negative,9,6,15,15,295,,bounded_transverse_width,,arc,56,0.05274199999999851,15,cached_distance_prefix_sum,0,0,,,False,0,0,6,9,0,0,5,3,278,fast_arc05_width015,[],23166.869810432196,,,,,0,,0.0,,False,0,423.2915972,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,10,2,22,9,34,15,ordinary,22,full_coverage_and_all_discovered_cleared,,251,6349.373958,40.0,constant,,0.052770125039387494
10,1,True,0,10,2,3,0,edge__adversarial-negative__69,edge__adversarial-negative,13,65,16,15,259,,bounded_transverse_width,,locked,46,0.09173000000000187,15,,0,0,,,True,0,0,65,3,0,0,3,2,241,range_locked_width015,[],20642.34363802817,,,,,0,,0.0,,False,0,375.29791513333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,19,8,30,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,,218,5629.468727,40.0,constant,,0.09180362505139783
10,1,True,0,10,2,3,0,edge__adversarial-negative__69,edge__adversarial-negative,13,65,16,15,259,,bounded_transverse_width,,locked,46,0.04828099999999935,15,cached_distance_prefix_sum,0,0,,,True,0,0,65,3,0,0,3,2,241,fast_locked_width015,[],20642.34363802817,,,,,0,,0.0,,False,0,375.29791513333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,19,8,30,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,,218,5629.468727,40.0,constant,,0.048327957978472114
21,2,True,0,21,6,6,0,edge__adversarial-negative__69,edge__adversarial-negative,9,6,15,15,295,,bounded_transverse_width,,arc,56,0.0854360000000014,15,,0,0,,,False,0,0,6,9,0,0,5,3,278,negative_arc05_width015,[],23166.869810432196,12,0,0,0,0,,0.0,,False,0,423.2915972,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,10,2,22,9,34,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,251,6349.373958,40.0,constant,,0.08549658296396956
21,2,True,0,21,6,6,0,edge__adversarial-negative__69,edge__adversarial-negative,9,6,15,15,295,,bounded_transverse_width,,arc,56,0.058140000000001635,15,cached_distance_prefix_sum,0,0,,,False,0,0,6,9,0,0,5,3,278,fast_negative_arc05_width015,[],23166.869810432196,12,0,0,0,0,,0.0,,False,0,423.2915972,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,10,2,22,9,34,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,251,6349.373958,40.0,constant,,0.05819179199170321
20,4,True,0,20,1,5,1,edge__adversarial-negative__70,edge__adversarial-negative,9,0,14,10,346,,bounded_transverse_width,,arc,49,0.04908900000000216,10,,0,0,,,False,0,0,0,4,0,0,4,3,330,range_arc05_width015,[],19798.655505703966,,,,,0,,0.0,,False,0,597.9731101,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,10,2,0,4,27,10,ordinary,22,full_coverage_and_all_discovered_cleared,,308,5979.731101,40.0,constant,,0.049132084008306265
20,4,True,0,20,1,5,1,edge__adversarial-negative__70,edge__adversarial-negative,9,0,14,10,346,,bounded_transverse_width,,arc,49,0.036864999999998815,10,cached_distance_prefix_sum,0,0,,,False,0,0,0,4,0,0,4,3,330,fast_arc05_width015,[],19798.655505703966,,,,,0,,0.0,,False,0,597.9731101,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,10,2,0,4,27,10,ordinary,22,full_coverage_and_all_discovered_cleared,,308,5979.731101,40.0,constant,,0.03687687503406778
8,1,True,0,8,1,3,0,edge__adversarial-negative__70,edge__adversarial-negative,9,52,12,10,345,,bounded_transverse_width,,locked,39,0.05203200000000052,10,,0,0,,,True,0,0,52,2,0,0,2,2,331,range_locked_width015,[],20055.396444471105,,,,,0,,0.0,,False,0,603.2079291,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,4,9,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,,310,6032.079291,40.0,constant,,0.052074500010348856
8,1,True,0,8,1,3,0,edge__adversarial-negative__70,edge__adversarial-negative,9,52,12,10,345,,bounded_transverse_width,,locked,39,0.03438799999999986,10,cached_distance_prefix_sum,0,0,,,True,0,0,52,2,0,0,2,2,331,fast_locked_width015,[],20055.396444471105,,,,,0,,0.0,,False,0,603.2079291,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,4,9,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,,310,6032.079291,40.0,constant,,0.03440075000980869
20,4,True,0,20,1,5,1,edge__adversarial-negative__70,edge__adversarial-negative,9,0,14,10,346,,bounded_transverse_width,,arc,49,0.05589600000000061,10,,0,0,,,False,0,0,0,4,0,0,4,3,330,negative_arc05_width015,[],19798.655505703966,12,0,0,0,0,,0.0,,False,0,597.9731101,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,10,2,0,4,27,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,308,5979.731101,40.0,constant,,0.0559630420175381
20,4,True,0,20,1,5,1,edge__adversarial-negative__70,edge__adversarial-negative,9,0,14,10,346,,bounded_transverse_width,,arc,49,0.044019999999999726,10,cached_distance_prefix_sum,0,0,,,False,0,0,0,4,0,0,4,3,330,fast_negative_arc05_width015,[],19798.655505703966,12,0,0,0,0,,0.0,,False,0,597.9731101,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,10,2,0,4,27,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,308,5979.731101,40.0,constant,,0.044050667027477175
14,1,True,0,14,0,0,0,edge__adversarial-negative__71,edge__adversarial-negative,12,17,12,12,337,,bounded_transverse_width,,arc,47,0.045756000000000796,12,,0,0,,,False,0,0,17,0,0,0,3,3,323,range_arc05_width015,[],21787.248185217326,,,,,0,,0.0,,False,0,527.5374696666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,12,1,1,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,,298,6330.449636,40.0,constant,,0.04578041599597782
14,1,True,0,14,0,0,0,edge__adversarial-negative__71,edge__adversarial-negative,12,17,12,12,337,,bounded_transverse_width,,arc,47,0.036795000000001465,12,cached_distance_prefix_sum,0,0,,,False,0,0,17,0,0,0,3,3,323,fast_arc05_width015,[],21787.248185217326,,,,,0,,0.0,,False,0,527.5374696666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,12,1,1,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,,298,6330.449636,40.0,constant,,0.03681645798496902
16,3,True,0,16,1,2,1,edge__adversarial-negative__71,edge__adversarial-negative,11,48,13,12,317,,bounded_transverse_width,,locked,48,0.07032099999999986,12,,0,0,,,True,0,0,48,6,0,0,3,2,302,range_locked_width015,[],20785.28903349174,,,,,0,,0.0,,False,0,500.83815066666665,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,8,10,15,6,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,,280,6010.057808,40.0,constant,,0.07036112499190494
16,3,True,0,16,1,2,1,edge__adversarial-negative__71,edge__adversarial-negative,11,48,13,12,317,,bounded_transverse_width,,locked,48,0.042660000000001475,12,cached_distance_prefix_sum,0,0,,,True,0,0,48,6,0,0,3,2,302,fast_locked_width015,[],20785.28903349174,,,,,0,,0.0,,False,0,500.83815066666665,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,8,10,15,6,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,,280,6010.057808,40.0,constant,,0.042691958020441234
14,1,True,0,14,0,0,0,edge__adversarial-negative__71,edge__adversarial-negative,12,17,12,12,337,,bounded_transverse_width,,arc,47,0.052095000000001335,12,,0,0,,,False,0,0,17,0,0,0,3,3,323,negative_arc05_width015,[],21787.248185217326,12,0,0,0,0,,0.0,,False,0,527.5374696666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,12,1,1,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,298,6330.449636,40.0,constant,,0.05214550002710894
14,1,True,0,14,0,0,0,edge__adversarial-negative__71,edge__adversarial-negative,12,17,12,12,337,,bounded_transverse_width,,arc,47,0.04261100000000084,12,cached_distance_prefix_sum,0,0,,,False,0,0,17,0,0,0,3,3,323,fast_negative_arc05_width015,[],21787.248185217326,12,0,0,0,0,,0.0,,False,0,527.5374696666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,12,1,1,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,298,6330.449636,40.0,constant,,0.04266362503403798
11,4,True,0,11,0,1,1,edge__adversarial-spatial__67,edge__adversarial-spatial,10,25,11,10,326,,bounded_transverse_width,,arc,40,0.05606999999999829,10,,0,0,,,False,0,0,25,2,0,0,5,3,313,range_arc05_width015,[],21664.85563563217,,,,,0,,0.0,,False,0,624.097113,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,6,4,7,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,,290,6240.97113,40.0,constant,,0.056123832997400314
11,4,True,0,11,0,1,1,edge__adversarial-spatial__67,edge__adversarial-spatial,10,25,11,10,326,,bounded_transverse_width,,arc,40,0.03673699999999869,10,cached_distance_prefix_sum,0,0,,,False,0,0,25,2,0,0,5,3,313,fast_arc05_width015,[],21664.85563563217,,,,,0,,0.0,,False,0,624.097113,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,6,4,7,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,,290,6240.97113,40.0,constant,,0.0367982080206275
13,3,True,0,13,0,2,1,edge__adversarial-spatial__67,edge__adversarial-spatial,10,30,12,10,336,,bounded_transverse_width,,locked,43,0.05340600000000251,10,,0,0,,,True,0,0,30,3,0,0,5,3,322,range_locked_width015,[],20859.047128701175,,,,,0,,0.0,,False,0,613.5809427,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,11,8,39,3,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,,298,6135.809427,40.0,constant,,0.053489166020881385
13,3,True,0,13,0,2,1,edge__adversarial-spatial__67,edge__adversarial-spatial,10,30,12,10,336,,bounded_transverse_width,,locked,43,0.03240700000000274,10,cached_distance_prefix_sum,0,0,,,True,0,0,30,3,0,0,5,3,322,fast_locked_width015,[],20859.047128701175,,,,,0,,0.0,,False,0,613.5809427,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,11,8,39,3,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,,298,6135.809427,40.0,constant,,0.032425542012788355
11,4,True,0,11,0,1,1,edge__adversarial-spatial__67,edge__adversarial-spatial,10,25,11,10,326,,bounded_transverse_width,,arc,40,0.06097400000000164,10,,0,0,,,False,0,0,25,2,0,0,5,3,313,negative_arc05_width015,[],21664.85563563217,12,0,0,0,0,,0.0,,False,0,624.097113,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,6,4,7,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,290,6240.97113,40.0,constant,,0.06103350000921637
11,4,True,0,11,0,1,1,edge__adversarial-spatial__67,edge__adversarial-spatial,10,25,11,10,326,,bounded_transverse_width,,arc,40,0.04121899999999812,10,cached_distance_prefix_sum,0,0,,,False,0,0,25,2,0,0,5,3,313,fast_negative_arc05_width015,[],21664.85563563217,12,0,0,0,0,,0.0,,False,0,624.097113,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,6,4,7,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,290,6240.97113,40.0,constant,,0.041261375008616596
16,2,True,0,16,0,4,0,edge__adversarial-spatial__68,edge__adversarial-spatial,15,0,19,15,304,,bounded_transverse_width,,arc,51,0.05515500000000273,15,,0,0,,,False,0,0,0,6,0,0,3,2,283,range_arc05_width015,[],23484.021082195373,,,,,0,,0.0,,False,0,430.72028113333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,1,10,6,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,,262,6460.804217,40.0,constant,,0.055185875040479004
16,2,True,0,16,0,4,0,edge__adversarial-spatial__68,edge__adversarial-spatial,15,0,19,15,304,,bounded_transverse_width,,arc,51,0.045580000000001064,15,cached_distance_prefix_sum,0,0,,,False,0,0,0,6,0,0,3,2,283,fast_arc05_width015,[],23484.021082195373,,,,,0,,0.0,,False,0,430.72028113333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,1,10,6,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,,262,6460.804217,40.0,constant,,0.045680541021283716
17,6,True,0,17,1,1,2,edge__adversarial-spatial__68,edge__adversarial-spatial,14,25,15,15,275,,bounded_transverse_width,,locked,50,0.09928700000000035,15,,0,0,,,True,0,0,25,5,0,0,5,3,258,range_locked_width015,[],22088.438830459872,,,,,0,,0.0,,False,0,401.04585099999997,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,12,1,50,7,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,,233,6015.687765,40.0,constant,,0.09937670797808096
17,6,True,0,17,1,1,2,edge__adversarial-spatial__68,edge__adversarial-spatial,14,25,15,15,275,,bounded_transverse_width,,locked,50,0.043785999999997216,15,cached_distance_prefix_sum,0,0,,,True,0,0,25,5,0,0,5,3,258,fast_locked_width015,[],22088.438830459872,,,,,0,,0.0,,False,0,401.04585099999997,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,12,1,50,7,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,,233,6015.687765,40.0,constant,,0.043814208009280264
16,2,True,0,16,0,4,0,edge__adversarial-spatial__68,edge__adversarial-spatial,15,0,19,15,304,,bounded_transverse_width,,arc,51,0.061059000000000196,15,,0,0,,,False,0,0,0,6,0,0,3,2,283,negative_arc05_width015,[],23484.021082195373,12,0,0,0,0,,0.0,,False,0,430.72028113333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,1,10,6,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,262,6460.804217,40.0,constant,,0.061103457992430776
16,2,True,0,16,0,4,0,edge__adversarial-spatial__68,edge__adversarial-spatial,15,0,19,15,304,,bounded_transverse_width,,arc,51,0.0470480000000002,15,cached_distance_prefix_sum,0,0,,,False,0,0,0,6,0,0,3,2,283,fast_negative_arc05_width015,[],23484.021082195373,12,0,0,0,0,,0.0,,False,0,430.72028113333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,1,10,6,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,262,6460.804217,40.0,constant,,0.0470819579786621
23,2,True,0,23,0,3,0,edge__adversarial-spatial__69,edge__adversarial-spatial,15,3,18,15,301,,bounded_transverse_width,,arc,58,0.0849669999999989,15,,0,0,,,False,0,0,3,10,0,0,4,3,281,range_arc05_width015,[],24108.889531287412,,,,,0,,0.0,,False,0,437.78519359999996,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,11,2,15,10,36,15,ordinary,22,full_coverage_and_all_discovered_cleared,,256,6566.777904,40.0,constant,,0.08504379098303616
23,2,True,0,23,0,3,0,edge__adversarial-spatial__69,edge__adversarial-spatial,15,3,18,15,301,,bounded_transverse_width,,arc,58,0.053733999999998616,15,cached_distance_prefix_sum,0,0,,,False,0,0,3,10,0,0,4,3,281,fast_arc05_width015,[],24108.889531287412,,,,,0,,0.0,,False,0,437.78519359999996,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,11,2,15,10,36,15,ordinary,22,full_coverage_and_all_discovered_cleared,,256,6566.777904,40.0,constant,,0.05373512499500066
6,0,True,0,6,1,1,0,edge__adversarial-spatial__69,edge__adversarial-spatial,14,50,15,15,252,,bounded_transverse_width,,locked,43,0.0954759999999979,15,,0,0,,,True,0,0,50,4,0,0,2,2,235,range_locked_width015,[],20627.559186793704,,,,,0,,0.0,,False,0,372.6341223333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,14,8,52,4,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,,214,5589.511835,40.0,constant,,0.0955807919963263
6,0,True,0,6,1,1,0,edge__adversarial-spatial__69,edge__adversarial-spatial,14,50,15,15,252,,bounded_transverse_width,,locked,43,0.04420299999999955,15,cached_distance_prefix_sum,0,0,,,True,0,0,50,4,0,0,2,2,235,fast_locked_width015,[],20627.559186793704,,,,,0,,0.0,,False,0,372.6341223333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,14,8,52,4,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,,214,5589.511835,40.0,constant,,0.04423975001554936
23,2,True,0,23,0,3,0,edge__adversarial-spatial__69,edge__adversarial-spatial,15,3,18,15,301,,bounded_transverse_width,,arc,58,0.09078099999999978,15,,0,0,,,False,0,0,3,10,0,0,4,3,281,negative_arc05_width015,[],24108.889531287412,12,0,0,0,0,,0.0,,False,0,437.78519359999996,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,11,2,15,10,36,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,256,6566.777904,40.0,constant,,0.09083099995041266
23,2,True,0,23,0,3,0,edge__adversarial-spatial__69,edge__adversarial-spatial,15,3,18,15,301,,bounded_transverse_width,,arc,58,0.060572000000000514,15,cached_distance_prefix_sum,0,0,,,False,0,0,3,10,0,0,4,3,281,fast_negative_arc05_width015,[],24108.889531287412,12,0,0,0,0,,0.0,,False,0,437.78519359999996,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,11,2,15,10,36,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,256,6566.777904,40.0,constant,,0.06062616698909551
20,1,True,0,20,0,4,0,edge__adversarial-spatial__70,edge__adversarial-spatial,10,0,14,10,338,,bounded_transverse_width,,arc,51,0.04887599999999992,10,,0,0,,,False,0,0,0,7,0,0,4,3,322,range_arc05_width015,[],20402.679621999338,,,,,0,,0.0,,False,0,605.1535925999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,2,1,14,10,29,10,ordinary,22,full_coverage_and_all_discovered_cleared,,299,6051.535926,40.0,constant,,0.04892020899569616
