active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,negative_history_limit,negative_hull_inconsistent_cuts,negative_hull_updates,negative_shadow_cuts,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,success_history_limit,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
18,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,0,20,10,159,1.0,,,locked,17,0.022809999999999775,10,,0,10,False,,True,,0,0,,0,0,,,137,range_locked_area7,[],16270.338650856074,,,,,0,64.84469337092868,0.0,10,,,414.7067727,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,242,1.0,6,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,128,4147.067727,,,True,0.022830083966255188
18,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,0,20,10,159,1.0,,,locked,17,0.022375000000000256,10,cached_distance_prefix_sum,0,10,False,,True,,0,0,,0,0,,,137,fast_locked_area7,[],16270.338650856074,,,,,0,64.84469337092868,0.0,10,,,414.7067727,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,242,1.0,6,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,128,4147.067727,,,True,0.022390083002392203
20,0,True,0,0,0,0,0,boundary_min__n10__negative,boundary_min,10,0,18,10,161,1.0,,,locked,17,0.026181000000000232,10,,0,8,False,,True,,0,0,,0,0,,,141,range_locked_area7,[],16345.637747793595,,,,,0,88.20833074063503,0.0,10,,,417.6127553,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,243,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,128,4176.127553,,,True,0.026203875022474676
20,0,True,0,0,0,0,0,boundary_min__n10__negative,boundary_min,10,0,18,10,161,1.0,,,locked,17,0.025128000000000483,10,cached_distance_prefix_sum,0,8,False,,True,,0,0,,0,0,,,141,fast_locked_area7,[],16345.637747793595,,,,,0,88.20833074063503,0.0,10,,,417.6127553,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,243,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,128,4176.127553,,,True,0.025134291034191847
21,0,True,0,0,0,0,0,boundary_min__n10__spatial,boundary_min,10,0,18,10,164,1.0,,,locked,17,0.02693499999999993,10,,0,8,False,,True,,0,0,,0,0,,,144,range_locked_area7,[],16375.926316972276,,,,,0,136.2308129062458,0.0,10,,,420.0185263,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,244,1.0,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,131,4200.185263,,,True,0.026979792048223317
21,0,True,0,0,0,0,0,boundary_min__n10__spatial,boundary_min,10,0,18,10,164,1.0,,,locked,17,0.027136000000000493,10,cached_distance_prefix_sum,0,8,False,,True,,0,0,,0,0,,,144,fast_locked_area7,[],16375.926316972276,,,,,0,136.2308129062458,0.0,10,,,420.0185263,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",,3,244,1.0,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,131,4200.185263,,,True,0.027143499988596886
16,0,True,0,0,0,0,0,boundary_min__n16__positive,boundary_min,11,0,26,16,163,1.0,,,locked,23,0.027867999999999782,16,,5,15,False,,True,,0,0,,0,0,,,135,range_locked_area7,[],18842.882165616586,,,,,0,78.13788411083866,0.0,11,,,292.411026875,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,245,1.0,22,,0,,,16,stress,7,public_upper_bound_16,,125,4678.57643,,,True,0.02787958300905302
16,0,True,0,0,0,0,0,boundary_min__n16__positive,boundary_min,11,0,26,16,163,1.0,,,locked,23,0.0275129999999999,16,cached_distance_prefix_sum,5,15,False,,True,,0,0,,0,0,,,135,fast_locked_area7,[],18842.882165616586,,,,,0,78.13788411083866,0.0,11,,,292.411026875,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,245,1.0,22,,0,,,16,stress,7,public_upper_bound_16,,125,4678.57643,,,True,0.02751720795640722
17,0,True,0,0,0,0,0,boundary_min__n16__negative,boundary_min,12,0,24,16,163,1.0,,,locked,23,0.031202000000000396,16,,4,12,False,,True,,0,0,,0,0,,,137,range_locked_area7,[],18950.724990265524,,,,,0,96.03611370364278,0.0,12,,,294.0090623125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,246,1.0,23,,0,,,16,stress,7,public_upper_bound_16,,125,4704.144997,,,True,0.031234625028446317
17,0,True,0,0,0,0,0,boundary_min__n16__negative,boundary_min,12,0,24,16,163,1.0,,,locked,23,0.03693200000000019,16,cached_distance_prefix_sum,4,12,False,,True,,0,0,,0,0,,,137,fast_locked_area7,[],18950.724990265524,,,,,0,96.03611370364278,0.0,12,,,294.0090623125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,246,1.0,23,,0,,,16,stress,7,public_upper_bound_16,,125,4704.144997,,,True,0.04349479195661843
16,0,True,0,0,0,0,0,boundary_min__n16__spatial,boundary_min,14,0,24,16,160,1.0,,,locked,23,0.02968599999999988,16,,2,10,False,,True,,0,0,,0,0,,,134,range_locked_area7,[],18890.778740534148,,,,,0,171.08333705979226,0.0,14,,,292.3222343125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,247,1.0,21,,0,,,16,stress,7,public_upper_bound_16,,125,4677.155749,,,True,0.029720749997068197
16,0,True,0,0,0,0,0,boundary_min__n16__spatial,boundary_min,14,0,24,16,160,1.0,,,locked,23,0.029274000000000022,16,cached_distance_prefix_sum,2,10,False,,True,,0,0,,0,0,,,134,fast_locked_area7,[],18890.778740534148,,,,,0,171.08333705979226,0.0,14,,,292.3222343125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",,3,247,1.0,21,,0,,,16,stress,7,public_upper_bound_16,,125,4677.155749,,,True,0.029307999997399747
10,0,True,0,0,0,0,0,near_collinear_min__n10__positive,near_collinear_min,8,0,16,10,135,1.0,,,locked,17,0.02288400000000035,10,,2,8,False,,True,,0,0,,0,0,,,117,range_locked_area7,[],11501.833077417983,,,,,0,93.46111572978396,0.0,8,,,306.3366615,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,3,248,1.0,2,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,110,3063.366615,,,True,0.022882958000991493
10,0,True,0,0,0,0,0,near_collinear_min__n10__positive,near_collinear_min,8,0,16,10,135,1.0,,,locked,17,0.019995999999999903,10,cached_distance_prefix_sum,2,8,False,,True,,0,0,,0,0,,,117,fast_locked_area7,[],11501.833077417983,,,,,0,93.46111572978396,0.0,8,,,306.3366615,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,3,248,1.0,2,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,110,3063.366615,,,True,0.019995874958112836
8,0,True,0,0,0,0,0,near_collinear_min__n10__negative,near_collinear_min,8,0,14,10,131,1.0,,,locked,17,0.02088399999999968,10,,2,6,False,,True,,0,0,,0,0,,,115,range_locked_area7,[],11575.81524441126,,,,,0,96.12042962951335,0.0,8,,,306.1163051,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,3,249,1.0,4,,1,,,10,stress,7,full_coverage_and_all_discovered_cleared,,109,3061.163051,,,True,0.020900167000945657
8,0,True,0,0,0,0,0,near_collinear_min__n10__negative,near_collinear_min,8,0,14,10,131,1.0,,,locked,17,0.018632999999999456,10,cached_distance_prefix_sum,2,6,False,,True,,0,0,,0,0,,,115,fast_locked_area7,[],11575.81524441126,,,,,0,96.12042962951335,0.0,8,,,306.1163051,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,3,249,1.0,4,,1,,,10,stress,7,full_coverage_and_all_discovered_cleared,,109,3061.163051,,,True,0.01863237499492243
8,0,True,0,0,0,0,0,near_collinear_min__n10__spatial,near_collinear_min,8,0,14,10,131,1.0,,,locked,17,0.020621000000000222,10,,2,6,False,,True,,0,0,,0,0,,,115,range_locked_area7,[],11661.375408402551,,,,,0,82.69557153370494,0.0,8,,,307.8275084,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,3,250,1.0,4,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,109,3078.275084,,,True,0.02062475000275299
8,0,True,0,0,0,0,0,near_collinear_min__n10__spatial,near_collinear_min,8,0,14,10,131,1.0,,,locked,17,0.018475999999999715,10,cached_distance_prefix_sum,2,6,False,,True,,0,0,,0,0,,,115,fast_locked_area7,[],11661.375408402551,,,,,0,82.69557153370494,0.0,8,,,307.8275084,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",,3,250,1.0,4,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,109,3078.275084,,,True,0.018496874952688813
8,0,True,0,0,0,0,0,near_collinear_min__n16__positive,near_collinear_min,12,0,20,16,116,1.0,,,locked,21,0.03632900000000028,16,,4,8,False,,True,,0,0,,0,2,,,94,range_locked_area7,[],9702.240321194678,,,,,0,113.40009602987374,0.0,12,,,162.028003875,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,251,1.0,10,,0,,,16,stress,5,public_upper_bound_16,,90,2592.448062,,,True,0.03633412503404543
8,0,True,0,0,0,0,0,near_collinear_min__n16__positive,near_collinear_min,12,0,20,16,116,1.0,,,locked,21,0.027018999999999238,16,cached_distance_prefix_sum,4,8,False,,True,,0,0,,0,2,,,94,fast_locked_area7,[],9702.240321194678,,,,,0,113.40009602987374,0.0,12,,,162.028003875,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,251,1.0,10,,0,,,16,stress,5,public_upper_bound_16,,90,2592.448062,,,True,0.027035957959014922
11,0,True,0,0,0,0,0,near_collinear_min__n16__negative,near_collinear_min,14,0,21,16,118,1.0,,,locked,21,0.03275399999999973,16,,2,7,False,,True,,0,0,,0,2,,,95,range_locked_area7,[],10512.216898076676,,,,,0,145.52433022020006,0.0,14,,,172.59021125,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,252,1.0,12,,0,,,16,stress,5,public_upper_bound_16,,89,2761.44338,,,True,0.032808124960865825
11,0,True,0,0,0,0,0,near_collinear_min__n16__negative,near_collinear_min,14,0,21,16,118,1.0,,,locked,21,0.02848700000000015,16,cached_distance_prefix_sum,2,7,False,,True,,0,0,,0,2,,,95,fast_locked_area7,[],10512.216898076676,,,,,0,145.52433022020006,0.0,14,,,172.59021125,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,252,1.0,12,,0,,,16,stress,5,public_upper_bound_16,,89,2761.44338,,,True,0.028504541027359664
9,0,True,0,0,0,0,0,near_collinear_min__n16__spatial,near_collinear_min,11,0,19,16,114,1.0,,,locked,21,0.032263000000000375,16,,5,8,False,,True,,0,0,,0,2,,,93,range_locked_area7,[],10515.637464723384,,,,,0,123.35127129963541,0.0,11,,,171.44546825,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,253,1.0,12,,0,,,16,stress,5,public_upper_bound_16,,86,2743.127492,,,True,0.032286500034388155
9,0,True,0,0,0,0,0,near_collinear_min__n16__spatial,near_collinear_min,11,0,19,16,114,1.0,,,locked,21,0.027021999999999657,16,cached_distance_prefix_sum,5,8,False,,True,,0,0,,0,2,,,93,fast_locked_area7,[],10515.637464723384,,,,,0,123.35127129963541,0.0,11,,,171.44546825,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",,3,253,1.0,12,,0,,,16,stress,5,public_upper_bound_16,,86,2743.127492,,,True,0.02704041701508686
7,0,True,0,0,0,0,0,unknown_count_late__n10__positive,unknown_count_late,9,0,14,10,116,1.0,,,locked,17,0.021145999999999887,10,,1,5,False,,True,,0,0,,0,0,,,100,range_locked_area7,[],11884.691000380619,,,,,0,47.48884573850045,0.0,9,,,303.09382,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,254,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,92,3030.9382,,,True,0.021169082960113883
7,0,True,0,0,0,0,0,unknown_count_late__n10__positive,unknown_count_late,9,0,14,10,116,1.0,,,locked,17,0.017846999999999724,10,cached_distance_prefix_sum,1,5,False,,True,,0,0,,0,0,,,100,fast_locked_area7,[],11884.691000380619,,,,,0,47.48884573850045,0.0,9,,,303.09382,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,254,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,92,3030.9382,,,True,0.01784770900849253
6,0,True,0,0,0,0,0,unknown_count_late__n10__negative,unknown_count_late,10,0,14,10,112,1.0,,,locked,17,0.02009900000000009,10,,0,4,False,,True,,0,0,,0,0,,,96,range_locked_area7,[],10850.756445539035,,,,,0,82.66516442070244,0.0,10,,,280.215129,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,255,1.0,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,90,2802.15129,,,True,0.02016454201657325
6,0,True,0,0,0,0,0,unknown_count_late__n10__negative,unknown_count_late,10,0,14,10,112,1.0,,,locked,17,0.01731299999999969,10,cached_distance_prefix_sum,0,4,False,,True,,0,0,,0,0,,,96,fast_locked_area7,[],10850.756445539035,,,,,0,82.66516442070244,0.0,10,,,280.215129,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,255,1.0,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,90,2802.15129,,,True,0.01731266698334366
5,0,True,0,0,0,0,0,unknown_count_late__n10__spatial,unknown_count_late,8,0,13,10,110,1.0,,,locked,17,0.0199480000000003,10,,2,5,False,,True,,0,0,,0,0,,,95,range_locked_area7,[],10764.279519075886,,,,,0,57.40177251244815,0.0,8,,,277.58559030000004,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,256,1.0,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,89,2775.855903,,,True,0.019964625011198223
5,0,True,0,0,0,0,0,unknown_count_late__n10__spatial,unknown_count_late,8,0,13,10,110,1.0,,,locked,17,0.016458000000000084,10,cached_distance_prefix_sum,2,5,False,,True,,0,0,,0,0,,,95,fast_locked_area7,[],10764.279519075886,,,,,0,57.40177251244815,0.0,8,,,277.58559030000004,"[2, 3, 4, 5, 10, 11, 13, 14, 17, 20]",,3,256,1.0,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,,89,2775.855903,,,True,0.016464583983179182
5,0,True,0,0,0,0,0,unknown_count_late__n16__positive,unknown_count_late,13,0,19,16,71,1.0,,,locked,18,0.043058999999999514,16,,3,6,False,,True,,0,0,,0,5,,,50,range_locked_area7,[],6518.095917334877,,,,,0,123.81722705218048,0.0,13,,,105.476199,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,257,1.0,17,,1,,,16,stress,2,public_upper_bound_16,,45,1687.619184,,,True,0.04312329099047929
5,0,True,0,0,0,0,0,unknown_count_late__n16__positive,unknown_count_late,13,0,19,16,71,1.0,,,locked,18,0.025898999999999894,16,cached_distance_prefix_sum,3,6,False,,True,,0,0,,0,5,,,50,fast_locked_area7,[],6518.095917334877,,,,,0,123.81722705218048,0.0,13,,,105.476199,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,257,1.0,17,,1,,,16,stress,2,public_upper_bound_16,,45,1687.619184,,,True,0.025910000025760382
5,0,True,0,0,0,0,0,unknown_count_late__n16__negative,unknown_count_late,14,0,19,16,72,1.0,,,locked,18,0.04376800000000003,16,,2,5,False,,True,,0,0,,0,5,,,51,range_locked_area7,[],6536.9510601209,,,,,0,123.16990065006587,0.0,14,,,106.21188825,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,258,1.0,18,,1,,,16,stress,2,public_upper_bound_16,,48,1699.390212,,,True,0.043818708043545485
5,0,True,0,0,0,0,0,unknown_count_late__n16__negative,unknown_count_late,14,0,19,16,72,1.0,,,locked,18,0.026396999999999338,16,cached_distance_prefix_sum,2,5,False,,True,,0,0,,0,5,,,51,fast_locked_area7,[],6536.9510601209,,,,,0,123.16990065006587,0.0,14,,,106.21188825,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,258,1.0,18,,1,,,16,stress,2,public_upper_bound_16,,48,1699.390212,,,True,0.026397665962576866
8,0,True,0,0,0,0,0,unknown_count_late__n16__spatial,unknown_count_late,15,0,20,16,71,1.0,,,locked,18,0.04410200000000053,16,,1,5,False,,True,,0,0,,0,5,,,49,range_locked_area7,[],6638.6267747767015,,,,,0,159.53395751977632,0.0,15,,,106.857834625,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,259,1.0,15,,3,,,16,stress,2,public_upper_bound_16,,45,1709.725354,,,True,0.04414079099660739
8,0,True,0,0,0,0,0,unknown_count_late__n16__spatial,unknown_count_late,15,0,20,16,71,1.0,,,locked,18,0.027444000000000024,16,cached_distance_prefix_sum,1,5,False,,True,,0,0,,0,5,,,49,fast_locked_area7,[],6638.6267747767015,,,,,0,159.53395751977632,0.0,15,,,106.857834625,"[2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,259,1.0,15,,3,,,16,stress,2,public_upper_bound_16,,45,1709.725354,,,True,0.027501582982949913
10,1,True,0,10,3,3,0,uniform__iid__67,uniform__iid,7,28,10,10,299,,bounded_transverse_width,,arc,41,0.051598000000000255,10,,0,0,,,False,0,0,28,4,0,0,3,2,287,range_arc05_width015,[],20365.908164953118,,,,,0,,0.0,,False,0,582.2181628999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,8,4,0,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,,264,5822.181629,40.0,constant,,0.0516325409989804
10,1,True,0,10,3,3,0,uniform__iid__67,uniform__iid,7,28,10,10,299,,bounded_transverse_width,,arc,41,0.03563200000000055,10,cached_distance_prefix_sum,0,0,,,False,0,0,28,4,0,0,3,2,287,fast_arc05_width015,[],20365.908164953118,,,,,0,,0.0,,False,0,582.2181628999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,8,4,0,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,,264,5822.181629,40.0,constant,,0.03567087498959154
7,1,True,0,7,1,1,0,uniform__iid__67,uniform__iid,9,33,10,10,320,,bounded_transverse_width,,locked,38,0.03517900000000029,10,,0,0,,,True,0,0,33,4,0,0,3,2,308,range_locked_width015,[],22011.904280567767,,,,,0,,0.0,,False,0,627.8380856,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,4,3,4,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,,286,6278.380856,40.0,constant,,0.0351924590067938
7,1,True,0,7,1,1,0,uniform__iid__67,uniform__iid,9,33,10,10,320,,bounded_transverse_width,,locked,38,0.02676799999999968,10,cached_distance_prefix_sum,0,0,,,True,0,0,33,4,0,0,3,2,308,fast_locked_width015,[],22011.904280567767,,,,,0,,0.0,,False,0,627.8380856,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,4,3,4,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,,286,6278.380856,40.0,constant,,0.02677841595141217
10,1,True,0,10,3,3,0,uniform__iid__67,uniform__iid,7,28,10,10,299,,bounded_transverse_width,,arc,41,0.05650699999999986,10,,0,0,,,False,0,0,28,4,0,0,3,2,287,negative_arc05_width015,[],20365.908164953118,12,0,0,0,0,,0.0,,False,0,582.2181628999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,8,4,0,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,264,5822.181629,40.0,constant,,0.05658145801862702
10,1,True,0,10,3,3,0,uniform__iid__67,uniform__iid,7,28,10,10,299,,bounded_transverse_width,,arc,41,0.03944100000000006,10,cached_distance_prefix_sum,0,0,,,False,0,0,28,4,0,0,3,2,287,fast_negative_arc05_width015,[],20365.908164953118,12,0,0,0,0,,0.0,,False,0,582.2181628999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,8,4,0,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,264,5822.181629,40.0,constant,,0.03947025001980364
20,3,True,0,20,3,3,1,uniform__iid__68,uniform__iid,12,22,15,15,273,,bounded_transverse_width,,arc,55,0.06980900000000023,15,,0,0,,,False,0,0,22,5,0,0,3,3,256,range_arc05_width015,[],23108.235111800113,,,,,0,,0.0,,False,0,413.9098014666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,21,6,20,5,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,,232,6208.647022,40.0,constant,,0.06988175003789365
20,3,True,0,20,3,3,1,uniform__iid__68,uniform__iid,12,22,15,15,273,,bounded_transverse_width,,arc,55,0.050047999999999426,15,cached_distance_prefix_sum,0,0,,,False,0,0,22,5,0,0,3,3,256,fast_arc05_width015,[],23108.235111800113,,,,,0,,0.0,,False,0,413.9098014666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,21,6,20,5,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,,232,6208.647022,40.0,constant,,0.050072833022568375
8,2,True,0,8,5,5,1,uniform__iid__68,uniform__iid,10,24,15,15,240,,bounded_transverse_width,,locked,44,0.06450600000000062,15,,0,0,,,True,0,0,24,4,0,0,3,2,223,range_locked_width015,[],22047.43075760243,,,,,0,,0.0,,False,0,386.5657432,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,28,4,3,4,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,,199,5798.486148,40.0,constant,,0.06453324999893084
8,2,True,0,8,5,5,1,uniform__iid__68,uniform__iid,10,24,15,15,240,,bounded_transverse_width,,locked,44,0.037960999999999245,15,cached_distance_prefix_sum,0,0,,,True,0,0,24,4,0,0,3,2,223,fast_locked_width015,[],22047.43075760243,,,,,0,,0.0,,False,0,386.5657432,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,28,4,3,4,22,15,ordinary,22,full_coverage_and_all_discovered_cleared,,199,5798.486148,40.0,constant,,0.03800483397208154
20,3,True,0,20,3,3,1,uniform__iid__68,uniform__iid,12,22,15,15,273,,bounded_transverse_width,,arc,55,0.07691399999999948,15,,0,0,,,False,0,0,22,5,0,0,3,3,256,negative_arc05_width015,[],23108.235111800113,12,0,0,0,0,,0.0,,False,0,413.9098014666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,21,6,20,5,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,232,6208.647022,40.0,constant,,0.07702316698851064
20,3,True,0,20,3,3,1,uniform__iid__68,uniform__iid,12,22,15,15,273,,bounded_transverse_width,,arc,55,0.06064199999999964,15,cached_distance_prefix_sum,0,0,,,False,0,0,22,5,0,0,3,3,256,fast_negative_arc05_width015,[],23108.235111800113,12,0,0,0,0,,0.0,,False,0,413.9098014666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,21,6,20,5,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,232,6208.647022,40.0,constant,,0.060744125046767294
12,2,True,0,12,5,5,1,uniform__iid__69,uniform__iid,10,19,15,15,240,,bounded_transverse_width,,arc,48,0.07820800000000006,15,,0,0,,,False,0,0,19,6,0,0,4,3,223,range_arc05_width015,[],25545.788982773574,,,,,0,,0.0,,False,0,433.2771862,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,24,0,17,6,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,,200,6499.157793,40.0,constant,,0.0782682080171071
12,2,True,0,12,5,5,1,uniform__iid__69,uniform__iid,10,19,15,15,240,,bounded_transverse_width,,arc,48,0.05060200000000048,15,cached_distance_prefix_sum,0,0,,,False,0,0,19,6,0,0,4,3,223,fast_arc05_width015,[],25545.788982773574,,,,,0,,0.0,,False,0,433.2771862,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,24,0,17,6,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,,200,6499.157793,40.0,constant,,0.050632124999538064
5,1,True,0,5,5,5,0,uniform__iid__69,uniform__iid,10,33,15,15,237,,bounded_transverse_width,,locked,41,0.06948299999999996,15,,0,0,,,True,0,0,33,1,0,0,2,2,220,range_locked_width015,[],22359.20184193586,,,,,0,,0.0,,False,0,389.4560242,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,27,0,3,1,19,15,ordinary,22,full_coverage_and_all_discovered_cleared,,195,5841.840363,40.0,constant,,0.06953650002833456
5,1,True,0,5,5,5,0,uniform__iid__69,uniform__iid,10,33,15,15,237,,bounded_transverse_width,,locked,41,0.043402000000000385,15,cached_distance_prefix_sum,0,0,,,True,0,0,33,1,0,0,2,2,220,fast_locked_width015,[],22359.20184193586,,,,,0,,0.0,,False,0,389.4560242,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,27,0,3,1,19,15,ordinary,22,full_coverage_and_all_discovered_cleared,,195,5841.840363,40.0,constant,,0.04341616603778675
12,2,True,0,12,5,5,1,uniform__iid__69,uniform__iid,10,19,15,15,240,,bounded_transverse_width,,arc,48,0.08189000000000046,15,,0,0,,,False,0,0,19,6,0,0,4,3,223,negative_arc05_width015,[],25545.788982773574,12,0,0,0,0,,0.0,,False,0,433.2771862,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,24,0,17,6,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,200,6499.157793,40.0,constant,,0.08193912502611056
