active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,cpu_s,discovered_channels,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,forced_continuations,inconsistent_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
23,0,True,,,,,,uniform__smooth__112,uniform__smooth,13,13,13,138,,,,0.17553299999999972,13,,,,,,0,6.77499920129776e-05,,,,,,123,peer_layout9_proxy,[],22348.721909243315,0,,0.0,,,,404.44187553846155,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,3,112,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,108,5257.744382,,,,0.17563637503189966
6,0,True,0,0,0,0,0,uniform__smooth__112,uniform__smooth,7,14,13,139,,,,0.026009999999999422,13,6,7,,,,0,6.558297900483012e-05,,20,0,,,123,clearance7,[],11556.368338805776,0,54.657698756845434,0.0,7,,,239.25182053846154,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,3,112,17,,1,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,116,3110.273667,,,,0.02604316599899903
6,0,True,0,0,0,0,0,uniform__smooth__112,uniform__smooth,6,14,13,139,1.0,,,0.02555800000000019,13,7,8,False,,,0,7.137499051168561e-05,,20,0,,,123,area_return1_7,[],11613.449957819881,0,52.13190694662312,0.0,6,,,240.12999930769232,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,3,112,17,,1,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,116,3121.689991,,,True,0.025577083986718208
6,0,True,0,0,0,0,0,uniform__smooth__112,uniform__smooth,8,14,13,139,1.0,,,0.030522999999999634,13,5,6,True,,,0,7.000000914558768e-05,,20,0,,,123,expanded_area_return1_7,[],11892.403710723669,0,44.70584726669712,0.0,8,,,244.2677493846154,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,3,112,17,,1,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,114,3175.480742,,,True,0.03053837502375245
17,0,True,,,,,,uniform__smooth__113,uniform__smooth,10,10,10,155,,,,0.14213500000000057,10,,,,,,0,7.245800225064158e-05,,,,,,143,peer_layout9_proxy,[],17342.228571953863,0,,0.0,,,,436.6445717,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,3,113,,,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,133,4366.445717,,,,0.1422597499913536
4,0,True,0,0,0,0,0,uniform__smooth__113,uniform__smooth,3,10,10,136,,,,0.017563999999999247,10,7,7,,,,0,5.9582991525530815e-05,,17,0,,,124,clearance7,[],11814.333340001638,0,18.67402421134372,0.0,3,,,314.8866667,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,3,113,11,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,116,3148.866667,,,,0.017597500002011657
4,0,True,0,0,0,0,0,uniform__smooth__113,uniform__smooth,3,10,10,136,1.0,,,0.01749000000000045,10,7,7,False,,,0,6.887497147545218e-05,,17,0,,,124,area_return1_7,[],11814.333340001638,0,18.67402421134372,0.0,3,,,314.8866667,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,3,113,11,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,116,3148.866667,,,True,0.01749454200034961
5,0,True,0,0,0,0,0,uniform__smooth__113,uniform__smooth,5,11,10,137,1.0,,,0.021772000000000347,10,5,6,True,,,0,6.933300755918026e-05,,17,0,,,124,expanded_area_return1_7,[],11924.944167818749,0,29.777990963517325,0.0,5,,,317.39888340000005,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,3,113,10,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,116,3173.988834,,,True,0.0217862079734914
18,0,True,,,,,,uniform__smooth__114,uniform__smooth,11,11,11,141,,,,0.14113699999999962,11,,,,,,0,6.570795085281134e-05,,,,,,128,peer_layout9_proxy,[],18146.465126860498,0,,0.0,,,,403.75391136363635,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,3,114,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,117,4441.293025,,,,0.14119437499903142
5,0,True,0,0,0,0,0,uniform__smooth__114,uniform__smooth,4,11,11,134,,,,0.022979999999999556,11,7,7,,,,0,5.820801015943289e-05,,18,0,,,121,clearance7,[],12137.278305318625,0,34.42811456965205,0.0,4,,,290.9505146363636,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,3,114,17,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,113,3200.455661,,,,0.022979874978773296
5,0,True,0,0,0,0,0,uniform__smooth__114,uniform__smooth,4,11,11,134,1.0,,,0.02273099999999939,11,7,7,False,,,0,6.737496005371213e-05,,18,0,,,121,area_return1_7,[],12137.278305318625,0,34.42811456965205,0.0,4,,,290.9505146363636,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,3,114,17,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,113,3200.455661,,,True,0.022756082995329052
7,0,True,0,0,0,0,0,uniform__smooth__114,uniform__smooth,5,13,11,139,1.0,,,0.028351999999999933,11,6,8,True,,,0,6.929098162800074e-05,,18,0,,,124,expanded_area_return1_7,[],12395.823053604261,0,59.241674597084874,0.0,5,,,297.83314645454544,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,3,114,18,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,116,3276.164611,,,True,0.028362750017549843
22,0,True,,,,,,uniform__smooth__115,uniform__smooth,12,12,12,138,,,,0.18037299999999945,12,,,,,,0,6.59999786876142e-05,,,,,,124,peer_layout9_proxy,[],21230.300906924556,0,,0.0,,,,419.67168183333337,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,3,115,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,110,5036.060182,,,,0.18058195803314447
5,0,True,0,0,0,0,0,uniform__smooth__115,uniform__smooth,6,14,12,145,,,,0.025769999999999627,12,6,8,,,,0,5.962501745671034e-05,,19,0,,,129,clearance7,[],10791.459614148585,0,29.885020304703126,0.0,6,,,249.10766025,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,3,115,20,,5,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,120,2989.291923,,,,0.02579816698562354
5,0,True,0,0,0,0,0,uniform__smooth__115,uniform__smooth,6,14,12,145,1.0,,,0.026418999999999748,12,6,8,False,,,0,7.84999574534595e-05,,19,0,,,129,area_return1_7,[],10791.459614148585,0,29.885020304703126,0.0,6,,,249.10766025,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,3,115,20,,5,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,120,2989.291923,,,True,0.026422917027957737
5,0,True,0,0,0,0,0,uniform__smooth__115,uniform__smooth,6,14,12,143,1.0,,,0.028720999999999997,12,6,8,True,,,0,7.43329874239862e-05,,19,0,,,127,expanded_area_return1_7,[],10845.985204386656,0,27.140452815818744,0.0,6,,,248.93308658333333,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,3,115,18,,5,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,117,2987.197039,,,True,0.028767333016730845
28,0,True,,,,,,uniform__smooth__116,uniform__smooth,16,16,16,114,,,,0.22360399999999991,16,,,,,,0,7.912504952400923e-05,,,,,,96,peer_layout9_proxy,[],21632.450521661947,0,,0.0,,,,310.4681314375,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",,3,116,,,,,,16,ordinary,7,public_upper_bound_16,81,4967.490103,,,,0.22371525003109127
7,0,True,0,0,0,0,0,uniform__smooth__116,uniform__smooth,6,17,16,119,,,,0.028063000000000393,16,10,11,,,,0,5.858403164893389e-05,,21,2,,,100,clearance7,[],13607.593274341027,0,69.2419113495931,0.0,6,,,212.094916,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",,3,116,24,,4,,,16,ordinary,5,public_upper_bound_16,89,3393.518656,,,,0.02807729202322662
7,0,True,0,0,0,0,0,uniform__smooth__116,uniform__smooth,6,17,16,119,1.0,,,0.027625000000000455,16,10,11,False,,,0,6.775005022063851e-05,,21,2,,,100,area_return1_7,[],13349.36413913255,0,63.740093235822314,0.0,6,,,208.867051875,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",,3,116,24,,4,,,16,ordinary,5,public_upper_bound_16,89,3341.87283,,,True,0.027637665974907577
6,0,True,0,0,0,0,0,uniform__smooth__116,uniform__smooth,9,17,16,118,1.0,,,0.03219999999999956,16,7,8,True,,,0,6.529095117002726e-05,,21,2,,,99,expanded_area_return1_7,[],13444.949745290565,0,59.097044485037635,0.0,9,,,209.749372,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",,3,116,24,,4,,,16,ordinary,5,public_upper_bound_16,89,3355.989952,,,True,0.03223399998387322
19,0,True,,,,,,uniform__adversarial-positive__107,uniform__adversarial-positive,11,11,11,143,,,,0.15350200000000047,11,,,,,,0,6.450002547353506e-05,,,,,,130,peer_layout9_proxy,[],19325.55272763941,0,,0.0,,,,426.01004963636365,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",,3,107,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,116,4686.110546,,,,0.15356325003085658
5,0,True,0,0,0,0,0,uniform__adversarial-positive__107,uniform__adversarial-positive,6,13,11,131,,,,0.02058300000000024,11,5,7,,,,0,5.6500022765249014e-05,,18,0,,,116,clearance7,[],10289.473428057281,0,50.29817171824362,0.0,6,,,255.26315309090907,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",,3,107,15,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,109,2807.894684,,,,0.02059612504672259
5,0,True,0,0,0,0,0,uniform__adversarial-positive__107,uniform__adversarial-positive,6,13,11,131,1.0,,,0.02085999999999988,11,5,7,False,,,0,6.366701563820243e-05,,18,0,,,116,area_return1_7,[],10296.039627350778,0,45.97772648151118,0.0,6,,,255.38253854545454,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",,3,107,15,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,109,2809.207924,,,True,0.020859166979789734
5,0,True,0,0,0,0,0,uniform__adversarial-positive__107,uniform__adversarial-positive,6,13,11,132,1.0,,,0.023414999999999964,11,5,7,True,,,0,6.241595838218927e-05,,18,0,,,117,expanded_area_return1_7,[],10431.180265441268,0,41.940795505556835,0.0,6,,,258.29418663636363,"[2, 3, 5, 7, 9, 10, 11, 14, 16, 19, 20]",,3,107,16,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,109,2841.236053,,,True,0.02345258300192654
20,0,True,,,,,,uniform__adversarial-positive__108,uniform__adversarial-positive,11,11,11,144,,,,0.1673840000000002,11,,,,,,0,6.412499351426959e-05,,,,,,131,peer_layout9_proxy,[],17066.00491401789,0,,0.0,,,,385.5637257272727,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,3,108,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,118,4241.200983,,,,0.16756279102992266
9,0,True,0,0,0,0,0,uniform__adversarial-positive__108,uniform__adversarial-positive,7,14,11,141,,,,0.021918999999999578,11,4,7,,,,0,5.9416983276605606e-05,,18,0,,,125,clearance7,[],13450.849060811955,0,54.83255930849916,0.0,7,,,317.7427101818182,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,3,108,12,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,116,3495.169812,,,,0.0219388339901343
9,0,True,0,0,0,0,0,uniform__adversarial-positive__108,uniform__adversarial-positive,7,14,11,141,1.0,,,0.022079999999999878,11,4,7,False,,,0,6.608304101973772e-05,,18,0,,,125,area_return1_7,[],13450.849060811955,0,54.83255930849916,0.0,7,,,317.7427101818182,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,3,108,12,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,116,3495.169812,,,True,0.02208045800216496
9,0,True,0,0,0,0,0,uniform__adversarial-positive__108,uniform__adversarial-positive,7,14,11,141,1.0,,,0.0275300000000005,11,4,7,True,,,0,6.558297900483012e-05,,18,0,,,125,expanded_area_return1_7,[],13706.152604879211,0,46.33157632691338,0.0,7,,,322.38459263636366,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,3,108,12,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,116,3546.230519,,,True,0.02754825004376471
20,0,True,,,,,,uniform__adversarial-positive__109,uniform__adversarial-positive,12,12,12,146,,,,0.1638679999999999,12,,,,,,0,6.941700121387839e-05,,,,,,132,peer_layout9_proxy,[],21252.49139507912,0,,0.0,,,,424.20818983333334,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,3,109,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,120,5090.498278,,,,0.1639809170155786
13,0,True,0,0,0,0,0,uniform__adversarial-positive__109,uniform__adversarial-positive,12,19,12,157,,,,0.02986600000000017,12,0,7,,,,0,6.408302579075098e-05,,19,0,,,136,clearance7,[],11623.965967476184,0,85.83701273078215,0.0,12,,,267.48276625,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,3,109,20,,6,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,124,3209.793195,,,,0.02987254102481529
13,0,True,0,0,0,0,0,uniform__adversarial-positive__109,uniform__adversarial-positive,12,18,12,156,1.0,,,0.030140000000000278,12,0,6,False,,,0,7.075001485645771e-05,,19,0,,,136,area_return1_7,[],11458.352170365066,0,81.50132485771667,0.0,12,,,264.47253616666666,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,3,109,20,,6,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,124,3173.670434,,,True,0.03018491598777473
13,0,True,0,0,0,0,0,uniform__adversarial-positive__109,uniform__adversarial-positive,12,19,12,162,1.0,,,0.03510500000000061,12,0,7,True,,,0,7.175002247095108e-05,,19,0,,,141,expanded_area_return1_7,[],11463.097017617336,0,90.0397779806206,0.0,12,,,267.38495016666667,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,3,109,25,,6,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,130,3208.619402,,,True,0.035118874977342784
22,0,True,,,,,,uniform__adversarial-positive__110,uniform__adversarial-positive,13,13,13,131,,,,0.16908100000000026,13,,,,,,0,7.216702215373516e-05,,,,,,116,peer_layout9_proxy,[],22517.192755944252,0,,0.0,,,,403.95681176923074,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,3,110,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,103,5251.438553,,,,0.16924220795044675
10,0,True,0,0,0,0,0,uniform__adversarial-positive__110,uniform__adversarial-positive,9,17,13,168,,,,0.028202999999999534,13,4,8,,,,0,5.70000265724957e-05,,20,0,,,149,clearance7,[],11865.576295153835,0,81.90902855455731,0.0,9,,,256.5473275384615,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,3,110,40,,6,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,140,3335.115258,,,,0.028218624996952713
10,0,True,0,0,0,0,0,uniform__adversarial-positive__110,uniform__adversarial-positive,9,17,13,168,1.0,,,0.02770000000000028,13,4,8,False,,,0,7.179199019446969e-05,,20,0,,,149,area_return1_7,[],11829.590054863245,0,81.0631647855836,0.0,9,,,255.99369307692308,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,3,110,40,,6,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,140,3327.91801,,,True,0.027719375037122518
10,0,True,0,0,0,0,0,uniform__adversarial-positive__110,uniform__adversarial-positive,11,17,13,168,1.0,,,0.03370799999999985,13,2,6,True,,,0,7.712497608736157e-05,,20,0,,,149,expanded_area_return1_7,[],12174.326229749775,0,82.48130243061112,0.0,11,,,261.2973264615385,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,3,110,40,,6,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,140,3396.865244,,,True,0.033756707969587296
33,0,True,,,,,,uniform__adversarial-positive__111,uniform__adversarial-positive,16,16,16,109,,,,0.27200199999999963,16,,,,,,0,8.150003850460052e-05,,,,,,91,peer_layout9_proxy,[],23044.467961737304,0,,0.0,,,,325.9933495,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,3,111,,,,,,16,ordinary,6,public_upper_bound_16,72,5215.893592,,,,0.2722349159885198
9,0,True,0,0,0,0,0,uniform__adversarial-positive__111,uniform__adversarial-positive,9,21,16,135,,,,0.03049700000000044,16,7,12,,,,0,6.0624966863542795e-05,,21,2,,,112,clearance7,[],12898.809761242956,0,83.4194357937335,0.0,9,,,208.672622125,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,3,111,29,,6,,,16,ordinary,5,public_upper_bound_16,104,3338.761954,,,,0.030536915990523994
9,0,True,0,0,0,0,0,uniform__adversarial-positive__111,uniform__adversarial-positive,9,21,16,135,1.0,,,0.030092999999999925,16,7,12,False,,,0,6.629101699218154e-05,,21,2,,,112,area_return1_7,[],12898.809761242956,0,83.4194357937335,0.0,9,,,208.672622125,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,3,111,29,,6,,,16,ordinary,5,public_upper_bound_16,104,3338.761954,,,True,0.030097665963694453
8,0,True,0,0,0,0,0,uniform__adversarial-positive__111,uniform__adversarial-positive,10,20,16,132,1.0,,,0.03296399999999977,16,6,10,True,,,0,6.53750030323863e-05,,21,2,,,110,expanded_area_return1_7,[],12986.734569815959,0,77.39265905375817,0.0,10,,,208.83418225,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,3,111,29,,7,,,16,ordinary,5,public_upper_bound_16,102,3341.346916,,,True,0.03301220905268565
23,0,True,,,,,,uniform__adversarial-positive__112,uniform__adversarial-positive,13,13,13,138,,,,0.181006,13,,,,,,0,6.229197606444359e-05,,,,,,123,peer_layout9_proxy,[],21431.38130484022,0,,0.0,,,,390.3289431538461,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,3,112,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,108,5074.276261,,,,0.18110666697612032
10,0,True,0,0,0,0,0,uniform__adversarial-positive__112,uniform__adversarial-positive,6,17,13,143,,,,0.026186999999999294,13,7,11,,,,0,5.9125013649463654e-05,,20,0,,,124,clearance7,[],11832.052142891056,0,65.35633413353278,0.0,6,,,244.72387946153847,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,3,112,27,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,118,3181.410433,,,,0.026206207985524088
10,0,True,0,0,0,0,0,uniform__adversarial-positive__112,uniform__adversarial-positive,6,17,13,143,1.0,,,0.02631899999999998,13,7,11,False,,,0,6.816600216552615e-05,,20,0,,,124,area_return1_7,[],11804.477859359837,0,64.64955135754803,0.0,6,,,244.29965969230767,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,3,112,27,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,118,3175.895576,,,True,0.026348707964643836
10,0,True,0,0,0,0,0,uniform__adversarial-positive__112,uniform__adversarial-positive,6,17,13,143,1.0,,,0.031201999999999508,13,7,11,True,,,0,6.508303340524435e-05,,20,0,,,124,expanded_area_return1_7,[],12212.755654169014,0,63.6672173773349,0.0,6,,,250.5808563076923,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,3,112,27,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,118,3257.551132,,,True,0.031212166999466717
17,0,True,,,,,,uniform__adversarial-positive__113,uniform__adversarial-positive,10,10,10,155,,,,0.1450080000000007,10,,,,,,0,0.00016479101032018661,,,,,,143,peer_layout9_proxy,[],17369.015615263448,0,,0.0,,,,437.1803125,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,3,113,,,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,133,4371.803125,,,,0.14508350001415238
5,0,True,0,0,0,0,0,uniform__adversarial-positive__113,uniform__adversarial-positive,4,11,10,138,,,,0.018512000000000306,10,6,7,,,,0,6.070901872590184e-05,,17,0,,,125,clearance7,[],11801.738672738842,0,43.66850275464619,0.0,4,,,315.5347735,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,3,113,11,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,117,3155.347735,,,,0.018543249985668808
5,0,True,0,0,0,0,0,uniform__adversarial-positive__113,uniform__adversarial-positive,4,11,10,138,1.0,,,0.018607999999999514,10,6,7,False,,,0,6.64590043015778e-05,,17,0,,,125,area_return1_7,[],11801.738672738842,0,43.66850275464619,0.0,4,,,315.5347735,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,3,113,11,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,117,3155.347735,,,True,0.018652667000424117
5,0,True,0,0,0,0,0,uniform__adversarial-positive__113,uniform__adversarial-positive,5,11,10,137,1.0,,,0.022048999999999985,10,5,6,True,,,0,6.591604324057698e-05,,17,0,,,124,expanded_area_return1_7,[],11944.255457873514,0,47.744011850898914,0.0,5,,,317.78510900000003,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,3,113,10,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,116,3177.85109,,,True,0.02205629099626094
18,0,True,,,,,,uniform__adversarial-positive__114,uniform__adversarial-positive,11,11,11,141,,,,0.14319599999999966,11,,,,,,0,6.125000072643161e-05,,,,,,128,peer_layout9_proxy,[],17343.243331447848,0,,0.0,,,,389.14987881818183,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,3,114,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,117,4280.648667,,,,0.1433187079965137
9,0,True,0,0,0,0,0,uniform__adversarial-positive__114,uniform__adversarial-positive,10,16,11,148,,,,0.02554500000000015,11,1,6,,,,0,6.145896622911096e-05,,18,0,,,130,clearance7,[],12036.206075352417,0,71.64018134266988,0.0,10,,,295.2037468181818,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,3,114,20,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,120,3247.241215,,,,0.025551875005476177
9,0,True,0,0,0,0,0,uniform__adversarial-positive__114,uniform__adversarial-positive,10,16,11,148,1.0,,,0.02533799999999964,11,1,6,False,,,0,7.424998329952359e-05,,18,0,,,130,area_return1_7,[],12036.206075352417,0,71.64018134266988,0.0,10,,,295.2037468181818,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,3,114,20,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,120,3247.241215,,,True,0.025344124995172024
8,0,True,0,0,0,0,0,uniform__adversarial-positive__114,uniform__adversarial-positive,9,14,11,137,1.0,,,0.028889000000000387,11,2,5,True,,,0,7.141701644286513e-05,,18,0,,,121,expanded_area_return1_7,[],12995.651525127458,0,48.660696696513774,0.0,9,,,307.19366381818185,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,3,114,21,,6,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,111,3379.130302,,,True,0.028923166973982006
21,0,True,,,,,,uniform__adversarial-positive__115,uniform__adversarial-positive,12,12,12,137,,,,0.16575399999999973,12,,,,,,0,5.908298771828413e-05,,,,,,123,peer_layout9_proxy,[],20860.211927158267,0,,0.0,,,,413.0868653333334,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,3,115,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,110,4957.042384,,,,0.1658322919975035
8,0,True,0,0,0,0,0,uniform__adversarial-positive__115,uniform__adversarial-positive,10,16,12,138,,,,0.02492500000000053,12,2,6,,,,0,5.383300594985485e-05,,19,0,,,120,clearance7,[],10744.003631721815,0,54.29205491694379,0.0,10,,,244.81672708333335,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,3,115,13,,4,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,117,2937.800725,,,,0.02492795803118497
8,0,True,0,0,0,0,0,uniform__adversarial-positive__115,uniform__adversarial-positive,10,16,12,138,1.0,,,0.02490499999999951,12,2,6,False,,,0,6.500002928078175e-05,,19,0,,,120,area_return1_7,[],10744.003631721815,0,54.29205491694379,0.0,10,,,244.81672708333335,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,3,115,13,,4,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,117,2937.800725,,,True,0.024952750012744218
8,0,True,0,0,0,0,0,uniform__adversarial-positive__115,uniform__adversarial-positive,9,16,12,137,1.0,,,0.028281000000000667,12,3,7,True,,,0,6.874999962747097e-05,,19,0,,,119,expanded_area_return1_7,[],10814.377781454972,0,47.65714734870638,0.0,9,,,245.40629641666666,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,3,115,12,,4,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,115,2944.875557,,,True,0.028295915981289
