active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,failure,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_batch_screens,historical_cache_evictions,historical_exact_clip_calls,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,wall_s
12,2,True,0,12,1,1,0,uniform__iid__71,uniform__iid,11,27,12,12,296,bounded_transverse_width,,base,0,0.04419100000000009,12,,0,0,,False,0,first,,0,,0,8,797,0,0,0,27,5,44,0,5,3,282,history_first8_width015,[],24976.82716890783,0,0.0,False,0,560.1137860833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,13,2,10,5,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,256,6721.365433,40.0,constant,0.04422999999951571
12,2,True,0,12,1,1,0,uniform__iid__71,uniform__iid,11,27,12,12,296,bounded_transverse_width,,base,0,0.047714000000000034,12,,0,0,,False,0,recent,,0,,0,8,797,0,0,0,27,5,44,0,5,3,282,history_recent8_width015,[],24976.82716890783,0,0.0,False,0,560.1137860833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,13,2,10,5,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,256,6721.365433,40.0,constant,0.047749958001077175
12,2,True,0,12,1,1,0,uniform__iid__71,uniform__iid,11,27,12,12,296,bounded_transverse_width,,base,0,0.0687899999999999,12,,0,0,,False,0,ends,,0,,0,16,3104,0,0,0,27,5,44,0,5,3,282,history_ends16_width015,[],24976.82716890783,0,0.0,False,0,560.1137860833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,13,2,10,5,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,256,6721.365433,40.0,constant,0.06889445800334215
10,2,True,0,10,3,3,1,uniform__iid__71,uniform__iid,9,27,12,12,295,bounded_transverse_width,,arc,43,0.05327600000000032,12,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,616,2,1,0,27,3,0,0,3,3,281,history_arc8_width015,[],22227.270015687194,0,0.0,False,0,514.0378334166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,14,5,0,3,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,258,6168.454001,40.0,constant,0.05333641602192074
13,5,True,0,13,2,2,2,uniform__iid__71,uniform__iid,10,23,12,12,304,bounded_transverse_width,,locked,44,0.05119600000000002,12,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,1192,7,3,0,23,3,0,0,4,3,290,history_locked8_width015,[],23827.61643041626,0,0.0,False,0,545.043607,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,11,22,3,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,265,6540.523284,40.0,constant,0.05130529101006687
12,2,True,0,12,1,1,0,uniform__iid__71,uniform__iid,11,27,12,12,296,bounded_transverse_width,,base,0,0.0417740000000002,12,,0,0,,False,0,first,772,0,20,0,8,797,0,0,0,27,5,44,0,5,3,282,batch_history_first8_width015,[],24976.82716890783,0,0.0,False,0,560.1137860833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,13,2,10,5,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,256,6721.365433,40.0,constant,0.04182820802088827
12,2,True,0,12,1,1,0,uniform__iid__71,uniform__iid,11,27,12,12,296,bounded_transverse_width,,base,0,0.04499200000000014,12,,0,0,,False,0,recent,774,0,20,0,8,797,0,0,0,27,5,44,0,5,3,282,batch_history_recent8_width015,[],24976.82716890783,0,0.0,False,0,560.1137860833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,13,2,10,5,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,256,6721.365433,40.0,constant,0.045031916990410537
12,2,True,0,12,1,1,0,uniform__iid__71,uniform__iid,11,27,12,12,296,bounded_transverse_width,,base,0,0.05526100000000023,12,,0,0,,False,0,ends,3065,0,13,0,16,3104,0,0,0,27,5,44,0,5,3,282,batch_history_ends16_width015,[],24976.82716890783,0,0.0,False,0,560.1137860833334,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,13,2,10,5,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,256,6721.365433,40.0,constant,0.05528133298503235
10,2,True,0,10,3,3,1,uniform__iid__71,uniform__iid,9,27,12,12,295,bounded_transverse_width,,arc,43,0.051302999999999876,12,cached_distance_prefix_sum,0,0,,False,0,ends,580,0,33,0,8,616,2,1,0,27,3,0,0,3,3,281,batch_history_arc8_width015,[],22227.270015687194,0,0.0,False,0,514.0378334166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,14,5,0,3,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,258,6168.454001,40.0,constant,0.05142274999525398
13,5,True,0,13,2,2,2,uniform__iid__71,uniform__iid,10,23,12,12,304,bounded_transverse_width,,locked,44,0.04693499999999995,12,cached_distance_prefix_sum,0,0,,True,0,ends,1239,0,27,0,8,1192,7,3,0,23,3,0,0,4,3,290,batch_history_locked8_width015,[],23827.61643041626,0,0.0,False,0,545.043607,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,11,22,3,22,12,ordinary,22,full_coverage_and_all_discovered_cleared,265,6540.523284,40.0,constant,0.04696262499783188
10,1,True,0,10,1,1,0,uniform__smooth__67,uniform__smooth,9,23,10,10,303,bounded_transverse_width,,base,0,0.037037999999999904,10,,0,0,,False,0,first,,0,,0,8,239,0,0,0,23,3,41,0,2,2,291,history_first8_width015,[],20118.418269070004,0,0.0,False,0,579.7683652,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,2,0,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,269,5797.683652,40.0,constant,0.03756554197752848
10,1,True,0,10,1,1,0,uniform__smooth__67,uniform__smooth,9,23,10,10,303,bounded_transverse_width,,base,0,0.037677999999999656,10,,0,0,,False,0,recent,,0,,0,8,239,0,0,0,23,3,41,0,2,2,291,history_recent8_width015,[],20118.418269070004,0,0.0,False,0,579.7683652,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,2,0,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,269,5797.683652,40.0,constant,0.037716458027716726
10,1,True,0,10,1,1,0,uniform__smooth__67,uniform__smooth,9,23,10,10,303,bounded_transverse_width,,base,0,0.03942300000000021,10,,0,0,,False,0,ends,,0,,0,16,428,0,0,0,23,3,41,0,2,2,291,history_ends16_width015,[],20118.418269070004,0,0.0,False,0,579.7683652,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,2,0,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,269,5797.683652,40.0,constant,0.039490708033554256
13,1,True,0,13,3,3,0,uniform__smooth__67,uniform__smooth,7,22,10,10,303,bounded_transverse_width,,arc,44,0.04518100000000036,10,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,426,0,0,0,22,3,0,0,3,3,291,history_arc8_width015,[],20063.168854289175,0,0.0,False,0,578.8633769,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,9,4,0,3,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,271,5788.633769,40.0,constant,0.045245292014442384
7,1,True,0,7,2,2,0,uniform__smooth__67,uniform__smooth,8,33,10,10,320,bounded_transverse_width,,locked,38,0.03782899999999989,10,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,840,0,0,0,33,3,0,0,3,2,308,history_locked8_width015,[],21975.47933364178,0,0.0,False,0,627.1095862999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,2,0,3,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,286,6271.095863,40.0,constant,0.03785645903553814
10,1,True,0,10,1,1,0,uniform__smooth__67,uniform__smooth,9,23,10,10,303,bounded_transverse_width,,base,0,0.0354770000000002,10,,0,0,,False,0,first,211,0,25,0,8,239,0,0,0,23,3,41,0,2,2,291,batch_history_first8_width015,[],20118.418269070004,0,0.0,False,0,579.7683652,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,2,0,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,269,5797.683652,40.0,constant,0.035524790990166366
10,1,True,0,10,1,1,0,uniform__smooth__67,uniform__smooth,9,23,10,10,303,bounded_transverse_width,,base,0,0.03660499999999978,10,,0,0,,False,0,recent,212,0,25,0,8,239,0,0,0,23,3,41,0,2,2,291,batch_history_recent8_width015,[],20118.418269070004,0,0.0,False,0,579.7683652,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,2,0,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,269,5797.683652,40.0,constant,0.03662637498928234
10,1,True,0,10,1,1,0,uniform__smooth__67,uniform__smooth,9,23,10,10,303,bounded_transverse_width,,base,0,0.03786700000000032,10,,0,0,,False,0,ends,405,0,19,0,16,428,0,0,0,23,3,41,0,2,2,291,batch_history_ends16_width015,[],20118.418269070004,0,0.0,False,0,579.7683652,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,10,2,0,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,269,5797.683652,40.0,constant,0.03802970802644268
13,1,True,0,13,3,3,0,uniform__smooth__67,uniform__smooth,7,22,10,10,303,bounded_transverse_width,,arc,44,0.04396299999999975,10,cached_distance_prefix_sum,0,0,,False,0,ends,406,0,16,0,8,426,0,0,0,22,3,0,0,3,3,291,batch_history_arc8_width015,[],20063.168854289175,0,0.0,False,0,578.8633769,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,9,4,0,3,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,271,5788.633769,40.0,constant,0.043983915995340794
7,1,True,0,7,2,2,0,uniform__smooth__67,uniform__smooth,8,33,10,10,320,bounded_transverse_width,,locked,38,0.03532700000000011,10,cached_distance_prefix_sum,0,0,,True,0,ends,826,0,12,0,8,840,0,0,0,33,3,0,0,3,2,308,batch_history_locked8_width015,[],21975.47933364178,0,0.0,False,0,627.1095862999999,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,2,0,3,16,10,ordinary,22,full_coverage_and_all_discovered_cleared,286,6271.095863,40.0,constant,0.03543354198336601
13,2,True,0,13,4,4,1,uniform__smooth__68,uniform__smooth,11,37,15,15,291,bounded_transverse_width,,base,0,0.05596800000000002,15,,0,0,,False,0,first,,0,,0,8,798,3,2,0,37,5,49,0,3,2,274,history_first8_width015,[],22158.672821412274,0,0.0,False,0,408.51563766666663,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,17,1,34,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6127.734565,40.0,constant,0.056015375012066215
13,2,True,0,13,4,4,1,uniform__smooth__68,uniform__smooth,11,37,15,15,291,bounded_transverse_width,,base,0,0.06033400000000011,15,,0,0,,False,0,recent,,0,,0,8,798,3,2,0,37,5,49,0,3,2,274,history_recent8_width015,[],22158.672821412274,0,0.0,False,0,408.51563766666663,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,17,1,34,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6127.734565,40.0,constant,0.06036129198037088
11,1,True,0,11,5,5,0,uniform__smooth__68,uniform__smooth,10,37,15,15,291,bounded_transverse_width,,base,0,0.08262400000000003,15,,0,0,,False,0,ends,,0,,0,16,3150,4,4,0,37,4,47,0,2,2,274,history_ends16_width015,[],21459.888703328008,0,0.0,False,0,399.1985160666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,18,1,33,4,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,5987.977741,40.0,constant,0.08274475001962855
16,2,True,0,16,3,4,1,uniform__smooth__68,uniform__smooth,12,35,16,15,286,bounded_transverse_width,,arc,52,0.0686119999999999,15,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,1344,3,2,0,35,4,0,0,3,3,268,history_arc8_width015,[],22546.37372380799,0,0.0,False,0,411.41831633333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,14,1,30,4,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,244,6171.274745,40.0,constant,0.06868883303832263
7,1,True,0,7,5,5,0,uniform__smooth__68,uniform__smooth,10,23,15,15,245,bounded_transverse_width,,locked,43,0.05952499999999983,15,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,1102,4,2,0,23,3,0,0,2,2,228,history_locked8_width015,[],21901.722509798696,0,0.0,False,0,386.88963333333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,32,6,8,3,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,208,5803.3445,40.0,constant,0.05961970903445035
13,2,True,0,13,4,4,1,uniform__smooth__68,uniform__smooth,11,37,15,15,291,bounded_transverse_width,,base,0,0.05280400000000007,15,,0,0,,False,0,first,774,0,26,0,8,798,3,2,0,37,5,49,0,3,2,274,batch_history_first8_width015,[],22158.672821412274,0,0.0,False,0,408.51563766666663,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,17,1,34,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6127.734565,40.0,constant,0.052869334002025425
13,2,True,0,13,4,4,1,uniform__smooth__68,uniform__smooth,11,37,15,15,291,bounded_transverse_width,,base,0,0.05706300000000031,15,,0,0,,False,0,recent,783,0,26,0,8,798,3,2,0,37,5,49,0,3,2,274,batch_history_recent8_width015,[],22158.672821412274,0,0.0,False,0,408.51563766666663,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,17,1,34,5,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,6127.734565,40.0,constant,0.057111125031951815
11,1,True,0,11,5,5,0,uniform__smooth__68,uniform__smooth,10,37,15,15,291,bounded_transverse_width,,base,0,0.0700289999999999,15,,0,0,,False,0,ends,3518,0,37,0,16,3150,4,4,0,37,4,47,0,2,2,274,batch_history_ends16_width015,[],21459.888703328008,0,0.0,False,0,399.1985160666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,18,1,33,4,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,251,5987.977741,40.0,constant,0.07009233301505446
16,2,True,0,16,3,4,1,uniform__smooth__68,uniform__smooth,12,35,16,15,286,bounded_transverse_width,,arc,52,0.06451000000000029,15,cached_distance_prefix_sum,0,0,,False,0,ends,1316,0,33,0,8,1344,3,2,0,35,4,0,0,3,3,268,batch_history_arc8_width015,[],22546.37372380799,0,0.0,False,0,411.41831633333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,14,1,30,4,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,244,6171.274745,40.0,constant,0.06454112502979115
7,1,True,0,7,5,5,0,uniform__smooth__68,uniform__smooth,10,23,15,15,245,bounded_transverse_width,,locked,43,0.05035999999999996,15,cached_distance_prefix_sum,0,0,,True,0,ends,1098,0,24,0,8,1102,4,2,0,23,3,0,0,2,2,228,batch_history_locked8_width015,[],21901.722509798696,0,0.0,False,0,386.88963333333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,32,6,8,3,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,208,5803.3445,40.0,constant,0.050384625035803765
13,1,True,0,13,1,2,0,uniform__smooth__69,uniform__smooth,14,30,16,15,264,bounded_transverse_width,,base,0,0.058641000000000165,15,,0,0,,False,0,first,,0,,0,8,515,1,1,0,30,1,49,0,4,3,246,history_first8_width015,[],24251.772520423365,0,0.0,False,0,425.49029993333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,29,5,50,1,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6382.354499,40.0,constant,0.05871974996989593
13,1,True,0,13,1,2,0,uniform__smooth__69,uniform__smooth,14,30,16,15,264,bounded_transverse_width,,base,0,0.06020300000000045,15,,0,0,,False,0,recent,,0,,0,8,515,1,1,0,30,1,49,0,4,3,246,history_recent8_width015,[],24251.772520423365,0,0.0,False,0,425.49029993333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,29,5,50,1,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6382.354499,40.0,constant,0.060316375049296767
14,1,True,0,14,1,2,0,uniform__smooth__69,uniform__smooth,14,30,16,15,265,bounded_transverse_width,,base,0,0.07359399999999994,15,,0,0,,False,0,ends,,0,,0,16,1722,4,3,0,30,1,50,0,4,3,247,history_ends16_width015,[],24280.86186869601,0,0.0,False,0,426.21149126666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,29,5,50,1,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6393.172369,40.0,constant,0.0736452080309391
16,2,True,0,16,4,5,0,uniform__smooth__69,uniform__smooth,11,15,16,15,240,bounded_transverse_width,,arc,51,0.0670509999999993,15,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,1046,3,1,0,15,8,0,0,3,2,222,history_arc8_width015,[],22124.908017697755,0,0.0,False,0,387.3321066666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,26,18,17,8,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,197,5809.9816,40.0,constant,0.06709425000008196
12,3,True,0,12,3,5,0,uniform__smooth__69,uniform__smooth,12,32,17,15,246,bounded_transverse_width,,locked,46,0.061938999999999744,15,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,829,1,1,0,32,2,0,0,3,3,227,history_locked8_width015,[],22930.7996597403,0,0.0,False,0,400.4106620666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,33,6,10,2,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,204,6006.159931,40.0,constant,0.061966000008396804
13,1,True,0,13,1,2,0,uniform__smooth__69,uniform__smooth,14,30,16,15,264,bounded_transverse_width,,base,0,0.05754899999999985,15,,0,0,,False,0,first,473,0,39,0,8,515,1,1,0,30,1,49,0,4,3,246,batch_history_first8_width015,[],24251.772520423365,0,0.0,False,0,425.49029993333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,29,5,50,1,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6382.354499,40.0,constant,0.05759737500920892
13,1,True,0,13,1,2,0,uniform__smooth__69,uniform__smooth,14,30,16,15,264,bounded_transverse_width,,base,0,0.05953199999999992,15,,0,0,,False,0,recent,472,0,41,0,8,515,1,1,0,30,1,49,0,4,3,246,batch_history_recent8_width015,[],24251.772520423365,0,0.0,False,0,425.49029993333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,29,5,50,1,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6382.354499,40.0,constant,0.059576625004410744
14,1,True,0,14,1,2,0,uniform__smooth__69,uniform__smooth,14,30,16,15,265,bounded_transverse_width,,base,0,0.0673780000000006,15,,0,0,,False,0,ends,1807,0,28,0,16,1722,4,3,0,30,1,50,0,4,3,247,batch_history_ends16_width015,[],24280.86186869601,0,0.0,False,0,426.21149126666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,29,5,50,1,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,224,6393.172369,40.0,constant,0.06745312502607703
16,2,True,0,16,4,5,0,uniform__smooth__69,uniform__smooth,11,15,16,15,240,bounded_transverse_width,,arc,51,0.06318000000000001,15,cached_distance_prefix_sum,0,0,,False,0,ends,1033,0,29,0,8,1046,3,1,0,15,8,0,0,3,2,222,batch_history_arc8_width015,[],22124.908017697755,0,0.0,False,0,387.3321066666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,26,18,17,8,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,197,5809.9816,40.0,constant,0.06328833295265213
12,3,True,0,12,3,5,0,uniform__smooth__69,uniform__smooth,12,32,17,15,246,bounded_transverse_width,,locked,46,0.05837000000000003,15,cached_distance_prefix_sum,0,0,,True,0,ends,801,0,20,0,8,829,1,1,0,32,2,0,0,3,3,227,batch_history_locked8_width015,[],22930.7996597403,0,0.0,False,0,400.4106620666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,33,6,10,2,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,204,6006.159931,40.0,constant,0.0584006670396775
9,2,True,0,9,3,3,0,uniform__smooth__70,uniform__smooth,7,6,10,10,322,bounded_transverse_width,,base,0,0.03635500000000036,10,,0,0,,False,0,first,,0,,0,8,666,0,0,0,6,2,39,0,4,3,310,history_first8_width015,[],21960.394844633425,0,0.0,False,0,628.0078964,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,2,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,288,6280.078964,40.0,constant,0.03636666701640934
9,2,True,0,9,3,3,0,uniform__smooth__70,uniform__smooth,7,6,10,10,322,bounded_transverse_width,,base,0,0.03882099999999955,10,,0,0,,False,0,recent,,0,,0,8,666,0,0,0,6,2,39,0,4,3,310,history_recent8_width015,[],21960.394844633425,0,0.0,False,0,628.0078964,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,2,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,288,6280.078964,40.0,constant,0.038863792025949806
9,2,True,0,9,3,3,0,uniform__smooth__70,uniform__smooth,7,6,10,10,322,bounded_transverse_width,,base,0,0.0479099999999999,10,,0,0,,False,0,ends,,0,,0,16,1775,0,0,0,6,2,39,0,4,3,310,history_ends16_width015,[],21960.394844633425,0,0.0,False,0,628.0078964,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,2,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,288,6280.078964,40.0,constant,0.04793300002347678
11,1,True,0,11,2,2,0,uniform__smooth__70,uniform__smooth,8,47,10,10,326,bounded_transverse_width,,arc,42,0.05291200000000007,10,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,969,0,0,0,47,7,0,0,4,3,314,history_arc8_width015,[],20573.784281344335,0,0.0,False,0,602.8756854000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,5,2,2,7,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6028.756854,40.0,constant,0.05297583399806172
9,0,True,0,9,1,2,0,uniform__smooth__70,uniform__smooth,9,21,11,10,328,bounded_transverse_width,,locked,41,0.03835000000000033,10,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,585,0,0,0,21,5,0,0,2,2,315,history_locked8_width015,[],21139.0955361549,0,0.0,False,0,614.9819104999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,5,1,13,5,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6149.819105,40.0,constant,0.03838124999310821
9,2,True,0,9,3,3,0,uniform__smooth__70,uniform__smooth,7,6,10,10,322,bounded_transverse_width,,base,0,0.033821000000000545,10,,0,0,,False,0,first,641,0,6,0,8,666,0,0,0,6,2,39,0,4,3,310,batch_history_first8_width015,[],21960.394844633425,0,0.0,False,0,628.0078964,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,2,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,288,6280.078964,40.0,constant,0.033837584021966904
9,2,True,0,9,3,3,0,uniform__smooth__70,uniform__smooth,7,6,10,10,322,bounded_transverse_width,,base,0,0.036711999999999634,10,,0,0,,False,0,recent,645,0,13,0,8,666,0,0,0,6,2,39,0,4,3,310,batch_history_recent8_width015,[],21960.394844633425,0,0.0,False,0,628.0078964,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,2,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,288,6280.078964,40.0,constant,0.03674908401444554
9,2,True,0,9,3,3,0,uniform__smooth__70,uniform__smooth,7,6,10,10,322,bounded_transverse_width,,base,0,0.041695999999999955,10,,0,0,,False,0,ends,1727,0,7,0,16,1775,0,0,0,6,2,39,0,4,3,310,batch_history_ends16_width015,[],21960.394844633425,0,0.0,False,0,628.0078964,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,6,2,0,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,288,6280.078964,40.0,constant,0.04171304201008752
11,1,True,0,11,2,2,0,uniform__smooth__70,uniform__smooth,8,47,10,10,326,bounded_transverse_width,,arc,42,0.04936300000000049,10,cached_distance_prefix_sum,0,0,,False,0,ends,947,0,7,0,8,969,0,0,0,47,7,0,0,4,3,314,batch_history_arc8_width015,[],20573.784281344335,0,0.0,False,0,602.8756854000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,5,2,2,7,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,294,6028.756854,40.0,constant,0.04943908302811906
