all_cleared,faster_cases,max_total_s,max_wall_s,mean_commands,mean_cpu_s,mean_init_s,mean_per_source_s,mean_total_s,mean_wall_s,method,p95_total_s,pooled_per_source_s,problem,runs,slower_cases,split,worst_regression_s
150,0,5559.298708,0.2749656660016626,144.40666666666667,0.18107513999999986,7.054500747472048e-05,361.7405117601568,4457.891051786666,0.18127044051575164,peer_layout9_proxy,5083.849929999999,353.80087712592587,3,150,0,ordinary,0.0
150,150,3992.919684,0.042810084007214755,141.21333333333334,0.0243094133333336,6.539552782972653e-05,257.0299847124456,3159.7371304,0.024331438871643817,fast7,3727.172632949999,250.77278812698412,3,150,0,ordinary,-417.01948100000027
150,150,3960.502742,0.0443059999961406,140.43333333333334,0.02486224666666665,7.140475092455745e-05,255.8213107869545,3144.153449533333,0.02488351335322174,clearance7,3719.7745991999986,249.53598805820104,3,150,0,ordinary,-414.3728350000001
150,150,3842.467313,0.042527583020273596,157.49333333333334,0.025801946666666815,6.84980823037525e-05,271.7146961336345,3321.5756782466665,0.02582737975792649,clearance9,3775.52163015,263.617117321164,3,150,0,ordinary,-215.95972299999994
45,0,5768.495293,0.24480200000107288,140.93333333333334,0.18064788888888852,7.18862064079278e-05,377.06369191324785,4772.375739422221,0.1809025815067192,peer_layout9_proxy,5732.674924399999,367.1058261094016,3,45,0,stress,0.0
45,36,4853.6169,0.03454091597814113,142.24444444444444,0.024148377777777973,6.742033357214597e-05,287.5781182950855,3616.6194385777776,0.024167930466743807,fast7,4791.0970406,278.2014952752137,3,45,9,stress,365.1213419999999
45,36,4818.207431,0.035448750015348196,142.51111111111112,0.025248888888888783,6.693153409287333e-05,285.7974532369444,3593.418671377777,0.02527212684508413,clearance7,4755.7208668,276.41682087521366,3,45,9,stress,344.3764219999998
45,41,4241.375085,0.038229917001444846,157.17777777777778,0.02581439999999999,6.5203664255225e-05,285.6673701727778,3567.826363911112,0.02583273991347394,clearance9,4189.9126358,274.4481818393163,3,45,4,stress,7.5272219999997105
150,0,12946.054349,0.05514329200377688,629.3933333333333,0.039968779999999524,0.00013394383907628556,950.7327984344253,11632.002497326666,0.0400041093743251,square45_conservative,12540.85286445,923.1748013751322,4,150,0,ordinary,0.0
150,150,7705.43895,0.05559825000818819,337.9,0.03611576666666698,0.0001628405802572767,537.8842996720391,6580.780370873334,0.0361460183110709,fast22,7565.9457113,522.2841564185186,4,150,0,ordinary,-35.14776600000005
150,150,7603.941761,0.06521204201271757,334.6666666666667,0.04212679333333308,0.00013477058111069102,523.68444015857,6395.408066233333,0.04216012417532814,quarter22,7333.6916028,507.5720687486772,4,150,0,ordinary,-690.1565919999994
150,150,7567.134845,0.07219887501560152,334.55333333333334,0.045201566666666505,0.00013330975857873758,530.9230474958372,6500.2047378199995,0.04524039057199843,quarter_prediction22,7421.565771849998,515.8892649063492,4,150,0,ordinary,-842.9693589999997
150,150,7597.934309,0.06745379196945578,336.03333333333336,0.04309611333333369,0.00013749054749496282,523.6248319563351,6393.661060246667,0.043142940235168986,clearance_quarter22,7328.932124,507.4334174798942,4,150,0,ordinary,-737.2415459999993
150,150,7453.348159,0.0799925000173971,346.0133333333333,0.04869961333333322,0.00013555441594993075,526.0474383502238,6413.138123433333,0.048743231980285295,clearance_f015_22,7333.8097259999995,508.9792161455026,4,150,0,ordinary,-782.5613809999995
150,150,7652.756126,0.059821292001288384,334.96,0.04082394666666649,0.00014224415373367567,525.5115433398744,6414.69376958,0.040871038599483045,clearance_f03_22,7323.0005332499995,509.10268012539683,4,150,0,ordinary,-524.5553110000001
45,0,12590.49252,0.04566908301785588,642.9555555555555,0.03628131111111183,0.00014009344934796293,931.1067548385255,11584.685115399998,0.03631538235478931,square45_conservative,12505.5490722,891.1296242615383,4,45,0,stress,0.0
45,45,9674.24585,0.04886974999681115,380.44444444444446,0.034843533333332746,0.00016899539752759867,585.999741024359,7310.396314333333,0.03486980557208881,fast22,9221.093061799998,562.338178025641,4,45,0,stress,-2139.0385640000004
45,45,8281.03845,0.07069837499875575,365.0,0.040132466666664694,0.00014594338523844878,549.8146604218161,6852.134894577777,0.04017054164626946,quarter22,7707.4525156,527.087299582906,4,45,0,stress,-3054.3555400000005
45,45,8246.031876,0.05797512497520074,366.93333333333334,0.0403610666666667,0.00014424817636609076,554.9343115188675,6921.750924577777,0.04039358895453107,quarter_prediction22,7677.08177,532.4423788136752,4,45,0,stress,-2306.538487
45,45,8249.981362,0.06594562501413748,365.73333333333335,0.040713088888888804,0.00014481108842624558,550.0252666787394,6857.491801244443,0.04075180746925374,clearance_quarter22,7689.6714408,527.4993693264956,4,45,0,stress,-2465.1727300000002
45,45,7764.302332,0.07793012500042096,370.73333333333335,0.04521895555555647,0.0001429093160873486,543.4824846178419,6771.776354977778,0.045256011195791264,clearance_f015_22,7592.4563941999995,520.9058734598291,4,45,0,stress,-2759.7080160000005
45,45,8461.422614,0.06505620799725875,363.46666666666664,0.03907748888888862,0.0001528583596357041,551.5886743583546,6872.440731777776,0.03911018244689331,clearance_f03_22,7985.209182399999,528.6492870598289,4,45,0,stress,-3352.5737919999992
