active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,inconsistent_updates,initialization_s,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
19,0,True,,,,,,uniform__iid__87,uniform__iid,11,11,11,150,0.151967,11,,,,0,3.3917021937668324e-05,,,137,peer_layout9_proxy,[],19361.986157719664,0,,0.0,,,430.76338463636364,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,126,4738.397231,0.1520537089672871
6,0,True,0,0,0,0,0,uniform__iid__87,uniform__iid,5,13,11,155,0.020695999999999992,11,6,8,,0,6.579200271517038e-05,18,0,140,fast7,[],13342.183573820965,0,,0.0,,,323.6760649090909,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,15,,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,131,3560.436714,0.02073275001021102
6,0,True,0,0,0,0,0,uniform__iid__87,uniform__iid,5,13,11,155,0.020535000000000025,11,6,8,,0,7.700000423938036e-05,18,0,140,clearance7,[],13298.462546323906,0,46.99565546703349,0.0,5,,322.881137,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,15,,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,131,3551.692507,0.020534833951387554
7,0,True,0,0,0,0,0,uniform__iid__87,uniform__iid,6,12,11,172,0.024505999999999972,11,5,6,,0,7.079099304974079e-05,20,0,158,clearance9,[],13874.82093959655,0,37.231504683794704,0.0,6,,343.17856245454544,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,8,,3,11,ordinary,9,full_coverage_and_all_discovered_cleared,152,3774.964187,0.02510074997553602
21,0,True,,,,,,uniform__iid__88,uniform__iid,13,13,13,136,0.15348999999999996,13,,,,0,7.245800225064158e-05,,,121,peer_layout9_proxy,[],18404.89231553636,0,,0.0,,,343.0752666153846,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,109,4459.978466,0.15363345900550485
7,0,True,0,0,0,0,0,uniform__iid__88,uniform__iid,8,15,13,136,0.029706999999999928,13,5,7,,0,6.308400770649314e-05,20,0,119,fast7,[],11773.492513600288,0,,0.0,,,240.97680784615386,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,23,,1,13,ordinary,7,full_coverage_and_all_discovered_cleared,112,3132.698502,0.029729750007390976
6,0,True,0,0,0,0,0,uniform__iid__88,uniform__iid,7,14,13,134,0.026712999999999987,13,6,7,,0,7.44159915484488e-05,20,0,118,clearance7,[],11775.983690950676,0,65.22955611921222,0.0,7,,240.47667223076922,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,22,,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,113,3126.196739,0.0267125410027802
6,0,True,0,0,0,0,0,uniform__iid__88,uniform__iid,11,14,13,138,0.024173,13,2,3,,0,6.141699850559235e-05,22,0,122,clearance9,[],12820.21572151564,0,69.86896082176008,0.0,11,,258.157165,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,15,,6,13,ordinary,9,full_coverage_and_all_discovered_cleared,114,3356.043145,0.024223958025686443
19,0,True,,,,,,uniform__iid__89,uniform__iid,10,10,10,149,0.150991,10,,,,0,5.9125013649463654e-05,,,137,peer_layout9_proxy,[],17566.596663082906,0,,0.0,,,437.1319334,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,123,4371.319334,0.1510755000053905
4,0,True,0,0,0,0,0,uniform__iid__89,uniform__iid,4,11,10,139,0.01604799999999995,10,6,7,,0,5.470897303894162e-05,17,0,126,fast7,[],11001.796685505446,0,,0.0,,,300.13593380000003,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,18,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,118,3001.359338,0.016096499981358647
4,0,True,0,0,0,0,0,uniform__iid__89,uniform__iid,4,11,10,139,0.01654499999999992,10,6,7,,0,7.479102350771427e-05,17,0,126,clearance7,[],10989.908669717805,0,16.27757302891932,0.0,4,,299.8981735,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,18,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,118,2998.981735,0.016546249971725047
6,0,True,0,0,0,0,0,uniform__iid__89,uniform__iid,3,12,10,169,0.019728999999999997,10,7,9,,0,6.274995394051075e-05,19,0,155,clearance9,[],11839.746226913254,0,22.5263242248111,0.0,3,,334.59492439999997,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,21,,0,10,ordinary,9,full_coverage_and_all_discovered_cleared,147,3345.949244,0.01974404201610014
20,0,True,,,,,,uniform__iid__90,uniform__iid,11,11,11,146,0.166393,11,,,,0,6.508396472781897e-05,,,133,peer_layout9_proxy,[],17607.138883147556,0,,0.0,,,396.49343436363637,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,120,4361.427778,0.16661808302160352
8,0,True,0,0,0,0,0,uniform__iid__90,uniform__iid,6,13,11,137,0.021455000000000002,11,5,7,,0,6.320903776213527e-05,18,0,122,fast7,[],12722.512870158933,0,,0.0,,,302.86387036363635,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,9,,4,11,ordinary,7,full_coverage_and_all_discovered_cleared,116,3331.502574,0.021473415952641517
8,0,True,0,0,0,0,0,uniform__iid__90,uniform__iid,6,13,11,137,0.021125999999999978,11,5,7,,0,6.266700802370906e-05,18,0,122,clearance7,[],12693.226050000441,0,34.330805521121036,0.0,6,,302.3313825454545,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,9,,4,11,ordinary,7,full_coverage_and_all_discovered_cleared,116,3325.645208,0.021125916042365134
8,0,True,0,0,0,0,0,uniform__iid__90,uniform__iid,6,12,11,159,0.022542000000000062,11,5,6,,0,5.6416960433125496e-05,20,0,145,clearance9,[],12859.885331253527,0,67.1110257613285,0.0,6,,317.3615511818182,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,9,,4,11,ordinary,9,full_coverage_and_all_discovered_cleared,136,3490.977063,0.022587542014662176
16,0,True,,,,,,uniform__iid__91,uniform__iid,10,10,10,167,0.1294550000000001,10,,,,0,5.849997978657484e-05,,,155,peer_layout9_proxy,[],15528.75363514788,0,,0.0,,,407.5750726,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,145,4075.750726,0.12955812498694286
8,0,True,0,0,0,0,0,uniform__iid__91,uniform__iid,3,11,10,137,0.01759299999999997,10,7,8,,0,5.933298962190747e-05,17,0,124,fast7,[],11575.19628194511,0,,0.0,,,310.80392539999997,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,6,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,120,3108.039254,0.017592666030395776
8,0,True,0,0,0,0,0,uniform__iid__91,uniform__iid,3,11,10,137,0.01717499999999994,10,7,8,,0,0.00015837501268833876,17,0,124,clearance7,[],11550.523316396224,0,17.513967445110175,0.0,3,,310.3104661,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,6,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,120,3103.104661,0.017256874998565763
11,0,True,0,0,0,0,0,uniform__iid__91,uniform__iid,7,12,10,164,0.020605999999999902,10,3,5,,0,6.17919722571969e-05,19,0,150,clearance9,[],13052.728109867188,0,50.314311738218166,0.0,7,,355.854562,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,5,,0,10,ordinary,9,full_coverage_and_all_discovered_cleared,142,3558.54562,0.020625540986657143
20,0,True,,,,,,uniform__iid__92,uniform__iid,13,13,13,135,0.14964599999999995,13,,,,0,6.36249897070229e-05,,,120,peer_layout9_proxy,[],18519.016629738624,0,,0.0,,,344.36948661538463,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,108,4476.803326,0.1497362499940209
7,0,True,0,0,0,0,0,uniform__iid__92,uniform__iid,7,15,13,153,0.024166999999999828,13,6,8,,0,5.7375000324100256e-05,20,0,136,fast7,[],12884.159118327138,0,,0.0,,,265.5255250769231,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,23,,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,124,3451.831826,0.024167166964616627
8,0,True,0,0,0,0,0,uniform__iid__92,uniform__iid,7,15,13,155,0.02530699999999997,13,6,8,,0,6.404099985957146e-05,20,0,138,clearance7,[],12834.702383206266,0,56.55713191754996,0.0,7,,265.68772884615385,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,24,,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,126,3453.940475,0.025313958001788706
9,0,True,0,0,0,0,0,uniform__iid__92,uniform__iid,12,15,13,172,0.029978999999999978,13,1,3,,0,6.595900049433112e-05,22,0,155,clearance9,[],13320.285433947962,0,87.1121033821338,0.0,12,,280.8505452307692,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,25,,2,13,ordinary,9,full_coverage_and_all_discovered_cleared,141,3651.057088,0.029990874987561256
27,0,True,,,,,,uniform__iid__93,uniform__iid,16,16,16,109,0.21303500000000009,16,,,,0,6.841699359938502e-05,,,91,peer_layout9_proxy,[],19346.882176935498,0,,0.0,,,280.1485273125,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,,,,16,ordinary,7,public_upper_bound_16,78,4482.376437,0.21325008303392678
11,0,True,0,0,0,0,0,uniform__iid__93,uniform__iid,10,20,16,151,0.030715999999999966,16,6,10,,0,5.9166981372982264e-05,22,1,129,fast7,[],14102.99819885288,0,,0.0,,,229.8499773125,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,38,,8,16,ordinary,6,public_upper_bound_16,120,3677.599637,0.03072187496582046
11,0,True,0,0,0,0,0,uniform__iid__93,uniform__iid,10,20,16,152,0.031989000000000045,16,6,10,,0,6.7290966399014e-05,22,1,130,clearance7,[],14040.4999956703,0,83.21008478874629,0.0,10,,229.38124975,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,39,,8,16,ordinary,6,public_upper_bound_16,120,3670.099996,0.03200679103611037
12,0,True,0,0,0,0,0,uniform__iid__93,uniform__iid,12,21,16,154,0.03242900000000004,16,4,9,,0,7.008301327005029e-05,24,1,131,clearance9,[],13209.797546064388,0,96.1568502078199,0.0,12,,219.6849693125,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,25,,10,16,ordinary,8,public_upper_bound_16,123,3514.959509,0.03243695799028501
21,0,True,,,,,,uniform__iid__94,uniform__iid,14,14,14,141,0.168925,14,,,,0,7.06670107319951e-05,,,125,peer_layout9_proxy,[],18810.985024294612,0,,0.0,,,326.5140715714286,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,114,4571.197002,0.1691224580281414
8,0,True,0,0,0,0,0,uniform__iid__94,uniform__iid,6,15,14,123,0.024772000000000016,14,8,9,,0,6.262498209252954e-05,21,0,106,fast7,[],13160.708831505794,0,,0.0,,,238.08155471428572,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,13,,4,14,ordinary,7,full_coverage_and_all_discovered_cleared,98,3333.141766,0.0250131250359118
9,0,True,0,0,0,0,0,uniform__iid__94,uniform__iid,7,16,14,125,0.025800999999999963,14,7,9,,0,5.466700531542301e-05,21,0,107,clearance7,[],13127.648524068547,0,58.962569005428875,0.0,7,,238.18069328571428,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,13,,4,14,ordinary,7,full_coverage_and_all_discovered_cleared,98,3334.529706,0.02582770900335163
11,0,True,0,0,0,0,0,uniform__iid__94,uniform__iid,7,16,14,166,0.02871900000000016,14,7,9,,0,5.6917022448033094e-05,23,0,148,clearance9,[],14447.336559310115,0,80.71275096445521,0.0,7,,274.4619509285714,"[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 20]",3,94,14,,0,14,ordinary,9,full_coverage_and_all_discovered_cleared,137,3842.467313,0.028719583991914988
25,0,True,,,,,,uniform__iid__95,uniform__iid,16,16,16,124,0.191878,16,,,,0,6.89580338075757e-05,,,106,peer_layout9_proxy,[],20861.89957309378,0,,0.0,,,304.648744625,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,,,,16,ordinary,9,full_coverage_and_all_discovered_cleared,92,4874.379914,0.191981665964704
6,0,True,0,0,0,0,0,uniform__iid__95,uniform__iid,8,18,16,120,0.027878999999999987,16,8,10,,0,5.8792007621377707e-05,22,1,100,fast7,[],12249.529918526132,0,,0.0,,,195.5566239375,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,20,,5,16,ordinary,6,public_upper_bound_16,93,3128.905983,0.027886916999705136
7,0,True,0,0,0,0,0,uniform__iid__95,uniform__iid,8,18,16,121,0.028814000000000117,16,8,10,,0,5.487498128786683e-05,22,1,101,clearance7,[],12246.326576339707,0,60.288063989977914,0.0,8,,195.8290821875,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,20,,5,16,ordinary,6,public_upper_bound_16,93,3133.265315,0.028877499978989363
7,0,True,0,0,0,0,0,uniform__iid__95,uniform__iid,10,18,16,145,0.031074000000000268,16,6,8,,0,5.683302879333496e-05,24,1,125,clearance9,[],13805.10140746866,0,64.89073209469485,0.0,10,,224.3762675625,"[1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",3,95,22,,6,16,ordinary,8,public_upper_bound_16,118,3590.020281,0.031111375021282583
22,0,True,,,,,,uniform__iid__96,uniform__iid,12,12,12,155,0.1828129999999999,12,,,,0,6.462505552917719e-05,,,141,peer_layout9_proxy,[],17686.527315232543,0,,0.0,,,369.1921218333334,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,128,4430.305462,0.18297074997099116
11,0,True,0,0,0,0,0,uniform__iid__96,uniform__iid,7,15,12,143,0.02512599999999976,12,5,8,,0,5.7958008255809546e-05,19,0,126,fast7,[],12600.446176713966,0,,0.0,,,278.25743616666665,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,12,,1,12,ordinary,7,full_coverage_and_all_discovered_cleared,120,3339.089234,0.025141833000816405
10,0,True,0,0,0,0,0,uniform__iid__96,uniform__iid,6,14,12,141,0.025336999999999943,12,6,8,,0,5.991599755361676e-05,19,0,125,clearance7,[],12592.267071353905,0,46.71319396173302,0.0,6,,277.454451,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,12,,1,12,ordinary,7,full_coverage_and_all_discovered_cleared,120,3329.453412,0.025336457998491824
10,0,True,0,0,0,0,0,uniform__iid__96,uniform__iid,6,15,12,163,0.024214999999999876,12,6,9,,0,6.295798812061548e-05,21,0,146,clearance9,[],12618.185644856932,0,35.13867578757032,0.0,6,,288.303094,"[1, 3, 4, 6, 7, 11, 12, 13, 14, 18, 19, 20]",3,96,8,,2,12,ordinary,9,full_coverage_and_all_discovered_cleared,137,3459.637128,0.024270292022265494
19,0,True,,,,,,uniform__smooth__87,uniform__smooth,11,11,11,150,0.1555040000000001,11,,,,0,7.116701453924179e-05,,,137,peer_layout9_proxy,[],19297.413783344662,0,,0.0,,,429.58934172727277,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,126,4725.482759,0.15588266705162823
3,0,True,0,0,0,0,0,uniform__smooth__87,uniform__smooth,3,11,11,147,0.018514999999999837,11,8,8,,0,6.958295125514269e-05,18,0,134,fast7,[],13206.904053388387,0,,0.0,,,317.5800735454546,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,12,,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,127,3493.380809,0.01852470904123038
3,0,True,0,0,0,0,0,uniform__smooth__87,uniform__smooth,3,11,11,147,0.0182380000000002,11,8,8,,0,7.404200732707977e-05,18,0,134,clearance7,[],13193.822927691093,0,31.326763558366565,0.0,3,,317.342235,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,12,,0,11,ordinary,7,full_coverage_and_all_discovered_cleared,127,3490.764585,0.018262125027831644
7,0,True,0,0,0,0,0,uniform__smooth__87,uniform__smooth,5,12,11,176,0.023568000000000033,11,6,7,,0,6.479199510067701e-05,20,0,162,clearance9,[],13816.585781414286,0,15.42810190738193,0.0,5,,344.21065090909093,"[2, 4, 6, 7, 9, 11, 12, 13, 16, 17, 18]",3,87,9,,0,11,ordinary,9,full_coverage_and_all_discovered_cleared,155,3786.31716,0.02356800000416115
20,0,True,,,,,,uniform__smooth__88,uniform__smooth,13,13,13,135,0.14160800000000018,13,,,,0,6.658397614955902e-05,,,120,peer_layout9_proxy,[],17880.856642750186,0,,0.0,,,334.6285639230769,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,109,4350.171331,0.1417409999994561
2,0,True,0,0,0,0,0,uniform__smooth__88,uniform__smooth,7,13,13,145,0.02492200000000011,13,6,6,,0,7.470801938325167e-05,20,0,130,fast7,[],12082.475232291017,0,,0.0,,,250.19192669230767,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,25,,3,13,ordinary,7,full_coverage_and_all_discovered_cleared,121,3252.495047,0.02495841699419543
2,0,True,0,0,0,0,0,uniform__smooth__88,uniform__smooth,7,13,13,145,0.025355999999999934,13,6,6,,0,0.00015033403178676963,20,0,130,clearance7,[],12028.960306174806,0,45.606626589294166,0.0,7,,249.36862000000002,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,25,,3,13,ordinary,7,full_coverage_and_all_discovered_cleared,121,3241.79206,0.025366999965626746
6,0,True,0,0,0,0,0,uniform__smooth__88,uniform__smooth,11,14,13,163,0.028509000000000118,13,2,3,,0,6.470800144597888e-05,22,0,147,clearance9,[],12298.18553171602,0,95.4222675221578,0.0,11,,261.5105466153846,"[1, 2, 3, 4, 6, 7, 8, 11, 13, 14, 17, 18, 19]",3,88,17,,14,13,ordinary,9,full_coverage_and_all_discovered_cleared,137,3399.637106,0.028536709025502205
18,0,True,,,,,,uniform__smooth__89,uniform__smooth,10,10,10,148,0.14367099999999988,10,,,,0,7.120799273252487e-05,,,136,peer_layout9_proxy,[],17847.72597397495,0,,0.0,,,442.2545196,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,123,4422.545196,0.1437462079920806
5,0,True,0,0,0,0,0,uniform__smooth__89,uniform__smooth,3,12,10,140,0.016904999999999948,10,7,9,,0,6.387499161064625e-05,17,0,126,fast7,[],11008.71351596732,0,,0.0,,,300.7742701,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,17,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,120,3007.742701,0.016944083967246115
5,0,True,0,0,0,0,0,uniform__smooth__89,uniform__smooth,3,12,10,140,0.017793999999999865,10,7,9,,0,6.737501826137304e-05,17,0,126,clearance7,[],10992.130110262877,0,18.979751982625466,0.0,3,,300.4426022,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,17,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,120,3004.426022,0.017793499981053174
6,0,True,0,0,0,0,0,uniform__smooth__89,uniform__smooth,3,12,10,164,0.01994499999999988,10,7,9,,0,6.47500273771584e-05,19,0,150,clearance9,[],11590.12398979698,0,9.022923118634376,0.0,3,,326.7024797,"[3, 4, 5, 6, 7, 9, 12, 14, 16, 20]",3,89,20,,1,10,ordinary,9,full_coverage_and_all_discovered_cleared,143,3267.024797,0.019973124959506094
20,0,True,,,,,,uniform__smooth__90,uniform__smooth,11,11,11,146,0.16579500000000014,11,,,,0,7.262500002980232e-05,,,133,peer_layout9_proxy,[],16722.84517042413,0,,0.0,,,380.4153667272727,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,120,4184.569034,0.1659319580066949
9,0,True,0,0,0,0,0,uniform__smooth__90,uniform__smooth,6,15,11,144,0.02227200000000007,11,5,9,,0,8.158298442140222e-05,18,0,127,fast7,[],13529.371211858508,0,,0.0,,,320.89765836363637,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,11,,5,11,ordinary,7,full_coverage_and_all_discovered_cleared,122,3529.874242,0.02229724999051541
9,0,True,0,0,0,0,0,uniform__smooth__90,uniform__smooth,6,15,11,144,0.02264199999999983,11,5,9,,0,7.154198829084635e-05,18,0,127,clearance7,[],13480.008086015167,0,50.96803921325242,0.0,6,,320.00014699999997,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,11,,5,11,ordinary,7,full_coverage_and_all_discovered_cleared,122,3520.001617,0.022652250016108155
5,0,True,0,0,0,0,0,uniform__smooth__90,uniform__smooth,6,13,11,165,0.023861999999999828,11,5,7,,0,0.00014462502440437675,20,0,150,clearance9,[],14119.88860502937,0,30.967016329341778,0.0,6,,343.2707018181818,"[3, 5, 8, 10, 12, 13, 14, 15, 16, 17, 18]",3,90,16,,6,11,ordinary,9,full_coverage_and_all_discovered_cleared,141,3775.97772,0.023880874970927835
16,0,True,,,,,,uniform__smooth__91,uniform__smooth,10,10,10,167,0.1336719999999998,10,,,,0,7.375003769993782e-05,,,155,peer_layout9_proxy,[],15541.958259975072,0,,0.0,,,407.839165,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,145,4078.39165,0.13378045801073313
7,0,True,0,0,0,0,0,uniform__smooth__91,uniform__smooth,2,10,10,135,0.01671800000000001,10,8,8,,0,6.137503078207374e-05,17,0,123,fast7,[],11642.627509184873,0,,0.0,,,311.35255010000003,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,6,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,120,3113.525501,0.016730166971683502
7,0,True,0,0,0,0,0,uniform__smooth__91,uniform__smooth,2,10,10,135,0.016934000000000005,10,8,8,,0,5.9542013332247734e-05,17,0,123,clearance7,[],11625.287220233557,0,12.543741917126226,0.0,2,,311.0057443,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,6,,0,10,ordinary,7,full_coverage_and_all_discovered_cleared,120,3110.057443,0.016988290997687727
10,0,True,0,0,0,0,0,uniform__smooth__91,uniform__smooth,5,11,10,162,0.020551999999999904,10,5,6,,0,6.720796227455139e-05,19,0,149,clearance9,[],13032.96525808392,0,52.473464953919006,0.0,5,,354.659305,"[6, 8, 12, 13, 14, 15, 16, 17, 19, 20]",3,91,5,,0,10,ordinary,9,full_coverage_and_all_discovered_cleared,142,3546.59305,0.020604040997568518
20,0,True,,,,,,uniform__smooth__92,uniform__smooth,13,13,13,135,0.16023599999999982,13,,,,0,6.383395520970225e-05,,,120,peer_layout9_proxy,[],19483.333399524163,0,,0.0,,,359.2820523076923,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,109,4670.66668,0.1603499170159921
7,0,True,0,0,0,0,0,uniform__smooth__92,uniform__smooth,5,14,13,147,0.026051999999999964,13,8,9,,0,6.204197416082025e-05,20,0,131,fast7,[],12362.658924525662,0,,0.0,,,255.19475276923077,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,19,,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,122,3317.531786,0.026058708026539534
7,0,True,0,0,0,0,0,uniform__smooth__92,uniform__smooth,5,14,13,147,0.026644999999999808,13,8,9,,0,7.20410025678575e-05,20,0,131,clearance7,[],12325.783342292812,0,52.76699291128807,0.0,5,,254.62743607692306,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,19,,0,13,ordinary,7,full_coverage_and_all_discovered_cleared,122,3310.156669,0.026644416037015617
7,0,True,0,0,0,0,0,uniform__smooth__92,uniform__smooth,11,13,13,163,0.02945600000000015,13,2,2,,0,9.129202226176858e-05,22,0,148,clearance9,[],13241.74605598613,0,46.46336858212311,0.0,11,,276.02686261538463,"[1, 2, 3, 4, 6, 8, 9, 10, 15, 17, 18, 19, 20]",3,92,21,,3,13,ordinary,9,full_coverage_and_all_discovered_cleared,135,3588.349214,0.029503708006814122
26,0,True,,,,,,uniform__smooth__93,uniform__smooth,16,16,16,108,0.2071670000000001,16,,,,0,7.254199590533972e-05,,,90,peer_layout9_proxy,[],21250.936232151653,0,,0.0,,,303.6367029375,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,,,,16,ordinary,7,public_upper_bound_16,78,4858.187247,0.2074152909917757
12,0,True,0,0,0,0,0,uniform__smooth__93,uniform__smooth,10,20,16,153,0.03221399999999974,16,6,10,,0,6.17500045336783e-05,22,1,131,fast7,[],14105.82935064496,0,,0.0,,,230.5103668125,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,39,,8,16,ordinary,6,public_upper_bound_16,120,3688.165869,0.03224554198095575
12,0,True,0,0,0,0,0,uniform__smooth__93,uniform__smooth,10,20,16,152,0.03310600000000008,16,6,10,,0,0.0001662920112721622,22,1,130,clearance7,[],14070.483942406076,0,97.96427253944509,0.0,10,,229.7560491875,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,38,,8,16,ordinary,6,public_upper_bound_16,120,3676.096787,0.03311283403309062
13,0,True,0,0,0,0,0,uniform__smooth__93,uniform__smooth,12,20,16,165,0.03479199999999949,16,4,8,,0,7.37080117687583e-05,23,2,143,clearance9,[],14220.025024818548,0,110.88977598926566,0.0,12,,236.5003129375,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 20]",3,93,32,,1,16,ordinary,7,public_upper_bound_16,133,3784.005007,0.034815416962374
