active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,inconsistent_updates,initialization_s,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
32,5,True,0,32,6,7,1,near_collinear__n10__positive,near_collinear,3,11,10,403,0.0377420000000086,10,0,0,,0,0.00015354098286479712,32,0,390,quarter22,[],22832.88571967814,0,,0.0,,False,692.1577141,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1860,14,9,0,10,stress,22,full_coverage_and_all_discovered_cleared,352,6921.577141,0.03777508303755894
32,5,True,0,32,6,7,1,near_collinear__n10__positive,near_collinear,3,11,10,403,0.038880999999989285,10,0,0,,0,0.00014433299656957388,32,0,390,quarter_prediction22,[],22832.88571967814,0,,0.0,,False,692.1577141,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1860,14,9,0,10,stress,22,full_coverage_and_all_discovered_cleared,352,6921.577141,0.03891008399659768
32,5,True,0,32,6,7,1,near_collinear__n10__positive,near_collinear,3,11,10,403,0.03828300000000695,10,0,0,,0,0.00015516596613451838,32,0,390,clearance_quarter22,[],22805.429399685414,0,20.552453544249687,0.0,3,False,691.6085877,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1860,14,9,0,10,stress,22,full_coverage_and_all_discovered_cleared,352,6916.085877,0.03831920801894739
43,5,True,0,43,8,8,2,near_collinear__n10__positive,near_collinear,1,11,10,418,0.046870000000012624,10,0,0,,0,0.00014441600069403648,32,0,405,clearance_f015_22,[],23167.909559895834,1,7.011589391904067,15.162949608623057,1,False,707.3581907,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1860,18,11,0,10,stress,22,full_coverage_and_all_discovered_cleared,362,7073.581907,0.04690212500281632
36,8,True,0,36,6,8,3,near_collinear__n10__positive,near_collinear,4,12,10,406,0.038511999999997215,10,0,0,,0,0.000272915989626199,32,0,392,clearance_f03_22,[],23229.525417655565,0,27.828252008414424,0.0,4,False,701.3905076,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1860,12,14,0,10,stress,22,full_coverage_and_all_discovered_cleared,352,7013.905076,0.03855450003175065
0,0,True,,,,,,near_collinear__n10__negative,near_collinear,10,10,10,722,0.034074000000003934,10,,,,0,0.0001782500185072422,,,710,square45_conservative,[],39686.48584882797,0,,0.0,,,1220.3297173,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1861,,,,10,stress,45,full_coverage_and_all_discovered_cleared,666,12203.297173,0.03413758298847824
26,13,True,0,26,6,6,6,near_collinear__n10__negative,near_collinear,4,10,10,401,0.03050299999999595,10,0,0,,0,0.0002192500396631658,32,0,389,fast22,[],24155.40268841893,0,,0.0,,,718.008053,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1861,17,,0,10,stress,22,full_coverage_and_all_discovered_cleared,354,7180.08053,0.03052404196932912
29,4,True,0,29,6,7,2,near_collinear__n10__negative,near_collinear,4,11,10,402,0.038190999999997643,10,0,0,,0,0.0001468330156058073,32,0,389,quarter22,[],23237.149789322037,0,,0.0,,False,699.7429955,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1861,14,9,0,10,stress,22,full_coverage_and_all_discovered_cleared,352,6997.429955,0.03823150001699105
39,9,True,0,39,5,7,4,near_collinear__n10__negative,near_collinear,5,12,10,413,0.039730000000005816,10,0,0,,0,0.00015458400594070554,32,0,399,quarter_prediction22,[],23603.68188259343,0,,0.0,,False,712.9736373,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1861,16,13,0,10,stress,22,full_coverage_and_all_discovered_cleared,358,7129.736373,0.039738416962791234
29,4,True,0,29,6,7,2,near_collinear__n10__negative,near_collinear,4,11,10,402,0.03875899999999888,10,0,0,,0,0.00015108397928997874,32,0,389,clearance_quarter22,[],23225.959295233395,0,21.50437562838752,0.0,4,False,699.5191855,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1861,14,9,0,10,stress,22,full_coverage_and_all_discovered_cleared,352,6995.191855,0.03881137497955933
33,1,True,0,33,5,5,0,near_collinear__n10__negative,near_collinear,4,16,10,415,0.04399300000000039,10,0,0,,0,0.00014812505105510354,32,0,397,clearance_f015_22,[],23056.167845553213,6,16.097143507189458,14.205133008745817,2,False,702.4233564,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1861,18,2,0,10,stress,22,full_coverage_and_all_discovered_cleared,360,7024.233564,0.04400112497387454
27,6,True,0,27,6,7,3,near_collinear__n10__negative,near_collinear,4,11,10,397,0.03525599999998974,10,0,0,,0,0.00016045902157202363,32,0,384,clearance_f03_22,[],23205.188372567,0,24.479555131463503,0.0,4,False,696.103767,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1861,11,8,0,10,stress,22,full_coverage_and_all_discovered_cleared,347,6961.03767,0.035262999997939914
0,0,True,,,,,,near_collinear__n10__spatial,near_collinear,8,15,10,750,0.03471499999999139,10,,,,0,0.00014879100490361452,,,733,square45_conservative,[],40453.799804863535,5,,13.579868177938883,,,1250.8759965,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1862,,,,10,stress,45,full_coverage_and_all_discovered_cleared,688,12508.759965,0.03474216698668897
32,13,True,0,32,2,5,6,near_collinear__n10__spatial,near_collinear,8,13,10,417,0.032176000000006866,10,0,0,,0,0.00018045800970867276,32,0,402,fast22,[],24186.7950783559,0,,0.0,,,727.4359012,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1862,26,,0,10,stress,22,full_coverage_and_all_discovered_cleared,368,7274.359012,0.03221824998036027
33,9,True,0,33,2,4,3,near_collinear__n10__spatial,near_collinear,8,12,10,388,0.03276100000000781,10,0,0,,0,0.00015400000847876072,32,0,374,quarter22,[],23206.658897173227,0,,0.0,,False,690.6331774,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1862,11,11,14,10,stress,22,full_coverage_and_all_discovered_cleared,339,6906.331774,0.03277737501775846
33,9,True,0,33,2,4,3,near_collinear__n10__spatial,near_collinear,8,12,10,388,0.033289999999993825,10,0,0,,0,0.00014783296501263976,32,0,374,quarter_prediction22,[],23206.658897173227,0,,0.0,,False,690.6331774,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1862,11,11,14,10,stress,22,full_coverage_and_all_discovered_cleared,339,6906.331774,0.03329591703368351
33,9,True,0,33,2,4,3,near_collinear__n10__spatial,near_collinear,8,12,10,388,0.03361500000001172,10,0,0,,0,0.00014845799887552857,32,0,374,clearance_quarter22,[],23131.930901205025,0,62.81450430451285,0.0,7,False,689.1386175,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1862,11,11,14,10,stress,22,full_coverage_and_all_discovered_cleared,339,6891.386175,0.03362833400024101
37,8,True,0,37,1,4,3,near_collinear__n10__spatial,near_collinear,9,13,10,408,0.036474999999995816,10,0,0,,0,0.0001449169940315187,32,0,393,clearance_f015_22,[],23292.692798426142,0,89.65551729573725,0.0,9,False,703.8538552,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1862,12,6,0,10,stress,22,full_coverage_and_all_discovered_cleared,356,7038.538552,0.036502417002338916
41,12,True,0,41,2,6,5,near_collinear__n10__spatial,near_collinear,8,14,10,416,0.03711500000000001,10,0,0,,0,0.00015183299547061324,32,0,400,clearance_f03_22,[],24043.447429377986,0,35.262768315353334,0.0,7,False,722.6689478999999,"[1, 2, 3, 4, 5, 12, 13, 16, 19, 20]",4,1862,15,15,0,10,stress,22,full_coverage_and_all_discovered_cleared,356,7226.689479,0.037117041007149965
0,0,True,,,,,,near_collinear__n13__positive,near_collinear,13,13,13,615,0.04087099999999566,13,,,,0,0.00015091599198058248,,,600,square45_conservative,[],38314.30666066193,0,,0.0,,,867.9893332307693,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1863,,,,13,stress,45,full_coverage_and_all_discovered_cleared,556,11283.861332,0.04090020898729563
42,24,True,0,42,5,6,11,near_collinear__n13__positive,near_collinear,8,14,13,350,0.03347999999999729,13,0,0,,0,0.00017458299407735467,35,0,334,fast22,[],26615.131874224644,0,,0.0,,,565.694335923077,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1863,23,,14,13,stress,22,full_coverage_and_all_discovered_cleared,293,7354.026367,0.03354454098735005
36,8,True,0,36,8,10,2,near_collinear__n13__positive,near_collinear,4,15,13,363,0.043754000000006954,13,0,0,,0,0.0001318749855272472,35,0,346,quarter22,[],24104.54099402322,0,,0.0,,False,533.1467843076923,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1863,17,8,14,13,stress,22,full_coverage_and_all_discovered_cleared,309,6930.908196,0.04378987499512732
34,10,True,0,34,8,9,3,near_collinear__n13__positive,near_collinear,5,14,13,385,0.04092500000000143,13,0,0,,0,0.00014516699593514204,35,0,369,quarter_prediction22,[],23963.414584814815,0,,0.0,,False,541.2063781538461,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1863,37,44,1,13,stress,22,full_coverage_and_all_discovered_cleared,330,7035.682916,0.04093733296031132
36,8,True,0,36,8,10,2,near_collinear__n13__positive,near_collinear,4,15,13,363,0.04382500000001244,13,0,0,,0,0.0001419169711880386,35,0,346,clearance_quarter22,[],24097.801013163786,0,23.737580423743815,0.0,4,False,533.0430923076923,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1863,17,8,14,13,stress,22,full_coverage_and_all_discovered_cleared,309,6929.5602,0.04383583302842453
38,7,True,0,38,8,8,3,near_collinear__n13__positive,near_collinear,4,14,13,368,0.047072,13,0,0,,0,0.0001437920145690441,35,0,352,clearance_f015_22,[],23971.489130093283,1,34.885098936570635,15.162949608623057,4,False,533.9459861538461,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1863,21,5,14,13,stress,22,full_coverage_and_all_discovered_cleared,319,6941.29782,0.04715570900589228
39,14,True,0,39,4,7,6,near_collinear__n13__positive,near_collinear,9,16,13,365,0.04095399999999927,13,0,0,,0,0.00014525000005960464,35,0,347,clearance_f03_22,[],24976.272986200973,0,62.68624641942349,0.0,9,False,547.019584,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1863,15,7,14,13,stress,22,full_coverage_and_all_discovered_cleared,307,7111.254592,0.040960083017125726
0,0,True,,,,,,near_collinear__n13__negative,near_collinear,13,13,13,633,0.03721700000001249,13,,,,0,0.00013562501408159733,,,618,square45_conservative,[],40049.00354550611,0,,0.0,,,903.0615932307693,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1864,,,,13,stress,45,full_coverage_and_all_discovered_cleared,575,11739.800712,0.03726237500086427
40,26,True,0,40,5,6,12,near_collinear__n13__negative,near_collinear,8,14,13,411,0.03842600000000118,13,0,0,,0,0.00016320898430421948,35,0,395,fast22,[],24880.095128454792,0,,0.0,,,567.6168481538461,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1864,59,,10,13,stress,22,full_coverage_and_all_discovered_cleared,360,7379.019026,0.03845604200614616
27,7,True,0,27,6,8,3,near_collinear__n13__negative,near_collinear,7,15,13,370,0.040515999999996666,13,0,0,,0,0.00016004196368157864,35,0,353,quarter22,[],23438.26089410857,0,,0.0,,False,526.3578597692308,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1864,29,15,9,13,stress,22,full_coverage_and_all_discovered_cleared,319,6842.652177,0.04053037503035739
19,3,True,0,19,4,6,1,near_collinear__n13__negative,near_collinear,9,15,13,397,0.04142300000000887,13,0,0,,0,0.00014416698832064867,35,0,380,quarter_prediction22,[],22363.973391336116,0,,0.0,,False,522.5226673846154,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1864,20,3,7,13,stress,22,full_coverage_and_all_discovered_cleared,349,6792.794676,0.0414338749833405
27,7,True,0,27,6,8,3,near_collinear__n13__negative,near_collinear,7,15,13,369,0.040611999999995874,13,0,0,,0,0.00014712498523294926,35,0,352,clearance_quarter22,[],23430.43120108103,0,46.51664508321147,0.0,7,False,525.7758645384615,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1864,28,15,9,13,stress,22,full_coverage_and_all_discovered_cleared,318,6835.086239,0.04062916699331254
34,6,True,0,34,5,5,2,near_collinear__n13__negative,near_collinear,8,13,13,376,0.045593000000010875,13,0,0,,0,0.00015066697960719466,35,0,361,clearance_f015_22,[],23923.88728700413,0,66.46086366372997,0.0,7,False,536.829034923077,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1864,30,19,9,13,stress,22,full_coverage_and_all_discovered_cleared,324,6978.777454,0.04561166698113084
32,11,True,0,32,6,9,5,near_collinear__n13__negative,near_collinear,7,16,13,376,0.04044600000000287,13,0,0,,0,0.00014641700545325875,35,0,358,clearance_f03_22,[],23729.49816297963,0,55.24671530511118,0.0,7,False,533.0692022307692,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1864,29,22,9,13,stress,22,full_coverage_and_all_discovered_cleared,320,6929.899629,0.040455833019223064
0,0,True,,,,,,near_collinear__n13__spatial,near_collinear,13,13,13,588,0.03132399999999791,13,,,,0,0.0001283750170841813,,,573,square45_conservative,[],38230.281294069355,0,,0.0,,,854.235097,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1865,,,,13,stress,45,full_coverage_and_all_discovered_cleared,529,11105.056261,0.03133958298712969
30,15,True,0,30,2,5,7,near_collinear__n13__spatial,near_collinear,11,16,13,388,0.036141000000000645,13,0,0,,0,0.00015087495557963848,35,0,370,fast22,[],24297.530024831787,0,,0.0,,,547.885077076923,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1865,45,,11,13,stress,22,full_coverage_and_all_discovered_cleared,339,7122.506002,0.036147709004580975
34,12,True,0,34,0,4,5,near_collinear__n13__spatial,near_collinear,13,17,13,380,0.04083999999998866,13,0,0,,0,0.00015425001038238406,35,0,361,quarter22,[],24169.69546028931,0,,0.0,,False,541.6876223076923,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1865,32,26,11,13,stress,22,full_coverage_and_all_discovered_cleared,326,7041.93909,0.04086312500294298
21,9,True,0,21,0,3,4,near_collinear__n13__spatial,near_collinear,13,16,13,390,0.037588999999996986,13,0,0,,0,0.0001397499581798911,35,0,372,quarter_prediction22,[],22900.771720228255,0,,0.0,,False,527.3195646153846,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1865,17,4,14,13,stress,22,full_coverage_and_all_discovered_cleared,341,6855.15434,0.03760012501152232
34,12,True,0,34,0,4,5,near_collinear__n13__spatial,near_collinear,13,17,13,379,0.04031999999999414,13,0,0,,0,0.00014670903328806162,35,0,360,clearance_quarter22,[],24107.61819556205,0,140.26179483784927,0.0,13,False,540.3479719230769,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1865,31,26,11,13,stress,22,full_coverage_and_all_discovered_cleared,326,7024.523635,0.040336541016586125
25,2,True,0,25,0,2,0,near_collinear__n13__spatial,near_collinear,13,15,13,368,0.04134299999999769,13,0,0,,0,0.0001378749730065465,35,0,351,clearance_f015_22,[],23677.92766470467,0,174.7385369287881,0.0,13,False,529.275809923077,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1865,30,19,10,13,stress,22,full_coverage_and_all_discovered_cleared,319,6880.585529,0.04141887498553842
25,7,True,0,25,1,4,2,near_collinear__n13__spatial,near_collinear,12,16,13,365,0.03773400000000038,13,0,0,,0,0.0001544170081615448,35,0,347,clearance_f03_22,[],23253.821876494338,0,117.67852133350362,0.0,12,False,521.3664901538461,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 19, 20]",4,1865,27,20,11,13,stress,22,full_coverage_and_all_discovered_cleared,318,6777.764372,0.037745999987237155
0,0,True,,,,,,near_collinear__n16__positive,near_collinear,16,16,16,541,0.03813999999999851,16,,,,0,0.00014591700164601207,,,523,square45_conservative,[],38383.174427863305,0,,0.0,,,678.4146805,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1866,,,,16,stress,41,public_upper_bound_16,483,10854.634888,0.038192915963009
20,5,True,0,20,5,8,2,near_collinear__n16__positive,near_collinear,11,19,16,291,0.04154900000000339,16,0,0,,0,0.0001413749996572733,30,8,270,fast22,[],16516.978131046326,0,,0.0,,,311.524726625,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1866,34,,18,16,stress,14,public_upper_bound_16,242,4984.395626,0.04155991703737527
16,2,True,0,16,8,8,0,near_collinear__n16__positive,near_collinear,8,16,16,277,0.03773199999999122,16,0,0,,0,0.00013058300828561187,30,8,259,quarter22,[],16429.146585504568,0,,0.0,,False,306.17683225,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1866,27,8,18,16,stress,14,public_upper_bound_16,238,4898.829316,0.03777950000949204
57,16,True,0,57,8,10,6,near_collinear__n16__positive,near_collinear,7,18,16,325,0.05222100000000296,16,0,0,,0,0.00011424999684095383,30,8,305,quarter_prediction22,[],21632.4707954959,0,,0.0,,False,387.6558849375,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1866,34,27,0,16,stress,14,public_upper_bound_16,265,6202.494159,0.05228070804150775
16,2,True,0,16,8,8,0,near_collinear__n16__positive,near_collinear,8,16,16,275,0.03730299999999431,16,0,0,,0,0.00013983401004225016,30,8,257,clearance_quarter22,[],16383.541772133076,0,57.31689349103508,0.0,8,False,304.981771875,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1866,25,8,18,16,stress,14,public_upper_bound_16,238,4879.70835,0.03731037495890632
25,2,True,0,25,7,9,1,near_collinear__n16__positive,near_collinear,9,18,16,288,0.04591299999999876,16,0,0,,0,0.00010754202958196402,30,8,268,clearance_f015_22,[],16274.74954821564,0,55.656060782671844,0.0,9,False,307.4343693125,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1866,27,6,18,16,stress,14,public_upper_bound_16,238,4918.949909,0.04600249999202788
15,3,True,0,15,6,6,1,near_collinear__n16__positive,near_collinear,10,16,16,273,0.03734000000000037,16,0,0,,0,0.0001284580212086439,30,8,255,clearance_f03_22,[],16055.047420524059,0,65.5927975535882,0.0,10,False,299.9380926875,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1866,24,8,18,16,stress,14,public_upper_bound_16,233,4799.009483,0.03736454201862216
0,0,True,,,,,,near_collinear__n16__negative,near_collinear,16,16,16,560,0.03969600000000639,16,,,,0,0.00010954204481095076,,,542,square45_conservative,[],39109.26605181855,0,,0.0,,,694.5533256875,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1867,,,,16,stress,41,public_upper_bound_16,501,11112.853211,0.03974337497493252
34,18,True,0,34,6,6,9,near_collinear__n16__negative,near_collinear,10,16,16,300,0.03460199999999247,16,0,0,,0,0.00013987504644319415,30,8,282,fast22,[],19254.144170100226,0,,0.0,,,349.8018020625,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1867,33,,18,16,stress,14,public_upper_bound_16,256,5596.828833,0.03463058400666341
30,7,True,0,30,5,8,3,near_collinear__n16__negative,near_collinear,11,19,16,300,0.04922399999999527,16,0,0,,0,0.00012745801359415054,30,8,279,quarter22,[],16660.14382943746,0,,0.0,,False,316.81429775,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1867,34,11,18,16,stress,14,public_upper_bound_16,253,5069.028764,0.04928991699125618
56,7,True,0,56,7,10,3,near_collinear__n16__negative,near_collinear,9,19,16,322,0.053130000000010114,16,0,0,,0,0.0001235000090673566,30,8,301,quarter_prediction22,[],21317.25024509385,0,,0.0,,False,382.403128125,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1867,38,33,7,16,stress,14,public_upper_bound_16,261,6118.45005,0.053174750006292015
30,7,True,0,30,5,8,3,near_collinear__n16__negative,near_collinear,11,19,16,300,0.05125400000000013,16,0,0,,0,0.0001344159827567637,30,8,279,clearance_quarter22,[],16635.567156736506,0,70.0184711668611,0.0,11,False,316.5070894375,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1867,34,11,18,16,stress,14,public_upper_bound_16,253,5064.113431,0.05127737496513873
31,10,True,0,31,6,8,4,near_collinear__n16__negative,near_collinear,10,18,16,294,0.045280000000005316,16,0,0,,0,0.00013466697419062257,30,8,274,clearance_f015_22,[],16562.46475931231,0,53.497414026745815,0.0,10,False,313.593309125,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1867,28,13,18,16,stress,14,public_upper_bound_16,249,5017.492946,0.045317958982195705
25,10,True,0,25,8,9,5,near_collinear__n16__negative,near_collinear,8,17,16,292,0.04357299999999498,16,0,0,,0,0.00012749998131766915,30,8,273,clearance_f03_22,[],16858.330550745028,0,60.61862894647569,0.0,8,False,316.9791316875,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1867,33,9,18,16,stress,14,public_upper_bound_16,252,5071.666107,0.04360845795599744
0,0,True,,,,,,near_collinear__n16__spatial,near_collinear,14,19,16,618,0.041302000000001726,16,,,,0,0.00011679198360070586,,,597,square45_conservative,[],44328.52748844481,3,,16.88303868780819,,,780.7940938125,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1868,,,,16,stress,45,full_coverage_and_all_discovered_cleared,553,12492.705501,0.041319374984595925
26,15,True,0,26,4,6,7,near_collinear__n16__spatial,near_collinear,12,18,16,286,0.03347800000000234,16,0,0,,0,0.00016670796321704984,30,8,266,fast22,[],17789.008699331003,0,,0.0,,,325.737608625,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1868,25,,18,16,stress,14,public_upper_bound_16,238,5211.801738,0.03356520796660334
30,5,True,0,30,3,7,2,near_collinear__n16__spatial,near_collinear,13,20,16,285,0.04262099999999691,16,0,0,,0,0.00013574998592957854,30,8,263,quarter22,[],16769.538666827306,0,,0.0,,False,311.93173325,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1868,25,16,26,16,stress,14,public_upper_bound_16,230,4990.907732,0.042644792003557086
48,7,True,0,48,1,7,3,near_collinear__n16__spatial,near_collinear,15,22,16,300,0.04332300000000089,16,0,0,,0,0.00011466600699350238,30,8,276,quarter_prediction22,[],21159.53403692933,0,,0.0,,False,372.0566753125,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1868,28,23,14,16,stress,14,public_upper_bound_16,243,5952.906805,0.04335150000406429
33,3,True,0,33,2,7,1,near_collinear__n16__spatial,near_collinear,14,21,16,294,0.04567399999999111,16,0,0,,0,0.0001218749675899744,30,8,271,clearance_quarter22,[],16910.085305917546,0,125.14383338613786,0.0,14,False,317.0010661875,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1868,24,20,19,16,stress,14,public_upper_bound_16,240,5072.017059,0.04583187500247732
29,7,True,0,29,2,6,3,near_collinear__n16__spatial,near_collinear,14,20,16,279,0.03947900000000004,16,0,0,,0,0.00012525002239271998,30,8,257,clearance_f015_22,[],16272.910459500223,0,137.21676038182915,0.0,13,False,304.036380625,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1868,22,9,27,16,stress,14,public_upper_bound_16,233,4864.58209,0.03951141599100083
26,12,True,0,26,3,8,6,near_collinear__n16__spatial,near_collinear,13,21,16,273,0.035190000000000055,16,0,0,,0,0.00012262503150850534,30,8,250,clearance_f03_22,[],16403.102290773724,0,122.12681520278389,0.0,13,False,303.2262785,"[1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",4,1868,19,11,28,16,stress,14,public_upper_bound_16,226,4851.620456,0.035208415996748954
0,0,True,,,,,,cluster_far20__n10__positive,cluster_far20,10,10,10,680,0.034555999999994924,10,,,,0,9.979202877730131e-05,,,668,square45_conservative,[],37875.289494917284,0,,0.0,,,1159.0057901,"[1, 3, 4, 5, 9, 12, 15, 17, 19, 20]",4,1869,,,,10,stress,45,full_coverage_and_all_discovered_cleared,625,11590.057901,0.034597709018271416
32,13,True,0,32,2,7,4,cluster_far20__n10__positive,cluster_far20,8,15,10,322,0.028377999999989356,10,0,0,,0,0.00016925000818446279,32,0,305,fast22,[],23616.872756637993,0,,0.0,,,658.5374549000001,"[1, 3, 4, 5, 9, 12, 15, 17, 19, 20]",4,1869,12,,0,10,stress,22,full_coverage_and_all_discovered_cleared,272,6585.374549,0.028381166979670525
41,7,True,0,41,4,7,3,cluster_far20__n10__positive,cluster_far20,6,13,10,339,0.03710399999999936,10,0,0,,0,0.0001188750029541552,32,0,324,quarter22,[],25187.19797577609,0,,0.0,,False,700.0439593,"[1, 3, 4, 5, 9, 12, 15, 17, 19, 20]",4,1869,8,8,0,10,stress,22,full_coverage_and_all_discovered_cleared,284,7000.439593,0.037145790993236005
41,3,True,0,41,7,8,1,cluster_far20__n10__positive,cluster_far20,3,11,10,328,0.03733700000000795,10,0,0,,0,0.00013933400623500347,32,0,315,quarter_prediction22,[],23985.309217482165,0,,0.0,,False,669.5061840000001,"[1, 3, 4, 5, 9, 12, 15, 17, 19, 20]",4,1869,5,18,0,10,stress,22,full_coverage_and_all_discovered_cleared,270,6695.06184,0.03735612501623109
41,7,True,0,41,5,8,3,cluster_far20__n10__positive,cluster_far20,5,13,10,339,0.03689099999999712,10,0,0,,0,0.0001289169886149466,32,0,324,clearance_quarter22,[],25172.7270710464,0,30.349019302232747,0.0,5,False,699.7545409,"[1, 3, 4, 5, 9, 12, 15, 17, 19, 20]",4,1869,8,8,0,10,stress,22,full_coverage_and_all_discovered_cleared,284,6997.545409,0.03690783301135525
58,9,True,0,58,6,7,2,cluster_far20__n10__positive,cluster_far20,4,11,10,338,0.044938999999999396,10,0,0,,0,0.00012916699051856995,32,0,325,clearance_f015_22,[],24599.514869294417,0,37.819769207421224,0.0,3,False,686.1902972,"[1, 3, 4, 5, 9, 12, 15, 17, 19, 20]",4,1869,6,6,0,10,stress,22,full_coverage_and_all_discovered_cleared,264,6861.902972,0.044970625021960586
