best_m,bound_kind,certified_optimal,comparison_budget,comparisons,delta_scores,full_scores,generated_candidates,initial_2opt_m,local_polishes,lower_bound_m,method,point_set,polish_enabled,raw_proposal_best_m,seed,shared_setup_s,stations,wall_s
30424.73029949318,(n-1) times minimum interstation distance,False,100000,1,0,1,0,30424.73029949318,0,29699.99999999999,two_opt,q4_triangle,True,30424.73029949318,42,0.0060562919825315475,31,0.006084166991058737
29700.0,(n-1) times minimum interstation distance,True,100000,1343,1305,38,36,30424.73029949318,1,29699.99999999999,genetic,q4_triangle,True,30424.73029949318,42,0.005991415993776172,31,0.007457791012711823
29699.999999999996,(n-1) times minimum interstation distance,True,100000,4420,4350,70,65,30424.73029949318,4,29699.99999999999,genetic,q4_triangle,True,30424.73029949318,43,0.0063100000261329114,31,0.010230250016320497
29699.999999999996,(n-1) times minimum interstation distance,True,100000,2222,2175,47,44,30424.73029949318,2,29699.99999999999,genetic,q4_triangle,True,30424.73029949318,44,0.006083999993279576,31,0.008030208002310246
29700.0,(n-1) times minimum interstation distance,True,100000,1343,1305,38,36,30424.73029949318,1,29699.99999999999,genetic,q4_triangle,True,30424.73029949318,45,0.0059886249946430326,31,0.007333416026085615
29699.999999999996,(n-1) times minimum interstation distance,True,100000,3536,3480,56,52,30424.73029949318,3,29699.99999999999,genetic,q4_triangle,True,30424.73029949318,46,0.0062858330202288926,31,0.009109958016779274
29700.0,(n-1) times minimum interstation distance,True,100000,4400,4350,50,45,30424.73029949318,4,29699.99999999999,immune,q4_triangle,True,30424.73029949318,42,0.00652950000949204,31,0.009545292006805539
29700.0,(n-1) times minimum interstation distance,True,100000,7021,6960,61,54,30424.73029949318,6,29699.99999999999,immune,q4_triangle,True,30424.73029949318,43,0.006120249978266656,31,0.010509499988984317
29699.999999999993,(n-1) times minimum interstation distance,True,100000,2210,2175,35,32,30424.73029949318,2,29699.99999999999,immune,q4_triangle,True,30424.73029949318,44,0.006265415984671563,31,0.007881333003751934
29699.999999999996,(n-1) times minimum interstation distance,True,100000,4835,4785,50,45,30424.73029949318,4,29699.99999999999,immune,q4_triangle,True,30424.73029949318,45,0.00607900001341477,31,0.009271375020034611
29700.0,(n-1) times minimum interstation distance,True,100000,7456,7395,61,54,30424.73029949318,6,29699.99999999999,immune,q4_triangle,True,30424.73029949318,46,0.006321332999505103,31,0.01099366694688797
29700.0,(n-1) times minimum interstation distance,True,100000,8760,8700,60,51,30424.73029949318,8,29699.99999999999,ant_colony,q4_triangle,True,30424.73029949318,42,0.006229375023394823,31,0.017964875034522265
29700.0,(n-1) times minimum interstation distance,True,100000,13569,13485,84,72,30424.73029949318,11,29699.99999999999,ant_colony,q4_triangle,True,30424.73029949318,43,0.006016959028784186,31,0.023496959009207785
29700.0,(n-1) times minimum interstation distance,True,100000,2622,2610,12,9,30424.73029949318,2,29699.99999999999,ant_colony,q4_triangle,True,30424.73029949318,44,0.006392124982085079,31,0.009098457987420261
29700.0,(n-1) times minimum interstation distance,True,100000,3501,3480,21,17,30424.73029949318,3,29699.99999999999,ant_colony,q4_triangle,True,30424.73029949318,45,0.006217083020601422,31,0.010546832985710353
29700.0,(n-1) times minimum interstation distance,True,100000,2622,2610,12,9,30424.73029949318,2,29699.99999999999,ant_colony,q4_triangle,True,30424.73029949318,46,0.006346709036733955,31,0.009057125018443912
