all_clear_rate,all_cleared,errors,max_commands,max_wall_s,mean_clear_calls,mean_commands,mean_cpu_s,mean_measurements,mean_move_m,mean_per_source_s,mean_stations,mean_switches,mean_total_s,mean_wall_s,method,n,p95_total_s,p95_wall_s,pooled_per_source_s,role,split,stop_at_16,stop_full_coverage,sum_cpu_s,task,worst_case_id,worst_per_source_s,worst_total_s
1.0,75,0,787,0.12520958302775398,12.746666666666666,641.8933333333333,0.060941973333333406,627.1466666666666,39653.78590068943,963.3149588525428,43.733333333333334,584.3866666666667,11714.317180586668,0.06156060159749662,greedy,75,12476.456569599999,0.0739350919087883,929.7077127449737,,ordinary,5,70,4.570648000000006,q4_conservative,clustered__adversarial-spatial__55,1286.9120127,12869.120127
1.0,93,0,787,0.12520958302775398,12.795698924731182,643.763440860215,0.06314754838709871,628.9677419354839,39663.736446099756,962.2971283008408,43.946236559139784,585.8602150537635,11727.18814992473,0.0639846012132713,greedy,93,12475.4212132,0.08997527458705004,925.0453756938083,,all_comparison,8,85,5.872722000000181,q4_conservative,clustered__adversarial-spatial__55,1286.9120127,12869.120127
1.0,75,0,727,0.11734654102474451,12.76,575.2666666666667,0.05647074666667474,560.5066666666667,43305.25131692598,985.8722611536436,44.72,516.7866666666666,12043.850265786667,0.05754945551743731,insertion_greedy,75,12899.912783599999,0.071984450094169,955.861132205291,,ordinary,7,68,4.235306000000605,q4_conservative,uniform__smooth__53,1294.4525156,12960.45015
1.0,93,0,727,0.11734654102474451,12.806451612903226,587.1827956989247,0.05965475268818111,572.3763440860215,42971.75134679054,985.2096523747126,44.473118279569896,528.989247311828,12048.995433086024,0.06087377419199554,insertion_greedy,93,12875.0634566,0.0978526500286533,950.4296652052589,,all_comparison,13,80,5.547892000000843,q4_conservative,uniform__smooth__53,1294.4525156,12960.45015
1.0,75,0,787,0.08593987498898059,12.746666666666666,643.8933333333333,0.06010548000000957,629.1466666666666,38888.784613608346,951.4539558590196,43.733333333333334,586.3466666666667,11573.276923399999,0.060633876130450515,two_opt,75,12398.8239063,0.07196966706542297,918.5140415396825,,ordinary,5,70,4.507911000000718,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,93,0,787,0.11449408298358321,12.795698924731182,645.0215053763441,0.06241307526882518,630.2258064516129,39001.681720273744,951.8753301395319,43.946236559139784,587.0860215053764,11602.293333935484,0.06349233334122967,two_opt,93,12347.095150199999,0.0877987749991007,915.1936217608143,,all_comparison,8,85,5.804416000000742,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,75,0,787,0.08069170900853351,12.746666666666666,643.8933333333333,0.06015561333333153,629.1466666666666,38888.784613608346,951.4539558590196,43.733333333333334,586.3466666666667,11573.276923399999,0.06053765947852904,genetic,75,12398.8239063,0.07225644208374433,918.5140415396825,,ordinary,5,70,4.511670999999865,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,93,0,787,0.13263629196444526,12.795698924731182,645.0215053763441,0.062432795698922045,630.2258064516129,39001.681720273744,951.8753301395319,43.946236559139784,587.0860215053764,11602.293333935484,0.06337277333174522,genetic,93,12347.095150199999,0.08800198321696369,915.1936217608143,,all_comparison,8,85,5.80624999999975,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,75,0,787,0.07804812502581626,12.746666666666666,643.8933333333333,0.060071253333321695,629.1466666666666,38888.784613608346,951.4539558590196,43.733333333333334,586.3466666666667,11573.276923399999,0.06044220275944099,immune,75,12398.8239063,0.07078356681158765,918.5140415396825,,ordinary,5,70,4.505343999999127,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,93,0,787,0.10231416701572016,12.795698924731182,645.0215053763441,0.062140634408595075,630.2258064516129,39001.681720273744,951.8753301395319,43.946236559139784,587.0860215053764,11602.293333935484,0.06267052682952814,immune,93,12347.095150199999,0.08448196602985263,915.1936217608143,,all_comparison,8,85,5.779078999999342,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,75,0,787,0.13664674997562543,12.746666666666666,643.8933333333333,0.06011954666666952,629.1466666666666,38888.784613608346,951.4539558590196,43.733333333333334,586.3466666666667,11573.276923399999,0.06117538393475115,ant_colony,75,12398.8239063,0.07082776257302612,918.5140415396825,,ordinary,5,70,4.508966000000214,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,93,0,787,0.13664674997562543,12.795698924731182,645.0215053763441,0.062302225806455856,630.2258064516129,39001.681720273744,951.8753301395319,43.946236559139784,587.0860215053764,11602.293333935484,0.06349908246380848,ant_colony,93,12347.095150199999,0.09060570002766324,915.1936217608143,,all_comparison,8,85,5.794107000000395,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,75,0,787,0.18313099996885285,12.746666666666666,643.8933333333333,0.060495213333332076,629.1466666666666,38888.784613608346,951.4539558590196,43.733333333333334,586.3466666666667,11573.276923399999,0.061922870507308596,particle_swarm,75,12398.8239063,0.07238211667281576,918.5140415396825,,ordinary,5,70,4.537140999999906,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,93,0,787,0.18313099996885285,12.795698924731182,645.0215053763441,0.0625223333333344,630.2258064516129,39001.681720273744,951.8753301395319,43.946236559139784,587.0860215053764,11602.293333935484,0.06394483867634629,particle_swarm,93,12347.095150199999,0.08996907500550146,915.1936217608143,,all_comparison,8,85,5.814577000000099,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,75,0,787,0.1447024999652058,12.746666666666666,643.8933333333333,0.060322693333341705,629.1466666666666,38888.784613608346,951.4539558590196,43.733333333333334,586.3466666666667,11573.276923399999,0.06139675610465929,fireworks,75,12398.8239063,0.07298666688147933,918.5140415396825,,ordinary,5,70,4.524202000000628,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,93,0,787,0.1447024999652058,12.795698924731182,645.0215053763441,0.06259136559140555,630.2258064516129,39001.681720273744,951.8753301395319,43.946236559139784,587.0860215053764,11602.293333935484,0.06378467653637691,fireworks,93,12347.095150199999,0.09047978341113767,915.1936217608143,,all_comparison,8,85,5.820997000000716,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,75,0,787,0.09682962502120063,12.746666666666666,643.8933333333333,0.06025798666666712,629.1466666666666,38888.784613608346,951.4539558590196,43.733333333333334,586.3466666666667,11573.276923399999,0.06076190891908482,iterated_search,75,12398.8239063,0.07304147953400388,918.5140415396825,,ordinary,5,70,4.519349000000034,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,93,0,787,0.11212108400650322,12.795698924731182,645.0215053763441,0.06281768817204163,630.2258064516129,39001.681720273744,951.8753301395319,43.946236559139784,587.0860215053764,11602.293333935484,0.06352645165652478,iterated_search,93,12347.095150199999,0.09226702522719273,915.1936217608143,,all_comparison,8,85,5.842044999999871,q4_conservative,clustered__adversarial-spatial__55,1278.7110026,12787.110026
1.0,75,0,768,0.2092646249802783,12.76,601.44,0.06146311999999095,586.68,38112.118360664936,922.1219883837733,43.266666666666666,544.3466666666667,11163.650339226666,0.06302744219079613,adaptive_greedy,75,12545.8214473,0.0706887876149267,886.0039951767195,,ordinary,10,65,4.609733999999321,q4_conservative,edge__adversarial-spatial__54,1233.1409224000001,13457.33984
1.0,93,0,768,0.2092646249802783,12.806451612903226,597.236559139785,0.06311024731181772,582.4301075268817,38128.28297950533,918.5419072896022,43.38709677419355,539.9354838709677,11141.516811322579,0.064646514323515,adaptive_greedy,93,12555.8451924,0.08267767537618055,878.847382063613,,all_comparison,17,76,5.869252999999048,q4_conservative,edge__adversarial-spatial__54,1233.1409224000001,13457.33984
1.0,75,0,784,0.19720004097325727,12.76,600.6933333333334,0.07898593333332732,585.9333333333333,37344.856338817735,908.2065992564038,43.64,543.3333333333334,11005.451268306666,0.0804482321984445,adaptive_two_opt,75,12403.3290624,0.09141873749322257,873.4485133576719,,ordinary,10,65,5.923944999999549,q4_conservative,edge__adversarial-spatial__54,1215.219455,12921.615934
1.0,93,0,784,0.22271416598232463,12.806451612903226,595.5806451612904,0.08055822580644861,580.7741935483871,37414.54061822949,905.6001263922614,43.623655913978496,538.1290322580645,10988.682317698924,0.08317772170994431,adaptive_two_opt,93,12408.5622062,0.10251255780458449,866.7917349838846,,all_comparison,17,76,7.491914999999722,q4_conservative,edge__adversarial-spatial__54,1215.219455,12921.615934
1.0,18,0,714,0.10807337495498359,13.0,651.5555555555555,0.07233744444445417,636.5555555555555,39705.19705197609,958.0561676687498,44.833333333333336,592.0,11780.817188833335,0.07408459961233246,greedy,18,12123.30871575,0.10170719374145845,906.2167068333334,,stress,3,15,1.3020740000001751,q4_conservative,boundary_outward_min__n16__positive,1204.5147897000002,12259.103496
1.0,18,0,703,0.11220237496308982,13.0,636.8333333333334,0.07292144444445764,621.8333333333334,41582.16813789291,982.4487824624999,43.44444444444444,579.8333333333334,12070.433630166668,0.07472510200265485,insertion_greedy,18,12781.54122615,0.11076498928014189,928.4948946282052,,stress,6,12,1.3125860000002376,q4_conservative,near_collinear_min__n16__positive,1248.2678571000001,12814.927561
1.0,18,0,720,0.11449408298358321,13.0,649.7222222222222,0.07202805555555693,634.7222222222222,39472.086331379585,953.6310563083332,44.833333333333336,590.1666666666666,11723.1950445,0.07540257171947612,two_opt,18,12103.04797675,0.11320626242086292,901.7842341923076,,stress,3,15,1.2965050000000247,q4_conservative,near_collinear_min__n10__spatial,1212.0108552,12120.108552
1.0,18,0,720,0.13263629196444526,13.0,649.7222222222222,0.07192105555554917,634.7222222222222,39472.086331379585,953.6310563083332,44.833333333333336,590.1666666666666,11723.1950445,0.07518574772014593,genetic,18,12103.04797675,0.11389230363711246,901.7842341923076,,stress,3,15,1.2945789999998851,q4_conservative,near_collinear_min__n10__spatial,1212.0108552,12120.108552
1.0,18,0,720,0.10231416701572016,13.0,649.7222222222222,0.07076305555556751,634.7222222222222,39472.086331379585,953.6310563083332,44.833333333333336,590.1666666666666,11723.1950445,0.07195521045489134,immune,18,12103.04797675,0.09854229199117981,901.7842341923076,,stress,3,15,1.2737350000002152,q4_conservative,near_collinear_min__n10__spatial,1212.0108552,12120.108552
1.0,18,0,720,0.12124262499855831,13.0,649.7222222222222,0.07139672222223226,634.7222222222222,39472.086331379585,953.6310563083332,44.833333333333336,590.1666666666666,11723.1950445,0.073181159668214,ant_colony,18,12103.04797675,0.11393513934453948,901.7842341923076,,stress,3,15,1.2851410000001806,q4_conservative,near_collinear_min__n10__spatial,1212.0108552,12120.108552
1.0,18,0,720,0.10887458396609873,13.0,649.7222222222222,0.07096866666667741,634.7222222222222,39472.086331379585,953.6310563083332,44.833333333333336,590.1666666666666,11723.1950445,0.07236970604733667,particle_swarm,18,12103.04797675,0.10442968579009175,901.7842341923076,,stress,3,15,1.2774360000001934,q4_conservative,near_collinear_min__n10__spatial,1212.0108552,12120.108552
1.0,18,0,720,0.10790508304489776,13.0,649.7222222222222,0.07204416666667157,634.7222222222222,39472.086331379585,953.6310563083332,44.833333333333336,590.1666666666666,11723.1950445,0.07373434500186704,fireworks,18,12103.04797675,0.10161430438165552,901.7842341923076,,stress,3,15,1.2967950000000883,q4_conservative,near_collinear_min__n10__spatial,1212.0108552,12120.108552
1.0,18,0,720,0.11212108400650322,13.0,649.7222222222222,0.07348311111110206,634.7222222222222,39472.086331379585,953.6310563083332,44.833333333333336,590.1666666666666,11723.1950445,0.07504537972919126,iterated_search,18,12103.04797675,0.10651349121762904,901.7842341923076,,stress,3,15,1.3226959999998371,q4_conservative,near_collinear_min__n10__spatial,1212.0108552,12120.108552
1.0,18,0,717,0.0944804169703275,13.0,579.7222222222222,0.06997327777776263,564.7222222222222,38195.63555800697,903.6249027305556,43.888888888888886,521.5555555555555,11049.29377838889,0.07139264820984358,adaptive_greedy,18,12310.449750549998,0.0932930027047405,849.9456752606839,,stress,7,11,1.2595189999997274,q4_conservative,boundary_outward_min__n16__positive,1198.8467886,13183.300281
1.0,18,0,717,0.22271416598232463,13.0,574.2777777777778,0.08710944444445406,559.2777777777778,37704.89178244519,894.7398227916667,43.55555555555556,516.4444444444445,10918.811690166669,0.09455059467452681,adaptive_two_opt,18,12259.3595197,0.12268145614361839,839.9085915512821,,stress,7,11,1.567970000000173,q4_conservative,boundary_outward_min__n16__positive,1188.6297075,12765.928901
