all_cleared,baseline_per_source_s,baseline_s,candidate_per_source_s,candidate_s,case_id,category,delta_s,method,seed,sources,split,task
True,1212.7057075999999,12127.057076,1248.9427556,12489.427556,uniform__adversarial-positive__55,uniform__adversarial-positive,362.3704800000014,insertion_greedy,55,10,ordinary,q4_conservative
True,956.2096617999999,9562.096618,992.2925546,9922.925546,clustered__adversarial-negative__55,clustered__adversarial-negative,360.8289280000008,adaptive_greedy,55,10,ordinary,q3_active
True,952.2651465000001,9522.651465,988.3480393,9883.480393,clustered__adversarial-spatial__55,clustered__adversarial-spatial,360.828927999999,adaptive_greedy,55,10,ordinary,q3_active
True,955.2498207000001,9552.498207,991.3158572,9913.158572,clustered__iid__55,clustered__iid,360.66036499999973,adaptive_greedy,55,10,ordinary,q3_active
True,820.018132,11480.253848,845.7723047142857,11840.812266,uniform__adversarial-positive__53,uniform__adversarial-positive,360.55841800000053,genetic,53,14,ordinary,q4_active
True,736.742773375,11787.884374,759.1953555,12147.125688,uniform__adversarial-positive__56,uniform__adversarial-positive,359.2413140000008,greedy,56,16,ordinary,q4_conservative
True,1207.2836141,12072.836141,1243.1703183,12431.703183,near_collinear_min__n10__negative,near_collinear_min,358.86704199999986,insertion_greedy,149,10,stress,q4_conservative
True,599.071614125,9585.145826,621.4106935,9942.571096,clustered__smooth__56,clustered__smooth,357.4252699999997,insertion_greedy,56,16,ordinary,q4_active
True,1089.7593566363637,11987.352923,1122.167582181818,12343.843404,uniform__smooth__54,uniform__smooth,356.4904809999989,insertion_greedy,54,11,ordinary,q4_conservative
True,955.2336357,9552.336357,990.7259473,9907.259473,clustered__smooth__55,clustered__smooth,354.92311599999994,adaptive_greedy,55,10,ordinary,q3_active
True,959.025245,9590.25245,994.5041203000001,9945.041203,clustered__adversarial-positive__55,clustered__adversarial-positive,354.7887530000007,adaptive_greedy,55,10,ordinary,q3_active
True,881.5889181666666,10579.067018,911.104817,10933.257804,clustered__smooth__52,clustered__smooth,354.190786000001,adaptive_greedy,52,12,ordinary,q4_active
True,734.6733823125,11754.774117,756.538512125,12104.616194,uniform__adversarial-negative__56,uniform__adversarial-negative,349.84207699999934,greedy,56,16,ordinary,q4_conservative
True,847.6154152142857,11866.615813,872.5265215714286,12215.371302,uniform__iid__53,uniform__iid,348.7554889999992,particle_swarm,53,14,ordinary,q4_active
True,1125.7655148,11257.655148,1160.5644768,11605.644768,edge__adversarial-spatial__55,edge__adversarial-spatial,347.9896200000003,ant_colony,55,10,ordinary,q4_active
True,922.4828098,9224.828098,957.0700075000001,9570.700075,uniform__adversarial-negative__55,uniform__adversarial-negative,345.8719770000007,insertion_greedy,55,10,ordinary,q3_active
True,1067.8936909090908,11746.8306,1099.2172019090908,12091.389221,uniform__iid__54,uniform__iid,344.55862100000013,adaptive_greedy,54,11,ordinary,q4_conservative
True,1173.0459123,11730.459123,1207.4030731,12074.030731,edge__adversarial-negative__55,edge__adversarial-negative,343.5716080000002,particle_swarm,55,10,ordinary,q4_active
True,898.0576226428572,12572.806717,922.5820082857143,12916.148116,clustered__smooth__53,clustered__smooth,343.3413990000008,adaptive_two_opt,53,14,ordinary,q4_active
True,843.8400869999999,11813.761218,868.3307429285715,12156.630401,uniform__adversarial-spatial__53,uniform__adversarial-spatial,342.8691830000007,particle_swarm,53,14,ordinary,q4_active
True,905.3859464166667,10864.631357,933.6602625833334,11203.923151,edge__iid__52,edge__iid,339.29179400000066,greedy,52,12,ordinary,q4_conservative
True,1079.1509976363636,11870.660974,1109.7148100909092,12206.862911,uniform__adversarial-negative__54,uniform__adversarial-negative,336.2019369999998,ant_colony,54,11,ordinary,q4_active
True,599.071614125,9585.145826,620.030158625,9920.482538,clustered__smooth__56,clustered__smooth,335.33671200000026,ant_colony,56,16,ordinary,q4_active
True,1165.4452558,11654.452558,1198.9561417,11989.561417,edge__iid__55,edge__iid,335.10885899999994,greedy,55,10,ordinary,q4_active
True,902.2265324166666,10826.718389,930.022472,11160.269664,edge__adversarial-positive__52,edge__adversarial-positive,333.5512749999998,greedy,52,12,ordinary,q4_conservative
True,1212.0108552,12120.108552,1245.3242374,12453.242374,near_collinear_min__n10__spatial,near_collinear_min,333.1338219999998,insertion_greedy,150,10,stress,q4_conservative
True,918.4168657499999,11021.002389,945.9414995000001,11351.297994,edge__adversarial-negative__52,edge__adversarial-negative,330.29560500000116,greedy,52,12,ordinary,q4_conservative
True,1125.7655148,11257.655148,1158.7197565000001,11587.197565,edge__adversarial-spatial__55,edge__adversarial-spatial,329.54241700000057,adaptive_greedy,55,10,ordinary,q4_active
True,1024.5013775,10245.013775,1057.3827838,10573.827838,boundary_outward_min__n10__positive,boundary_outward_min,328.8140629999998,particle_swarm,142,10,stress,q4_active
True,935.5970136428571,13098.358191,958.5552822142856,13419.773951,clustered__adversarial-negative__53,clustered__adversarial-negative,321.41575999999986,adaptive_two_opt,53,14,ordinary,q4_active
True,1166.4680260999999,11664.680261,1198.5420738,11985.420738,unknown_count_late__n10__spatial,unknown_count_late,320.7404770000012,insertion_greedy,156,10,stress,q4_conservative
True,502.56815775,8041.090524,522.5685415,8361.096664,boundary_outward_min__n16__spatial,boundary_outward_min,320.0061400000004,insertion_greedy,147,16,stress,q3_active
True,502.813795625,8045.02073,522.789459125,8364.631346,boundary_outward_min__n16__negative,boundary_outward_min,319.61061599999994,insertion_greedy,146,16,stress,q3_active
True,503.9558550625,8063.293681,523.801812,8380.828992,boundary_outward_min__n16__positive,boundary_outward_min,317.53531100000055,insertion_greedy,145,16,stress,q3_active
True,1050.0354605454545,11550.390066,1078.8987807272727,11867.886588,uniform__adversarial-spatial__54,uniform__adversarial-spatial,317.49652199999946,ant_colony,54,11,ordinary,q4_active
True,1166.5098585,11665.098585,1198.1404195,11981.404195,edge__smooth__55,edge__smooth,316.30560999999943,particle_swarm,55,10,ordinary,q4_active
True,1074.3703336363635,11818.07367,1102.7720591818181,12130.492651,uniform__iid__54,uniform__iid,312.4189810000007,insertion_greedy,54,11,ordinary,q4_active
True,926.3093414166666,11115.712097,951.9594960833333,11423.513953,edge__adversarial-spatial__52,edge__adversarial-spatial,307.80185600000004,adaptive_greedy,52,12,ordinary,q4_conservative
True,1016.0856477272727,11176.942125,1044.0574809090908,11484.63229,clustered__adversarial-spatial__54,clustered__adversarial-spatial,307.690165,particle_swarm,54,11,ordinary,q4_active
True,691.6040294375,11065.664471,710.7584594375,11372.135351,edge__smooth__56,edge__smooth,306.47088000000076,adaptive_two_opt,56,16,ordinary,q4_active
True,1182.9040774999999,11829.040775,1213.4637949,12134.637949,uniform__adversarial-negative__55,uniform__adversarial-negative,305.59717400000045,insertion_greedy,55,10,ordinary,q4_conservative
True,708.6671693125,11338.674709,727.7047529375,11643.276047,edge__adversarial-spatial__56,edge__adversarial-spatial,304.6013379999986,adaptive_two_opt,56,16,ordinary,q4_active
True,670.6332748125,10730.132397,689.609660625,11033.75457,edge__iid__56,edge__iid,303.62217299999975,adaptive_two_opt,56,16,ordinary,q4_active
True,686.50502,10984.08032,705.422909875,11286.766558,edge__adversarial-negative__56,edge__adversarial-negative,302.68623800000023,adaptive_two_opt,56,16,ordinary,q4_active
True,1173.0459123,11730.459123,1203.2404095,12032.404095,edge__adversarial-negative__55,edge__adversarial-negative,301.9449719999993,iterated_search,55,10,ordinary,q4_active
True,914.2095486363636,10056.305035,941.5466877272727,10357.013565,uniform__adversarial-negative__54,uniform__adversarial-negative,300.7085299999999,adaptive_greedy,54,11,ordinary,q3_active
True,1056.2543987272727,11618.798386,1083.3889456363636,11917.278402,uniform__adversarial-negative__54,uniform__adversarial-negative,298.4800159999995,adaptive_greedy,54,11,ordinary,q4_conservative
True,735.2862066875,11764.579307,753.9312520625,12062.900033,edge__adversarial-positive__56,edge__adversarial-positive,298.3207259999999,adaptive_two_opt,56,16,ordinary,q4_active
True,670.6332748125,10730.132397,689.002458625,11024.039338,edge__iid__56,edge__iid,293.9069410000011,iterated_search,56,16,ordinary,q4_active
True,1073.452817909091,11807.980997,1100.1590852727275,12101.749938,uniform__smooth__54,uniform__smooth,293.76894100000027,immune,54,11,ordinary,q4_active
True,1079.1509976363636,11870.660974,1105.776691909091,12163.543611,uniform__adversarial-negative__54,uniform__adversarial-negative,292.8826369999988,insertion_greedy,54,11,ordinary,q4_active
True,601.57733625,9625.23738,619.7356530625,9915.770449,clustered__iid__56,clustered__iid,290.53306899999916,ant_colony,56,16,ordinary,q4_active
True,820.018132,11480.253848,840.7197472142858,11770.076461,uniform__adversarial-positive__53,uniform__adversarial-positive,289.8226130000003,insertion_greedy,53,14,ordinary,q4_active
True,843.8400869999999,11813.761218,864.1651069285715,12098.311497,uniform__adversarial-spatial__53,uniform__adversarial-spatial,284.55027900000096,insertion_greedy,53,14,ordinary,q4_active
True,526.355596,8421.689536,544.11165575,8705.786492,edge__adversarial-positive__56,edge__adversarial-positive,284.0969559999994,insertion_greedy,56,16,ordinary,q3_active
True,527.570872,8441.133952,545.216746875,8723.46795,edge__smooth__56,edge__smooth,282.33399800000007,insertion_greedy,56,16,ordinary,q3_active
True,461.486568125,7383.78509,478.6853751875,7658.966003,near_collinear_min__n16__spatial,near_collinear_min,275.18091299999924,insertion_greedy,153,16,stress,q3_active
True,1164.4039185,11644.039185,1191.7359248999999,11917.359249,unknown_count_late__n10__positive,unknown_count_late,273.32006399999955,insertion_greedy,154,10,stress,q4_conservative
True,1143.3693057,11433.693057,1170.5821513,11705.821513,boundary_outward_min__n10__positive,boundary_outward_min,272.12845600000037,greedy,142,10,stress,q4_conservative
True,1183.1516889,11831.516889,1210.242845,12102.42845,boundary_outward_min__n10__negative,boundary_outward_min,270.911560999999,insertion_greedy,143,10,stress,q4_conservative
True,594.8157125,9517.0514,611.6580453125,9786.528725,clustered__adversarial-negative__56,clustered__adversarial-negative,269.47732499999984,ant_colony,56,16,ordinary,q4_active
True,967.6346342727272,10643.980977,992.1096449090909,10913.206094,clustered__adversarial-positive__54,clustered__adversarial-positive,269.22511699999995,genetic,54,11,ordinary,q4_active
True,843.8400869999999,11813.761218,863.0541417857143,12082.757985,uniform__adversarial-spatial__53,uniform__adversarial-spatial,268.99676700000055,greedy,53,14,ordinary,q4_active
True,829.6769353571428,11615.477095,848.8252179285715,11883.553051,uniform__smooth__53,uniform__smooth,268.0759560000006,insertion_greedy,53,14,ordinary,q4_active
True,1143.8390443,11438.390443,1170.4815701,11704.815701,near_collinear_min__n10__spatial,near_collinear_min,266.4252579999993,adaptive_greedy,150,10,stress,q4_active
True,1138.0661609,11380.661609,1164.4289039999999,11644.28904,near_collinear_min__n10__positive,near_collinear_min,263.627430999999,adaptive_greedy,148,10,stress,q4_active
True,826.8994979285715,11576.592971,845.725679,11840.159506,uniform__adversarial-negative__53,uniform__adversarial-negative,263.56653499999993,greedy,53,14,ordinary,q4_active
True,527.5221018125,8440.353629,543.8827001875,8702.123203,edge__adversarial-negative__56,edge__adversarial-negative,261.7695739999999,insertion_greedy,56,16,ordinary,q3_active
True,1050.0354605454545,11550.390066,1073.470861090909,11808.179472,uniform__adversarial-spatial__54,uniform__adversarial-spatial,257.7894059999999,insertion_greedy,54,11,ordinary,q4_active
True,847.6154152142857,11866.615813,865.9709728571428,12123.59362,uniform__iid__53,uniform__iid,256.9778069999993,insertion_greedy,53,14,ordinary,q4_active
True,847.6154152142857,11866.615813,865.5315607857143,12117.441851,uniform__iid__53,uniform__iid,250.82603799999924,greedy,53,14,ordinary,q4_active
True,1173.2527945,11732.527945,1197.8448838,11978.448838,uniform__adversarial-positive__55,uniform__adversarial-positive,245.92089300000043,insertion_greedy,55,10,ordinary,q4_active
True,826.8994979285715,11576.592971,844.3117193571428,11820.364071,uniform__adversarial-negative__53,uniform__adversarial-negative,243.77109999999993,insertion_greedy,53,14,ordinary,q4_active
True,1423.4646034,14234.646034,1447.7117673,14477.117673,near_collinear_min__n10__negative,near_collinear_min,242.47163900000123,adaptive_greedy,149,10,stress,q4_active
True,1024.5013775,10245.013775,1048.0881216,10480.881216,boundary_outward_min__n10__positive,boundary_outward_min,235.86744100000033,immune,142,10,stress,q4_active
True,852.5437968571429,11935.613156,869.3497785,12170.896899,edge__smooth__53,edge__smooth,235.28374299999996,iterated_search,53,14,ordinary,q4_active
True,799.7405601428571,11196.367842,816.4924808571429,11430.894732,edge__iid__53,edge__iid,234.526890000001,insertion_greedy,53,14,ordinary,q3_active
True,800.642449,12810.279184,814.9742068125,13039.587309,boundary_outward_min__n16__spatial,boundary_outward_min,229.30812499999956,particle_swarm,147,16,stress,q4_active
True,967.6346342727272,10643.980977,988.0005064545454,10868.005571,clustered__adversarial-positive__54,clustered__adversarial-positive,224.02459400000043,adaptive_greedy,54,11,ordinary,q4_active
True,686.50502,10984.08032,700.4884184375,11207.814695,edge__adversarial-negative__56,edge__adversarial-negative,223.734375,particle_swarm,56,16,ordinary,q4_active
True,793.4143742142858,11107.801239,809.3672494285714,11331.141492,edge__adversarial-positive__53,edge__adversarial-positive,223.3402530000003,iterated_search,53,14,ordinary,q4_active
True,946.63378075,11359.605369,964.8770668333333,11578.524802,edge__smooth__52,edge__smooth,218.91943299999912,immune,52,12,ordinary,q4_active
True,1249.6079475000001,12496.079475,1271.4683615,12714.683615,clustered__adversarial-spatial__55,clustered__adversarial-spatial,218.60413999999946,insertion_greedy,55,10,ordinary,q4_active
True,1224.2584911,12242.584911,1245.9018852,12459.018852,clustered__smooth__55,clustered__smooth,216.43394099999932,greedy,55,10,ordinary,q4_conservative
True,736.742773375,11787.884374,750.2306833125,12003.690933,uniform__adversarial-positive__56,uniform__adversarial-positive,215.80655900000056,adaptive_greedy,56,16,ordinary,q4_conservative
True,1183.1516889,11831.516889,1204.5147897000002,12045.147897,boundary_outward_min__n10__negative,boundary_outward_min,213.6310080000003,greedy,143,10,stress,q4_conservative
True,790.4994013333334,9485.992816,808.1782239166668,9698.138687,uniform__adversarial-spatial__52,uniform__adversarial-spatial,212.14587100000062,insertion_greedy,52,12,ordinary,q3_active
True,1182.3644309,11823.644309,1203.5229335,12035.229335,unknown_count_late__n10__positive,unknown_count_late,211.58502600000065,ant_colony,154,10,stress,q4_active
True,1222.9911096,12229.911096,1244.0805673,12440.805673,unknown_count_late__n10__spatial,unknown_count_late,210.89457700000094,ant_colony,156,10,stress,q4_active
True,1213.1519486,12131.519486,1234.2351824,12342.351824,unknown_count_late__n10__negative,unknown_count_late,210.83233800000016,ant_colony,155,10,stress,q4_active
True,1075.6523025454544,11832.175328,1094.7870229999999,12042.657253,edge__adversarial-positive__54,edge__adversarial-positive,210.48192500000005,immune,54,11,ordinary,q4_active
True,1109.1915226363637,12201.106749,1128.2900678181818,12411.190746,edge__adversarial-positive__54,edge__adversarial-positive,210.08399699999973,greedy,54,11,ordinary,q4_conservative
True,531.553820125,8504.861122,544.6001735625,8713.602777,edge__adversarial-spatial__56,edge__adversarial-spatial,208.7416549999998,insertion_greedy,56,16,ordinary,q3_active
True,1168.6465196,11686.465196,1189.4501495,11894.501495,unknown_count_late__n10__negative,unknown_count_late,208.03629900000124,insertion_greedy,155,10,stress,q4_conservative
True,820.018132,11480.253848,834.7855895,11686.998253,uniform__adversarial-positive__53,uniform__adversarial-positive,206.74440499999946,immune,53,14,ordinary,q4_active
True,881.5889181666666,10579.067018,898.5366453333332,10782.439744,clustered__smooth__52,clustered__smooth,203.3727259999996,ant_colony,52,12,ordinary,q4_active
True,926.3093414166666,11115.712097,943.2089578333333,11318.507494,edge__adversarial-spatial__52,edge__adversarial-spatial,202.79539699999987,adaptive_two_opt,52,12,ordinary,q4_conservative
True,886.8231620833334,10641.877945,903.6068409999999,10843.282092,clustered__adversarial-positive__52,clustered__adversarial-positive,201.40414699999928,ant_colony,52,12,ordinary,q4_active
True,899.4359961818183,9893.795958,917.6482024545454,10094.130227,uniform__adversarial-positive__54,uniform__adversarial-positive,200.33426899999904,adaptive_two_opt,54,11,ordinary,q3_active
True,1119.6011442727272,12315.612587,1137.7954738181818,12515.750212,clustered__iid__54,clustered__iid,200.1376250000012,adaptive_greedy,54,11,ordinary,q4_conservative
True,976.2948456666667,11715.538148,992.908974,11914.907688,edge__adversarial-spatial__52,edge__adversarial-spatial,199.3695399999997,immune,52,12,ordinary,q4_active
True,1215.846034,12158.46034,1235.7408166,12357.408166,clustered__adversarial-positive__55,clustered__adversarial-positive,198.94782599999962,insertion_greedy,55,10,ordinary,q4_conservative
True,892.8201138181819,9821.021252,910.8216287272727,10019.037916,uniform__iid__54,uniform__iid,198.01666399999885,adaptive_two_opt,54,11,ordinary,q3_active
True,895.1090879090909,9846.199967,913.0563364545454,10043.619701,uniform__adversarial-spatial__54,uniform__adversarial-spatial,197.41973399999915,adaptive_two_opt,54,11,ordinary,q3_active
True,958.301248375,15332.819974,970.63044775,15530.087164,near_collinear_min__n16__spatial,near_collinear_min,197.26719000000048,adaptive_greedy,153,16,stress,q4_active
True,1074.3703336363635,11818.07367,1092.1702070909091,12013.872278,uniform__iid__54,uniform__iid,195.79860800000097,adaptive_greedy,54,11,ordinary,q4_active
True,1171.5234896,11715.234896,1191.0824254,11910.824254,edge__adversarial-negative__55,edge__adversarial-negative,195.58935799999927,insertion_greedy,55,10,ordinary,q4_conservative
True,827.216451125,13235.463218,839.4018496875,13430.429595,near_collinear_min__n16__positive,near_collinear_min,194.96637699999883,adaptive_greedy,151,16,stress,q4_active
True,1144.3908211818182,12588.299033,1162.034982909091,12782.384812,edge__adversarial-negative__54,edge__adversarial-negative,194.0857790000009,immune,54,11,ordinary,q4_active
True,734.6733823125,11754.774117,746.5502158125,11944.803453,uniform__adversarial-negative__56,uniform__adversarial-negative,190.0293359999996,insertion_greedy,56,16,ordinary,q4_conservative
True,594.8157125,9517.0514,606.645195375,9706.323126,clustered__adversarial-negative__56,clustered__adversarial-negative,189.27172599999903,genetic,56,16,ordinary,q4_active
True,1125.7655148,11257.655148,1144.6368364,11446.368364,edge__adversarial-spatial__55,edge__adversarial-spatial,188.7132160000001,insertion_greedy,55,10,ordinary,q4_active
True,736.742773375,11787.884374,748.517273125,11976.27637,uniform__adversarial-positive__56,uniform__adversarial-positive,188.3919960000003,insertion_greedy,56,16,ordinary,q4_conservative
True,931.3909060833333,11176.690873,947.078611,11364.943332,edge__smooth__52,edge__smooth,188.25245900000118,adaptive_greedy,52,12,ordinary,q4_conservative
True,823.2370974285715,11525.319364,836.5148705714286,11711.208188,edge__adversarial-spatial__53,edge__adversarial-spatial,185.88882399999966,immune,53,14,ordinary,q4_active
True,644.084006625,10305.344106,655.5281575625,10488.450521,clustered__adversarial-positive__56,clustered__adversarial-positive,183.1064150000002,particle_swarm,56,16,ordinary,q4_active
True,1146.9588622727272,12616.547485,1163.578957,12799.368527,edge__adversarial-spatial__54,edge__adversarial-spatial,182.8210420000014,ant_colony,54,11,ordinary,q4_active
True,976.221017,11714.652204,991.3685148333334,11896.422178,edge__iid__52,edge__iid,181.76997400000073,immune,52,12,ordinary,q4_active
True,905.3859464166667,10864.631357,920.4972751666666,11045.967302,edge__iid__52,edge__iid,181.3359449999989,adaptive_two_opt,52,12,ordinary,q4_conservative
True,1125.7655148,11257.655148,1143.8662589,11438.662589,edge__adversarial-spatial__55,edge__adversarial-spatial,181.00744099999974,genetic,55,10,ordinary,q4_active
True,503.9558550625,8063.293681,515.230521,8243.688336,boundary_outward_min__n16__positive,boundary_outward_min,180.39465499999915,adaptive_greedy,145,16,stress,q3_active
True,977.1533454166666,11725.840145,992.1449046666667,11905.738856,edge__adversarial-negative__52,edge__adversarial-negative,179.89871099999982,immune,52,12,ordinary,q4_active
True,1109.1915226363637,12201.106749,1125.511309,12380.624399,edge__adversarial-positive__54,edge__adversarial-positive,179.51764999999978,adaptive_greedy,54,11,ordinary,q4_conservative
True,1114.8395904545455,12263.235495,1131.145387,12442.599257,clustered__smooth__54,clustered__smooth,179.36376199999904,adaptive_two_opt,54,11,ordinary,q4_conservative
True,1050.0354605454545,11550.390066,1066.1667980909092,11727.834779,uniform__adversarial-spatial__54,uniform__adversarial-spatial,177.44471300000077,immune,54,11,ordinary,q4_active
True,820.018132,11480.253848,832.5786246428571,11656.100745,uniform__adversarial-positive__53,uniform__adversarial-positive,175.84689699999944,greedy,53,14,ordinary,q4_active
True,829.6769353571428,11615.477095,842.1818441428571,11790.545818,uniform__smooth__53,uniform__smooth,175.06872300000032,greedy,53,14,ordinary,q4_active
True,502.813795625,8045.02073,513.75090125,8220.01442,boundary_outward_min__n16__negative,boundary_outward_min,174.99368999999933,adaptive_greedy,146,16,stress,q3_active
True,1143.3693057,11433.693057,1160.7949373,11607.949373,boundary_outward_min__n10__positive,boundary_outward_min,174.25631599999906,adaptive_greedy,142,10,stress,q4_conservative
True,798.6457505,11181.040507,811.0811562857143,11355.136188,edge__adversarial-negative__53,edge__adversarial-negative,174.0956810000007,insertion_greedy,53,14,ordinary,q3_active
True,502.56815775,8041.090524,513.4335570625,8214.936913,boundary_outward_min__n16__spatial,boundary_outward_min,173.84638899999936,adaptive_greedy,147,16,stress,q3_active
True,823.2370974285715,11525.319364,835.5735316428571,11698.029443,edge__adversarial-spatial__53,edge__adversarial-spatial,172.7100789999986,genetic,53,14,ordinary,q4_active
True,734.6733823125,11754.774117,745.414670875,11926.634734,uniform__adversarial-negative__56,uniform__adversarial-negative,171.86061699999846,adaptive_greedy,56,16,ordinary,q4_conservative
True,660.016276375,10560.260422,670.639556875,10730.23291,uniform__adversarial-positive__56,uniform__adversarial-positive,169.97248800000125,iterated_search,56,16,ordinary,q4_active
True,1091.4366532,10914.366532,1108.321013,11083.21013,uniform__adversarial-negative__55,uniform__adversarial-negative,168.84359799999947,adaptive_two_opt,55,10,ordinary,q4_active
True,527.463976,8439.423616,537.9652673125,8607.444277,edge__iid__56,edge__iid,168.02066100000047,insertion_greedy,56,16,ordinary,q3_active
True,1086.7039834545456,11953.743818,1101.8569799090908,12120.426779,uniform__adversarial-positive__54,uniform__adversarial-positive,166.6829609999986,greedy,54,11,ordinary,q4_active
True,594.8157125,9517.0514,604.9962750625,9679.940401,clustered__adversarial-negative__56,clustered__adversarial-negative,162.88900099999955,immune,56,16,ordinary,q4_active
True,756.2523304375,12100.037287,766.1939685,12259.103496,boundary_outward_min__n16__positive,boundary_outward_min,159.06620900000053,greedy,145,16,stress,q4_conservative
True,1183.1516889,11831.516889,1198.8467886,11988.467886,boundary_outward_min__n10__negative,boundary_outward_min,156.95099699999992,adaptive_greedy,143,10,stress,q4_conservative
True,1168.6465196,11686.465196,1184.2217476,11842.217476,unknown_count_late__n10__negative,unknown_count_late,155.7522800000006,greedy,155,10,stress,q4_conservative
True,793.4143742142858,11107.801239,804.4773788571429,11262.683304,edge__adversarial-positive__53,edge__adversarial-positive,154.88206499999978,ant_colony,53,14,ordinary,q4_active
True,718.3218273125,11493.149237,727.972547125,11647.560754,unknown_count_late__n16__spatial,unknown_count_late,154.41151700000046,greedy,159,16,stress,q4_conservative
True,930.4719455,14887.551128,940.0910901875,15041.457443,near_collinear_min__n16__negative,near_collinear_min,153.90631500000018,adaptive_greedy,152,16,stress,q4_active
True,1112.1605251818182,12233.765777,1126.1481482727272,12387.629631,edge__adversarial-negative__54,edge__adversarial-negative,153.86385399999926,adaptive_two_opt,54,11,ordinary,q4_conservative
True,1166.4680260999999,11664.680261,1181.8012268,11818.012268,unknown_count_late__n10__spatial,unknown_count_late,153.33200700000089,greedy,156,10,stress,q4_conservative
True,1093.6542956363637,12030.197252,1107.4810539090909,12182.291593,edge__iid__54,edge__iid,152.094341,greedy,54,11,ordinary,q4_conservative
True,1093.0825975454545,12023.908573,1106.8997556363636,12175.897312,edge__smooth__54,edge__smooth,151.98873899999853,greedy,54,11,ordinary,q4_conservative
True,1164.4039185,11644.039185,1179.5790235,11795.790235,unknown_count_late__n10__positive,unknown_count_late,151.75105000000076,greedy,154,10,stress,q4_conservative
True,826.8994979285715,11576.592971,837.5924938571428,11726.294914,uniform__adversarial-negative__53,uniform__adversarial-negative,149.70194300000003,adaptive_two_opt,53,14,ordinary,q4_active
True,1084.2027122727272,11926.229835,1097.7688104545455,12075.456915,edge__adversarial-spatial__54,edge__adversarial-spatial,149.22708000000057,greedy,54,11,ordinary,q4_conservative
True,1091.4366532,10914.366532,1106.3560214,11063.560214,uniform__adversarial-negative__55,uniform__adversarial-negative,149.19368199999917,genetic,55,10,ordinary,q4_active
True,852.5437968571429,11935.613156,863.1744992142857,12084.442989,edge__smooth__53,edge__smooth,148.82983299999978,ant_colony,53,14,ordinary,q4_active
True,947.9235006666667,11375.082008,960.3077119166666,11523.692543,edge__adversarial-positive__52,edge__adversarial-positive,148.6105349999998,immune,52,12,ordinary,q4_active
True,799.7405601428571,11196.367842,810.3240616428571,11344.536863,edge__iid__53,edge__iid,148.1690209999997,adaptive_greedy,53,14,ordinary,q3_active
True,735.2862066875,11764.579307,744.5159250625,11912.254801,edge__adversarial-positive__56,edge__adversarial-positive,147.67549399999916,fireworks,56,16,ordinary,q4_active
True,1112.1605251818182,12233.765777,1125.4144602727274,12379.559063,edge__adversarial-negative__54,edge__adversarial-negative,145.79328600000008,greedy,54,11,ordinary,q4_conservative
True,475.7495355625,7611.992569,484.7272259375,7755.635615,clustered__iid__56,clustered__iid,143.64304600000014,adaptive_two_opt,56,16,ordinary,q4_conservative
True,1166.5098585,11665.098585,1180.8211692,11808.211692,edge__smooth__55,edge__smooth,143.11310700000104,iterated_search,55,10,ordinary,q4_active
True,1219.6687494,12196.687494,1233.7833344,12337.833344,clustered__adversarial-negative__55,clustered__adversarial-negative,141.1458500000008,insertion_greedy,55,10,ordinary,q4_conservative
True,772.3840014375,12358.144023,781.1993803125,12499.190085,boundary_outward_min__n16__positive,boundary_outward_min,141.04606199999944,adaptive_greedy,145,16,stress,q4_active
True,826.8994979285715,11576.592971,836.9505182142857,11717.307255,uniform__adversarial-negative__53,uniform__adversarial-negative,140.71428399999968,iterated_search,53,14,ordinary,q4_active
True,883.7649632142857,12372.709485,893.7166439285714,12512.033015,edge__iid__53,edge__iid,139.32353000000148,ant_colony,53,14,ordinary,q4_active
True,808.5036693333333,9702.044032,820.0570886666666,9840.685064,uniform__adversarial-positive__52,uniform__adversarial-positive,138.64103199999954,insertion_greedy,52,12,ordinary,q3_active
True,1114.8395904545455,12263.235495,1127.0281082727272,12397.309191,clustered__smooth__54,clustered__smooth,134.07369599999947,adaptive_greedy,54,11,ordinary,q4_conservative
True,751.5998008125,12025.596813,759.912154625,12158.594474,edge__adversarial-positive__56,edge__adversarial-positive,132.99766099999943,greedy,56,16,ordinary,q4_conservative
True,752.3150128125,12037.040205,760.6228076875,12169.964923,boundary_outward_min__n16__spatial,boundary_outward_min,132.9247180000002,adaptive_two_opt,147,16,stress,q4_conservative
True,753.65157725,12058.425236,761.908116375,12190.529862,edge__smooth__56,edge__smooth,132.10462600000028,greedy,56,16,ordinary,q4_conservative
True,1171.5049687,11715.049687,1184.6900836999998,11846.900837,edge__smooth__55,edge__smooth,131.8511499999986,adaptive_greedy,55,10,ordinary,q4_conservative
True,799.4950849166667,9593.941019,810.2168780000001,9722.602536,uniform__smooth__52,uniform__smooth,128.66151700000046,insertion_greedy,52,12,ordinary,q3_active
True,744.6772574375,11914.836119,752.527854,12040.445664,edge__adversarial-negative__56,edge__adversarial-negative,125.60954500000116,greedy,56,16,ordinary,q4_conservative
True,686.50502,10984.08032,694.3511011875,11109.617619,edge__adversarial-negative__56,edge__adversarial-negative,125.53729900000144,iterated_search,56,16,ordinary,q4_active
True,1074.3703336363635,11818.07367,1085.6873317272727,11942.560649,uniform__iid__54,uniform__iid,124.48697899999934,fireworks,54,11,ordinary,q4_active
