all_cleared,baseline_per_source_s,baseline_s,candidate_per_source_s,candidate_s,case_id,category,delta_s,method,seed,sources,split,task
True,552.4224180625,8838.758689,601.3384609375,9621.415375,uniform__smooth__56,uniform__smooth,782.6566860000003,insertion_greedy,56,16,ordinary,q3_active
True,549.224703625,8787.595258,597.9132753125,9566.612405,uniform__adversarial-negative__56,uniform__adversarial-negative,779.0171470000005,insertion_greedy,56,16,ordinary,q3_active
True,691.6040294375,11065.664471,740.0926478125,11841.482365,edge__smooth__56,edge__smooth,775.8178939999998,fireworks,56,16,ordinary,q4_active
True,826.8994979285715,11576.592971,881.8427320714285,12345.798249,uniform__adversarial-negative__53,uniform__adversarial-negative,769.2052779999995,immune,53,14,ordinary,q4_active
True,670.6332748125,10730.132397,718.5621734375,11496.994775,edge__iid__56,edge__iid,766.8623779999998,fireworks,56,16,ordinary,q4_active
True,1091.8793703,10918.793703,1167.9857617,11679.857617,uniform__iid__55,uniform__iid,761.0639140000003,ant_colony,55,10,ordinary,q4_active
True,1182.3644309,11823.644309,1258.3437984,12583.437984,unknown_count_late__n10__positive,unknown_count_late,759.7936750000008,particle_swarm,154,10,stress,q4_active
True,670.6332748125,10730.132397,717.9453968125,11487.126349,edge__iid__56,edge__iid,756.9939520000007,particle_swarm,56,16,ordinary,q4_active
True,601.57733625,9625.23738,648.800212,10380.803392,clustered__iid__56,clustered__iid,755.5660119999993,particle_swarm,56,16,ordinary,q4_active
True,1138.0661609,11380.661609,1213.1061103,12131.061103,near_collinear_min__n10__positive,near_collinear_min,750.3994939999993,fireworks,148,10,stress,q4_active
True,932.7665400909092,10260.431941,1000.7218479090909,11007.940327,clustered__iid__54,clustered__iid,747.5083859999995,adaptive_greedy,54,11,ordinary,q3_active
True,881.5889181666666,10579.067018,943.5783141666667,11322.93977,clustered__smooth__52,clustered__smooth,743.8727520000011,insertion_greedy,52,12,ordinary,q4_active
True,1093.6542956363637,12030.197252,1160.1990821818183,12762.189904,edge__iid__54,edge__iid,731.9926520000008,insertion_greedy,54,11,ordinary,q4_conservative
True,942.4531994545455,10366.985194,1008.964036909091,11098.604406,clustered__adversarial-negative__54,clustered__adversarial-negative,731.6192119999996,adaptive_greedy,54,11,ordinary,q3_active
True,1091.4366532,10914.366532,1163.3429542,11633.429542,uniform__adversarial-negative__55,uniform__adversarial-negative,719.0630099999998,particle_swarm,55,10,ordinary,q4_active
True,826.0865045714285,11565.211064,877.3125284285715,12282.375398,edge__adversarial-spatial__53,edge__adversarial-spatial,717.164334000001,adaptive_two_opt,53,14,ordinary,q4_conservative
True,967.6346342727272,10643.980977,1032.8017415454544,11360.819157,clustered__adversarial-positive__54,clustered__adversarial-positive,716.8381800000006,greedy,54,11,ordinary,q4_active
True,1011.0056807272726,11121.062488,1076.172788,11837.900668,clustered__adversarial-negative__54,clustered__adversarial-negative,716.8381800000006,greedy,54,11,ordinary,q4_active
True,1016.0856477272727,11176.942125,1081.252755,11893.780305,clustered__adversarial-spatial__54,clustered__adversarial-spatial,716.8381800000006,greedy,54,11,ordinary,q4_active
True,1056.6337813636364,11622.971595,1121.8008886363637,12339.809775,clustered__iid__54,clustered__iid,716.8381799999988,greedy,54,11,ordinary,q4_active
True,1047.2509400000001,11519.76034,1112.4180472727273,12236.59852,clustered__smooth__54,clustered__smooth,716.8381799999988,greedy,54,11,ordinary,q4_active
True,1125.7655148,11257.655148,1196.9475247,11969.475247,edge__adversarial-spatial__55,edge__adversarial-spatial,711.8200990000005,particle_swarm,55,10,ordinary,q4_active
True,691.6040294375,11065.664471,735.959807875,11775.356926,edge__smooth__56,edge__smooth,709.6924550000003,greedy,56,16,ordinary,q4_active
True,1091.4366532,10914.366532,1162.3763379,11623.763379,uniform__adversarial-negative__55,uniform__adversarial-negative,709.396847,fireworks,55,10,ordinary,q4_active
True,735.2862066875,11764.579307,779.596895,12473.55032,edge__adversarial-positive__56,edge__adversarial-positive,708.9710130000003,greedy,56,16,ordinary,q4_active
True,1143.3693057,11433.693057,1213.0105034,12130.105034,boundary_outward_min__n10__positive,boundary_outward_min,696.4119769999998,insertion_greedy,142,10,stress,q4_conservative
True,866.2228477142856,12127.119868,915.2143333571429,12813.000667,uniform__adversarial-spatial__53,uniform__adversarial-spatial,685.8807990000005,insertion_greedy,53,14,ordinary,q4_conservative
True,1063.899681090909,11702.896492,1126.2434340909092,12388.677775,uniform__adversarial-spatial__54,uniform__adversarial-spatial,685.7812830000003,insertion_greedy,54,11,ordinary,q4_conservative
True,800.642449,12810.279184,843.3130236875,13493.008379,boundary_outward_min__n16__spatial,boundary_outward_min,682.7291949999999,genetic,147,16,stress,q4_active
True,1173.0459123,11730.459123,1241.3133989,12413.133989,edge__adversarial-negative__55,edge__adversarial-negative,682.6748659999994,fireworks,55,10,ordinary,q4_active
True,930.4719455,14887.551128,973.067705875,15569.083294,near_collinear_min__n16__negative,near_collinear_min,681.5321660000009,immune,152,16,stress,q4_active
True,1166.5098585,11665.098585,1234.635701,12346.35701,edge__smooth__55,edge__smooth,681.258425,fireworks,55,10,ordinary,q4_active
True,933.2741635000001,11199.289962,989.83364675,11878.003761,uniform__adversarial-negative__52,uniform__adversarial-negative,678.7137989999992,greedy,52,12,ordinary,q4_conservative
True,720.0543273571428,10080.760583,768.3646337142857,10757.104872,uniform__adversarial-spatial__53,uniform__adversarial-spatial,676.3442890000006,insertion_greedy,53,14,ordinary,q3_active
True,942.676611,11312.119332,998.5303640833334,11982.364369,uniform__adversarial-positive__52,uniform__adversarial-positive,670.2450370000006,greedy,52,12,ordinary,q4_conservative
True,1166.5098585,11665.098585,1233.1418425,12331.418425,edge__smooth__55,edge__smooth,666.3198400000001,genetic,55,10,ordinary,q4_active
True,756.2523304375,12100.037287,797.8705563125,12765.928901,boundary_outward_min__n16__positive,boundary_outward_min,665.8916140000001,adaptive_two_opt,145,16,stress,q4_conservative
True,820.018132,11480.253848,867.4336019285714,12144.070427,uniform__adversarial-positive__53,uniform__adversarial-positive,663.8165790000003,particle_swarm,53,14,ordinary,q4_active
True,800.4402321428571,11206.16325,847.338512,11862.739168,edge__smooth__53,edge__smooth,656.5759180000005,adaptive_greedy,53,14,ordinary,q4_conservative
True,712.4094985625,11398.551977,753.3008064375,12052.812903,uniform__smooth__56,uniform__smooth,654.2609260000008,ant_colony,56,16,ordinary,q4_active
True,1199.3403008,11993.403008,1264.7090804,12647.090804,clustered__adversarial-positive__55,clustered__adversarial-positive,653.6877960000002,adaptive_greedy,55,10,ordinary,q4_active
True,1055.8973101818183,11614.870412,1115.2304372727272,12267.53481,uniform__adversarial-positive__54,uniform__adversarial-positive,652.664397999999,insertion_greedy,54,11,ordinary,q4_conservative
True,446.90782825,7150.525252,487.5212904375,7800.340647,near_collinear_min__n16__positive,near_collinear_min,649.8153949999996,insertion_greedy,151,16,stress,q3_active
True,793.4143742142858,11107.801239,839.292056,11750.088784,edge__adversarial-positive__53,edge__adversarial-positive,642.2875449999992,genetic,53,14,ordinary,q4_active
True,682.5232682142857,9555.325755,728.1394443571428,10193.952221,clustered__adversarial-positive__53,clustered__adversarial-positive,638.6264659999997,adaptive_greedy,53,14,ordinary,q3_active
True,1093.6542956363637,12030.197252,1151.5747278181818,12667.322006,edge__iid__54,edge__iid,637.1247540000004,adaptive_greedy,54,11,ordinary,q4_conservative
True,667.7082882142857,9347.916035,713.1707384285713,9984.390338,clustered__iid__53,clustered__iid,636.474302999999,adaptive_greedy,53,14,ordinary,q3_active
True,1213.1519486,12131.519486,1276.5018555000001,12765.018555,unknown_count_late__n10__negative,unknown_count_late,633.4990690000013,greedy,155,10,stress,q4_active
True,672.0568034285715,9408.795248,717.1745487142856,10040.443682,clustered__adversarial-negative__53,clustered__adversarial-negative,631.6484339999988,adaptive_greedy,53,14,ordinary,q3_active
True,1222.9911096,12229.911096,1286.0748677,12860.748677,unknown_count_late__n10__spatial,unknown_count_late,630.8375809999998,greedy,156,10,stress,q4_active
True,826.8994979285715,11576.592971,871.8371075714285,12205.719506,uniform__adversarial-negative__53,uniform__adversarial-negative,629.1265349999994,adaptive_greedy,53,14,ordinary,q4_active
True,1182.3644309,11823.644309,1245.1200631,12451.200631,unknown_count_late__n10__positive,unknown_count_late,627.5563220000004,greedy,154,10,stress,q4_active
True,797.8471886428571,11169.860641,842.6543002857143,11797.160204,clustered__iid__53,clustered__iid,627.2995630000005,greedy,53,14,ordinary,q4_active
True,1084.2027122727272,11926.229835,1141.002027090909,12551.022298,edge__adversarial-spatial__54,edge__adversarial-spatial,624.7924629999998,insertion_greedy,54,11,ordinary,q4_conservative
True,603.867835625,9661.88537,642.8483361875,10285.573379,clustered__adversarial-spatial__56,clustered__adversarial-spatial,623.6880089999995,particle_swarm,56,16,ordinary,q4_active
True,865.4835567142857,12116.769794,909.9641727142856,12739.498418,clustered__adversarial-positive__53,clustered__adversarial-positive,622.7286239999994,greedy,53,14,ordinary,q4_active
True,923.907472,12934.704608,968.3880879999999,13557.433232,clustered__adversarial-spatial__53,clustered__adversarial-spatial,622.7286239999994,greedy,53,14,ordinary,q4_active
True,935.5970136428571,13098.358191,979.939191642857,13719.148683,clustered__adversarial-negative__53,clustered__adversarial-negative,620.7904920000001,greedy,53,14,ordinary,q4_active
True,708.6671693125,11338.674709,747.45628,11959.30048,edge__adversarial-spatial__56,edge__adversarial-spatial,620.6257709999991,greedy,56,16,ordinary,q4_active
True,898.0576226428572,12572.806717,942.2864488571429,13192.010284,clustered__smooth__53,clustered__smooth,619.2035670000005,greedy,53,14,ordinary,q4_active
True,1074.3703336363635,11818.07367,1130.5132874545454,12435.646162,uniform__iid__54,uniform__iid,617.5724919999993,greedy,54,11,ordinary,q4_active
True,1109.1915226363637,12201.106749,1165.1261387272727,12816.387526,edge__adversarial-positive__54,edge__adversarial-positive,615.280777,insertion_greedy,54,11,ordinary,q4_conservative
True,806.6996146666667,9680.395376,857.97020175,10295.642421,clustered__adversarial-positive__52,clustered__adversarial-positive,615.2470450000001,adaptive_greedy,52,12,ordinary,q3_active
True,786.7437502142857,11014.412503,830.590212,11628.262968,edge__adversarial-positive__53,edge__adversarial-positive,613.8504649999995,adaptive_greedy,53,14,ordinary,q4_conservative
True,744.8033500625,11916.853601,783.138302125,12530.212834,uniform__adversarial-spatial__56,uniform__adversarial-spatial,613.3592329999992,insertion_greedy,56,16,ordinary,q4_conservative
True,722.3418990714287,10112.786587,766.0892113571429,10725.248959,uniform__adversarial-positive__53,uniform__adversarial-positive,612.462372,insertion_greedy,53,14,ordinary,q3_active
True,1056.2543987272727,11618.798386,1111.6840085454546,12228.524094,uniform__adversarial-negative__54,uniform__adversarial-negative,609.7257079999999,insertion_greedy,54,11,ordinary,q4_conservative
True,1173.2527945,11732.527945,1234.0749811,12340.749811,uniform__adversarial-positive__55,uniform__adversarial-positive,608.2218659999999,greedy,55,10,ordinary,q4_active
True,719.5657763125,11513.052421,757.325034625,12117.200554,uniform__smooth__56,uniform__smooth,604.1481329999988,insertion_greedy,56,16,ordinary,q4_conservative
True,1079.1509976363636,11870.660974,1133.7812692727273,12471.593962,uniform__adversarial-negative__54,uniform__adversarial-negative,600.9329880000005,greedy,54,11,ordinary,q4_active
True,929.9421494000001,9299.421494,990.0224048,9900.224048,near_collinear_min__n10__spatial,near_collinear_min,600.8025539999999,adaptive_greedy,150,10,stress,q3_active
True,1091.8793703,10918.793703,1151.9232431,11519.232431,uniform__iid__55,uniform__iid,600.438728000001,insertion_greedy,55,10,ordinary,q4_active
True,1125.7655148,11257.655148,1185.6401512,11856.401512,edge__adversarial-spatial__55,edge__adversarial-spatial,598.7463640000005,fireworks,55,10,ordinary,q4_active
True,787.7688147142857,11028.763406,830.5246949285714,11627.345729,edge__adversarial-negative__53,edge__adversarial-negative,598.5823230000005,adaptive_greedy,53,14,ordinary,q4_conservative
True,882.9504276666667,10595.405132,932.8096441666667,11193.71573,clustered__adversarial-negative__52,clustered__adversarial-negative,598.310598,insertion_greedy,52,12,ordinary,q4_active
True,888.265111,10659.181332,937.7444020833333,11252.932825,clustered__iid__52,clustered__iid,593.7514929999998,insertion_greedy,52,12,ordinary,q4_active
True,1173.0459123,11730.459123,1231.8188427,12318.188427,edge__adversarial-negative__55,edge__adversarial-negative,587.7293039999986,genetic,55,10,ordinary,q4_active
True,1091.8793703,10918.793703,1150.6515131,11506.515131,uniform__iid__55,uniform__iid,587.7214280000007,greedy,55,10,ordinary,q4_active
True,714.1279523571428,9997.791333,755.7507779285714,10580.510891,uniform__smooth__53,uniform__smooth,582.7195580000007,insertion_greedy,53,14,ordinary,q3_active
True,946.2731390000001,9462.73139,1004.5376438999999,10045.376439,near_collinear_min__n10__negative,near_collinear_min,582.6450489999988,adaptive_greedy,149,10,stress,q3_active
True,670.6332748125,10730.132397,706.4867986875,11303.788779,edge__iid__56,edge__iid,573.656382000001,greedy,56,16,ordinary,q4_active
True,720.904989,10092.669846,761.7959530714286,10665.143343,uniform__adversarial-negative__53,uniform__adversarial-negative,572.473496999999,insertion_greedy,53,14,ordinary,q3_active
True,807.1749042857143,11300.44866,847.8611616428572,11870.056263,edge__iid__53,edge__iid,569.6076030000004,adaptive_greedy,53,14,ordinary,q4_conservative
True,1138.0661609,11380.661609,1194.6877306000001,11946.877306,near_collinear_min__n10__positive,near_collinear_min,566.2156969999996,greedy,148,10,stress,q4_active
True,1050.0354605454545,11550.390066,1101.0611567272726,12111.672724,uniform__adversarial-spatial__54,uniform__adversarial-spatial,561.2826580000001,greedy,54,11,ordinary,q4_active
True,1093.6542956363637,12030.197252,1144.600473,12590.605203,edge__iid__54,edge__iid,560.4079509999992,adaptive_two_opt,54,11,ordinary,q4_conservative
True,1094.6452178,10946.452178,1150.5862587,11505.862587,uniform__adversarial-spatial__55,uniform__adversarial-spatial,559.4104090000001,greedy,55,10,ordinary,q4_active
True,1096.5770267,10965.770267,1151.9879481,11519.879481,uniform__smooth__55,uniform__smooth,554.1092140000001,greedy,55,10,ordinary,q4_active
True,1143.8390443,11438.390443,1198.7588531,11987.588531,near_collinear_min__n10__spatial,near_collinear_min,549.1980879999992,greedy,150,10,stress,q4_active
True,1091.4366532,10914.366532,1146.2009278,11462.009278,uniform__adversarial-negative__55,uniform__adversarial-negative,547.6427459999995,greedy,55,10,ordinary,q4_active
True,800.642449,12810.279184,834.5196485625,13352.314377,boundary_outward_min__n16__spatial,boundary_outward_min,542.0351929999997,adaptive_two_opt,147,16,stress,q4_active
True,827.216451125,13235.463218,861.0376539375,13776.602463,near_collinear_min__n16__positive,near_collinear_min,541.1392449999985,particle_swarm,151,16,stress,q4_active
True,800.642449,12810.279184,834.418934375,13350.70295,boundary_outward_min__n16__spatial,boundary_outward_min,540.4237659999999,immune,147,16,stress,q4_active
True,926.3093414166666,11115.712097,971.2220425833334,11654.664511,edge__adversarial-spatial__52,edge__adversarial-spatial,538.9524140000012,greedy,52,12,ordinary,q4_conservative
True,1194.4206474,11944.206474,1248.2678571000001,12482.678571,near_collinear_min__n10__positive,near_collinear_min,538.4720969999998,insertion_greedy,148,10,stress,q4_conservative
True,845.042002375,13520.672038,878.439158375,14055.026534,boundary_outward_min__n16__negative,boundary_outward_min,534.3544959999999,adaptive_two_opt,146,16,stress,q4_active
True,883.7649632142857,12372.709485,921.8467055714285,12905.853878,edge__iid__53,edge__iid,533.1443930000005,adaptive_greedy,53,14,ordinary,q4_active
True,888.265111,10659.181332,932.6498735833334,11191.798483,clustered__iid__52,clustered__iid,532.6171510000004,ant_colony,52,12,ordinary,q4_active
True,958.0361170833334,11496.433405,1002.1274559166667,12025.529471,uniform__adversarial-spatial__52,uniform__adversarial-spatial,529.0960660000001,greedy,52,12,ordinary,q4_conservative
True,1067.8936909090908,11746.8306,1115.9793726363637,12275.773099,uniform__iid__54,uniform__iid,528.9424990000007,insertion_greedy,54,11,ordinary,q4_conservative
True,953.0296403333333,11436.355684,996.8377695,11962.053234,uniform__iid__52,uniform__iid,525.6975500000008,greedy,52,12,ordinary,q4_conservative
True,714.2872033571429,10000.020847,751.6576149285714,10523.206609,uniform__iid__53,uniform__iid,523.185762000001,insertion_greedy,53,14,ordinary,q3_active
True,863.6978684285714,12091.770158,901.0553521428571,12614.77493,uniform__iid__53,uniform__iid,523.0047720000002,insertion_greedy,53,14,ordinary,q4_conservative
True,793.4143742142858,11107.801239,830.2230715,11623.123001,edge__adversarial-positive__53,edge__adversarial-positive,515.3217619999996,immune,53,14,ordinary,q4_active
True,653.3122478125,10452.995965,685.4442215625,10967.107545,uniform__adversarial-negative__56,uniform__adversarial-negative,514.1115800000007,ant_colony,56,16,ordinary,q4_active
True,793.4143742142858,11107.801239,829.9372945714285,11619.122124,edge__adversarial-positive__53,edge__adversarial-positive,511.3208849999992,particle_swarm,53,14,ordinary,q4_active
True,744.8033500625,11916.853601,776.646134875,12426.338158,uniform__adversarial-spatial__56,uniform__adversarial-spatial,509.48455699999977,greedy,56,16,ordinary,q4_conservative
True,717.301271625,11476.820346,749.134912875,11986.158606,uniform__iid__56,uniform__iid,509.33826000000045,greedy,56,16,ordinary,q4_conservative
True,1075.6523025454544,11832.175328,1121.5244582727273,12336.769041,edge__adversarial-positive__54,edge__adversarial-positive,504.5937130000002,greedy,54,11,ordinary,q4_active
True,923.907472,12934.704608,959.6485250714286,13435.079351,clustered__adversarial-spatial__53,clustered__adversarial-spatial,500.3747430000003,adaptive_two_opt,53,14,ordinary,q4_active
True,865.4835567142857,12116.769794,901.1149835714285,12615.60977,clustered__adversarial-positive__53,clustered__adversarial-positive,498.8399759999993,adaptive_two_opt,53,14,ordinary,q4_active
True,1091.8793703,10918.793703,1141.6375904000001,11416.375904,uniform__iid__55,uniform__iid,497.5822010000011,immune,55,10,ordinary,q4_active
True,826.0865045714285,11565.211064,861.3180837142856,12058.453172,edge__adversarial-spatial__53,edge__adversarial-spatial,493.24210800000037,adaptive_greedy,53,14,ordinary,q4_conservative
True,912.5606630000001,10038.167293,957.232032,10529.552352,uniform__smooth__54,uniform__smooth,491.3850590000002,adaptive_greedy,54,11,ordinary,q3_active
True,1047.2509400000001,11519.76034,1091.8047806363636,12009.852587,clustered__smooth__54,clustered__smooth,490.0922469999987,insertion_greedy,54,11,ordinary,q4_active
True,1171.5049687,11715.049687,1220.3739813,12203.739813,edge__smooth__55,edge__smooth,488.6901259999995,insertion_greedy,55,10,ordinary,q4_conservative
True,772.3840014375,12358.144023,802.6870048125,12842.992077,boundary_outward_min__n16__positive,boundary_outward_min,484.84805400000005,greedy,145,16,stress,q4_active
True,1028.2704345,12339.245214,1067.5600113333333,12810.720136,uniform__smooth__52,uniform__smooth,471.4749219999994,greedy,52,12,ordinary,q4_active
True,900.57053575,10806.846429,939.8062355833334,11277.674827,clustered__adversarial-spatial__52,clustered__adversarial-spatial,470.82839800000147,ant_colony,52,12,ordinary,q4_active
True,882.4985625,12354.979875,916.1261729285715,12825.766421,edge__adversarial-negative__53,edge__adversarial-negative,470.78654599999936,immune,53,14,ordinary,q4_active
True,966.6684065833333,11600.020879,1005.830529,12069.966348,uniform__adversarial-positive__52,uniform__adversarial-positive,469.94546900000023,greedy,52,12,ordinary,q4_active
True,1093.0825975454545,12023.908573,1135.7936955454545,12493.730651,edge__smooth__54,edge__smooth,469.82207799999924,adaptive_greedy,54,11,ordinary,q4_conservative
True,882.9504276666667,10595.405132,922.0531110000001,11064.637332,clustered__adversarial-negative__52,clustered__adversarial-negative,469.2322000000004,ant_colony,52,12,ordinary,q4_active
True,1070.8628360833334,12850.354033,1109.9620111666666,13319.544134,uniform__iid__52,uniform__iid,469.19010100000014,greedy,52,12,ordinary,q4_active
True,1014.515617,12174.187404,1053.50465525,12642.055863,uniform__adversarial-negative__52,uniform__adversarial-negative,467.86845899999935,greedy,52,12,ordinary,q4_active
True,987.96438425,11855.572611,1026.75993375,12321.119205,uniform__adversarial-spatial__52,uniform__adversarial-spatial,465.5465940000013,greedy,52,12,ordinary,q4_active
True,1056.6337813636364,11622.971595,1098.5216562727273,12083.738219,clustered__iid__54,clustered__iid,460.76662399999987,insertion_greedy,54,11,ordinary,q4_active
True,644.084006625,10305.344106,672.701705875,10763.227294,clustered__adversarial-positive__56,clustered__adversarial-positive,457.8831879999998,insertion_greedy,56,16,ordinary,q4_active
True,810.7481775,9728.97813,848.8094913333333,10185.713896,edge__adversarial-spatial__52,edge__adversarial-spatial,456.7357659999998,adaptive_greedy,52,12,ordinary,q3_active
True,968.3237845833333,11619.885415,1006.2467348333333,12074.960818,uniform__smooth__52,uniform__smooth,455.0754029999989,greedy,52,12,ordinary,q4_conservative
True,967.6346342727272,10643.980977,1008.9041861818182,11097.946048,clustered__adversarial-positive__54,clustered__adversarial-positive,453.96507100000053,insertion_greedy,54,11,ordinary,q4_active
True,1011.0056807272726,11121.062488,1052.1747145454547,11573.92186,clustered__adversarial-negative__54,clustered__adversarial-negative,452.8593720000008,insertion_greedy,54,11,ordinary,q4_active
True,1173.2527945,11732.527945,1218.4096916,12184.096916,uniform__adversarial-positive__55,uniform__adversarial-positive,451.5689710000006,adaptive_two_opt,55,10,ordinary,q4_active
True,1091.8793703,10918.793703,1136.7563192,11367.563192,uniform__iid__55,uniform__iid,448.76948900000025,adaptive_two_opt,55,10,ordinary,q4_active
True,1024.5013775,10245.013775,1069.0971622,10690.971622,boundary_outward_min__n10__positive,boundary_outward_min,445.9578469999997,adaptive_two_opt,142,10,stress,q4_active
True,1024.5013775,10245.013775,1069.0949515,10690.949515,boundary_outward_min__n10__positive,boundary_outward_min,445.9357400000008,genetic,142,10,stress,q4_active
True,797.8471886428571,11169.860641,829.4653122857143,11612.514372,clustered__iid__53,clustered__iid,442.65373100000033,adaptive_two_opt,53,14,ordinary,q4_active
True,653.3122478125,10452.995965,680.9549081875,10895.278531,uniform__adversarial-negative__56,uniform__adversarial-negative,442.28256599999986,iterated_search,56,16,ordinary,q4_active
True,810.6288008333332,9727.54561,847.4682009166667,10169.618411,edge__iid__52,edge__iid,442.07280100000025,adaptive_greedy,52,12,ordinary,q3_active
True,1107.0293144545456,12177.322459,1146.9079693636363,12615.987663,clustered__adversarial-spatial__54,clustered__adversarial-spatial,438.665203999999,adaptive_greedy,54,11,ordinary,q4_conservative
True,660.016276375,10560.260422,686.890013625,10990.240218,uniform__adversarial-positive__56,uniform__adversarial-positive,429.97979600000144,adaptive_two_opt,56,16,ordinary,q4_active
True,653.3122478125,10452.995965,680.145117875,10882.321886,uniform__adversarial-negative__56,uniform__adversarial-negative,429.32592099999965,genetic,56,16,ordinary,q4_active
True,1055.8973101818183,11614.870412,1094.8997497272728,12043.897247,uniform__adversarial-positive__54,uniform__adversarial-positive,429.0268350000006,adaptive_greedy,54,11,ordinary,q4_conservative
True,1112.1605251818182,12233.765777,1151.0338199090909,12661.372019,edge__adversarial-negative__54,edge__adversarial-negative,427.60624199999984,adaptive_greedy,54,11,ordinary,q4_conservative
True,826.0865045714285,11565.211064,856.6146434285714,11992.605008,edge__adversarial-spatial__53,edge__adversarial-spatial,427.3939440000013,greedy,53,14,ordinary,q4_conservative
True,1016.0856477272727,11176.942125,1054.7771662727273,11602.548829,clustered__adversarial-spatial__54,clustered__adversarial-spatial,425.6067039999998,insertion_greedy,54,11,ordinary,q4_active
True,1112.1605251818182,12233.765777,1150.6709298181818,12657.380228,edge__adversarial-negative__54,edge__adversarial-negative,423.61445099999946,insertion_greedy,54,11,ordinary,q4_conservative
True,813.1708238333334,9758.049886,848.39579575,10180.749549,edge__adversarial-positive__52,edge__adversarial-positive,422.6996629999994,adaptive_greedy,52,12,ordinary,q3_active
True,1016.0856477272727,11176.942125,1054.428091,11598.709001,clustered__adversarial-spatial__54,clustered__adversarial-spatial,421.7668759999997,fireworks,54,11,ordinary,q4_active
True,882.4985625,12354.979875,912.4267757857143,12773.974861,edge__adversarial-negative__53,edge__adversarial-negative,418.9949859999997,iterated_search,53,14,ordinary,q4_active
True,1213.1519486,12131.519486,1254.7027769000001,12547.027769,unknown_count_late__n10__negative,unknown_count_late,415.50828300000103,insertion_greedy,155,10,stress,q4_active
True,1164.9509937999999,11649.509938,1206.4967583,12064.967583,boundary_outward_min__n10__spatial,boundary_outward_min,415.4576450000004,insertion_greedy,144,10,stress,q4_conservative
True,1173.0459123,11730.459123,1214.4338235,12144.338235,edge__adversarial-negative__55,edge__adversarial-negative,413.8791119999987,immune,55,10,ordinary,q4_active
True,1222.9911096,12229.911096,1264.2757890999999,12642.757891,unknown_count_late__n10__spatial,unknown_count_late,412.8467949999995,insertion_greedy,156,10,stress,q4_active
True,1096.5770267,10965.770267,1137.8352451,11378.352451,uniform__smooth__55,uniform__smooth,412.5821840000008,adaptive_two_opt,55,10,ordinary,q4_active
True,823.2370974285715,11525.319364,852.4320283571429,11934.048397,edge__adversarial-spatial__53,edge__adversarial-spatial,408.7290329999996,iterated_search,53,14,ordinary,q4_active
True,1094.6452178,10946.452178,1135.2422167,11352.422167,uniform__adversarial-spatial__55,uniform__adversarial-spatial,405.9699890000011,adaptive_two_opt,55,10,ordinary,q4_active
True,1199.3403008,11993.403008,1239.6225503,12396.225503,clustered__adversarial-positive__55,clustered__adversarial-positive,402.82249500000034,insertion_greedy,55,10,ordinary,q4_active
True,1182.3644309,11823.644309,1222.5596557000001,12225.596557,unknown_count_late__n10__positive,unknown_count_late,401.9522480000014,insertion_greedy,154,10,stress,q4_active
True,883.7649632142857,12372.709485,912.3510185714285,12772.91426,edge__iid__53,edge__iid,400.20477500000015,iterated_search,53,14,ordinary,q4_active
True,1166.5098585,11665.098585,1206.4374351000001,12064.374351,edge__smooth__55,edge__smooth,399.27576600000066,immune,55,10,ordinary,q4_active
True,800.642449,12810.279184,825.5918756875,13209.470011,boundary_outward_min__n16__spatial,boundary_outward_min,399.19082699999854,greedy,147,16,stress,q4_active
True,1182.9040774999999,11829.040775,1222.6170459,12226.170459,uniform__adversarial-negative__55,uniform__adversarial-negative,397.12968400000136,greedy,55,10,ordinary,q4_conservative
True,829.6769353571428,11615.477095,857.9824574285714,12011.754404,uniform__smooth__53,uniform__smooth,396.27730899999915,particle_swarm,53,14,ordinary,q4_active
True,967.6346342727272,10643.980977,1003.5859642727272,11039.445607,clustered__adversarial-positive__54,clustered__adversarial-positive,395.4646300000004,immune,54,11,ordinary,q4_active
True,845.042002375,13520.672038,869.5931373125,13913.490197,boundary_outward_min__n16__negative,boundary_outward_min,392.81815899999856,greedy,146,16,stress,q4_active
True,1208.4021334,12084.021334,1247.6754008,12476.754008,uniform__iid__55,uniform__iid,392.73267400000077,greedy,55,10,ordinary,q4_conservative
True,1074.3703336363635,11818.07367,1108.6402348181819,12195.042583,uniform__iid__54,uniform__iid,376.9689130000006,ant_colony,54,11,ordinary,q4_active
True,908.815278,9088.15278,946.1536625000001,9461.536625,boundary_outward_min__n10__negative,boundary_outward_min,373.3838450000003,adaptive_greedy,143,10,stress,q3_active
True,909.2586865,9092.586865,946.1309496,9461.309496,boundary_outward_min__n10__spatial,boundary_outward_min,368.72263100000055,adaptive_greedy,144,10,stress,q3_active
True,910.5450154,9105.450154,947.0888937,9470.888937,boundary_outward_min__n10__positive,boundary_outward_min,365.4387829999996,adaptive_greedy,142,10,stress,q3_active
True,1091.4366532,10914.366532,1127.9339959000001,11279.339959,uniform__adversarial-negative__55,uniform__adversarial-negative,364.9734270000008,iterated_search,55,10,ordinary,q4_active
True,1121.9104037,11219.104037,1158.2534255,11582.534255,edge__adversarial-positive__55,edge__adversarial-positive,363.43021800000133,adaptive_two_opt,55,10,ordinary,q4_active
True,719.5657763125,11513.052421,742.2552490625,11876.083985,uniform__smooth__56,uniform__smooth,363.031563999999,greedy,56,16,ordinary,q4_conservative
