active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_cache_evictions,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
31,17,True,0,31,0,1,6,boundary_outward__n13__spatial,boundary_outward,13,0,14,13,392,,bounded_transverse_width,,arc,55,0.029774000000003298,13,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00015441601863130927,0,0,0,4,3,376,fast_arc05_width015,[],25136.368980559182,0,,0.0,,False,0,563.2518307692308,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3047,0.5,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7322.2738,40.0,constant,,0.029788500047288835
31,17,True,0,31,0,1,6,boundary_outward__n13__spatial,boundary_outward,13,0,14,13,392,,bounded_transverse_width,,arc,55,0.030079000000000633,13,cached_distance_prefix_sum,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.00016408402007073164,0,0,0,4,3,376,faithful_arc05_width015,[],25136.368980559182,0,,0.0,,False,0,563.2518307692308,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3047,0.5,0,0,0,0,33,13,stress,22,full_coverage_and_all_discovered_cleared,347,7322.2738,40.0,constant,,0.030123833974357694
28,17,True,0,28,0,0,6,boundary_outward__n13__spatial,boundary_outward,13,0,13,13,401,,bounded_transverse_width,,locked,52,0.024374999999992042,13,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.00016449997201561928,0,0,0,4,2,386,locked_noskip_width015,[],23870.926577594022,0,,0.0,,False,0,548.3219476153846,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3047,1.0,1,0,1,0,30,13,stress,22,full_coverage_and_all_discovered_cleared,359,7128.185319,40.0,constant,,0.024387959041632712
28,17,True,0,28,0,0,6,boundary_outward__n13__spatial,boundary_outward,13,3,13,13,398,,bounded_transverse_width,,locked,52,0.024414999999976317,13,cached_distance_prefix_sum,0,0,,,3,0,3,True,0,,,,,,,,0,3,0.0001735000405460596,0,0,0,4,2,383,faithful_locked_width015,[],23870.926577594022,0,,0.0,,False,0,546.9373322307692,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3047,1.0,1,0,1,0,30,13,stress,22,full_coverage_and_all_discovered_cleared,356,7110.185319,40.0,constant,,0.024424708972219378
29,15,True,0,29,0,1,5,boundary_outward__n13__spatial,boundary_outward,13,0,14,13,390,,bounded_transverse_width,,base,0,0.042969999999996844,13,,0,0,,,,,,False,0,first,0,0,8,1014,16,12,0,0,0.00016591703752055764,0,54,0,4,3,374,history_first8_width015,[],24909.866737555556,0,,0.0,,False,0,558.9979501538462,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3047,1.0,0,0,0,0,32,13,stress,22,full_coverage_and_all_discovered_cleared,347,7266.973352,40.0,constant,,0.04298162501072511
29,15,True,0,29,0,1,5,boundary_outward__n13__spatial,boundary_outward,13,0,14,13,390,,bounded_transverse_width,,base,0,0.04601500000001124,13,,0,0,,,,,,False,0,recent,0,0,8,1014,16,12,0,0,0.00025037501472979784,0,54,0,4,3,374,history_recent8_width015,[],24909.866737555556,0,,0.0,,False,0,558.9979501538462,"[1, 2, 4, 7, 8, 9, 10, 11, 14, 16, 17, 18, 20]",30.0,4,3047,1.0,0,0,0,0,32,13,stress,22,full_coverage_and_all_discovered_cleared,347,7266.973352,40.0,constant,,0.04605750000337139
76,61,True,0,76,2,4,28,boundary_outward__n16__positive,boundary_outward,14,,18,16,416,,,,,,0.03657700000002251,16,,0,0,,,,,,,0,,,,,,,,0,,0.00030691700521856546,1,81,0,6,6,396,packet_center22,[],30584.864159771907,0,,0.0,,False,0,531.873302,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,4,3048,,1,11,0,1,59,16,stress,22,public_upper_bound_16,327,8509.972832,,,,0.03663233300903812
42,26,True,0,42,0,0,8,boundary_outward__n16__positive,boundary_outward,16,,16,16,381,,bounded_transverse_width,,,,0.032848999999998796,16,,0,0,,,,,,,0,,,,,,,,0,,0.00028720899717882276,1,62,0,4,2,363,width40_f015_22,[],29335.90639666757,0,,0.0,,False,0,505.5738300625,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3048,,2,8,0,1,40,16,stress,22,public_upper_bound_16,327,8089.181281,40.0,constant,,0.03287504200125113
42,26,True,0,42,0,0,8,boundary_outward__n16__positive,boundary_outward,16,6,16,16,375,,bounded_transverse_width,,base,0,0.03242199999999684,16,,0,0,,,,,,False,0,,,,,,,,0,6,0.0001725409529171884,1,62,0,4,2,357,range_width015,[],29335.90639666757,0,,0.0,,False,0,503.2613300625,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3048,1.0,2,8,0,1,40,16,stress,22,public_upper_bound_16,320,8052.181281,40.0,constant,,0.03244379197712988
42,26,True,0,42,0,0,8,boundary_outward__n16__positive,boundary_outward,16,6,16,16,375,,bounded_transverse_width,,base,0,0.0322180000000003,16,,0,0,,,6,0,6,False,0,,,,,,,,0,6,0.00017041602404788136,1,62,0,4,2,357,faithful_width015,[],29335.90639666757,0,,0.0,,False,0,503.2613300625,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3048,1.0,2,8,0,1,40,16,stress,22,public_upper_bound_16,320,8052.181281,40.0,constant,,0.032263125001918525
44,26,True,0,44,0,0,8,boundary_outward__n16__positive,boundary_outward,16,0,16,16,382,,bounded_transverse_width,,arc,64,0.036810000000002674,16,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.000183124968316406,1,0,0,4,3,364,arc05_noskip_width015,[],29472.06510926865,0,,0.0,,False,0,507.588314,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3048,0.5,2,8,1,1,42,16,stress,22,public_upper_bound_16,327,8121.413024,40.0,constant,,0.036868958035483956
44,26,True,0,44,0,0,8,boundary_outward__n16__positive,boundary_outward,16,6,16,16,376,,bounded_transverse_width,,arc,64,0.035887000000002445,16,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,6,0.00016937503824010491,1,0,0,4,3,358,fast_arc05_width015,[],29472.06510926865,0,,0.0,,False,0,505.275814,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3048,0.5,2,8,1,1,42,16,stress,22,public_upper_bound_16,320,8084.413024,40.0,constant,,0.03593116701813415
44,26,True,0,44,0,0,8,boundary_outward__n16__positive,boundary_outward,16,6,16,16,376,,bounded_transverse_width,,arc,64,0.03591000000000122,16,cached_distance_prefix_sum,0,0,,,6,0,6,False,0,,,,,,,,0,6,0.00015837501268833876,1,0,0,4,3,358,faithful_arc05_width015,[],29472.06510926865,0,,0.0,,False,0,505.275814,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3048,0.5,2,8,1,1,42,16,stress,22,public_upper_bound_16,320,8084.413024,40.0,constant,,0.03592845797538757
42,27,True,0,42,0,0,8,boundary_outward__n16__positive,boundary_outward,16,0,16,16,406,,bounded_transverse_width,,locked,61,0.029798999999997022,16,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.0001562500256113708,0,0,0,4,2,388,locked_noskip_width015,[],26183.517651907463,0,,0.0,,False,0,475.73147075,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3048,1.0,5,8,0,0,39,16,stress,22,public_upper_bound_16,355,7611.703532,40.0,constant,,0.029836124973371625
42,27,True,0,42,0,0,8,boundary_outward__n16__positive,boundary_outward,16,5,16,16,401,,bounded_transverse_width,,locked,61,0.030042000000008784,16,cached_distance_prefix_sum,0,0,,,5,0,5,True,0,,,,,,,,0,5,0.0001816670410335064,0,0,0,4,2,383,faithful_locked_width015,[],26183.517651907463,0,,0.0,,False,0,473.85647075,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3048,1.0,5,8,0,0,39,16,stress,22,public_upper_bound_16,350,7581.703532,40.0,constant,,0.03008337499340996
38,22,True,0,38,0,0,6,boundary_outward__n16__positive,boundary_outward,16,6,16,16,371,,bounded_transverse_width,,base,0,0.05157199999999307,16,,0,0,,,,,,False,0,first,0,0,8,1405,31,22,0,6,0.0001712499652057886,1,60,0,4,2,353,history_first8_width015,[],28402.749698022202,0,,0.0,,False,0,490.346871375,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3048,1.0,2,8,0,1,38,16,stress,22,public_upper_bound_16,320,7845.549942,40.0,constant,,0.05160291597712785
38,22,True,0,38,0,0,6,boundary_outward__n16__positive,boundary_outward,16,6,16,16,371,,bounded_transverse_width,,base,0,0.05525200000002428,16,,0,0,,,,,,False,0,recent,0,0,8,1405,31,22,0,6,0.0002595830010250211,1,60,0,4,2,353,history_recent8_width015,[],28402.749698022202,0,,0.0,,False,0,490.346871375,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3048,1.0,2,8,0,1,38,16,stress,22,public_upper_bound_16,320,7845.549942,40.0,constant,,0.05527670803712681
77,59,True,0,77,2,7,28,boundary_outward__n16__negative,boundary_outward,14,,21,16,414,,,,,,0.03710599999999431,16,,0,0,,,,,,,0,,,,,,,,0,,0.0003560000332072377,1,84,0,6,6,391,packet_center22,[],27974.423568547398,0,,0.0,,False,0,497.86779475,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,4,3049,,2,4,0,1,62,16,stress,22,public_upper_bound_16,321,7965.884716,,,,0.037162791995797306
40,25,True,0,40,0,0,8,boundary_outward__n16__negative,boundary_outward,16,,16,16,372,,bounded_transverse_width,,,,0.03167799999999943,16,,0,0,,,,,,,0,,,,,,,,0,,0.00017974997172132134,1,61,0,4,2,354,width40_f015_22,[],26326.85772247856,0,,0.0,,False,0,464.7732215,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3049,,2,4,0,1,39,16,stress,22,public_upper_bound_16,321,7436.371544,40.0,constant,,0.03184720902936533
40,25,True,0,40,0,0,8,boundary_outward__n16__negative,boundary_outward,16,0,16,16,372,,bounded_transverse_width,,base,0,0.03215899999997873,16,,0,0,,,,,,False,0,,,,,,,,0,0,0.00018445798195898533,1,61,0,4,2,354,range_width015,[],26326.85772247856,0,,0.0,,False,0,464.7732215,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3049,1.0,2,4,0,1,39,16,stress,22,public_upper_bound_16,321,7436.371544,40.0,constant,,0.03216920798877254
40,25,True,0,40,0,0,8,boundary_outward__n16__negative,boundary_outward,16,0,16,16,372,,bounded_transverse_width,,base,0,0.03136199999997302,16,,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.0001728750066831708,1,61,0,4,2,354,faithful_width015,[],26326.85772247856,0,,0.0,,False,0,464.7732215,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3049,1.0,2,4,0,1,39,16,stress,22,public_upper_bound_16,321,7436.371544,40.0,constant,,0.031381416018120944
40,25,True,0,40,0,0,8,boundary_outward__n16__negative,boundary_outward,16,0,16,16,372,,bounded_transverse_width,,arc,61,0.03300500000000284,16,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00015416700625792146,1,0,0,4,2,354,arc05_noskip_width015,[],26326.85772247856,0,,0.0,,False,0,464.7732215,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3049,0.5,2,4,0,1,39,16,stress,22,public_upper_bound_16,321,7436.371544,40.0,constant,,0.03303929197136313
40,25,True,0,40,0,0,8,boundary_outward__n16__negative,boundary_outward,16,0,16,16,372,,bounded_transverse_width,,arc,61,0.033606999999989284,16,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00016833300469443202,1,0,0,4,2,354,fast_arc05_width015,[],26326.85772247856,0,,0.0,,False,0,464.7732215,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3049,0.5,2,4,0,1,39,16,stress,22,public_upper_bound_16,321,7436.371544,40.0,constant,,0.03363245801301673
40,25,True,0,40,0,0,8,boundary_outward__n16__negative,boundary_outward,16,0,16,16,372,,bounded_transverse_width,,arc,61,0.03343599999999469,16,cached_distance_prefix_sum,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.00016158301150426269,1,0,0,4,2,354,faithful_arc05_width015,[],26326.85772247856,0,,0.0,,False,0,464.7732215,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3049,0.5,2,4,0,1,39,16,stress,22,public_upper_bound_16,321,7436.371544,40.0,constant,,0.033446333021856844
38,25,True,0,38,1,1,8,boundary_outward__n16__negative,boundary_outward,15,0,16,16,401,,bounded_transverse_width,,locked,59,0.028823999999985972,16,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.00014841597294434905,0,0,0,4,2,383,locked_noskip_width015,[],26004.481321617463,0,,0.0,,False,0,471.8060165,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3049,1.0,4,11,0,0,37,16,stress,22,public_upper_bound_16,353,7548.896264,40.0,constant,,0.028824749984778464
38,25,True,0,38,1,1,8,boundary_outward__n16__negative,boundary_outward,15,5,16,16,396,,bounded_transverse_width,,locked,59,0.03510900000000561,16,cached_distance_prefix_sum,0,0,,,5,0,5,True,0,,,,,,,,0,5,0.00015887495828792453,0,0,0,4,2,378,faithful_locked_width015,[],26004.481321617463,0,,0.0,,False,0,469.9310165,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3049,1.0,4,11,0,0,37,16,stress,22,public_upper_bound_16,348,7518.896264,40.0,constant,,0.03515420900657773
37,21,True,0,37,0,0,6,boundary_outward__n16__negative,boundary_outward,16,0,16,16,369,,bounded_transverse_width,,base,0,0.05005099999999629,16,,0,0,,,,,,False,0,first,0,0,8,1344,28,20,0,0,0.00019179197261109948,1,60,0,4,2,351,history_first8_width015,[],25429.241091341122,0,,0.0,,False,0,452.6155136875,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3049,1.0,2,4,0,1,38,16,stress,22,public_upper_bound_16,321,7241.848219,40.0,constant,,0.050128125003539026
37,21,True,0,37,0,0,6,boundary_outward__n16__negative,boundary_outward,16,0,16,16,369,,bounded_transverse_width,,base,0,0.053680999999983214,16,,0,0,,,,,,False,0,recent,0,0,8,1344,28,20,0,0,0.0002620829618535936,1,60,0,4,2,351,history_recent8_width015,[],25429.241091341122,0,,0.0,,False,0,452.6155136875,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3049,1.0,2,4,0,1,38,16,stress,22,public_upper_bound_16,321,7241.848219,40.0,constant,,0.05372216599062085
80,63,True,0,80,1,5,29,boundary_outward__n16__spatial,boundary_outward,15,,20,16,415,,,,,,0.036216999999993504,16,,0,0,,,,,,,0,,,,,,,,0,,0.00034183403477072716,1,84,0,6,6,393,packet_center22,[],27922.75227885109,0,,0.0,,False,0,497.534403625,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",,4,3050,,1,6,0,1,62,16,stress,22,public_upper_bound_16,319,7960.550458,,,,0.036263792018871754
41,26,True,0,41,0,0,8,boundary_outward__n16__spatial,boundary_outward,16,,16,16,372,,bounded_transverse_width,,,,0.030484999999998763,16,,0,0,,,,,,,0,,,,,,,,0,,0.00017808296252042055,1,61,0,4,2,354,width40_f015_22,[],26417.52660940821,0,,0.0,,False,0,465.906582875,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3050,,2,4,1,1,39,16,stress,22,public_upper_bound_16,321,7454.505326,40.0,constant,,0.030528167029842734
41,26,True,0,41,0,0,8,boundary_outward__n16__spatial,boundary_outward,16,0,16,16,372,,bounded_transverse_width,,base,0,0.030378000000013117,16,,0,0,,,,,,False,0,,,,,,,,0,0,0.0001745840418152511,1,61,0,4,2,354,range_width015,[],26417.52660940821,0,,0.0,,False,0,465.906582875,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3050,1.0,2,4,1,1,39,16,stress,22,public_upper_bound_16,321,7454.505326,40.0,constant,,0.030397000024095178
41,26,True,0,41,0,0,8,boundary_outward__n16__spatial,boundary_outward,16,0,16,16,372,,bounded_transverse_width,,base,0,0.031177000000013777,16,,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.00017391698202118278,1,61,0,4,2,354,faithful_width015,[],26417.52660940821,0,,0.0,,False,0,465.906582875,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3050,1.0,2,4,1,1,39,16,stress,22,public_upper_bound_16,321,7454.505326,40.0,constant,,0.031205417006276548
41,26,True,0,41,0,0,8,boundary_outward__n16__spatial,boundary_outward,16,0,16,16,372,,bounded_transverse_width,,arc,61,0.03251399999999194,16,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00018620799528434873,1,0,0,4,2,354,arc05_noskip_width015,[],26417.52660940821,0,,0.0,,False,0,465.906582875,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3050,0.5,2,4,1,1,39,16,stress,22,public_upper_bound_16,321,7454.505326,40.0,constant,,0.03255412494763732
41,26,True,0,41,0,0,8,boundary_outward__n16__spatial,boundary_outward,16,0,16,16,372,,bounded_transverse_width,,arc,61,0.03238200000001257,16,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.0001640000264160335,1,0,0,4,2,354,fast_arc05_width015,[],26417.52660940821,0,,0.0,,False,0,465.906582875,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3050,0.5,2,4,1,1,39,16,stress,22,public_upper_bound_16,321,7454.505326,40.0,constant,,0.03242204198613763
41,26,True,0,41,0,0,8,boundary_outward__n16__spatial,boundary_outward,16,0,16,16,372,,bounded_transverse_width,,arc,61,0.03239200000001574,16,cached_distance_prefix_sum,0,0,,,0,0,0,False,0,,,,,,,,0,0,0.00015116599388420582,1,0,0,4,2,354,faithful_arc05_width015,[],26417.52660940821,0,,0.0,,False,0,465.906582875,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3050,0.5,2,4,1,1,39,16,stress,22,public_upper_bound_16,321,7454.505326,40.0,constant,,0.03242020902689546
40,26,True,0,40,0,0,8,boundary_outward__n16__spatial,boundary_outward,16,0,16,16,404,,bounded_transverse_width,,locked,60,0.029035999999990736,16,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.0001611249754205346,0,0,0,4,2,386,locked_noskip_width015,[],26059.562189419274,0,,0.0,,False,0,473.557027625,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3050,1.0,5,8,0,0,38,16,stress,22,public_upper_bound_16,355,7576.912442,40.0,constant,,0.029045875009614974
40,26,True,0,40,0,0,8,boundary_outward__n16__spatial,boundary_outward,16,5,16,16,399,,bounded_transverse_width,,locked,60,0.028987000000000762,16,cached_distance_prefix_sum,0,0,,,5,0,5,True,0,,,,,,,,0,5,0.00016491604037582874,0,0,0,4,2,381,faithful_locked_width015,[],26059.562189419274,0,,0.0,,False,0,471.682027625,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3050,1.0,5,8,0,0,38,16,stress,22,public_upper_bound_16,350,7546.912442,40.0,constant,,0.02898733300389722
38,22,True,0,38,0,0,6,boundary_outward__n16__spatial,boundary_outward,16,0,16,16,369,,bounded_transverse_width,,base,0,0.04978499999998576,16,,0,0,,,,,,False,0,first,0,0,8,1376,30,22,0,0,0.0001598749659024179,1,60,0,4,2,351,history_first8_width015,[],25510.814459117853,0,,0.0,,False,0,453.6351809375,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3050,1.0,2,4,1,1,38,16,stress,22,public_upper_bound_16,321,7258.162895,40.0,constant,,0.04983587499009445
38,22,True,0,38,0,0,6,boundary_outward__n16__spatial,boundary_outward,16,0,16,16,369,,bounded_transverse_width,,base,0,0.05402699999999072,16,,0,0,,,,,,False,0,recent,0,0,8,1376,30,22,0,0,0.0002637919969856739,1,60,0,4,2,351,history_recent8_width015,[],25510.814459117853,0,,0.0,,False,0,453.6351809375,"[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,3050,1.0,2,4,1,1,38,16,stress,22,public_upper_bound_16,321,7258.162895,40.0,constant,,0.05408700002590194
52,8,True,0,52,3,7,4,boundary_tangent__n10__positive,boundary_tangent,6,,16,10,412,,,,,,0.05062100000000669,10,,0,0,,,,,,,0,,,,,,,,0,,0.00034633296309038997,2,79,0,10,10,394,packet_center22,[],22274.2971538495,2,,11.08663748546781,,False,1,683.585943,"[1, 5, 7, 9, 13, 14, 15, 16, 17, 20]",,4,3051,,8,5,0,2,57,10,stress,22,full_coverage_and_all_discovered_cleared,343,6835.85943,,,,0.05064770899480209
20,5,True,0,20,0,1,2,boundary_tangent__n10__positive,boundary_tangent,10,,11,10,369,,bounded_transverse_width,,,,0.028238000000015973,10,,0,0,,,,,,,0,,,,,,,,0,,0.0001712909433990717,2,49,0,4,3,356,width40_f015_22,[],22380.190349617544,0,,0.0,,False,0,663.9038069999999,"[1, 5, 7, 9, 13, 14, 15, 16, 17, 20]",30.0,4,3051,,4,1,2,2,27,10,stress,22,full_coverage_and_all_discovered_cleared,330,6639.03807,40.0,constant,,0.02828475000569597
20,5,True,0,20,0,1,2,boundary_tangent__n10__positive,boundary_tangent,10,17,11,10,352,,bounded_transverse_width,,base,0,0.02787599999999202,10,,0,0,,,,,,False,0,,,,,,,,0,17,0.00015229202108457685,2,49,0,4,3,339,range_width015,[],22380.190349617544,0,,0.0,,False,0,653.703807,"[1, 5, 7, 9, 13, 14, 15, 16, 17, 20]",30.0,4,3051,1.0,4,1,2,2,27,10,stress,22,full_coverage_and_all_discovered_cleared,313,6537.03807,40.0,constant,,0.02790212503168732
20,5,True,0,20,0,1,2,boundary_tangent__n10__positive,boundary_tangent,10,17,11,10,352,,bounded_transverse_width,,base,0,0.02813199999999938,10,,0,0,,,17,0,17,False,0,,,,,,,,0,17,0.00021650001872330904,2,49,0,4,3,339,faithful_width015,[],22380.190349617544,0,,0.0,,False,0,653.703807,"[1, 5, 7, 9, 13, 14, 15, 16, 17, 20]",30.0,4,3051,1.0,4,1,2,2,27,10,stress,22,full_coverage_and_all_discovered_cleared,313,6537.03807,40.0,constant,,0.028152542014140636
20,5,True,0,20,0,1,2,boundary_tangent__n10__positive,boundary_tangent,10,0,11,10,369,,bounded_transverse_width,,arc,49,0.031114000000002306,10,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00015024997992441058,2,0,0,4,3,356,arc05_noskip_width015,[],22380.190349617544,0,,0.0,,False,0,663.9038069999999,"[1, 5, 7, 9, 13, 14, 15, 16, 17, 20]",30.0,4,3051,0.5,4,1,2,2,27,10,stress,22,full_coverage_and_all_discovered_cleared,330,6639.03807,40.0,constant,,0.031134082993958145
20,5,True,0,20,0,1,2,boundary_tangent__n10__positive,boundary_tangent,10,17,11,10,352,,bounded_transverse_width,,arc,49,0.030589000000020405,10,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,17,0.00014466699212789536,2,0,0,4,3,339,fast_arc05_width015,[],22380.190349617544,0,,0.0,,False,0,653.703807,"[1, 5, 7, 9, 13, 14, 15, 16, 17, 20]",30.0,4,3051,0.5,4,1,2,2,27,10,stress,22,full_coverage_and_all_discovered_cleared,313,6537.03807,40.0,constant,,0.03059666696935892
20,5,True,0,20,0,1,2,boundary_tangent__n10__positive,boundary_tangent,10,17,11,10,352,,bounded_transverse_width,,arc,49,0.030963000000014063,10,cached_distance_prefix_sum,0,0,,,17,0,17,False,0,,,,,,,,0,17,0.00015641702339053154,2,0,0,4,3,339,faithful_arc05_width015,[],22380.190349617544,0,,0.0,,False,0,653.703807,"[1, 5, 7, 9, 13, 14, 15, 16, 17, 20]",30.0,4,3051,0.5,4,1,2,2,27,10,stress,22,full_coverage_and_all_discovered_cleared,313,6537.03807,40.0,constant,,0.03101537498878315
16,8,True,0,16,1,2,3,boundary_tangent__n10__positive,boundary_tangent,9,0,11,10,408,,bounded_transverse_width,,locked,43,0.0287399999999991,10,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.00014162500156089664,1,0,0,5,3,395,locked_noskip_width015,[],21376.95438506013,0,,0.0,,False,0,667.0390878000001,"[1, 5, 7, 9, 13, 14, 15, 16, 17, 20]",30.0,4,3051,1.0,5,8,1,1,21,10,stress,22,full_coverage_and_all_discovered_cleared,367,6670.390878,40.0,constant,,0.02877312497003004
16,8,True,0,16,1,2,3,boundary_tangent__n10__positive,boundary_tangent,9,31,11,10,377,,bounded_transverse_width,,locked,43,0.028442000000012513,10,cached_distance_prefix_sum,0,0,,,31,3,31,True,0,,,,,,,,0,31,0.00017145898891612887,1,0,0,5,3,364,faithful_locked_width015,[],21376.95438506013,0,,0.0,,False,0,648.6390878,"[1, 5, 7, 9, 13, 14, 15, 16, 17, 20]",30.0,4,3051,1.0,5,8,1,1,21,10,stress,22,full_coverage_and_all_discovered_cleared,338,6486.390878,40.0,constant,,0.028449041943531483
