all_cleared,errors,max_total_s,max_wall_s,mean_commands,mean_optical_fallbacks,mean_pair_cuts,mean_per_source_s,mean_total_s,mean_wall_s,method,p95_total_s,problem,runs,slower_cases,split
75,0,3683.975599,0.038416124996729195,142.78666666666666,0.0,0.0,258.13584147555554,3115.5257700933334,0.023151879946235566,fast7,3618.4792429,3,75,0,ordinary
75,0,3664.31922,0.042429667024407536,142.49333333333334,0.0,0.0,257.0465259344444,3101.7773244533337,0.024006109481366972,clearance7,3614.8616506,3,75,2,ordinary
75,0,3958.92195,0.03689033299451694,160.22666666666666,0.0,0.0,284.9672425337778,3422.6976396933337,0.025178796064574273,clearance9,3917.7168312,3,75,69,ordinary
18,0,4743.579252,0.02997299999697134,130.33333333333334,0.0,0.0,277.29042843750005,3386.6095131666666,0.02232111577824172,fast7,4736.9270755,3,18,0,stress
18,0,4717.088281,0.031184041989035904,130.22222222222223,0.0,0.0,275.9459367298611,3369.7437094444444,0.023441798671329808,clearance7,4698.8945954,3,18,0,stress
18,0,4162.211668,0.036255666986107826,145.72222222222223,0.0,0.0,276.69700112708335,3333.5287054999994,0.024465469834265403,clearance9,4141.96096795,3,18,10,stress
75,0,7019.091341,0.06530962500255555,331.12,0.0,1.7733333333333334,536.1420379913332,6430.982406426667,0.04173218390593926,quarter_cd22,6915.001745199999,4,75,0,ordinary
75,0,7008.249181,0.0663597080274485,330.6533333333333,0.0,1.8133333333333332,536.3573472815555,6433.753655639999,0.042651382733602076,clearance_quarter22,6907.3374782,4,75,7,ordinary
75,0,7247.485965,0.09028445900185034,340.5466666666667,1.52,1.1066666666666667,537.6500850291112,6443.658295853334,0.047684940004255626,clearance_f015_22,6919.3475521,4,75,44,ordinary
75,0,6987.344269,0.06914783298270777,327.04,0.0,2.1466666666666665,534.6344183388887,6412.37699552,0.04060251724440604,clearance_f03_22,6904.4382013,4,75,33,ordinary
75,0,7345.540516,0.06340400001499802,366.9866666666667,0.0,1.3466666666666667,550.8847573153334,6597.750847133334,0.043287545586160076,clearance_quarter25,7127.236203799999,4,75,54,ordinary
18,0,8387.436014,0.06031791598070413,343.55555555555554,0.3333333333333333,12.055555555555555,554.4754011361111,6753.361689777778,0.03629107855764838,quarter_cd22,8309.12547915,4,18,0,stress
18,0,8357.941474,0.06303516600746661,343.05555555555554,0.3333333333333333,12.0,553.1331966361112,6734.872769777778,0.03722913872075474,clearance_quarter22,8273.90657335,4,18,1,stress
18,0,7950.655781,0.07553524995455518,343.94444444444446,0.7777777777777778,7.666666666666667,541.8029939347222,6601.884874722222,0.041677659607052595,clearance_f015_22,7762.915239749999,4,18,5,stress
18,0,8668.83019,0.054776832985226065,347.6111111111111,0.0,13.555555555555555,571.6667629631944,6991.032609111111,0.03673639584061069,clearance_f03_22,8610.19666045,4,18,14,stress
18,0,8348.245673,0.055244959017727524,381.77777777777777,0.3333333333333333,8.555555555555555,593.780743254861,7151.132422777778,0.03932452559820376,clearance_quarter25,8156.396555599999,4,18,12,stress
