active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,negative_history_limit,negative_hull_inconsistent_cuts,negative_hull_updates,negative_shadow_cuts,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,success_history_limit,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
24,0,True,,,,,,edge__adversarial-spatial__124,edge__adversarial-spatial,12,,12,12,164,,,,,,0.22772900000000007,12,,,,,,,,0,,7.754197577014565e-05,,,,,,150,peer_layout9_proxy,[],16719.565961391843,,,,,0,,0.0,,,,357.3260994166667,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,3,124,,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,,134,4287.913193,,,,0.22797212499426678
11,0,True,0,0,0,0,0,edge__adversarial-spatial__124,edge__adversarial-spatial,8,,17,12,153,1.0,,,,,0.024627999999999872,12,,4,9,False,,,,0,,8.475000504404306e-05,,19,0,,,134,area_return1_7,[],12370.963113829546,,,,,0,86.5868585482096,0.0,8,,,278.76605183333334,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,3,124,,15,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,126,3345.192622,,,True,0.024655332963448018
11,0,True,0,0,0,0,0,edge__adversarial-spatial__124,edge__adversarial-spatial,8,8,17,12,145,1.0,,,base,0,0.02400300000000044,12,,4,9,False,,False,,0,0,7.458304753527045e-05,,19,0,,,126,range_area7,[],12370.963113829546,,,,,0,86.5868585482096,0.0,8,,,274.76605183333334,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,3,124,1.0,15,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,118,3297.192622,,,True,0.02401533303782344
12,0,True,0,0,0,0,0,edge__adversarial-spatial__124,edge__adversarial-spatial,7,0,16,12,151,1.0,,,locked,19,0.02412400000000048,12,cached_distance_prefix_sum,5,9,False,,True,,0,0,7.183302659541368e-05,,0,0,,,133,fast_locked_area7,[],13385.648305905992,,,,,0,60.62752724930125,0.0,7,,,294.92747158333333,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,3,124,1.0,17,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,125,3539.129659,,,True,0.02412354201078415
20,0,True,,,,,,edge__adversarial-spatial__125,edge__adversarial-spatial,11,,11,11,172,,,,,,0.18657199999999818,11,,,,,,,,0,,6.808398757129908e-05,,,,,,159,peer_layout9_proxy,[],15340.070195843144,,,,,0,,0.0,,,,369.54673081818186,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,3,125,,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,,147,4065.014039,,,,0.1867175829829648
11,0,True,0,0,0,0,0,edge__adversarial-spatial__125,edge__adversarial-spatial,7,,16,11,153,1.0,,,,,0.02247300000000152,11,,4,9,False,,,,0,,7.691601058468223e-05,,18,0,,,135,area_return1_7,[],11708.913155844739,,,,,0,60.06860206010161,0.0,7,,,292.2529665454545,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,3,125,,10,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,128,3214.782632,,,True,0.02248058299301192
11,0,True,0,0,0,0,0,edge__adversarial-spatial__125,edge__adversarial-spatial,7,0,16,11,153,1.0,,,base,0,0.022889000000002824,11,,4,9,False,,False,,0,0,6.608298281207681e-05,,18,0,,,135,range_area7,[],11708.913155844739,,,,,0,60.06860206010161,0.0,7,,,292.2529665454545,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,3,125,1.0,10,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,128,3214.782632,,,True,0.022928084013983607
11,0,True,0,0,0,0,0,edge__adversarial-spatial__125,edge__adversarial-spatial,7,0,16,11,153,1.0,,,locked,18,0.02262400000000042,11,cached_distance_prefix_sum,4,9,False,,True,,0,0,7.704197196289897e-05,,0,0,,,135,fast_locked_area7,[],11708.913155844739,,,,,0,60.06860206010161,0.0,7,,,292.2529665454545,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,3,125,1.0,10,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,128,3214.782632,,,True,0.02264741697581485
27,0,True,,,,,,edge__adversarial-spatial__126,edge__adversarial-spatial,14,,14,14,152,,,,,,0.22920799999999986,14,,,,,,,,0,,6.970897084102035e-05,,,,,,136,peer_layout9_proxy,[],22005.51920056827,,,,,0,,0.0,,,,376.36456007142857,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,3,126,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,,118,5269.103841,,,,0.22936470800777897
19,0,True,0,0,0,0,0,edge__adversarial-spatial__126,edge__adversarial-spatial,10,,22,14,167,1.0,,,,,0.03193200000000118,14,,4,12,False,,,,0,,7.920799544081092e-05,,21,0,,,143,area_return1_7,[],14792.13346458629,,,,,0,124.51230154820269,0.0,10,,,278.3161922857143,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,3,126,,26,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,129,3896.426692,,,True,0.03203037497587502
19,0,True,0,0,0,0,0,edge__adversarial-spatial__126,edge__adversarial-spatial,10,0,22,14,167,1.0,,,base,0,0.031442999999999444,14,,4,12,False,,False,,0,0,0.00010079197818413377,,21,0,,,143,range_area7,[],14792.13346458629,,,,,0,124.51230154820269,0.0,10,,,278.3161922857143,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,3,126,1.0,26,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,129,3896.426692,,,True,0.03145087498705834
21,0,True,0,0,0,0,0,edge__adversarial-spatial__126,edge__adversarial-spatial,11,3,23,14,163,1.0,,,locked,21,0.03373900000000063,14,cached_distance_prefix_sum,3,12,False,,True,,0,0,0.00010387500515207648,,0,0,,,138,fast_locked_area7,[],14922.196932838375,,,,,0,148.73702225875502,0.0,11,,,277.8885277142857,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,3,126,1.0,19,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,119,3890.439388,,,True,0.03376100002788007
19,0,True,,,,,,clustered__iid__117,clustered__iid,11,,11,11,131,,,,,,0.15234600000000142,11,,,,,,,,0,,8.670904207974672e-05,,,,,,118,peer_layout9_proxy,[],18429.79793389253,,,,,0,,0.0,,,,403.1781441818182,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,,104,4434.959586,,,,0.1525016669766046
3,0,True,0,0,0,0,0,clustered__iid__117,clustered__iid,5,,13,11,126,1.0,,,,,0.018514999999997173,11,,6,8,False,,,,0,,6.191700231283903e-05,,18,0,,,111,area_return1_7,[],9048.662889330551,,,,,0,47.03334864536776,0.0,5,,,230.15750718181818,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,,17,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,106,2531.732579,,,True,0.018515207979362458
3,0,True,0,0,0,0,0,clustered__iid__117,clustered__iid,5,0,13,11,126,1.0,,,base,0,0.01859400000000022,11,,6,8,False,,False,,0,0,6.262504030019045e-05,,18,0,,,111,range_area7,[],9048.662889330551,,,,,0,47.03334864536776,0.0,5,,,230.15750718181818,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,1.0,17,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,106,2531.732579,,,True,0.018601707997731864
3,0,True,0,0,0,0,0,clustered__iid__117,clustered__iid,5,0,13,11,126,1.0,,,locked,18,0.018889999999998963,11,cached_distance_prefix_sum,6,8,False,,True,,0,0,6.429199129343033e-05,,0,0,,,111,fast_locked_area7,[],9048.662889330551,,,,,0,47.03334864536776,0.0,5,,,230.15750718181818,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,1.0,17,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,106,2531.732579,,,True,0.01889129198389128
25,0,True,,,,,,clustered__iid__118,clustered__iid,15,,15,15,160,,,,,,0.2073020000000021,15,,,,,,,,0,,6.291596218943596e-05,,,,,,143,peer_layout9_proxy,[],20700.847778266252,,,,,0,,0.0,,,,337.2113037333333,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,3,118,,,,,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,,128,5058.169556,,,,0.20758683298481628
6,0,True,0,0,0,0,0,clustered__iid__118,clustered__iid,9,,16,15,135,1.0,,,,,0.027117999999997977,15,,6,7,False,,,,0,,9.583297651261091e-05,,22,0,,,117,area_return1_7,[],11593.671212698933,,,,,0,103.93406776135849,0.0,9,,,205.78228286666666,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,3,118,,19,,1,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,105,3086.734243,,,True,0.0271170410560444
6,0,True,0,0,0,0,0,clustered__iid__118,clustered__iid,9,0,16,15,135,1.0,,,base,0,0.027086999999998085,15,,6,7,False,,False,,0,0,7.64590222388506e-05,,22,0,,,117,range_area7,[],11593.671212698933,,,,,0,103.93406776135849,0.0,9,,,205.78228286666666,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,3,118,1.0,19,,1,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,105,3086.734243,,,True,0.027123457984998822
2,0,True,0,0,0,0,0,clustered__iid__118,clustered__iid,5,5,15,15,151,1.0,,,locked,22,0.025698000000001997,15,cached_distance_prefix_sum,10,10,False,,True,,0,0,7.408298552036285e-05,,0,0,,,134,fast_locked_area7,[],10847.173044095649,,,,,0,53.89522444901317,0.0,5,,,202.62897406666667,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,3,118,1.0,17,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,,125,3039.434611,,,True,0.02571741701103747
20,0,True,,,,,,clustered__iid__119,clustered__iid,12,,12,12,135,,,,,,0.14720900000000015,12,,,,,,,,0,,7.320800796151161e-05,,,,,,121,peer_layout9_proxy,[],18418.20601641855,,,,,0,,0.0,,,,371.38676691666666,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,3,119,,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,,108,4456.641203,,,,0.14728608401492238
4,0,True,0,0,0,0,0,clustered__iid__119,clustered__iid,4,,14,12,132,1.0,,,,,0.020179999999999865,12,,8,10,False,,,,0,,6.1166996601969e-05,,19,0,,,116,area_return1_7,[],9090.29270556054,,,,,0,25.809090509408037,0.0,4,,,214.33821158333333,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,3,119,,20,,2,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,108,2572.058539,,,True,0.020189707982353866
4,0,True,0,0,0,0,0,clustered__iid__119,clustered__iid,4,1,14,12,131,1.0,,,base,0,0.020476999999999634,12,,8,10,False,,False,,0,0,6.879103602841496e-05,,19,0,,,115,range_area7,[],9090.29270556054,,,,,0,25.809090509408037,0.0,4,,,213.83821158333333,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,3,119,1.0,20,,2,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,107,2566.058539,,,True,0.020538790966384113
2,0,True,0,0,0,0,0,clustered__iid__119,clustered__iid,5,0,12,12,144,1.0,,,locked,19,0.02233500000000177,12,cached_distance_prefix_sum,7,7,False,,True,,0,0,7.008400280028582e-05,,0,0,,,130,fast_locked_area7,[],8719.843456198769,,,,,0,49.87090224860924,0.0,5,,,214.58072425,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,3,119,1.0,17,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,121,2574.968691,,,True,0.022343666991218925
20,0,True,,,,,,clustered__iid__120,clustered__iid,14,,14,14,120,,,,,,0.15446999999999989,14,,,,,,,,0,,7.016700692474842e-05,,,,,,104,peer_layout9_proxy,[],19645.63406786375,,,,,0,,0.0,,,,329.3662010714285,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",,3,120,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,,92,4611.126815,,,,0.15468654199503362
1,0,True,0,0,0,0,0,clustered__iid__120,clustered__iid,5,,14,14,130,1.0,,,,,0.021366999999997915,14,,9,9,False,,,,0,,7.775000995025039e-05,,21,0,,,114,area_return1_7,[],10545.701632585511,,,,,0,29.469526123669482,0.0,5,,,203.9385947857143,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",,3,120,,24,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,106,2855.140327,,,True,0.021366290980949998
1,0,True,0,0,0,0,0,clustered__iid__120,clustered__iid,5,0,14,14,130,1.0,,,base,0,0.021329000000001486,14,,9,9,False,,False,,0,0,7.37080117687583e-05,,21,0,,,114,range_area7,[],10545.701632585511,,,,,0,29.469526123669482,0.0,5,,,203.9385947857143,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",,3,120,1.0,24,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,106,2855.140327,,,True,0.02134679100709036
4,0,True,0,0,0,0,0,clustered__iid__120,clustered__iid,7,0,15,14,132,1.0,,,locked,21,0.02419400000000138,14,cached_distance_prefix_sum,7,8,False,,True,,0,0,7.750000804662704e-05,,0,0,,,115,fast_locked_area7,[],11138.904027943667,,,,,0,61.77791750901444,0.0,7,,,213.055772,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",,3,120,1.0,30,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,107,2982.780808,,,True,0.02421637502266094
19,0,True,,,,,,clustered__iid__121,clustered__iid,10,,10,10,160,,,,,,0.15748400000000018,10,,,,,,,,0,,6.887497147545218e-05,,,,,,148,peer_layout9_proxy,[],17945.86097004441,,,,,0,,0.0,,,,451.2172193,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",,3,121,,,,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,,133,4512.172193,,,,0.15775054099503905
4,0,True,0,0,0,0,0,clustered__iid__121,clustered__iid,7,,11,10,127,1.0,,,,,0.018333999999999406,10,,3,4,False,,,,0,,7.174996426329017e-05,,17,0,,,114,area_return1_7,[],10869.427969412303,,,,,0,54.09008007455252,0.0,7,,,290.4885592,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",,3,121,,7,,6,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,108,2904.885592,,,True,0.01836091699078679
4,0,True,0,0,0,0,0,clustered__iid__121,clustered__iid,7,0,11,10,127,1.0,,,base,0,0.01820600000000283,10,,3,4,False,,False,,0,0,6.870797369629145e-05,,17,0,,,114,range_area7,[],10869.427969412303,,,,,0,54.09008007455252,0.0,7,,,290.4885592,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",,3,121,1.0,7,,6,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,108,2904.885592,,,True,0.018206625012680888
3,0,True,0,0,0,0,0,clustered__iid__121,clustered__iid,4,2,10,10,132,1.0,,,locked,17,0.016353000000002282,10,cached_distance_prefix_sum,6,6,False,,True,,0,0,6.754201604053378e-05,,0,0,,,120,fast_locked_area7,[],10240.891686101579,,,,,0,38.26366363484258,0.0,4,,,281.0178339,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",,3,121,1.0,8,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,112,2810.178339,,,True,0.0164492090116255
27,0,True,,,,,,clustered__iid__122,clustered__iid,14,,14,14,135,,,,,,0.22200699999999784,14,,,,,,,,0,,6.375001976266503e-05,,,,,,119,peer_layout9_proxy,[],21201.320106508265,,,,,0,,0.0,,,,357.5188587142857,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",,3,122,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,,100,5005.264022,,,,0.22228966699913144
6,0,True,0,0,0,0,0,clustered__iid__122,clustered__iid,8,,18,14,114,1.0,,,,,0.022870000000001056,14,,6,10,False,,,,0,,7.54580250941217e-05,,21,0,,,94,area_return1_7,[],9762.292069662537,,,,,0,67.41770279838047,0.0,8,,,185.10417257142856,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",,3,122,,8,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,87,2591.458416,,,True,0.022876667033415288
6,0,True,0,0,0,0,0,clustered__iid__122,clustered__iid,8,0,18,14,114,1.0,,,base,0,0.02321099999999987,14,,6,10,False,,False,,0,0,6.087502697482705e-05,,21,0,,,94,range_area7,[],9762.292069662537,,,,,0,67.41770279838047,0.0,8,,,185.10417257142856,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",,3,122,1.0,8,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,87,2591.458416,,,True,0.023235749977175146
3,0,True,0,0,0,0,0,clustered__iid__122,clustered__iid,5,0,15,14,157,1.0,,,locked,21,0.030075000000000074,14,cached_distance_prefix_sum,9,10,False,,True,,0,0,6.333296187222004e-05,,0,0,,,140,fast_locked_area7,[],9588.838106615873,,,,,0,38.38106081421089,0.0,5,,,201.6976872142857,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",,3,122,1.0,22,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,133,2823.767621,,,True,0.030146709003020078
16,0,True,,,,,,clustered__iid__123,clustered__iid,10,,10,10,149,,,,,,0.12928100000000242,10,,,,,,,,0,,8.045800495892763e-05,,,,,,137,peer_layout9_proxy,[],17435.05888246323,,,,,0,,0.0,,,,434.70117760000005,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",,3,123,,,,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,,125,4347.011776,,,,0.12932379101403058
5,0,True,0,0,0,0,0,clustered__iid__123,clustered__iid,7,,11,10,126,1.0,,,,,0.0188839999999999,10,,3,4,False,,,,0,,5.774997407570481e-05,,17,0,,,113,area_return1_7,[],9979.95617647427,,,,,0,80.03751244687226,0.0,7,,,271.9991233,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",,3,123,,12,,10,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,106,2719.991233,,,True,0.01900304201990366
5,0,True,0,0,0,0,0,clustered__iid__123,clustered__iid,7,0,11,10,126,1.0,,,base,0,0.018520999999999788,10,,3,4,False,,False,,0,0,8.924998110160232e-05,,17,0,,,113,range_area7,[],9979.95617647427,,,,,0,80.03751244687226,0.0,7,,,271.9991233,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",,3,123,1.0,12,,10,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,106,2719.991233,,,True,0.018522166006732732
2,0,True,0,0,0,0,0,clustered__iid__123,clustered__iid,4,0,10,10,138,1.0,,,locked,17,0.018292999999999893,10,cached_distance_prefix_sum,6,6,False,,True,,0,0,7.091701263561845e-05,,0,0,,,126,fast_locked_area7,[],9437.379072315178,,,,,0,34.73618048956101,0.0,4,,,268.6475813,"[1, 3, 4, 7, 9, 14, 15, 17, 18, 20]",,3,123,1.0,6,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,,119,2686.475813,,,True,0.01835175004089251
21,0,True,,,,,,clustered__iid__124,clustered__iid,12,,12,12,146,,,,,,0.16292999999999935,12,,,,,,,,0,,6.383296567946672e-05,,,,,,132,peer_layout9_proxy,[],17091.035690468838,,,,,0,,0.0,,,,354.5172615833333,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,3,124,,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,,116,4254.207139,,,,0.1630400419817306
7,0,True,0,0,0,0,0,clustered__iid__124,clustered__iid,8,,15,12,146,1.0,,,,,0.023381999999998015,12,,4,7,False,,,,0,,7.12089822627604e-05,,19,0,,,129,area_return1_7,[],10850.217434976275,,,,,0,92.68766927933417,0.0,8,,,250.58695724999998,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,3,124,,16,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,123,3007.043487,,,True,0.023381708015222102
7,0,True,0,0,0,0,0,clustered__iid__124,clustered__iid,8,8,15,12,138,1.0,,,base,0,0.0230979999999974,12,,4,7,False,,False,,0,0,7.741700392216444e-05,,19,0,,,121,range_area7,[],10850.217434976275,,,,,0,92.68766927933417,0.0,8,,,246.58695724999998,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,3,124,1.0,16,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,115,2959.043487,,,True,0.023116416996344924
5,0,True,0,0,0,0,0,clustered__iid__124,clustered__iid,7,0,14,12,134,1.0,,,locked,19,0.02087799999999973,12,cached_distance_prefix_sum,5,7,False,,True,,0,0,6.941700121387839e-05,,0,0,,,118,fast_locked_area7,[],10377.618053307298,,,,,0,63.83152752140619,0.0,7,,,236.8769675,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",,3,124,1.0,7,,3,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,,111,2842.52361,,,True,0.020896749978419393
17,0,True,,,,,,clustered__iid__125,clustered__iid,11,,11,11,168,,,,,,0.14427200000000084,11,,,,,,,,0,,7.666699821129441e-05,,,,,,155,peer_layout9_proxy,[],14963.840736459226,,,,,0,,0.0,,,,360.6152861818182,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,3,125,,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,,144,3966.768148,,,,0.14440416701836511
4,0,True,0,0,0,0,0,clustered__iid__125,clustered__iid,7,,11,11,128,1.0,,,,,0.020134999999999792,11,,4,4,False,,,,0,,6.454199319705367e-05,,18,0,,,115,area_return1_7,[],9581.294083943298,,,,,0,78.26646299379216,0.0,7,,,241.3871650909091,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,3,125,,15,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,109,2655.258816,,,True,0.02013879199512303
4,0,True,0,0,0,0,0,clustered__iid__125,clustered__iid,7,0,11,11,128,1.0,,,base,0,0.02025199999999927,11,,4,4,False,,False,,0,0,8.20829882286489e-05,,18,0,,,115,range_area7,[],9581.294083943298,,,,,0,78.26646299379216,0.0,7,,,241.3871650909091,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,3,125,1.0,15,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,109,2655.258816,,,True,0.02030562498839572
4,0,True,0,0,0,0,0,clustered__iid__125,clustered__iid,5,0,12,11,142,1.0,,,locked,18,0.018819000000000585,11,cached_distance_prefix_sum,6,7,False,,True,,0,0,7.220898987725377e-05,,0,0,,,128,fast_locked_area7,[],9801.282551118766,,,,,0,56.64305111391466,0.0,5,,,252.8415008181818,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,3,125,1.0,10,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,123,2781.256509,,,True,0.01885362499160692
26,0,True,,,,,,clustered__iid__126,clustered__iid,14,,14,14,139,,,,,,0.2206070000000011,14,,,,,,,,0,,6.991601549088955e-05,,,,,,123,peer_layout9_proxy,[],20168.696645836233,,,,,0,,0.0,,,,344.55280935714285,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,3,126,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,,105,4823.739331,,,,0.22073337499750778
5,0,True,0,0,0,0,0,clustered__iid__126,clustered__iid,7,,16,14,168,1.0,,,,,0.024904000000002924,14,,7,9,False,,,,0,,7.266603643074632e-05,,21,0,,,150,area_return1_7,[],10571.645390967418,,,,,0,54.73865187814843,0.0,7,,,220.2377912857143,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,3,126,,29,,2,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,143,3083.329078,,,True,0.024918166978750378
5,0,True,0,0,0,0,0,clustered__iid__126,clustered__iid,7,2,16,14,166,1.0,,,base,0,0.024906000000001427,14,,7,9,False,,False,,0,0,7.841701153665781e-05,,21,0,,,148,range_area7,[],10571.645390967418,,,,,0,54.73865187814843,0.0,7,,,219.38064842857145,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,3,126,1.0,29,,2,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,141,3071.329078,,,True,0.02494912501424551
1,0,True,0,0,0,0,0,clustered__iid__126,clustered__iid,3,0,14,14,157,1.0,,,locked,21,0.022077999999996933,14,cached_distance_prefix_sum,11,11,False,,True,,0,0,8.07089963927865e-05,,0,0,,,141,fast_locked_area7,[],9572.505635275147,,,,,0,42.519324111271686,0.0,3,,,201.60722335714286,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,3,126,1.0,32,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,,133,2822.501127,,,True,0.022077832953073084
19,0,True,,,,,,clustered__smooth__117,clustered__smooth,11,,11,11,131,,,,,,0.15334700000000012,11,,,,,,,,0,,7.054099114611745e-05,,,,,,118,peer_layout9_proxy,[],18508.041401025825,,,,,0,,0.0,,,,404.6007525454545,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,,104,4450.608278,,,,0.15345058299135417
4,0,True,0,0,0,0,0,clustered__smooth__117,clustered__smooth,6,,13,11,125,1.0,,,,,0.01884199999999936,11,,5,7,False,,,,0,,6.316701183095574e-05,,18,0,,,110,area_return1_7,[],9141.378066830212,,,,,0,44.85255820745965,0.0,6,,,231.2068739090909,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,3,117,,15,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,,104,2543.275613,,,True,0.018857708026189357
