active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,negative_history_limit,negative_hull_inconsistent_cuts,negative_hull_updates,negative_shadow_cuts,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,success_history_limit,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
16,4,True,0,16,2,3,0,edge__adversarial-spatial__124,edge__adversarial-spatial,10,12,13,12,342,,bounded_transverse_width,,base,0,0.03347600000000739,12,,0,0,,,False,0,0,12,0.00014154199743643403,2,46,0,3,3,327,range_width015,[],22224.515443002787,,,,,0,,0.0,,False,0,536.5752573333333,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",30.0,4,124,1.0,6,4,12,2,24,12,ordinary,22,full_coverage_and_all_discovered_cleared,,296,6438.903088,40.0,constant,,0.03348616696894169
21,4,True,0,21,1,2,0,edge__adversarial-spatial__124,edge__adversarial-spatial,11,15,13,12,344,,bounded_transverse_width,,arc,51,0.040053999999997814,12,cached_distance_prefix_sum,0,0,,,False,0,0,15,0.00014470901805907488,5,0,0,4,3,329,fast_arc05_width015,[],21698.457860349663,,,,,0,,0.0,,False,0,528.8909641666667,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",30.0,4,124,0.5,5,1,3,5,29,12,ordinary,22,full_coverage_and_all_discovered_cleared,,299,6346.69157,40.0,constant,,0.040071790979709476
14,3,True,0,14,1,4,1,edge__adversarial-spatial__124,edge__adversarial-spatial,11,43,15,12,309,,bounded_transverse_width,,locked,46,0.037103000000001884,12,cached_distance_prefix_sum,0,0,,,True,0,0,43,0.00013683299766853452,6,0,0,3,2,292,fast_locked_width015,[],20751.529966979047,,,,,0,,0.0,,False,0,495.692166,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",30.0,4,124,1.0,7,4,33,6,24,12,ordinary,22,full_coverage_and_all_discovered_cleared,,269,5948.305992,40.0,constant,,0.037113290978595614
21,4,True,0,21,1,2,0,edge__adversarial-spatial__124,edge__adversarial-spatial,11,15,13,12,344,,bounded_transverse_width,,arc,51,0.047561999999999216,12,cached_distance_prefix_sum,0,0,,,False,0,0,15,0.0001313330139964819,5,0,0,4,3,329,fast_negative_arc05_width015,[],21698.457860349663,12,0,0,0,0,,0.0,,False,0,528.8909641666667,"[1, 2, 3, 5, 6, 7, 13, 14, 16, 18, 19, 20]",30.0,4,124,0.5,5,1,3,5,29,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,299,6346.69157,40.0,constant,,0.047606458014342934
11,2,True,0,11,2,5,1,edge__adversarial-spatial__125,edge__adversarial-spatial,9,,14,11,397,,,,,,0.03463499999999442,11,,0,0,,,,0,0,,0.0001669999910518527,3,43,0,5,4,381,packet_center22,[],21055.785257652944,,,,,0,,0.0,,False,0,594.2870045454546,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",,4,125,,3,0,6,3,21,11,ordinary,22,full_coverage_and_all_discovered_cleared,,357,6537.15705,,,,0.034644833009224385
10,0,True,0,10,3,5,0,edge__adversarial-spatial__125,edge__adversarial-spatial,8,,13,11,371,,bounded_transverse_width,,,,0.03032699999999977,11,,0,0,,,,0,0,,0.00015245797112584114,4,43,0,2,2,356,width40_f015_22,[],19210.298472351373,,,,,0,,0.0,,False,0,547.278154,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",30.0,4,125,,1,1,16,4,21,11,ordinary,22,full_coverage_and_all_discovered_cleared,,337,6020.059694,40.0,constant,,0.030333916016388685
10,0,True,0,10,3,5,0,edge__adversarial-spatial__125,edge__adversarial-spatial,8,28,13,11,343,,bounded_transverse_width,,base,0,0.029762000000005173,11,,0,0,,,False,0,0,28,0.0001427080132998526,4,43,0,2,2,328,range_width015,[],19210.298472351373,,,,,0,,0.0,,False,0,532.0054267272727,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",30.0,4,125,1.0,1,1,16,4,21,11,ordinary,22,full_coverage_and_all_discovered_cleared,,309,5852.059694,40.0,constant,,0.029769666027277708
14,0,True,0,14,1,2,0,edge__adversarial-spatial__125,edge__adversarial-spatial,10,0,12,11,300,,bounded_transverse_width,,arc,47,0.034857999999999834,11,cached_distance_prefix_sum,0,0,,,False,0,0,0,0.00013608398148790002,6,0,0,3,3,286,fast_arc05_width015,[],19279.330154065578,,,,,0,,0.0,,False,0,509.98782099999994,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",30.0,4,125,0.5,9,3,2,7,25,11,ordinary,22,full_coverage_and_all_discovered_cleared,,266,5609.866031,40.0,constant,,0.03489158401498571
7,0,True,0,7,1,3,0,edge__adversarial-spatial__125,edge__adversarial-spatial,10,26,13,11,317,,bounded_transverse_width,,locked,40,0.03406999999999982,11,cached_distance_prefix_sum,0,0,,,True,0,0,26,0.00013099994976073503,2,0,0,2,2,302,fast_locked_width015,[],19352.087020863226,,,,,0,,0.0,,False,0,520.310672909091,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",30.0,4,125,1.0,9,4,29,2,18,11,ordinary,22,full_coverage_and_all_discovered_cleared,,282,5723.417402,40.0,constant,,0.0340935830026865
14,0,True,0,14,1,2,0,edge__adversarial-spatial__125,edge__adversarial-spatial,10,0,12,11,300,,bounded_transverse_width,,arc,47,0.03847000000000378,11,cached_distance_prefix_sum,0,0,,,False,0,0,0,0.00013108400162309408,6,0,0,3,3,286,fast_negative_arc05_width015,[],19279.330154065578,12,0,0,0,0,,0.0,,False,0,509.98782099999994,"[1, 2, 5, 6, 8, 10, 11, 12, 15, 16, 19]",30.0,4,125,0.5,9,3,2,7,25,11,ordinary,22,full_coverage_and_all_discovered_cleared,3,266,5609.866031,40.0,constant,,0.038492417021188885
31,7,True,0,31,2,8,3,edge__adversarial-spatial__126,edge__adversarial-spatial,12,,20,14,317,,,,,,0.04138000000000375,14,,0,0,,,,0,0,,0.0001354999840259552,5,63,0,5,5,295,packet_center22,[],21725.046593506384,,,,,0,,0.0,,False,0,440.85780864285715,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",,4,126,,8,4,18,5,41,14,ordinary,22,full_coverage_and_all_discovered_cleared,,264,6172.009321,,,,0.04138658300507814
20,5,True,0,20,2,4,1,edge__adversarial-spatial__126,edge__adversarial-spatial,12,,16,14,337,,bounded_transverse_width,,,,0.03726899999999489,14,,0,0,,,,0,0,,0.00011791696306318045,1,52,0,4,3,319,width40_f015_22,[],23197.921152315914,,,,,0,,0.0,,False,0,471.4703019285715,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",30.0,4,126,,12,1,16,1,30,14,ordinary,22,full_coverage_and_all_discovered_cleared,,290,6600.584227,40.0,constant,,0.03730354201979935
20,5,True,0,20,2,4,1,edge__adversarial-spatial__126,edge__adversarial-spatial,12,25,16,14,312,,bounded_transverse_width,,base,0,0.03649099999999805,14,,0,0,,,False,0,0,25,0.00014162500156089664,1,52,0,4,3,294,range_width015,[],23197.921152315914,,,,,0,,0.0,,False,0,460.75601621428575,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",30.0,4,126,1.0,12,1,16,1,30,14,ordinary,22,full_coverage_and_all_discovered_cleared,,265,6450.584227,40.0,constant,,0.03650170797482133
19,6,True,0,19,1,3,3,edge__adversarial-spatial__126,edge__adversarial-spatial,13,26,16,14,303,,bounded_transverse_width,,arc,52,0.0461700000000036,14,cached_distance_prefix_sum,0,0,,,False,0,0,26,0.00013091700384393334,5,0,0,4,3,285,fast_arc05_width015,[],22257.1435987854,,,,,0,,0.0,,False,0,443.8877655714286,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",30.0,4,126,0.5,9,13,17,5,30,14,ordinary,22,full_coverage_and_all_discovered_cleared,,262,6214.428718,40.0,constant,,0.046177416981663555
15,4,True,0,15,0,3,2,edge__adversarial-spatial__126,edge__adversarial-spatial,14,50,17,14,320,,bounded_transverse_width,,locked,49,0.03928999999999405,14,cached_distance_prefix_sum,0,0,,,True,0,0,50,0.00012437498662620783,2,0,0,3,3,301,fast_locked_width015,[],21154.928700579778,,,,,0,,0.0,,False,0,434.8561243571429,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",30.0,4,126,1.0,10,10,12,2,27,14,ordinary,22,full_coverage_and_all_discovered_cleared,,273,6087.985741,40.0,constant,,0.03934262500843033
19,6,True,0,19,1,3,3,edge__adversarial-spatial__126,edge__adversarial-spatial,13,26,16,14,303,,bounded_transverse_width,,arc,52,0.05239500000000419,14,cached_distance_prefix_sum,0,0,,,False,0,0,26,0.00014520902186632156,5,0,0,4,3,285,fast_negative_arc05_width015,[],22257.1435987854,12,0,0,0,0,,0.0,,False,0,443.8877655714286,"[2, 3, 4, 6, 8, 11, 12, 14, 15, 16, 17, 18, 19, 20]",30.0,4,126,0.5,9,13,17,5,30,14,ordinary,22,full_coverage_and_all_discovered_cleared,3,262,6214.428718,40.0,constant,,0.052410082949791104
4,0,True,0,4,7,7,0,clustered__iid__117,clustered__iid,4,,11,11,309,,,,,,0.02605399999998781,11,,0,0,,,,0,0,,0.00013312505325302482,1,37,0,2,2,296,packet_center22,[],19919.163553996335,,,,,0,,0.0,,False,0,526.6211549999999,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",,4,117,,4,0,6,1,15,11,ordinary,22,full_coverage_and_all_discovered_cleared,,274,5792.832705,,,,0.026061167009174824
5,1,True,0,5,6,7,0,clustered__iid__117,clustered__iid,5,,12,11,311,,bounded_transverse_width,,,,0.026169999999993365,11,,0,0,,,,0,0,,0.00012470799265429378,1,37,0,4,3,297,width40_f015_22,[],20130.42065652505,,,,,0,,0.0,,False,0,531.1894659090909,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",30.0,4,117,,4,0,6,1,15,11,ordinary,22,full_coverage_and_all_discovered_cleared,,274,5843.084125,40.0,constant,,0.026188792020548135
5,1,True,0,5,6,7,0,clustered__iid__117,clustered__iid,5,4,12,11,307,,bounded_transverse_width,,base,0,0.027163999999999078,11,,0,0,,,False,0,0,4,0.00012695800978690386,1,37,0,4,3,293,range_width015,[],20130.42065652505,,,,,0,,0.0,,False,0,529.0985568181818,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",30.0,4,117,1.0,4,0,6,1,15,11,ordinary,22,full_coverage_and_all_discovered_cleared,,271,5820.084125,40.0,constant,,0.027249292004853487
19,2,True,0,19,1,3,0,clustered__iid__117,clustered__iid,10,0,13,11,316,,bounded_transverse_width,,arc,50,0.03784899999999425,11,cached_distance_prefix_sum,0,0,,,False,0,0,0,0.0002057079691439867,7,0,0,4,3,301,fast_arc05_width015,[],23565.169658295294,,,,,0,,0.0,,False,0,595.8212661818181,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",30.0,4,117,0.5,13,1,1,8,28,11,ordinary,22,full_coverage_and_all_discovered_cleared,,275,6554.033928,40.0,constant,,0.03790937503799796
13,2,True,0,13,5,7,0,clustered__iid__117,clustered__iid,6,15,13,11,314,,bounded_transverse_width,,locked,44,0.033136000000013155,11,cached_distance_prefix_sum,0,0,,,True,0,0,15,0.00014291697880253196,4,0,0,4,3,299,fast_locked_width015,[],23210.00306115429,,,,,0,,0.0,,False,0,588.454601,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",30.0,4,117,1.0,8,1,12,4,22,11,ordinary,22,full_coverage_and_all_discovered_cleared,,275,6473.000611,40.0,constant,,0.03317287500249222
19,2,True,0,19,1,3,0,clustered__iid__117,clustered__iid,10,0,13,11,316,,bounded_transverse_width,,arc,50,0.04268000000000427,11,cached_distance_prefix_sum,0,0,,,False,0,0,0,0.00014354096492752433,7,0,0,4,3,301,fast_negative_arc05_width015,[],23565.169658295294,12,0,0,0,0,,0.0,,False,0,595.8212661818181,"[2, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20]",30.0,4,117,0.5,13,1,1,8,28,11,ordinary,22,full_coverage_and_all_discovered_cleared,3,275,6554.033928,40.0,constant,,0.042701291968114674
6,0,True,0,6,5,5,0,clustered__iid__118,clustered__iid,10,,15,15,196,,,,,,0.03325199999999029,15,,0,0,,,,0,0,,0.00014216697309166193,2,43,0,2,2,179,packet_center22,[],21520.098697830515,,,,,0,,0.0,,False,0,362.33464906666666,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",,4,118,,18,0,15,2,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,,161,5435.019736,,,,0.03331575001357123
6,0,True,0,6,2,2,0,clustered__iid__118,clustered__iid,13,,15,15,220,,bounded_transverse_width,,,,0.03389699999999607,15,,0,0,,,,0,0,,9.491597302258015e-05,2,43,0,3,3,203,width40_f015_22,[],20881.270217873564,,,,,0,,0.0,,False,0,362.9502694,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,118,,21,1,1,2,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,,178,5444.254041,40.0,constant,,0.0339020419633016
6,0,True,0,6,2,2,0,clustered__iid__118,clustered__iid,13,0,15,15,220,,bounded_transverse_width,,base,0,0.03421800000000985,15,,0,0,,,False,0,0,0,0.00010345899499952793,2,43,0,3,3,203,range_width015,[],20881.270217873564,,,,,0,,0.0,,False,0,362.9502694,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,118,1.0,21,1,1,2,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,,178,5444.254041,40.0,constant,,0.0342313339933753
10,0,True,0,10,2,3,0,clustered__iid__118,clustered__iid,13,23,16,15,241,,bounded_transverse_width,,arc,47,0.05038600000000315,15,cached_distance_prefix_sum,0,0,,,False,0,0,23,0.00011054199421778321,8,0,0,2,2,223,fast_arc05_width015,[],21739.7241626051,,,,,0,,0.0,,False,0,382.92965526666666,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,118,0.5,16,1,48,8,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,,203,5743.944829,40.0,constant,,0.050436707970220596
6,1,True,0,6,1,1,0,clustered__iid__118,clustered__iid,14,26,15,15,272,,bounded_transverse_width,,locked,42,0.0362700000000018,15,cached_distance_prefix_sum,0,0,,,True,0,0,26,0.00012012501247227192,3,0,0,2,2,255,fast_locked_width015,[],20328.907884572218,,,,,0,,0.0,,False,0,376.58543826666664,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,118,1.0,14,1,3,3,20,15,ordinary,22,full_coverage_and_all_discovered_cleared,,233,5648.781574,40.0,constant,,0.03630187502130866
10,0,True,0,10,2,3,0,clustered__iid__118,clustered__iid,13,23,16,15,241,,bounded_transverse_width,,arc,47,0.054316999999997506,15,cached_distance_prefix_sum,0,0,,,False,0,0,23,0.00012616702588275075,8,0,0,2,2,223,fast_negative_arc05_width015,[],21739.7241626051,12,0,0,0,0,,0.0,,False,0,382.92965526666666,"[1, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,118,0.5,16,1,48,8,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,3,203,5743.944829,40.0,constant,,0.05435937497531995
20,6,True,0,20,7,9,3,clustered__iid__119,clustered__iid,5,,14,12,351,,,,,,0.05040400000000034,12,,0,0,,,,0,0,,0.00013104197569191456,3,51,0,8,7,335,packet_center22,[],22869.95492347513,,,,,0,,0.0,,False,0,551.9159150833333,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",,4,119,,29,18,0,5,29,12,ordinary,22,full_coverage_and_all_discovered_cleared,,308,6622.990981,,,,0.05042991699883714
2,0,True,0,2,4,4,0,clustered__iid__119,clustered__iid,8,,12,12,344,,bounded_transverse_width,,,,0.03769699999999432,12,,0,0,,,,0,0,,0.00015479198191314936,1,36,0,1,1,330,width40_f015_22,[],20272.941955978702,,,,,0,,0.0,,False,0,506.04903233333334,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",30.0,4,119,,12,0,33,1,14,12,ordinary,22,full_coverage_and_all_discovered_cleared,,308,6072.588388,40.0,constant,,0.03777341602835804
2,0,True,0,2,4,4,0,clustered__iid__119,clustered__iid,8,49,12,12,295,,bounded_transverse_width,,base,0,0.03566200000000208,12,,0,0,,,False,0,0,49,0.00016904197400435805,1,36,0,1,1,281,range_width015,[],20272.941955978702,,,,,0,,0.0,,False,0,481.71569900000003,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",30.0,4,119,1.0,12,0,33,1,14,12,ordinary,22,full_coverage_and_all_discovered_cleared,,261,5780.588388,40.0,constant,,0.0356786249903962
10,1,True,0,10,6,7,0,clustered__iid__119,clustered__iid,6,26,13,12,295,,bounded_transverse_width,,arc,43,0.045635999999987575,12,cached_distance_prefix_sum,0,0,,,False,0,0,26,0.0001259170239791274,3,0,0,3,2,280,fast_arc05_width015,[],22177.01494653838,,,,,0,,0.0,,False,0,512.8669154166666,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",30.0,4,119,0.5,17,4,21,4,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,,256,6154.402985,40.0,constant,,0.045663791010156274
6,1,True,0,6,8,8,0,clustered__iid__119,clustered__iid,4,7,12,12,306,,bounded_transverse_width,,locked,39,0.03031000000000006,12,cached_distance_prefix_sum,0,0,,,True,0,0,7,0.00012912502279505134,1,0,0,3,2,292,fast_locked_width015,[],20512.13387417354,,,,,0,,0.0,,False,0,490.8688975,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",30.0,4,119,1.0,13,4,0,1,17,12,ordinary,22,full_coverage_and_all_discovered_cleared,,268,5890.42677,40.0,constant,,0.030321667029056698
10,1,True,0,10,6,7,0,clustered__iid__119,clustered__iid,6,26,13,12,295,,bounded_transverse_width,,arc,43,0.050233000000005745,12,cached_distance_prefix_sum,0,0,,,False,0,0,26,0.00014033395564183593,3,0,0,3,2,280,fast_negative_arc05_width015,[],22177.01494653838,12,0,0,0,0,,0.0,,False,0,512.8669154166666,"[2, 3, 4, 5, 6, 7, 10, 11, 14, 16, 18, 19]",30.0,4,119,0.5,17,4,21,4,21,12,ordinary,22,full_coverage_and_all_discovered_cleared,3,256,6154.402985,40.0,constant,,0.05025445797946304
18,8,True,0,18,6,6,4,clustered__iid__120,clustered__iid,8,,14,14,317,,,,,,0.047657999999998424,14,,0,0,,,,0,0,,0.00015004101442173123,3,50,0,7,5,301,packet_center22,[],21682.780468874425,,,,,0,,0.0,,False,0,441.325435,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",,4,120,,29,10,11,3,28,14,ordinary,22,full_coverage_and_all_discovered_cleared,,267,6178.55609,,,,0.04771291703218594
8,0,True,0,8,4,4,0,clustered__iid__120,clustered__iid,10,,14,14,292,,bounded_transverse_width,,,,0.042696000000006507,14,,0,0,,,,0,0,,0.0001552079920656979,4,44,0,3,3,276,width40_f015_22,[],20825.34841928649,,,,,0,,0.0,,False,0,419.14783442857146,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",30.0,4,120,,20,4,8,5,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,,253,5868.069682,40.0,constant,,0.04270566697232425
8,0,True,0,8,4,4,0,clustered__iid__120,clustered__iid,10,30,14,14,262,,bounded_transverse_width,,base,0,0.042290000000008376,14,,0,0,,,False,0,0,30,0.00012787501327693462,4,44,0,3,3,246,range_width015,[],20825.34841928649,,,,,0,,0.0,,False,0,406.29069157142857,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",30.0,4,120,1.0,20,4,8,5,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,,223,5688.069682,40.0,constant,,0.042330667027272284
10,0,True,0,10,3,3,0,clustered__iid__120,clustered__iid,11,34,14,14,257,,bounded_transverse_width,,arc,46,0.05109400000000619,14,cached_distance_prefix_sum,0,0,,,False,0,0,34,0.0001365420175716281,4,0,0,2,2,241,fast_arc05_width015,[],19950.30060096613,,,,,0,,0.0,,False,0,391.4328654285714,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",30.0,4,120,0.5,18,3,55,4,24,14,ordinary,22,full_coverage_and_all_discovered_cleared,,215,5480.060116,40.0,constant,,0.051126500009559095
5,1,True,0,5,3,3,0,clustered__iid__120,clustered__iid,11,11,14,14,241,,bounded_transverse_width,,locked,40,0.04187900000000866,14,cached_distance_prefix_sum,0,0,,,True,0,0,11,0.00011554098455235362,2,0,0,2,1,225,fast_locked_width015,[],19780.840067176454,,,,,0,,0.0,,False,0,382.3691435714286,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",30.0,4,120,1.0,18,15,25,2,18,14,ordinary,22,full_coverage_and_all_discovered_cleared,,202,5353.16801,40.0,constant,,0.04189724999014288
10,0,True,0,10,3,3,0,clustered__iid__120,clustered__iid,11,34,14,14,257,,bounded_transverse_width,,arc,46,0.055495999999990886,14,cached_distance_prefix_sum,0,0,,,False,0,0,34,0.00012849998893216252,4,0,0,2,2,241,fast_negative_arc05_width015,[],19950.30060096613,12,0,0,0,0,,0.0,,False,0,391.4328654285714,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17]",30.0,4,120,0.5,18,3,55,4,24,14,ordinary,22,full_coverage_and_all_discovered_cleared,3,215,5480.060116,40.0,constant,,0.05562420800561085
13,5,True,0,13,2,2,2,clustered__iid__121,clustered__iid,8,,10,10,352,,,,,,0.030108999999995945,10,,0,0,,,,0,0,,0.00014279200695455074,2,40,0,6,4,340,packet_center22,[],20207.74517159982,,,,,0,,0.0,,False,0,610.4549030999999,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",,4,121,,7,0,1,2,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,,313,6104.549031,,,,0.030135000008158386
14,2,True,0,14,2,2,0,clustered__iid__121,clustered__iid,8,,10,10,353,,bounded_transverse_width,,,,0.031666000000001304,10,,0,0,,,,0,0,,0.000145500001963228,3,44,0,3,2,341,width40_f015_22,[],21184.662316519392,,,,,0,,0.0,,False,0,630.8932461,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",30.0,4,121,,7,6,1,3,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,,317,6308.932461,40.0,constant,,0.031716082943603396
14,2,True,0,14,2,2,0,clustered__iid__121,clustered__iid,8,20,10,10,333,,bounded_transverse_width,,base,0,0.031141999999988457,10,,0,0,,,False,0,0,20,0.00016924994997680187,3,44,0,3,2,321,range_width015,[],21184.662316519392,,,,,0,,0.0,,False,0,618.8932461,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",30.0,4,121,1.0,7,6,1,3,22,10,ordinary,22,full_coverage_and_all_discovered_cleared,,297,6188.932461,40.0,constant,,0.03115424996940419
9,1,True,0,9,5,6,0,clustered__iid__121,clustered__iid,5,0,11,10,300,,bounded_transverse_width,,arc,40,0.029406999999991967,10,cached_distance_prefix_sum,0,0,,,False,0,0,0,0.00013508397387340665,3,0,0,2,2,287,fast_arc05_width015,[],21701.79225365624,,,,,0,,0.0,,False,0,609.1358449,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",30.0,4,121,0.5,11,1,1,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,,263,6091.358449,40.0,constant,,0.029477124975528568
3,0,True,0,3,4,4,0,clustered__iid__121,clustered__iid,6,38,10,10,314,,bounded_transverse_width,,locked,35,0.028959999999997876,10,cached_distance_prefix_sum,0,0,,,True,0,0,38,0.000136790971737355,3,0,0,1,1,302,fast_locked_width015,[],20756.77072995057,,,,,0,,0.0,,False,0,598.9354141,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",30.0,4,121,1.0,11,0,1,3,13,10,ordinary,22,full_coverage_and_all_discovered_cleared,,278,5989.354141,40.0,constant,,0.028992666979320347
9,1,True,0,9,5,6,0,clustered__iid__121,clustered__iid,5,0,11,10,300,,bounded_transverse_width,,arc,40,0.03370800000000429,10,cached_distance_prefix_sum,0,0,,,False,0,0,0,0.00013695802772417665,3,0,0,2,2,287,fast_negative_arc05_width015,[],21701.79225365624,12,0,0,0,0,,0.0,,False,0,609.1358449,"[3, 5, 6, 7, 11, 13, 16, 17, 19, 20]",30.0,4,121,0.5,11,1,1,3,18,10,ordinary,22,full_coverage_and_all_discovered_cleared,3,263,6091.358449,40.0,constant,,0.03375862498069182
5,0,True,0,5,5,6,0,clustered__iid__122,clustered__iid,9,,15,14,283,,,,,,0.03861100000000306,14,,0,0,,,,0,0,,0.00014045898569747806,2,41,0,3,3,266,packet_center22,[],19501.29344213451,,,,,0,,0.0,,False,0,396.1613345714286,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",,4,122,,12,0,12,2,19,14,ordinary,22,full_coverage_and_all_discovered_cleared,,243,5546.258684,,,,0.03866033401573077
3,0,True,0,3,5,6,0,clustered__iid__122,clustered__iid,9,,15,14,282,,bounded_transverse_width,,,,0.039439000000001556,14,,0,0,,,,0,0,,0.00012595899170264602,2,39,0,1,1,265,width40_f015_22,[],19495.267255171573,,,,,0,,0.0,,False,0,395.78953199999995,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",30.0,4,122,,13,3,12,2,17,14,ordinary,22,full_coverage_and_all_discovered_cleared,,244,5541.053448,40.0,constant,,0.03952604200458154
3,0,True,0,3,5,6,0,clustered__iid__122,clustered__iid,9,19,15,14,263,,bounded_transverse_width,,base,0,0.03869299999999498,14,,0,0,,,False,0,0,19,0.00015491602243855596,2,39,0,1,1,246,range_width015,[],19495.267255171573,,,,,0,,0.0,,False,0,387.64667485714284,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",30.0,4,122,1.0,13,3,12,2,17,14,ordinary,22,full_coverage_and_all_discovered_cleared,,225,5427.053448,40.0,constant,,0.038725499995052814
9,2,True,0,9,4,4,1,clustered__iid__122,clustered__iid,10,20,14,14,246,,bounded_transverse_width,,arc,44,0.04575699999999472,14,cached_distance_prefix_sum,0,0,,,False,0,0,20,0.00012787501327693462,6,0,0,3,2,230,fast_arc05_width015,[],20905.68613492808,,,,,0,,0.0,,False,0,400.65265899999997,"[2, 3, 4, 5, 7, 8, 10, 11, 12, 14, 16, 17, 18, 19]",30.0,4,122,0.5,19,7,17,6,22,14,ordinary,22,full_coverage_and_all_discovered_cleared,,208,5609.137226,40.0,constant,,0.04579254100099206
