all_cleared,errors,max_total_s,max_wall_s,mean_commands,mean_optical_fallbacks,mean_pair_cuts,mean_per_source_s,mean_total_s,mean_wall_s,method,p95_total_s,problem,runs,slower_cases,split
75,0,7019.091341,0.06683775002602488,331.12,0.0,1.7733333333333334,536.1420379913332,6430.982406426667,0.0422822611220181,quarter22,6915.001745199999,4,75,0,ordinary
75,0,7362.564879,0.0722172919777222,329.85333333333335,0.0,1.4266666666666667,531.4638690551111,6374.990523053333,0.04281948830777158,packet_center22,6887.370371999999,4,75,28,ordinary
75,0,7039.186137,0.06179133302066475,320.4533333333333,0.0,1.5466666666666666,532.5207114444444,6385.297829733333,0.03665021774203827,wide3_22,6723.9595366,4,75,30,ordinary
75,0,7088.9087,0.0634250839939341,321.8933333333333,0.0,1.1066666666666667,526.0488839582223,6313.681805386666,0.038376267838757486,packet_wide3_22,6758.471149,4,75,23,ordinary
75,0,7041.225815,0.05650616699131206,319.05333333333334,0.0,0.8133333333333334,531.0032955486666,6371.841741733333,0.03555736668019866,wide5_22,6746.394819499999,4,75,22,ordinary
75,0,7115.428369,0.057057083991821855,319.37333333333333,0.0,0.5866666666666667,523.8027737737776,6281.983138253333,0.037328281089042625,packet_wide5_22,6719.6549644,4,75,20,ordinary
75,0,7060.306451,0.05554862500866875,316.8666666666667,0.0,0.38666666666666666,536.5656823846667,6433.914301146667,0.03431769950392966,wide10_22,6867.798588,4,75,41,ordinary
75,0,7002.562239,0.057397458993364125,317.6,0.0,0.28,526.9815680237778,6325.91452812,0.036547824929778774,packet_wide10_22,6817.7157529,4,75,21,ordinary
75,0,7252.318615,0.04888708400540054,313.72,0.0,0.26666666666666666,544.3941052006666,6535.374009373333,0.03365121502429247,wide15_22,7058.0980767,4,75,58,ordinary
75,0,7198.391694,0.05117583298124373,319.4533333333333,0.0,0.28,535.1360788157776,6420.427730799999,0.03603487385592113,packet_wide15_22,7056.1954124,4,75,30,ordinary
75,0,7334.777545,0.04770687501877546,314.4,0.0,0.17333333333333334,552.6135765273334,6626.594533186667,0.03358874731231481,wide20_22,7063.6190829,4,75,65,ordinary
75,0,7411.666219,0.05035325000062585,321.41333333333336,0.0,0.21333333333333335,542.5577314364446,6509.774508733334,0.03588314501180624,packet_wide20_22,7052.2450429,4,75,43,ordinary
75,0,7834.054733,0.04510070802643895,312.2133333333333,0.0,0.17333333333333334,573.7122300428889,6886.382328826667,0.03287381888056795,wide30_22,7602.6399233,4,75,71,ordinary
75,0,8232.855556,0.04916741600027308,321.1333333333333,0.0,0.12,559.5596719628888,6721.738196093334,0.03559870614592607,packet_wide30_22,7480.3026502,4,75,60,ordinary
75,0,7247.155081,0.05188979196827859,322.3333333333333,0.0,0.22666666666666666,540.2489197448889,6483.323096026667,0.03628880165750161,packet_decay20_22,6984.279481,4,75,41,ordinary
75,0,8075.807652,0.049643457983620465,324.28,0.0,0.48,550.2100683475554,6608.361686386668,0.03625882843974978,packet_first30_22,7231.9650794,4,75,54,ordinary
75,0,7057.189661,0.050226874998770654,317.16,0.0,0.16,534.3835012204445,6409.996448266666,0.03697460446506739,packet_f015_15_22,6927.3965044,4,75,36,ordinary
