active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,minimum_unknown_actions_per_station,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,public_empty_scan_skips,public_empty_scans,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
10,0,True,0,10,0,3,0,edge__adversarial-positive__67,edge__adversarial-positive,10,47,47,13,10,334,,bounded_transverse_width,,locked,42,0.037008999999999403,3,10,cached_distance_prefix_sum,0,0,,,47,0,44,True,0,0,47,4,0,0,8,2,2,319,lean_cheap_predict8_locked_width015,10,,[],19501.03534828814,0,,0.0,,False,0,385,585.5207068,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,,,67,1.0,9,4,19,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,301,5855.207068,40.0,constant,,0.03702441602945328
10,0,True,0,10,0,3,0,edge__adversarial-positive__67,edge__adversarial-positive,10,47,47,13,10,334,,bounded_transverse_width,,locked,42,0.0371100000000002,3,10,cached_distance_prefix_sum,0,0,,,47,0,44,True,0,0,47,4,0,0,8,2,2,319,count_cheap_predict8_locked_width015,10,10,[],19501.03534828814,0,,0.0,,False,0,385,585.5207068,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,0,0,67,1.0,9,4,19,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,301,5855.207068,40.0,constant,,0.03715404198737815
20,2,True,0,20,1,4,0,edge__adversarial-positive__68,edge__adversarial-positive,14,12,12,18,15,311,,bounded_transverse_width,,base,0,0.04546200000000056,2,15,,0,0,,,12,0,10,False,0,0,12,6,55,0,4,3,3,291,lean_deferred_width015,5,,[],23769.003665902714,0,,0.0,,False,0,0,437.2533823333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,,,68,1.0,17,6,11,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,266,6558.800735,40.0,constant,,0.04552799998782575
20,2,True,0,20,1,4,0,edge__adversarial-positive__68,edge__adversarial-positive,14,12,12,18,15,311,,bounded_transverse_width,,base,0,0.04540699999999909,2,15,,0,0,,,12,0,10,False,0,0,12,6,55,0,4,3,3,291,count_deferred_width015,5,5,[],23769.003665902714,0,,0.0,,False,0,0,437.2533823333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,0,0,68,1.0,17,6,11,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,266,6558.800735,40.0,constant,,0.04542704200139269
20,2,True,0,20,1,4,0,edge__adversarial-positive__68,edge__adversarial-positive,14,12,14,18,15,309,,bounded_transverse_width,,base,0,0.04752299999999998,2,15,,0,0,,,14,0,12,False,0,0,14,6,55,0,8,3,3,289,lean_cheap_predict8_width015,5,,[],23769.003665902714,0,,0.0,,False,0,420,436.4533823333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",2,30.0,4,,,68,1.0,17,6,11,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6546.800735,40.0,constant,,0.04754837497603148
20,2,True,0,20,1,4,0,edge__adversarial-positive__68,edge__adversarial-positive,14,12,14,18,15,309,,bounded_transverse_width,,base,0,0.04738299999999995,2,15,,0,0,,,14,0,12,False,0,0,14,6,55,0,8,3,3,289,count_cheap_predict8_width015,5,5,[],23769.003665902714,0,,0.0,,False,0,420,436.4533823333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",2,30.0,4,0,0,68,1.0,17,6,11,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6546.800735,40.0,constant,,0.047410375031176955
13,0,True,0,13,2,3,0,edge__adversarial-positive__68,edge__adversarial-positive,13,48,49,16,15,277,,bounded_transverse_width,,locked,50,0.05092200000000169,3,15,cached_distance_prefix_sum,0,0,,,49,0,46,True,0,0,49,5,0,0,8,3,3,259,lean_cheap_predict8_locked_width015,5,,[],21687.306606141992,0,,0.0,,False,0,486,396.8974212,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,,,68,1.0,10,1,18,6,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,5953.461318,40.0,constant,,0.050968208990525454
13,0,True,0,13,2,3,0,edge__adversarial-positive__68,edge__adversarial-positive,13,48,49,16,15,277,,bounded_transverse_width,,locked,50,0.0510540000000006,3,15,cached_distance_prefix_sum,0,0,,,49,0,46,True,0,0,49,5,0,0,8,3,3,259,count_cheap_predict8_locked_width015,5,5,[],21687.306606141992,0,,0.0,,False,0,486,396.8974212,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,0,0,68,1.0,10,1,18,6,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,5953.461318,40.0,constant,,0.05107799998950213
13,1,True,0,13,0,3,0,edge__adversarial-positive__69,edge__adversarial-positive,15,28,28,18,15,299,,bounded_transverse_width,,base,0,0.042142999999999375,0,15,,0,0,,,28,0,28,False,0,0,28,3,49,0,4,4,3,279,lean_deferred_width015,5,,[],22807.720950884854,0,,0.0,,False,0,0,419.63627906666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,,,69,1.0,11,1,4,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,254,6294.544186,40.0,constant,,0.04216583300149068
13,1,True,0,13,0,3,0,edge__adversarial-positive__69,edge__adversarial-positive,15,28,28,18,15,299,,bounded_transverse_width,,base,0,0.041555999999999926,0,15,,0,0,,,28,0,28,False,0,0,28,3,49,0,4,4,3,279,count_deferred_width015,5,5,[],22807.720950884854,0,,0.0,,False,0,0,419.63627906666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,0,0,69,1.0,11,1,4,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,254,6294.544186,40.0,constant,,0.04158320900751278
13,1,True,0,13,0,3,0,edge__adversarial-positive__69,edge__adversarial-positive,15,28,28,18,15,299,,bounded_transverse_width,,base,0,0.04394300000000051,0,15,,0,0,,,28,0,28,False,0,0,28,3,49,0,8,4,3,279,lean_cheap_predict8_width015,5,,[],22807.720950884854,0,,0.0,,False,0,499,419.63627906666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,,,69,1.0,11,1,4,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,254,6294.544186,40.0,constant,,0.04398616700200364
13,1,True,0,13,0,3,0,edge__adversarial-positive__69,edge__adversarial-positive,15,28,28,18,15,299,,bounded_transverse_width,,base,0,0.043862999999999985,0,15,,0,0,,,28,0,28,False,0,0,28,3,49,0,8,4,3,279,count_cheap_predict8_width015,5,5,[],22807.720950884854,0,,0.0,,False,0,499,419.63627906666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,0,0,69,1.0,11,1,4,3,27,15,ordinary,22,full_coverage_and_all_discovered_cleared,254,6294.544186,40.0,constant,,0.04388058400945738
10,1,True,0,10,2,3,0,edge__adversarial-positive__69,edge__adversarial-positive,13,64,65,16,15,259,,bounded_transverse_width,,locked,46,0.05071700000000057,0,15,cached_distance_prefix_sum,0,0,,,65,0,65,True,0,0,65,3,0,0,8,2,2,241,lean_cheap_predict8_locked_width015,5,,[],20608.128571530386,0,,0.0,,False,0,518,374.77504746666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,,,69,1.0,19,8,30,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,217,5621.625712,40.0,constant,,0.050763542007189244
10,1,True,0,10,2,3,0,edge__adversarial-positive__69,edge__adversarial-positive,13,64,65,16,15,259,,bounded_transverse_width,,locked,46,0.05070399999999964,0,15,cached_distance_prefix_sum,0,0,,,65,0,65,True,0,0,65,3,0,0,8,2,2,241,count_cheap_predict8_locked_width015,5,5,[],20608.128571530386,0,,0.0,,False,0,518,374.77504746666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,0,0,69,1.0,19,8,30,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,217,5621.625712,40.0,constant,,0.05072358303004876
9,0,True,0,9,2,4,0,edge__adversarial-positive__70,edge__adversarial-positive,8,1,1,12,10,342,,bounded_transverse_width,,base,0,0.028522999999999854,0,10,,0,0,,,1,0,1,False,0,0,1,3,41,0,4,3,3,328,lean_deferred_width015,10,,[],21048.26666867023,0,,0.0,,False,0,0,621.0653331000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,,,70,1.0,3,1,4,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,305,6210.653331,40.0,constant,,0.028529125032946467
9,0,True,0,9,2,4,0,edge__adversarial-positive__70,edge__adversarial-positive,8,1,1,12,10,342,,bounded_transverse_width,,base,0,0.029023000000000465,0,10,,0,0,,,1,0,1,False,0,0,1,3,41,0,4,3,3,328,count_deferred_width015,10,10,[],21048.26666867023,0,,0.0,,False,0,0,621.0653331000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,0,0,70,1.0,3,1,4,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,305,6210.653331,40.0,constant,,0.029048083000816405
9,0,True,0,9,2,4,0,edge__adversarial-positive__70,edge__adversarial-positive,8,1,1,12,10,342,,bounded_transverse_width,,base,0,0.0312739999999998,0,10,,0,0,,,1,0,1,False,0,0,1,3,41,0,8,3,3,328,lean_cheap_predict8_width015,10,,[],21048.26666867023,0,,0.0,,False,0,354,621.0653331000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,,,70,1.0,3,1,4,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,305,6210.653331,40.0,constant,,0.03129220800474286
9,0,True,0,9,2,4,0,edge__adversarial-positive__70,edge__adversarial-positive,8,1,1,12,10,342,,bounded_transverse_width,,base,0,0.03183800000000048,0,10,,0,0,,,1,0,1,False,0,0,1,3,41,0,8,3,3,328,count_cheap_predict8_width015,10,10,[],21048.26666867023,0,,0.0,,False,0,354,621.0653331000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,0,0,70,1.0,3,1,4,3,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,305,6210.653331,40.0,constant,,0.03185224998742342
6,1,True,0,6,0,2,0,edge__adversarial-positive__70,edge__adversarial-positive,10,52,52,12,10,341,,bounded_transverse_width,,locked,37,0.03613599999999906,7,10,cached_distance_prefix_sum,0,0,,,52,0,45,True,0,0,52,1,0,0,8,2,1,327,lean_cheap_predict8_locked_width015,10,,[],19214.847522371856,0,,0.0,,False,0,404,584.6969503,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,,,70,1.0,5,1,1,1,15,10,ordinary,22,full_coverage_and_all_discovered_cleared,313,5846.969503,40.0,constant,,0.036179999995511025
6,1,True,0,6,0,2,0,edge__adversarial-positive__70,edge__adversarial-positive,10,52,52,12,10,341,,bounded_transverse_width,,locked,37,0.035826000000000136,7,10,cached_distance_prefix_sum,0,0,,,52,0,45,True,0,0,52,1,0,0,8,2,1,327,count_cheap_predict8_locked_width015,10,10,[],19214.847522371856,0,,0.0,,False,0,404,584.6969503,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,0,0,70,1.0,5,1,1,1,15,10,ordinary,22,full_coverage_and_all_discovered_cleared,313,5846.969503,40.0,constant,,0.03584666701499373
15,1,True,0,15,0,0,0,edge__adversarial-positive__71,edge__adversarial-positive,12,16,16,12,12,341,,bounded_transverse_width,,base,0,0.03393100000000082,3,12,,0,0,,,16,0,13,False,0,0,16,0,48,0,4,3,3,327,lean_deferred_width015,9,,[],21933.082230702377,0,,0.0,,False,0,0,531.9680370833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,30.0,4,,,71,1.0,7,0,16,0,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,302,6383.616445,40.0,constant,,0.03397375001804903
15,1,True,0,15,0,0,0,edge__adversarial-positive__71,edge__adversarial-positive,12,16,16,12,12,341,,bounded_transverse_width,,base,0,0.03472400000000064,3,12,,0,0,,,16,0,13,False,0,0,16,0,48,0,4,3,3,327,count_deferred_width015,9,9,[],21933.082230702377,0,,0.0,,False,0,0,531.9680370833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,30.0,4,0,0,71,1.0,7,0,16,0,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,302,6383.616445,40.0,constant,,0.03475262498250231
15,1,True,0,15,0,0,0,edge__adversarial-positive__71,edge__adversarial-positive,12,16,17,12,12,340,,bounded_transverse_width,,base,0,0.03640700000000052,3,12,,0,0,,,17,0,14,False,0,0,17,0,48,0,8,3,3,326,lean_cheap_predict8_width015,9,,[],21933.082230702377,0,,0.0,,False,0,428,531.4680370833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",1,30.0,4,,,71,1.0,7,0,16,0,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,301,6377.616445,40.0,constant,,0.036442416021600366
15,1,True,0,15,0,0,0,edge__adversarial-positive__71,edge__adversarial-positive,12,16,17,12,12,340,,bounded_transverse_width,,base,0,0.03720600000000118,3,12,,0,0,,,17,0,14,False,0,0,17,0,48,0,8,3,3,326,count_cheap_predict8_width015,9,9,[],21933.082230702377,0,,0.0,,False,0,428,531.4680370833333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",1,30.0,4,0,0,71,1.0,7,0,16,0,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,301,6377.616445,40.0,constant,,0.037226791959255934
16,4,True,0,16,0,1,1,edge__adversarial-positive__71,edge__adversarial-positive,12,47,47,13,12,317,,bounded_transverse_width,,locked,47,0.04520899999999983,0,12,cached_distance_prefix_sum,0,0,,,47,0,47,True,0,0,47,5,0,0,8,4,2,302,lean_cheap_predict8_locked_width015,8,,[],20838.187808093906,0,,0.0,,False,0,344,501.7197966666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,30.0,4,,,71,1.0,9,14,16,5,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,280,6020.63756,40.0,constant,,0.04524937499081716
16,4,True,0,16,0,1,1,edge__adversarial-positive__71,edge__adversarial-positive,12,47,47,13,12,317,,bounded_transverse_width,,locked,47,0.04547699999999999,0,12,cached_distance_prefix_sum,0,0,,,47,0,47,True,0,0,47,5,0,0,8,4,2,302,count_cheap_predict8_locked_width015,8,8,[],20838.187808093906,0,,0.0,,False,0,344,501.7197966666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,30.0,4,0,0,71,1.0,9,14,16,5,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,280,6020.63756,40.0,constant,,0.04549316602060571
10,1,True,0,10,2,3,0,edge__adversarial-negative__67,edge__adversarial-negative,8,20,20,11,10,362,,bounded_transverse_width,,base,0,0.03589099999999945,1,10,,0,0,,,20,0,19,False,0,0,20,4,41,0,4,4,3,349,lean_deferred_width015,10,,[],21771.869815222402,0,,0.0,,False,0,0,648.037396,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,,,67,1.0,9,0,1,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,328,6480.37396,40.0,constant,,0.0359184590051882
10,1,True,0,10,2,3,0,edge__adversarial-negative__67,edge__adversarial-negative,8,20,20,11,10,362,,bounded_transverse_width,,base,0,0.03657100000000035,1,10,,0,0,,,20,0,19,False,0,0,20,4,41,0,4,4,3,349,count_deferred_width015,10,10,[],21771.869815222402,0,,0.0,,False,0,0,648.037396,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,0,0,67,1.0,9,0,1,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,328,6480.37396,40.0,constant,,0.036584666988346726
10,1,True,0,10,2,3,0,edge__adversarial-negative__67,edge__adversarial-negative,8,20,20,11,10,362,,bounded_transverse_width,,base,0,0.038635000000001085,1,10,,0,0,,,20,0,19,False,0,0,20,4,41,0,8,4,3,349,lean_cheap_predict8_width015,10,,[],21771.869815222402,0,,0.0,,False,0,367,648.037396,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,,,67,1.0,9,0,1,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,328,6480.37396,40.0,constant,,0.03865533304633573
10,1,True,0,10,2,3,0,edge__adversarial-negative__67,edge__adversarial-negative,8,20,20,11,10,362,,bounded_transverse_width,,base,0,0.03834799999999916,1,10,,0,0,,,20,0,19,False,0,0,20,4,41,0,8,4,3,349,count_cheap_predict8_width015,10,10,[],21771.869815222402,0,,0.0,,False,0,367,648.037396,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,0,0,67,1.0,9,0,1,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,328,6480.37396,40.0,constant,,0.038384166022296995
12,1,True,0,12,0,2,0,edge__adversarial-negative__67,edge__adversarial-negative,10,47,47,12,10,335,,bounded_transverse_width,,locked,43,0.03742700000000099,3,10,cached_distance_prefix_sum,0,0,,,47,0,44,True,0,0,47,4,0,0,8,4,3,321,lean_cheap_predict8_locked_width015,10,,[],20472.269634611894,0,,0.0,,False,0,391,605.7453923,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,,,67,1.0,9,5,19,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,302,6057.453923,40.0,constant,,0.0374534169677645
12,1,True,0,12,0,2,0,edge__adversarial-negative__67,edge__adversarial-negative,10,47,47,12,10,335,,bounded_transverse_width,,locked,43,0.037976999999999705,3,10,cached_distance_prefix_sum,0,0,,,47,0,44,True,0,0,47,4,0,0,8,4,3,321,count_cheap_predict8_locked_width015,10,10,[],20472.269634611894,0,,0.0,,False,0,391,605.7453923,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,30.0,4,0,0,67,1.0,9,5,19,4,21,10,ordinary,22,full_coverage_and_all_discovered_cleared,302,6057.453923,40.0,constant,,0.038001750013791025
21,3,True,0,21,1,3,0,edge__adversarial-negative__68,edge__adversarial-negative,14,3,3,17,15,306,,bounded_transverse_width,,base,0,0.04517099999999985,1,15,,0,0,,,3,0,2,False,0,0,3,7,55,0,4,3,3,287,lean_deferred_width015,5,,[],24636.097056889415,0,,0.0,,False,0,0,447.1479608,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,,,68,1.0,17,5,4,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6707.219412,40.0,constant,,0.0451935839955695
21,3,True,0,21,1,3,0,edge__adversarial-negative__68,edge__adversarial-negative,14,3,3,17,15,306,,bounded_transverse_width,,base,0,0.0450569999999999,1,15,,0,0,,,3,0,2,False,0,0,3,7,55,0,4,3,3,287,count_deferred_width015,5,5,[],24636.097056889415,0,,0.0,,False,0,0,447.1479608,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,0,0,68,1.0,17,5,4,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6707.219412,40.0,constant,,0.04508254199754447
21,3,True,0,21,1,3,0,edge__adversarial-negative__68,edge__adversarial-negative,14,3,3,17,15,306,,bounded_transverse_width,,base,0,0.046766999999999115,1,15,,0,0,,,3,0,2,False,0,0,3,7,55,0,8,3,3,287,lean_cheap_predict8_width015,5,,[],24636.097056889415,0,,0.0,,False,0,342,447.1479608,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,,,68,1.0,17,5,4,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6707.219412,40.0,constant,,0.04679587500868365
21,3,True,0,21,1,3,0,edge__adversarial-negative__68,edge__adversarial-negative,14,3,3,17,15,306,,bounded_transverse_width,,base,0,0.04607099999999953,1,15,,0,0,,,3,0,2,False,0,0,3,7,55,0,8,3,3,287,count_cheap_predict8_width015,5,5,[],24636.097056889415,0,,0.0,,False,0,342,447.1479608,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,30.0,4,0,0,68,1.0,17,5,4,7,33,15,ordinary,22,full_coverage_and_all_discovered_cleared,264,6707.219412,40.0,constant,,0.0460853329859674
18,3,True,0,18,1,2,0,edge__adversarial-negative__68,edge__adversarial-negative,14,41,42,16,15,284,,bounded_transverse_width,,locked,52,0.05416600000000038,4,15,cached_distance_prefix_sum,0,0,,,42,0,38,True,0,0,42,6,0,0,8,5,4,266,lean_cheap_predict8_locked_width015,5,,[],21940.732505837037,0,,0.0,,False,0,466,402.8764332,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,,,68,1.0,13,7,27,7,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,247,6043.146498,40.0,constant,,0.054210875008720905
18,3,True,0,18,1,2,0,edge__adversarial-negative__68,edge__adversarial-negative,14,41,42,16,15,284,,bounded_transverse_width,,locked,52,0.054380999999999347,4,15,cached_distance_prefix_sum,0,0,,,42,0,38,True,0,0,42,6,0,0,8,5,4,266,count_cheap_predict8_locked_width015,5,5,[],21940.732505837037,0,,0.0,,False,0,466,402.8764332,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",1,30.0,4,0,0,68,1.0,13,7,27,7,30,15,ordinary,22,full_coverage_and_all_discovered_cleared,247,6043.146498,40.0,constant,,0.05441408301703632
12,2,True,0,12,4,6,0,edge__adversarial-negative__69,edge__adversarial-negative,11,27,27,17,15,283,,bounded_transverse_width,,base,0,0.041343999999998715,2,15,,0,0,,,27,0,25,False,0,0,27,3,47,0,4,4,3,264,lean_deferred_width015,5,,[],23157.680623448807,0,,0.0,,False,0,0,418.3690747333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,,,69,1.0,11,3,16,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,6275.536121,40.0,constant,,0.041372334002517164
12,2,True,0,12,4,6,0,edge__adversarial-negative__69,edge__adversarial-negative,11,27,27,17,15,283,,bounded_transverse_width,,base,0,0.03970399999999863,2,15,,0,0,,,27,0,25,False,0,0,27,3,47,0,4,4,3,264,count_deferred_width015,5,5,[],23157.680623448807,0,,0.0,,False,0,0,418.3690747333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,0,0,69,1.0,11,3,16,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,6275.536121,40.0,constant,,0.039728667004965246
12,2,True,0,12,4,6,0,edge__adversarial-negative__69,edge__adversarial-negative,11,27,27,17,15,283,,bounded_transverse_width,,base,0,0.04173499999999919,2,15,,0,0,,,27,0,25,False,0,0,27,3,47,0,8,4,3,264,lean_cheap_predict8_width015,5,,[],23157.680623448807,0,,0.0,,False,0,432,418.3690747333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,,,69,1.0,11,3,16,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,6275.536121,40.0,constant,,0.0417810000362806
12,2,True,0,12,4,6,0,edge__adversarial-negative__69,edge__adversarial-negative,11,27,27,17,15,283,,bounded_transverse_width,,base,0,0.041972999999998706,2,15,,0,0,,,27,0,25,False,0,0,27,3,47,0,8,4,3,264,count_cheap_predict8_width015,5,5,[],23157.680623448807,0,,0.0,,False,0,432,418.3690747333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,30.0,4,0,0,69,1.0,11,3,16,3,25,15,ordinary,22,full_coverage_and_all_discovered_cleared,243,6275.536121,40.0,constant,,0.04199166700709611
10,1,True,0,10,2,3,0,edge__adversarial-negative__69,edge__adversarial-negative,13,65,66,16,15,258,,bounded_transverse_width,,locked,46,0.05093800000000215,1,15,cached_distance_prefix_sum,0,0,,,66,0,65,True,0,0,66,3,0,0,8,3,2,240,lean_cheap_predict8_locked_width015,5,,[],20642.34363802817,0,,0.0,,False,0,508,374.89791513333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,,,69,1.0,19,8,30,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,217,5623.468727,40.0,constant,,0.050958250008989125
10,1,True,0,10,2,3,0,edge__adversarial-negative__69,edge__adversarial-negative,13,65,66,16,15,258,,bounded_transverse_width,,locked,46,0.05126500000000078,1,15,cached_distance_prefix_sum,0,0,,,66,0,65,True,0,0,66,3,0,0,8,3,2,240,count_cheap_predict8_locked_width015,5,5,[],20642.34363802817,0,,0.0,,False,0,508,374.89791513333336,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",1,30.0,4,0,0,69,1.0,19,8,30,3,24,15,ordinary,22,full_coverage_and_all_discovered_cleared,217,5623.468727,40.0,constant,,0.051308333000633866
10,1,True,0,10,2,3,0,edge__adversarial-negative__70,edge__adversarial-negative,8,0,0,11,10,332,,bounded_transverse_width,,base,0,0.027567999999998705,0,10,,0,0,,,0,0,0,False,0,0,0,4,41,0,4,3,3,319,lean_deferred_width015,10,,[],21848.35446241511,0,,0.0,,False,0,0,631.5670893,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,,,70,1.0,1,0,4,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,6315.670893,40.0,constant,,0.02757591602858156
10,1,True,0,10,2,3,0,edge__adversarial-negative__70,edge__adversarial-negative,8,0,0,11,10,332,,bounded_transverse_width,,base,0,0.02784600000000026,0,10,,0,0,,,0,0,0,False,0,0,0,4,41,0,4,3,3,319,count_deferred_width015,10,10,[],21848.35446241511,0,,0.0,,False,0,0,631.5670893,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,30.0,4,0,0,70,1.0,1,0,4,4,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,6315.670893,40.0,constant,,0.027850540995132178
