active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,minimum_unknown_actions_per_station,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,public_empty_scan_skips,public_empty_scans,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
4,0,True,0,0,0,0,0,clustered__smooth__69,clustered__smooth,7,0,0,19,15,167,1.0,,,base,0,0.031619000000000064,0,15,,8,12,False,,0,0,0,False,,0,0,,22,0,4,,,146,lean_deferred_area7,5,,[],8382.723416678291,0,52.93634295579471,0.0,7,,,0,175.50297886666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,,3,,,69,1.0,22,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,139,2632.544683,,,True,0.03163033304736018
4,0,True,0,0,0,0,0,clustered__smooth__69,clustered__smooth,7,0,0,19,15,167,1.0,,,base,0,0.03199400000000008,0,15,,8,12,False,,0,0,0,False,,0,0,,22,0,4,,,146,count_deferred_area7,5,5,[],8382.723416678291,0,52.93634295579471,0.0,7,,,0,175.50297886666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,,3,0,0,69,1.0,22,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,139,2632.544683,,,True,0.03200979100074619
4,0,True,0,0,0,0,0,clustered__smooth__70,clustered__smooth,8,0,0,12,10,125,1.0,,,base,0,0.019590999999999692,0,10,,2,4,False,,0,0,0,False,,0,0,,17,0,4,,,111,lean_deferred_area7,10,,[],9236.450267120634,0,60.781228736919395,0.0,8,,,0,256.3290053,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,,3,,,70,1.0,12,,2,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,105,2563.290053,,,True,0.01959666598122567
4,0,True,0,0,0,0,0,clustered__smooth__70,clustered__smooth,8,0,0,12,10,125,1.0,,,base,0,0.019693000000000183,0,10,,2,4,False,,0,0,0,False,,0,0,,17,0,4,,,111,count_deferred_area7,10,10,[],9236.450267120634,0,60.781228736919395,0.0,8,,,0,256.3290053,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,,3,0,0,70,1.0,12,,2,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,105,2563.290053,,,True,0.01970120897749439
7,0,True,0,0,0,0,0,clustered__smooth__71,clustered__smooth,5,2,2,13,12,130,1.0,,,base,0,0.02405199999999974,1,12,,7,8,False,,2,0,1,False,,0,0,,19,0,4,,,115,lean_deferred_area7,9,,[],11267.075659553358,0,23.51569284109836,0.0,5,,,0,250.11792766666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,,3,,,71,1.0,13,,1,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,110,3001.415132,,,True,0.024055959016550332
7,0,True,0,0,0,0,0,clustered__smooth__71,clustered__smooth,5,2,2,13,12,130,1.0,,,base,0,0.02368199999999998,1,12,,7,8,False,,2,0,1,False,,0,0,,19,0,4,,,115,count_deferred_area7,9,9,[],11267.075659553358,0,23.51569284109836,0.0,5,,,0,250.11792766666667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,,3,0,0,71,1.0,13,,1,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,110,3001.415132,,,True,0.02371162496274337
3,0,True,0,0,0,0,0,clustered__adversarial-positive__67,clustered__adversarial-positive,7,0,0,11,10,120,1.0,,,base,0,0.01523299999999983,0,10,,3,4,False,,0,0,0,False,,0,0,,17,0,4,,,107,lean_deferred_area7,10,,[],9912.119729321521,0,62.98648557438853,0.0,7,,,0,267.1423946,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,,3,,,67,1.0,9,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,101,2671.423946,,,True,0.015256583981681615
3,0,True,0,0,0,0,0,clustered__adversarial-positive__67,clustered__adversarial-positive,7,0,0,11,10,120,1.0,,,base,0,0.015506000000000242,0,10,,3,4,False,,0,0,0,False,,0,0,,17,0,4,,,107,count_deferred_area7,10,10,[],9912.119729321521,0,62.98648557438853,0.0,7,,,0,267.1423946,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,,3,0,0,67,1.0,9,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,101,2671.423946,,,True,0.015520458982791752
7,0,True,0,0,0,0,0,clustered__adversarial-positive__68,clustered__adversarial-positive,11,0,0,20,15,127,1.0,,,base,0,0.027070999999999845,0,15,,4,9,False,,0,0,0,False,,0,0,,22,0,4,,,105,lean_deferred_area7,5,,[],9299.151404451017,0,96.08034223845935,0.0,11,,,0,171.65535213333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,,3,,,68,1.0,30,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,100,2574.830282,,,True,0.027110374998301268
7,0,True,0,0,0,0,0,clustered__adversarial-positive__68,clustered__adversarial-positive,11,0,0,20,15,127,1.0,,,base,0,0.026888000000000023,0,15,,4,9,False,,0,0,0,False,,0,0,,22,0,4,,,105,count_deferred_area7,5,5,[],9299.151404451017,0,96.08034223845935,0.0,11,,,0,171.65535213333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,,3,0,0,68,1.0,30,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,100,2574.830282,,,True,0.026905542006716132
12,0,True,0,0,0,0,0,clustered__adversarial-positive__69,clustered__adversarial-positive,13,0,0,26,15,165,1.0,,,base,0,0.03238600000000025,0,15,,2,13,False,,0,0,0,False,,0,0,,22,0,4,,,137,lean_deferred_area7,5,,[],8623.967891706043,0,115.41139236326903,0.0,13,,,0,176.65290526666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,,3,,,69,1.0,10,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,132,2649.793579,,,True,0.03249812498688698
12,0,True,0,0,0,0,0,clustered__adversarial-positive__69,clustered__adversarial-positive,13,0,0,26,15,165,1.0,,,base,0,0.032240999999999964,0,15,,2,13,False,,0,0,0,False,,0,0,,22,0,4,,,137,count_deferred_area7,5,5,[],8623.967891706043,0,115.41139236326903,0.0,13,,,0,176.65290526666666,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,,3,0,0,69,1.0,10,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,132,2649.793579,,,True,0.03224154200870544
6,0,True,0,0,0,0,0,clustered__adversarial-positive__70,clustered__adversarial-positive,7,0,0,15,10,153,1.0,,,base,0,0.020755999999999997,0,10,,3,8,False,,0,0,0,False,,0,0,,17,0,4,,,136,lean_deferred_area7,10,,[],8628.022086495068,0,70.12551606617991,0.0,7,,,0,259.9604417,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,,3,,,70,1.0,8,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,129,2599.604417,,,True,0.020755833014845848
6,0,True,0,0,0,0,0,clustered__adversarial-positive__70,clustered__adversarial-positive,7,0,0,15,10,153,1.0,,,base,0,0.02044099999999993,0,10,,3,8,False,,0,0,0,False,,0,0,,17,0,4,,,136,count_deferred_area7,10,10,[],8628.022086495068,0,70.12551606617991,0.0,7,,,0,259.9604417,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,,3,0,0,70,1.0,8,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,129,2599.604417,,,True,0.020452791010029614
13,0,True,0,0,0,0,0,clustered__adversarial-positive__71,clustered__adversarial-positive,11,2,2,20,12,147,1.0,,,base,0,0.02863199999999999,1,12,,1,9,False,,2,0,1,False,,0,0,,19,0,4,,,125,lean_deferred_area7,9,,[],10980.406285647074,0,84.95799588061894,0.0,11,,,0,252.00677141666665,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,,3,,,71,1.0,16,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,119,3024.081257,,,True,0.02865166700212285
13,0,True,0,0,0,0,0,clustered__adversarial-positive__71,clustered__adversarial-positive,11,2,2,20,12,147,1.0,,,base,0,0.028801999999999772,1,12,,1,9,False,,2,0,1,False,,0,0,,19,0,4,,,125,count_deferred_area7,9,9,[],10980.406285647074,0,84.95799588061894,0.0,11,,,0,252.00677141666665,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,,3,0,0,71,1.0,16,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,119,3024.081257,,,True,0.028803125023841858
3,0,True,0,0,0,0,0,clustered__adversarial-negative__67,clustered__adversarial-negative,7,0,0,11,10,120,1.0,,,base,0,0.015436999999999923,0,10,,3,4,False,,0,0,0,False,,0,0,,17,0,4,,,107,lean_deferred_area7,10,,[],9965.043675451454,0,60.92459726191062,0.0,7,,,0,268.2008736,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,,3,,,67,1.0,9,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,101,2682.008736,,,True,0.015438917034771293
3,0,True,0,0,0,0,0,clustered__adversarial-negative__67,clustered__adversarial-negative,7,0,0,11,10,120,1.0,,,base,0,0.016125999999999863,0,10,,3,4,False,,0,0,0,False,,0,0,,17,0,4,,,107,count_deferred_area7,10,10,[],9965.043675451454,0,60.92459726191062,0.0,7,,,0,268.2008736,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,,3,0,0,67,1.0,9,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,101,2682.008736,,,True,0.016125791997183114
5,0,True,0,0,0,0,0,clustered__adversarial-negative__68,clustered__adversarial-negative,13,2,2,18,15,118,1.0,,,base,0,0.026669000000000054,1,15,,2,5,False,,2,0,1,False,,0,0,,22,0,4,,,98,lean_deferred_area7,5,,[],9360.799066399162,0,97.65624673794413,0.0,13,,,0,169.277321,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,,3,,,68,1.0,21,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,93,2539.159815,,,True,0.02667662501335144
5,0,True,0,0,0,0,0,clustered__adversarial-negative__68,clustered__adversarial-negative,13,2,2,18,15,118,1.0,,,base,0,0.026310000000000056,1,15,,2,5,False,,2,0,1,False,,0,0,,22,0,4,,,98,count_deferred_area7,5,5,[],9360.799066399162,0,97.65624673794413,0.0,13,,,0,169.277321,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,,3,0,0,68,1.0,21,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,93,2539.159815,,,True,0.026345500024035573
11,0,True,0,0,0,0,0,clustered__adversarial-negative__69,clustered__adversarial-negative,12,0,0,26,15,185,1.0,,,base,0,0.03793399999999991,0,15,,3,14,False,,0,0,0,False,,0,0,,22,0,4,,,157,lean_deferred_area7,5,,[],8351.68797902339,0,116.85783169162801,0.0,12,,,0,180.8225066,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,,3,,,69,1.0,26,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,149,2712.337599,,,True,0.03796291595790535
11,0,True,0,0,0,0,0,clustered__adversarial-negative__69,clustered__adversarial-negative,12,0,0,26,15,185,1.0,,,base,0,0.03782299999999994,0,15,,3,14,False,,0,0,0,False,,0,0,,22,0,4,,,157,count_deferred_area7,5,5,[],8351.68797902339,0,116.85783169162801,0.0,12,,,0,180.8225066,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,,3,0,0,69,1.0,26,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,149,2712.337599,,,True,0.03785175003577024
4,0,True,0,0,0,0,0,clustered__adversarial-negative__70,clustered__adversarial-negative,8,0,0,11,10,124,1.0,,,base,0,0.019711000000000034,0,10,,2,3,False,,0,0,0,False,,0,0,,17,0,4,,,111,lean_deferred_area7,10,,[],9213.203196171802,0,63.33848645145344,0.0,8,,,0,255.56406379999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,,3,,,70,1.0,12,,2,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,105,2555.640638,,,True,0.019714166992343962
4,0,True,0,0,0,0,0,clustered__adversarial-negative__70,clustered__adversarial-negative,8,0,0,11,10,124,1.0,,,base,0,0.020027999999999935,0,10,,2,3,False,,0,0,0,False,,0,0,,17,0,4,,,111,count_deferred_area7,10,10,[],9213.203196171802,0,63.33848645145344,0.0,8,,,0,255.56406379999999,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,,3,0,0,70,1.0,12,,2,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,105,2555.640638,,,True,0.020059750007931143
15,0,True,0,0,0,0,0,clustered__adversarial-negative__71,clustered__adversarial-negative,12,2,2,22,12,159,1.0,,,base,0,0.028100000000000236,1,12,,0,10,False,,2,0,1,False,,0,0,,19,0,4,,,135,lean_deferred_area7,9,,[],10939.412481530444,0,84.49527546184052,0.0,12,,,0,256.57354133333337,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,,3,,,71,1.0,24,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,126,3078.882496,,,True,0.028110750019550323
15,0,True,0,0,0,0,0,clustered__adversarial-negative__71,clustered__adversarial-negative,12,2,2,22,12,159,1.0,,,base,0,0.02791100000000002,1,12,,0,10,False,,2,0,1,False,,0,0,,19,0,4,,,135,count_deferred_area7,9,9,[],10939.412481530444,0,84.49527546184052,0.0,12,,,0,256.57354133333337,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,,3,0,0,71,1.0,24,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,126,3078.882496,,,True,0.027938625018578023
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,0,0,14,10,131,1.0,,,base,0,0.019531999999999883,0,10,,3,7,False,,0,0,0,False,,0,0,,17,0,4,,,115,lean_deferred_area7,10,,[],10145.192096603949,0,77.14444904173412,0.0,7,,,0,277.4038421,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,,3,,,67,1.0,13,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,108,2774.038421,,,True,0.01954474998638034
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,0,0,14,10,131,1.0,,,base,0,0.019737000000000116,0,10,,3,7,False,,0,0,0,False,,0,0,,17,0,4,,,115,count_deferred_area7,10,10,[],10145.192096603949,0,77.14444904173412,0.0,7,,,0,277.4038421,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",0,,3,0,0,67,1.0,13,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,108,2774.038421,,,True,0.01975979097187519
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,2,2,20,15,122,1.0,,,base,0,0.028093000000000146,1,15,,0,5,False,,2,0,1,False,,0,0,,22,0,4,,,100,lean_deferred_area7,5,,[],9372.146113884337,0,136.80571197886508,0.0,15,,,0,170.628615,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,,3,,,68,1.0,20,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,95,2559.429225,,,True,0.02809608302777633
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__68,clustered__adversarial-spatial,15,2,2,20,15,122,1.0,,,base,0,0.028197000000000028,1,15,,0,5,False,,2,0,1,False,,0,0,,22,0,4,,,100,count_deferred_area7,5,5,[],9372.146113884337,0,136.80571197886508,0.0,15,,,0,170.628615,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",0,,3,0,0,68,1.0,20,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,95,2559.429225,,,True,0.028205832990352064
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,0,0,22,15,157,1.0,,,base,0,0.029503000000000057,0,15,,3,10,False,,0,0,0,False,,0,0,,22,0,4,,,133,lean_deferred_area7,5,,[],8586.925244501368,0,129.00845904561743,0.0,12,,,0,173.7590034,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,,3,,,69,1.0,10,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,128,2606.385051,,,True,0.02950845897430554
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,0,0,22,15,157,1.0,,,base,0,0.029595000000000482,0,15,,3,10,False,,0,0,0,False,,0,0,,22,0,4,,,133,count_deferred_area7,5,5,[],8586.925244501368,0,129.00845904561743,0.0,12,,,0,173.7590034,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",0,,3,0,0,69,1.0,10,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,128,2606.385051,,,True,0.029609624994918704
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,0,0,12,10,128,1.0,,,base,0,0.022196000000000105,0,10,,1,3,False,,0,0,0,False,,0,0,,17,0,4,,,114,lean_deferred_area7,10,,[],9294.173272393748,0,98.50546171369675,0.0,9,,,0,259.3834655,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,,3,,,70,1.0,15,,3,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,109,2593.834655,,,True,0.022201583022251725
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,0,0,12,10,128,1.0,,,base,0,0.021772999999999598,0,10,,1,3,False,,0,0,0,False,,0,0,,17,0,4,,,114,count_deferred_area7,10,10,[],9294.173272393748,0,98.50546171369675,0.0,9,,,0,259.3834655,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",0,,3,0,0,70,1.0,15,,3,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,109,2593.834655,,,True,0.02177500003017485
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,12,0,0,15,12,128,1.0,,,base,0,0.022202000000000055,0,12,,0,3,False,,0,0,0,False,,0,0,,19,0,4,,,111,lean_deferred_area7,8,,[],8995.036825122406,0,146.1121111514177,0.0,12,,,0,210.25061374999999,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,,3,,,71,1.0,21,,3,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,100,2523.007365,,,True,0.022206958034075797
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__71,clustered__adversarial-spatial,12,0,0,15,12,128,1.0,,,base,0,0.022325999999999624,0,12,,0,3,False,,0,0,0,False,,0,0,,19,0,4,,,111,count_deferred_area7,8,8,[],8995.036825122406,0,146.1121111514177,0.0,12,,,0,210.25061374999999,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",0,,3,0,0,71,1.0,21,,3,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,100,2523.007365,,,True,0.022338374983519316
22,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,0,0,20,10,168,1.0,,,base,0,0.027337000000000167,0,10,,0,10,False,,0,0,0,False,,0,0,,17,0,4,,,146,lean_deferred_area7,12,,[],17223.522301845136,0,91.05337512648231,0.0,10,,,0,438.5704463,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",0,,3,,,242,1.0,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4385.704463,,,True,0.027345415961463004
22,0,True,0,0,0,0,0,boundary_min__n10__positive,boundary_min,10,0,0,20,10,168,1.0,,,base,0,0.02676000000000034,0,10,,0,10,False,,0,0,0,False,,0,0,,17,0,4,,,146,count_deferred_area7,12,12,[],17223.522301845136,0,91.05337512648231,0.0,10,,,0,438.5704463,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",0,,3,0,0,242,1.0,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4385.704463,,,True,0.026802125037647784
18,0,True,0,0,0,0,0,boundary_min__n10__negative,boundary_min,10,0,0,18,10,163,1.0,,,base,0,0.023685999999999652,0,10,,0,8,False,,0,0,0,False,,0,0,,17,0,4,,,143,lean_deferred_area7,12,,[],17183.640130266478,0,69.04815703738737,0.0,10,,,0,435.67280280000006,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",0,,3,,,243,1.0,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4356.728028,,,True,0.023690500005614012
18,0,True,0,0,0,0,0,boundary_min__n10__negative,boundary_min,10,0,0,18,10,163,1.0,,,base,0,0.023475000000000357,0,10,,0,8,False,,0,0,0,False,,0,0,,17,0,4,,,143,count_deferred_area7,12,12,[],17183.640130266478,0,69.04815703738737,0.0,10,,,0,435.67280280000006,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",0,,3,0,0,243,1.0,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4356.728028,,,True,0.023505916993599385
18,0,True,0,0,0,0,0,boundary_min__n10__spatial,boundary_min,10,0,0,17,10,160,1.0,,,base,0,0.02489700000000017,0,10,,0,7,False,,0,0,0,False,,0,0,,17,0,4,,,141,lean_deferred_area7,12,,[],17209.82737122045,0,107.25357370587147,0.0,10,,,0,434.5965476,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",0,,3,,,244,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,128,4345.965476,,,True,0.024896582996007055
18,0,True,0,0,0,0,0,boundary_min__n10__spatial,boundary_min,10,0,0,17,10,160,1.0,,,base,0,0.02474599999999949,0,10,,0,7,False,,0,0,0,False,,0,0,,17,0,4,,,141,count_deferred_area7,12,12,[],17209.82737122045,0,107.25357370587147,0.0,10,,,0,434.5965476,"[2, 6, 13, 14, 15, 16, 17, 18, 19, 20]",0,,3,0,0,244,1.0,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,128,4345.965476,,,True,0.024774666992016137
16,0,True,0,0,0,0,0,boundary_min__n16__positive,boundary_min,11,0,0,26,16,163,1.0,,,base,0,0.028216999999999715,0,16,,5,15,False,,0,0,0,False,,0,0,,23,0,4,,,135,lean_deferred_area7,6,,[],18842.882165616586,0,78.13788411083866,0.0,11,,,0,292.411026875,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",0,,3,,,245,1.0,22,,0,,,16,stress,7,public_upper_bound_16,125,4678.57643,,,True,0.028244792018085718
16,0,True,0,0,0,0,0,boundary_min__n16__positive,boundary_min,11,0,0,26,16,163,1.0,,,base,0,0.0281640000000003,0,16,,5,15,False,,0,0,0,False,,0,0,,23,0,4,,,135,count_deferred_area7,6,6,[],18842.882165616586,0,78.13788411083866,0.0,11,,,0,292.411026875,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",0,,3,0,0,245,1.0,22,,0,,,16,stress,7,public_upper_bound_16,125,4678.57643,,,True,0.02817454101750627
17,0,True,0,0,0,0,0,boundary_min__n16__negative,boundary_min,12,0,0,24,16,163,1.0,,,base,0,0.03220500000000026,0,16,,4,12,False,,0,0,0,False,,0,0,,23,0,4,,,137,lean_deferred_area7,6,,[],18950.724990265524,0,96.03611370364278,0.0,12,,,0,294.0090623125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",0,,3,,,246,1.0,23,,0,,,16,stress,7,public_upper_bound_16,125,4704.144997,,,True,0.032225332979578525
17,0,True,0,0,0,0,0,boundary_min__n16__negative,boundary_min,12,0,0,24,16,163,1.0,,,base,0,0.03170099999999998,0,16,,4,12,False,,0,0,0,False,,0,0,,23,0,4,,,137,count_deferred_area7,6,6,[],18950.724990265524,0,96.03611370364278,0.0,12,,,0,294.0090623125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",0,,3,0,0,246,1.0,23,,0,,,16,stress,7,public_upper_bound_16,125,4704.144997,,,True,0.03170654096174985
16,0,True,0,0,0,0,0,boundary_min__n16__spatial,boundary_min,14,0,0,24,16,160,1.0,,,base,0,0.029784999999999506,0,16,,2,10,False,,0,0,0,False,,0,0,,23,0,4,,,134,lean_deferred_area7,6,,[],18890.778740534148,0,171.08333705979226,0.0,14,,,0,292.3222343125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",0,,3,,,247,1.0,21,,0,,,16,stress,7,public_upper_bound_16,125,4677.155749,,,True,0.029804833000525832
16,0,True,0,0,0,0,0,boundary_min__n16__spatial,boundary_min,14,0,0,24,16,160,1.0,,,base,0,0.029577999999999882,0,16,,2,10,False,,0,0,0,False,,0,0,,23,0,4,,,134,count_deferred_area7,6,6,[],18890.778740534148,0,171.08333705979226,0.0,14,,,0,292.3222343125,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20]",0,,3,0,0,247,1.0,21,,0,,,16,stress,7,public_upper_bound_16,125,4677.155749,,,True,0.029604999988805503
8,0,True,0,0,0,0,0,near_collinear_min__n10__positive,near_collinear_min,7,0,0,14,10,135,1.0,,,base,0,0.019404999999999895,0,10,,3,7,False,,0,0,0,False,,0,0,,17,0,4,,,119,lean_deferred_area7,10,,[],13301.486813087642,0,89.88031749056242,0.0,7,,,0,343.0297364,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",0,,3,,,248,1.0,2,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,113,3430.297364,,,True,0.019404416962061077
8,0,True,0,0,0,0,0,near_collinear_min__n10__positive,near_collinear_min,7,0,0,14,10,135,1.0,,,base,0,0.01963800000000049,0,10,,3,7,False,,0,0,0,False,,0,0,,17,0,4,,,119,count_deferred_area7,10,10,[],13301.486813087642,0,89.88031749056242,0.0,7,,,0,343.0297364,"[4, 6, 10, 12, 14, 15, 16, 17, 18, 20]",0,,3,0,0,248,1.0,2,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,113,3430.297364,,,True,0.019644957967102528
